,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
3764,2008,Sr,6-4,Brian Henderson,Old Dominion,CAA,33,59.3,2.4,2.3,112.4,18.9,51.5,54.0,3.6,7.9,12.0,14.1,1.0,2.1,15.9,36-43,.837,51-107,.477,59-164,.360,,,,,,,,
3765,,,,,Conf. games:,Conf. games:,18,60.5,2.4,1.7,117.1,17.4,55.3,58.5,3.3,9.4,10.5,15.4,1.0,1.7,17.6,21-23,.913,29-57,.509,29-74,.392,,,,,,,,
3766,,,,,Top 100 quality games:,Top 100:,11,60.5,2.8,2.3,107.5,20.1,50.5,51.0,3.2,6.3,9.5,11.3,0.4,2.1,7.7,5-8,.625,21-45,.467,21-59,.356,,,,,,,,
3767,,,,,Top 50 quality games:,Top 50:,7,62.1,2.9,1.8,104.2,20.9,50.0,50.8,3.6,5.9,8.9,15.1,0.0,1.8,9.0,4-6,.667,11-27,.407,15-40,.375,,,,,,,,
3768,2008,Sr,6-1,Brandon Johnson,Old Dominion,CAA,34,67.0,1.3,4.1,94.4,22.4,44.6,48.2,6.1,11.4,33.2,29.8,1.1,6.2,28.3,47-66,.712,74-156,.474,20-77,.260,,,,,,,,
3769,,,,,Conf. games:,Conf. games:,18,64.3,1.4,4.5,100.1,20.5,44.6,48.5,5.5,9.1,28.5,24.5,0.7,6.4,26.4,24-32,.750,39-83,.470,10-38,.263,,,,,,,,
3770,,,,,Top 100 quality games:,Top 100:,11,70.5,1.4,2.9,85.8,24.0,44.5,49.8,5.1,10.7,29.6,35.6,1.0,6.1,26.8,19-22,.864,23-51,.451,9-31,.290,,,,,,,,
3771,,,,,Top 50 quality games:,Top 50:,7,70.4,2.1,3.9,89.4,24.5,53.9,57.4,5.3,10.4,29.2,39.3,1.5,5.6,19.6,9-10,.900,14-30,.467,9-21,.429,,,,,,,,
3772,2008,Sr,6-2,Abdi Lidonde,Old Dominion,CAA,34,43.5,1.1,0.4,103.9,17.6,51.7,52.7,3.4,7.0,10.0,18.9,0.4,2.1,12.9,15-23,.652,20-42,.476,48-136,.353,,,,,,,,
3773,,,,,Conf. games:,Conf. games:,18,45.5,1.2,0.6,109.7,15.8,52.7,53.2,3.1,7.6,12.8,16.5,0.7,2.4,6.5,4-6,.667,13-25,.520,24-68,.353,,,,,,,,
3774,,,,,Top 100 quality games:,Top 100:,11,36.4,0.8,-2.4,90.7,20.1,40.2,42.6,4.6,5.9,9.0,16.9,0.0,1.9,14.3,6-8,.750,6-16,.375,11-40,.275,,,,,,,,
3775,,,,,Top 50 quality games:,Top 50:,7,35.4,1.1,-1.1,95.0,20.0,45.7,47.4,3.2,8.1,6.3,18.5,0.0,1.2,11.4,3-4,.750,4-10,.400,8-25,.320,,,,,,,,
3776,2008,Sr,7-3,Sam Harris,Old Dominion,CAA,32,24.2,-0.1,-2.4,82.3,18.0,45.6,45.9,5.7,17.5,7.1,27.0,12.7,0.6,30.4,11-24,.458,36-79,.456,0-0,.000,,,,,,,,
3777,,,,,Conf. games:,Conf. games:,18,19.3,-0.0,-6.4,88.2,16.4,51.7,53.3,4.8,11.4,5.4,29.6,4.9,0.4,34.5,6-10,.600,15-29,.517,0-0,.000,,,,,,,,
3778,,,,,Top 100 quality games:,Top 100:,10,25.2,-1.1,-1.2,54.8,14.4,26.3,26.3,2.8,22.5,9.9,30.3,16.2,1.1,42.1,2-8,.250,5-19,.263,0-0,.000,,,,,,,,
3779,,,,,Top 50 quality games:,Top 50:,7,35.0,-1.1,-0.2,60.8,14.4,26.3,26.3,3.2,22.2,9.2,21.7,15.3,0.6,42.1,2-8,.250,5-19,.263,0-0,.000,,,,,,,,
3780,2008,Sr,6-9,Dwayne Curtis,Mississippi,SEC,35,77.2,4.9,6.4,126.1,20.1,63.3,64.6,14.7,18.3,6.0,14.8,1.0,1.4,43.9,99-147,.673,212-335,.633,0-0,.000,,,,,,,,
3781,,,,,Conf. games:,Conf. games:,16,80.8,5.0,5.7,124.7,19.3,60.3,61.5,15.2,17.7,6.4,13.2,1.2,1.2,47.3,44-69,.638,88-146,.603,0-0,.000,,,,,,,,
3782,,,,,Top 100 quality games:,Top 100:,20,80.9,5.3,5.6,122.0,20.5,58.2,60.9,15.9,17.3,7.6,15.2,1.0,1.5,46.9,63-91,.692,113-194,.582,0-0,.000,,,,,,,,
3783,,,,,Top 50 quality games:,Top 50:,9,86.7,5.2,5.1,113.3,21.5,55.6,58.6,17.0,21.1,8.3,20.7,1.3,1.1,34.3,25-34,.735,55-99,.556,0-0,.000,,,,,,,,
3784,2008,Sr,6-8,Kenny Williams,Mississippi,SEC,35,65.3,1.8,2.9,106.5,16.5,53.3,53.1,8.7,18.3,6.2,16.8,3.6,1.9,36.3,43-87,.494,128-240,.533,0-0,.000,,,,,,,,
3785,,,,,Conf. games:,Conf. games:,16,64.8,1.1,1.6,97.8,16.1,48.5,48.5,6.3,14.4,7.3,17.9,3.3,2.4,38.6,18-39,.462,49-101,.485,0-0,.000,,,,,,,,
3786,,,,,Top 100 quality games:,Top 100:,20,68.6,1.6,2.3,100.7,16.1,51.0,50.1,6.6,15.1,6.6,16.5,4.3,2.1,33.6,20-48,.417,73-143,.510,0-0,.000,,,,,,,,
3787,,,,,Top 50 quality games:,Top 50:,9,63.6,1.1,1.0,93.1,16.2,44.1,41.9,8.4,15.6,9.3,14.9,4.6,1.2,40.7,7-24,.292,26-59,.441,0-0,.000,,,,,,,,
3788,2008,Sr,6-9,Jermey Parnell,Mississippi,SEC,30,29.0,0.7,0.3,104.9,14.9,53.0,54.6,10.5,15.4,3.9,21.1,5.7,1.0,49.4,24-41,.585,44-83,.530,0-0,.000,,,,,,,,
3789,,,,,Conf. games:,Conf. games:,11,23.3,0.9,0.0,103.5,16.1,42.4,50.0,9.5,14.6,2.3,16.7,5.7,0.0,63.6,15-21,.714,14-33,.424,0-0,.000,,,,,,,,
3790,,,,,Top 100 quality games:,Top 100:,18,30.1,0.7,-0.4,98.4,15.9,45.8,50.6,11.2,14.6,2.8,21.9,5.1,0.7,66.7,20-32,.625,22-48,.458,0-0,.000,,,,,,,,
3791,,,,,Top 50 quality games:,Top 50:,8,28.6,0.2,0.5,88.9,14.1,41.2,43.1,11.2,10.8,4.8,23.0,8.1,1.1,76.5,6-13,.462,7-17,.412,0-0,.000,,,,,,,,
3792,2008,Sr,5-11,Brian Smith,Mississippi,SEC,33,20.8,0.3,1.3,105.9,10.0,50.0,50.2,0.0,8.2,22.7,30.4,0.0,2.3,17.1,3-6,.500,1-2,.500,11-33,.333,,,,,,,,
3793,,,,,Conf. games:,Conf. games:,14,16.7,0.0,-0.2,92.7,11.3,34.6,35.8,0.0,8.1,31.5,33.0,0.0,1.1,15.4,1-2,.500,0-1,.000,3-12,.250,,,,,,,,
3794,,,,,Top 100 quality games:,Top 100:,19,17.3,0.3,0.9,110.1,7.9,50.0,50.2,0.0,6.9,23.1,30.5,0.0,1.2,16.7,1-2,.500,0-1,.000,4-11,.364,,,,,,,,
3795,,,,,Top 50 quality games:,Top 50:,9,14.2,-0.3,-2.2,80.9,6.8,30.0,30.0,0.0,6.6,14.9,32.2,0.0,0.0,0.0,0-0,.000,0-0,.000,1-5,.200,,,,,,,,
3796,2008,Sr,6-5,Moses Ehambe,Oral Roberts,Sum,32,66.3,2.4,3.6,112.2,19.9,53.2,55.2,1.8,7.6,10.9,11.4,0.2,0.9,12.4,33-39,.846,43-109,.394,83-206,.403,,,,,,,,
3797,,,,,Conf. games:,Conf. games:,18,59.6,2.5,5.2,116.6,22.2,56.3,58.7,2.3,9.3,12.5,11.9,0.2,1.1,14.8,23-26,.885,30-68,.441,46-108,.426,,,,,,,,
3798,,,,,Top 100 quality games:,Top 100:,11,70.7,2.8,4.3,113.4,17.7,55.9,56.3,1.8,7.6,9.0,10.2,0.0,0.8,5.9,4-6,.667,12-26,.462,30-76,.395,,,,,,,,
3799,,,,,Top 50 quality games:,Top 50:,4,69.4,1.5,1.6,98.0,16.4,50.0,50.1,1.0,6.3,6.4,13.8,0.0,0.6,6.5,1-2,.500,2-9,.222,9-22,.409,,,,,,,,
3800,2008,Sr,6-10,Shawn King,Oral Roberts,Sum,32,53.1,2.1,6.3,109.3,23.4,54.6,57.8,14.3,20.6,6.7,17.8,9.8,2.1,42.6,64-92,.696,118-216,.546,0-0,.000,,,,,,,,
3801,,,,,Conf. games:,Conf. games:,18,53.2,2.4,7.7,115.0,24.3,58.1,60.5,17.0,19.1,8.1,16.7,10.8,2.4,47.6,40-59,.678,72-124,.581,0-0,.000,,,,,,,,
3802,,,,,Top 100 quality games:,Top 100:,11,54.1,1.7,2.3,99.8,23.5,50.0,53.9,11.4,16.4,5.1,20.0,6.9,1.3,35.1,19-26,.731,37-74,.500,0-0,.000,,,,,,,,
3803,,,,,Top 50 quality games:,Top 50:,4,61.9,1.8,3.0,95.4,22.3,47.1,48.8,7.5,11.7,2.8,14.2,8.9,1.3,17.6,4-6,.667,16-34,.471,0-0,.000,,,,,,,,
3804,2008,Sr,6-2,Adam Liberty,Oral Roberts,Sum,32,81.1,1.1,-0.3,97.2,19.2,43.6,50.9,1.7,10.1,19.4,23.2,0.3,1.5,51.4,96-125,.768,67-171,.392,26-72,.361,,,,,,,,
3805,,,,,Conf. games:,Conf. games:,18,81.5,1.5,0.4,103.9,18.3,51.5,56.8,1.9,8.5,16.3,22.8,0.2,1.8,46.7,49-64,.766,42-96,.438,19-41,.463,,,,,,,,
3806,,,,,Top 100 quality games:,Top 100:,11,81.4,0.6,-1.9,86.4,20.8,36.6,44.1,1.6,10.9,22.6,24.2,0.3,1.4,47.7,30-41,.732,24-61,.393,5-25,.200,,,,,,,,
3807,,,,,Top 50 quality games:,Top 50:,4,84.4,0.4,-0.7,81.0,20.2,35.7,39.8,2.4,13.7,20.3,20.7,0.7,0.9,31.4,7-11,.636,8-26,.308,3-9,.333,,,,,,,,
3808,2008,Sr,6-9,Yemi Ogunoye,Oral Roberts,Sum,32,66.4,0.2,0.1,105.0,9.3,46.3,50.3,6.3,8.2,11.3,22.9,2.7,1.6,58.8,29-47,.617,25-55,.455,8-25,.320,,,,,,,,
3809,,,,,Conf. games:,Conf. games:,18,69.1,-0.2,-1.4,98.8,11.0,43.8,48.6,5.7,8.0,11.8,24.0,3.5,1.2,64.3,22-36,.611,17-39,.436,5-17,.294,,,,,,,,
3810,,,,,Top 100 quality games:,Top 100:,11,62.0,0.1,0.2,102.7,6.7,33.3,43.0,7.1,6.5,8.7,24.0,0.8,2.3,66.7,7-10,.700,5-10,.500,0-5,.000,,,,,,,,
3811,,,,,Top 50 quality games:,Top 50:,4,56.9,-1.1,0.8,82.5,6.6,33.3,43.2,4.7,6.4,4.4,31.1,1.1,2.8,33.3,2-2,1.000,2-5,.400,0-1,.000,,,,,,,,
3812,2008,Jr,6-4,Curtis Allen,Oral Roberts,Sum,16,12.3,0.2,0.9,89.6,23.2,40.0,43.5,7.4,12.9,12.3,18.1,1.9,3.8,27.3,10-15,.667,16-40,.400,4-15,.267,,,,,,,,
3813,,,,,Conf. games:,Conf. games:,10,16.6,0.1,1.2,89.9,21.8,36.9,40.0,8.3,12.1,12.2,13.8,1.6,4.6,21.4,6-9,.667,14-33,.424,1-9,.111,,,,,,,,
3814,,,,,Top 100 quality games:,Top 100:,3,3.9,0.9,15.2,110.0,32.4,50.0,50.2,0.0,14.0,17.9,0.0,6.1,3.7,18.2,1-2,.500,1-6,.167,3-5,.600,,,,,,,,
3815,,,,,Top 50 quality games:,Top 50:,2,6.9,-0.3,1.9,61.8,23.7,30.0,27.4,0.0,10.5,0.0,0.0,0.0,5.7,20.0,0-1,.000,0-3,.000,1-2,.500,,,,,,,,
3816,2008,Jr,6-7,Marchello Vealy,Oral Roberts,Sum,27,41.0,0.2,2.1,91.2,17.9,45.0,45.1,8.0,20.0,15.3,22.4,3.6,2.9,34.5,18-41,.439,40-82,.488,9-37,.243,,,,,,,,
3817,,,,,Conf. games:,Conf. games:,18,45.7,0.0,2.6,92.3,16.9,46.5,44.7,7.1,21.0,18.4,22.6,2.9,3.5,25.0,5-18,.278,26-52,.500,5-20,.250,,,,,,,,
3818,,,,,Top 100 quality games:,Top 100:,9,41.6,1.2,3.4,97.0,21.0,46.9,49.6,8.7,20.7,13.4,19.5,2.8,2.7,41.7,12-20,.600,18-32,.563,3-16,.188,,,,,,,,
3819,,,,,Top 50 quality games:,Top 50:,3,33.1,0.1,-3.0,76.3,24.6,40.6,40.8,12.0,15.3,4.7,24.0,1.9,1.2,31.3,2-5,.400,5-8,.625,1-8,.125,,,,,,,,
3820,2008,Sr,6-2,Ben Haynes,Oral Roberts,Sum,7,1.9,0.2,2.1,101.2,21.5,50.0,50.4,0.0,4.7,45.1,23.5,0.0,2.5,33.3,1-2,.500,3-5,.600,0-1,.000,,,,,,,,
3821,,,,,Conf. games:,Conf. games:,4,2.3,-0.0,-1.6,82.0,25.6,40.0,42.0,0.0,0.0,36.4,27.7,0.0,3.6,40.0,1-2,.500,2-4,.500,0-1,.000,,,,,,,,
3822,,,,,Top 100 quality games:,Top 100:,2,0.7,-0.5,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3823,,,,,Top 50 quality games:,Top 50:,1,0.6,-0.3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3824,2008,Sr,6-9,Maarty Leunen,Oregon,P12,32,85.8,6.6,10.0,135.3,19.0,66.4,69.6,7.9,23.5,15.5,14.1,1.1,1.5,50.5,112-142,.789,98-161,.609,59-120,.492,,,,,,,,
3825,,,,,Conf. games:,Conf. games:,18,88.0,7.3,11.1,134.3,19.8,69.4,72.8,6.5,24.1,18.9,16.9,0.7,1.6,47.1,61-73,.836,49-86,.570,39-69,.565,,,,,,,,
3826,,,,,Top 100 quality games:,Top 100:,22,87.7,6.2,8.9,125.9,19.0,61.1,64.6,7.6,24.1,15.9,15.6,0.7,1.7,37.4,59-74,.797,64-112,.571,38-86,.442,,,,,,,,
3827,,,,,Top 50 quality games:,Top 50:,18,88.4,6.1,8.0,123.1,19.4,60.8,63.3,7.9,23.5,15.1,16.0,0.5,1.4,33.1,43-57,.754,55-99,.556,33-73,.452,,,,,,,,
3828,2008,Sr,6-6,Malik Hairston,Oregon,P12,31,75.4,5.3,7.2,121.7,23.3,60.3,63.0,5.8,12.6,14.0,14.3,2.9,1.2,41.2,101-138,.732,124-215,.577,52-120,.433,,,,,,,,
3829,,,,,Conf. games:,Conf. games:,18,77.4,5.5,6.7,120.2,24.0,57.8,61.1,6.2,13.1,17.8,13.5,2.9,0.9,37.4,53-70,.757,69-119,.580,26-68,.382,,,,,,,,
3830,,,,,Top 100 quality games:,Top 100:,22,79.0,5.5,6.5,118.0,23.8,59.7,62.8,5.8,13.1,13.9,16.1,2.8,0.8,42.0,72-97,.742,84-146,.575,36-85,.424,,,,,,,,
3831,,,,,Top 50 quality games:,Top 50:,18,79.9,5.5,5.9,116.2,23.6,59.8,62.8,4.9,14.4,12.1,16.8,2.3,0.6,39.2,57-76,.750,74-128,.578,28-66,.424,,,,,,,,
3832,2008,Sr,6-5,Bryce Taylor,Oregon,P12,30,76.8,3.7,3.2,113.3,18.6,54.6,58.2,4.2,9.4,8.2,15.4,1.4,1.3,27.0,65-79,.823,85-162,.525,50-131,.382,,,,,,,,
3833,,,,,Conf. games:,Conf. games:,18,81.2,4.0,3.6,111.6,19.9,56.6,59.6,4.3,9.1,9.4,16.6,0.6,1.5,24.3,34-42,.810,56-101,.554,28-72,.389,,,,,,,,
3834,,,,,Top 100 quality games:,Top 100:,21,79.3,3.9,3.5,111.4,18.6,54.0,58.0,3.9,9.1,7.5,15.3,0.6,1.4,26.7,46-54,.852,61-113,.540,32-89,.360,,,,,,,,
3835,,,,,Top 50 quality games:,Top 50:,17,78.8,3.8,2.6,108.8,18.4,52.5,56.1,4.1,9.0,8.7,16.1,0.8,1.1,24.7,33-40,.825,49-94,.521,24-68,.353,,,,,,,,
3836,2008,Sr,6-10,Mitch Platt,Oregon,P12,24,13.2,0.2,-1.7,96.3,13.1,58.3,53.9,4.4,11.6,12.1,26.5,1.3,0.7,50.0,4-12,.333,14-24,.583,0-0,.000,,,,,,,,
3837,,,,,Conf. games:,Conf. games:,13,15.7,0.4,-2.2,101.4,13.4,53.3,51.8,7.0,11.0,14.6,24.7,1.0,0.0,46.7,3-7,.429,8-15,.533,0-0,.000,,,,,,,,
3838,,,,,Top 100 quality games:,Top 100:,17,12.8,0.4,-1.6,105.1,12.3,60.0,57.1,5.5,5.4,9.7,21.8,1.0,0.0,60.0,4-9,.444,9-15,.600,0-0,.000,,,,,,,,
3839,,,,,Top 50 quality games:,Top 50:,14,12.4,0.4,-1.1,107.2,12.1,58.3,55.3,5.5,6.8,8.0,16.7,0.0,0.0,75.0,4-9,.444,7-12,.583,0-0,.000,,,,,,,,
3840,2008,Sr,7-0,Ray Schafer,Oregon,P12,6,1.5,0.4,6.1,114.3,19.3,50.0,59.3,13.3,6.1,0.0,16.2,0.0,6.3,100.0,3-4,.750,2-4,.500,0-0,.000,,,,,,,,
3841,,,,,Conf. games:,Conf. games:,5,2.1,0.2,6.8,96.2,21.9,33.3,51.0,8.9,8.3,0.0,19.1,0.0,8.4,133.3,3-4,.750,1-3,.333,0-0,.000,,,,,,,,
3842,,,,,Top 100 quality games:,Top 100:,5,1.7,0.2,6.8,96.1,21.4,33.3,51.0,8.5,8.3,0.0,19.1,0.0,8.2,133.3,3-4,.750,1-3,.333,0-0,.000,,,,,,,,
3843,,,,,Top 50 quality games:,Top 50:,3,1.4,0.1,12.3,106.9,8.9,50.0,50.0,0.0,12.4,0.0,0.0,0.0,12.3,0.0,0-0,.000,1-2,.500,0-0,.000,,,,,,,,
3844,2008,Sr,6-8,Marcel Jones,Oregon St.,P12,28,62.2,1.3,-0.5,90.6,24.8,40.6,41.8,7.9,17.3,10.8,12.8,1.8,1.7,14.7,26-46,.565,76-206,.369,34-107,.318,,,,,,,,
3845,,,,,Conf. games:,Conf. games:,17,56.7,1.1,-1.3,87.5,23.5,38.0,39.7,6.6,13.2,10.6,10.8,1.9,1.6,11.1,13-19,.684,38-106,.358,18-65,.277,,,,,,,,
3846,,,,,Top 100 quality games:,Top 100:,19,57.9,1.0,-1.0,87.1,23.0,38.2,39.5,7.3,13.8,10.2,11.4,1.9,1.8,12.9,14-24,.583,41-116,.353,20-70,.286,,,,,,,,
3847,,,,,Top 50 quality games:,Top 50:,14,55.0,0.9,-1.6,84.7,23.2,36.1,37.5,7.8,12.8,12.3,11.3,1.6,1.8,9.0,8-12,.667,30-86,.349,12-47,.255,,,,,,,,
3848,2008,Jr,6-11,C.J. Giles,Oregon St.,P12,10,15.0,0.7,-1.9,89.9,24.3,43.2,46.6,13.2,23.7,5.6,21.4,10.0,1.0,30.5,12-18,.667,24-52,.462,1-7,.143,,,,,,,,
3849,,,,,Conf. games:,Conf. games:,5,14.0,0.4,-3.0,84.6,19.5,37.1,39.9,10.8,14.3,2.3,15.4,6.4,1.2,19.4,4-6,.667,10-27,.370,1-4,.250,,,,,,,,
3850,,,,,Top 100 quality games:,Top 100:,6,14.5,0.1,-4.7,79.4,21.5,36.5,39.2,10.2,15.7,4.1,19.5,5.6,1.0,21.6,5-8,.625,12-32,.375,1-5,.200,,,,,,,,
3851,,,,,Top 50 quality games:,Top 50:,4,12.0,0.2,-5.5,81.5,19.0,38.9,43.2,8.5,16.5,3.3,22.5,4.4,0.8,33.3,4-6,.667,7-17,.412,0-1,.000,,,,,,,,
3852,2008,So,6-0,C.J. Morgan,Pacific,BW,26,22.7,0.2,-2.4,95.2,17.5,46.5,48.2,1.0,5.3,17.6,22.5,0.0,2.7,14.1,7-10,.700,9-24,.375,16-47,.340,,,,,,,,
3853,,,,,Conf. games:,Conf. games:,15,22.5,-0.3,-8.0,83.7,15.0,35.5,38.4,0.0,1.7,14.4,22.5,0.0,0.9,19.4,4-6,.667,2-8,.250,6-23,.261,,,,,,,,
3854,,,,,Top 100 quality games:,Top 100:,2,18.3,0.5,-1.9,108.0,13.8,90.0,90.0,0.0,0.0,8.6,36.0,0.0,0.0,0.0,0-0,.000,0-0,.000,3-5,.600,,,,,,,,
3855,,,,,Top 50 quality games:,Top 50:,1,2.5,-0.3,-57.8,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3856,2008,Jr,6-8,DeAngelo Garrett,Pacific,BW,6,3.6,-0.2,-6.4,78.7,22.0,30.0,44.1,6.2,19.5,0.0,24.9,0.0,1.4,100.0,7-10,.700,3-10,.300,0-0,.000,,,,,,,,
3857,,,,,Conf. games:,Conf. games:,3,1.6,-0.1,-11.2,70.5,35.8,25.0,33.9,14.1,25.3,0.0,17.1,0.0,0.0,100.0,2-4,.500,1-4,.250,0-0,.000,,,,,,,,
3858,,,,,Top 100 quality games:,Top 100:,1,25.0,0.6,-3.6,90.0,17.6,33.3,50.8,4.9,20.0,0.0,20.8,0.0,1.8,100.0,5-6,.833,2-6,.333,0-0,.000,,,,,,,,
3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,2008,Fr,-,Solomon Horsechief,Pacific,BW,3,2.1,-1.3,-9.2,47.8,11.8,0.0,25.3,0.0,4.7,6.3,39.2,0.0,2.3,66.7,2-2,1.000,0-1,.000,0-2,.000,,,,,,,,
3861,,,,,Top 100 quality games:,Top 100:,2,17.5,-1.2,-7.7,58.2,11.6,0.0,25.3,0.0,5.7,7.1,22.5,0.0,2.6,66.7,2-2,1.000,0-1,.000,0-2,.000,,,,,,,,
3862,,,,,Top 50 quality games:,Top 50:,1,25.0,-1.5,-8.3,55.5,5.6,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,2008,Sr,6-4,Brian Grandieri,Penn,Ivy,31,77.5,2.2,0.2,105.3,21.7,51.5,53.2,6.6,15.6,16.7,15.2,0.4,1.5,28.6,61-97,.629,143-279,.513,21-60,.350,,,,,,,,
3865,,,,,Conf. games:,Conf. games:,14,82.7,2.7,0.5,110.9,21.6,53.3,53.8,6.8,18.2,16.0,12.3,0.5,1.3,20.4,19-34,.559,71-140,.507,12-27,.444,,,,,,,,
3866,,,,,Top 100 quality games:,Top 100:,6,66.3,0.0,-5.3,79.0,21.7,41.7,43.2,4.7,14.0,14.3,25.0,0.0,1.7,24.1,7-13,.538,18-40,.450,3-14,.214,,,,,,,,
3867,,,,,Top 50 quality games:,Top 50:,4,65.0,0.4,-3.4,82.9,20.7,45.0,48.9,2.1,14.9,14.1,30.2,0.0,2.6,33.3,7-10,.700,9-23,.391,3-7,.429,,,,,,,,
3868,2008,Sr,6-4,Michael Kach,Penn,Ivy,23,25.1,0.3,-2.4,92.4,21.1,42.9,52.8,5.1,16.3,12.2,26.7,1.3,2.2,65.4,41-51,.804,23-53,.434,7-25,.280,,,,,,,,
3869,,,,,Conf. games:,Conf. games:,9,16.1,-0.2,-4.0,86.5,17.8,32.6,40.3,5.2,21.6,10.2,18.3,1.2,2.0,39.1,7-9,.778,6-16,.375,1-7,.143,,,,,,,,
3870,,,,,Top 100 quality games:,Top 100:,5,24.2,-1.2,-8.1,53.0,19.4,34.6,39.0,1.8,3.8,3.4,43.2,3.1,3.7,38.5,3-5,.600,3-7,.429,1-6,.167,,,,,,,,
3871,,,,,Top 50 quality games:,Top 50:,3,21.9,-1.4,-7.6,48.6,19.0,33.3,31.7,3.2,3.2,5.6,40.8,5.0,4.7,11.1,0-1,.000,3-7,.429,0-2,.000,,,,,,,,
3872,2008,Jr,6-2,Aron Cohen,Penn,Ivy,26,31.7,-0.7,-4.5,78.9,15.4,40.1,45.3,1.4,11.7,19.7,35.5,0.0,1.9,28.2,16-20,.800,6-20,.300,15-51,.294,,,,,,,,
3873,,,,,Conf. games:,Conf. games:,9,15.7,0.6,0.0,110.0,17.7,65.8,69.4,2.7,13.3,15.2,30.2,0.0,2.0,36.8,6-7,.857,2-6,.333,7-13,.538,,,,,,,,
3874,,,,,Top 100 quality games:,Top 100:,6,25.8,-2.2,-12.8,24.4,13.9,0.0,0.0,0.0,12.6,22.6,43.9,0.0,0.9,0.0,0-0,.000,0-2,.000,0-9,.000,,,,,,,,
3875,,,,,Top 50 quality games:,Top 50:,4,26.9,-2.4,-14.7,21.9,14.6,0.0,0.0,0.0,10.3,19.6,51.7,0.0,0.0,0.0,0-0,.000,0-1,.000,0-6,.000,,,,,,,,
3876,2008,Sr,6-5,Joe Gill,Penn,Ivy,9,2.3,0.3,4.8,126.2,14.7,100.0,86.3,3.9,8.2,14.1,26.6,0.0,2.0,125.0,3-5,.600,1-1,1.000,2-3,.667,,,,,,,,
3877,,,,,Conf. games:,Conf. games:,5,2.3,0.0,-6.3,105.2,11.9,75.0,75.0,0.0,0.0,14.0,38.1,0.0,0.0,0.0,0-0,.000,0-0,.000,1-2,.500,,,,,,,,
3878,,,,,Top 100 quality games:,Top 100:,2,2.5,-0.9,-15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3879,,,,,Top 50 quality games:,Top 50:,2,3.8,-0.9,-15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
3880,2008,Sr,6-5,Geary Claxton,Penn St.,B10,16,39.2,4.0,5.4,106.3,31.2,54.5,55.2,11.3,22.0,21.2,17.2,3.0,1.8,43.8,51-92,.554,83-152,.546,21-58,.362,,,,,,,,
3881,,,,,Conf. games:,Conf. games:,4,16.7,3.5,-0.3,99.3,28.1,48.6,50.1,16.2,18.4,21.5,18.9,2.2,0.0,69.4,13-25,.520,16-27,.593,1-9,.111,,,,,,,,
3882,,,,,Top 100 quality games:,Top 100:,7,26.3,2.8,1.5,92.9,30.8,49.4,49.4,10.1,18.1,18.2,20.5,1.7,1.6,41.0,16-34,.471,29-58,.500,8-25,.320,,,,,,,,
3883,,,,,Top 50 quality games:,Top 50:,4,17.5,1.3,-2.4,82.3,28.2,43.4,45.6,5.9,22.4,10.4,25.5,1.2,0.7,26.3,6-10,.600,9-25,.360,5-13,.385,,,,,,,,
3884,2008,Sr,6-2,Mike Walker,Penn St.,B10,31,40.9,1.6,1.6,112.9,16.4,51.9,52.1,1.1,3.0,14.4,10.5,0.7,0.9,11.0,9-17,.529,17-34,.500,42-120,.350,,,,,,,,
3885,,,,,Conf. games:,Conf. games:,18,38.8,1.5,0.5,109.2,16.2,54.1,55.0,0.9,3.0,16.0,15.5,0.9,0.2,9.5,5-7,.714,7-12,.583,22-62,.355,,,,,,,,
3886,,,,,Top 100 quality games:,Top 100:,19,37.1,1.0,0.1,99.2,17.5,48.3,48.4,1.2,2.7,14.1,16.6,0.4,0.9,4.5,2-4,.500,11-22,.500,21-66,.318,,,,,,,,
3887,,,,,Top 50 quality games:,Top 50:,14,38.2,1.4,0.7,101.4,19.1,50.0,50.1,1.6,2.4,16.9,17.2,0.5,0.9,5.8,2-4,.500,9-18,.500,17-51,.333,,,,,,,,
3888,2008,Sr,6-11,Brandon Hassell,Penn St.,B10,30,31.3,0.8,1.0,104.1,15.0,44.3,47.6,15.1,13.9,6.1,17.0,3.2,2.7,51.4,21-36,.583,31-69,.449,0-1,.000,,,,,,,,
