,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1900,2008,Fr,6-3,T.J. Carey,Harvard,Ivy,26,23.0,-1.4,-9.2,55.1,12.6,31.4,31.0,0.9,11.5,15.0,46.2,0.4,1.7,2.9,0-1,.000,5-14,.357,4-21,.190,,,,,,,,
1901,,,,,Conf. games:,Conf. games:,10,18.8,-1.0,-10.1,65.9,14.1,39.3,39.3,0.0,8.9,21.9,43.4,0.0,1.1,0.0,0-0,.000,4-7,.571,1-7,.143,,,,,,,,
1902,,,,,Top 100 quality games:,Top 100:,2,43.8,-2.3,-7.1,50.9,10.7,50.0,50.0,0.0,8.6,11.5,58.9,0.0,3.2,0.0,0-0,.000,0-0,.000,1-3,.333,,,,,,,,
1903,,,,,Top 50 quality games:,Top 50:,1,57.5,-5.5,-6.0,19.5,9.3,0.0,0.0,0.0,13.4,18.3,72.8,0.0,4.6,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
1904,2008,Jr,6-10,Cem Dinc,Harvard,Ivy,10,6.7,-0.7,-12.5,62.3,18.8,30.0,30.0,6.3,10.6,7.3,23.8,3.8,0.7,35.0,2-7,.286,6-15,.400,0-5,.000,,,,,,,,
1905,,,,,Conf. games:,Conf. games:,10,14.3,-0.7,-12.5,62.0,20.5,30.0,30.0,6.4,11.7,8.3,23.4,4.2,0.7,35.0,2-7,.286,6-15,.400,0-5,.000,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,Date,,Opponent,Result,Mins,ORtg,Usage,eFG,TS%,OR%,DR%,AST%,TO%,Stl%,Blk%,Dunk,Rim,Mid,2Pt,3Pt,FT,Ast,TO,Stl,Blk,OR,DR,PF,GBPM,NET,Pts
1908,2008,So,6-4,Ndubuisi Okereke,Harvard,Ivy,6,1.1,-0.1,-2.4,83.9,15.5,25.0,25.0,9.7,18.9,15.2,0.0,0.0,4.5,0.0,0-0,.000,1-2,.500,0-2,.000,,,,,,,,
1909,,,,,Conf. games:,Conf. games:,4,1.2,-0.4,-15.6,23.1,21.3,0.0,0.0,0.0,38.7,27.5,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-2,.000,,,,,,,,
1910,,,,,Top 100 quality games:,Top 100:,1,5.0,1.5,23.5,199.5,10.3,100.0,100.0,29.9,0.0,0.0,0.0,0.0,14.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1911,,,,,Top 50 quality games:,Top 50:,1,10.0,1.5,23.5,196.7,10.4,100.0,100.0,23.3,0.0,0.0,0.0,0.0,13.2,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1912,2008,So,6-3,Darryl Finkton,Harvard,Ivy,3,1.2,0.5,-5.8,125.2,10.0,100.0,100.0,8.4,8.2,25.8,40.3,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1913,,,,,Top 100 quality games:,Top 100:,1,12.5,3.8,-0.8,208.9,7.0,100.0,100.0,0.0,15.1,47.1,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1914,,,,,Top 50 quality games:,Top 50:,1,25.0,3.7,-0.8,204.7,6.5,100.0,100.0,0.0,15.4,53.3,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,2008,So,6-3,Alek Blankenau,Harvard,Ivy,9,4.2,0.5,0.1,106.1,25.3,64.3,64.7,2.5,12.0,9.6,23.3,0.0,0.0,14.3,2-3,.667,0-1,.000,9-20,.450,,,,,,,,
1917,,,,,Conf. games:,Conf. games:,6,6.4,0.9,5.1,127.5,23.9,60.0,62.7,3.6,18.8,15.7,7.5,0.0,0.0,13.3,2-2,1.000,0-0,.000,6-15,.400,,,,,,,,
1918,,,,,Top 100 quality games:,Top 100:,1,2.5,0.2,13.0,94.6,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,1-2,.500,,,,,,,,
1919,,,,,Top 50 quality games:,Top 50:,1,5.0,0.9,13.0,186.2,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,1-2,.500,,,,,,,,
1920,2008,Sr,6-5,Matt Gibson,Hawaii,WAC,25,71.2,3.2,1.9,103.1,27.4,53.1,58.8,2.3,9.5,30.5,24.8,0.5,3.2,47.6,112-140,.800,99-171,.579,38-123,.309,,,,,,,,
1921,,,,,Conf. games:,Conf. games:,16,87.6,3.7,2.6,107.5,27.5,57.2,61.8,2.1,9.0,32.0,23.8,0.7,3.1,45.9,70-89,.787,69-120,.575,28-74,.378,,,,,,,,
1922,,,,,Top 100 quality games:,Top 100:,5,62.1,4.7,4.1,111.5,26.0,54.3,61.6,0.6,8.5,34.7,21.3,0.0,3.3,51.7,26-30,.867,21-32,.656,7-26,.269,,,,,,,,
1923,,,,,Top 50 quality games:,Top 50:,1,45.0,6.7,7.1,118.3,24.4,54.5,64.2,0.0,15.9,19.7,13.7,0.0,3.3,72.7,7-8,.875,3-4,.750,2-7,.286,,,,,,,,
1924,2008,Sr,6-6,Bobby Nash,Hawaii,WAC,30,88.4,3.0,0.4,110.2,19.5,46.1,51.1,3.8,12.1,15.2,9.7,0.7,0.9,25.3,80-91,.879,77-188,.410,59-171,.345,,,,,,,,
1925,,,,,Conf. games:,Conf. games:,16,89.9,2.2,-1.6,106.1,18.9,44.0,48.6,4.7,8.3,15.0,10.0,0.5,1.0,24.0,37-44,.841,37-95,.389,29-88,.330,,,,,,,,
1926,,,,,Top 100 quality games:,Top 100:,7,82.1,4.5,2.1,114.9,22.2,50.6,56.0,2.0,11.1,17.6,10.0,0.5,0.7,25.6,22-23,.957,17-44,.386,19-46,.413,,,,,,,,
1927,,,,,Top 50 quality games:,Top 50:,2,86.3,5.5,2.1,111.7,24.3,54.0,60.0,2.0,12.4,20.8,14.3,0.0,0.9,28.0,7-7,1.000,3-10,.300,7-15,.467,,,,,,,,
1928,2008,Sr,6-5,Riley Luettgerodt,Hawaii,WAC,30,87.6,2.5,-0.5,105.7,20.3,45.8,51.2,6.5,10.6,16.3,14.8,0.1,1.6,33.0,87-107,.813,129-275,.469,13-49,.265,,,,,,,,
1929,,,,,Conf. games:,Conf. games:,16,85.4,2.5,0.6,108.6,19.8,46.9,52.7,5.4,12.7,18.8,14.3,0.2,2.3,35.8,47-57,.825,67-138,.486,5-21,.238,,,,,,,,
1930,,,,,Top 100 quality games:,Top 100:,7,90.4,3.4,-1.5,104.6,21.0,51.8,54.2,5.3,6.4,14.5,16.0,0.0,1.4,24.7,15-21,.714,35-71,.493,6-14,.429,,,,,,,,
1931,,,,,Top 50 quality games:,Top 50:,2,92.5,3.5,-1.8,102.7,18.7,47.8,50.2,1.9,7.7,16.3,8.7,0.0,1.6,17.4,3-4,.750,11-21,.524,0-2,.000,,,,,,,,
1932,2008,Sr,6-5,Jared Dillinger,Hawaii,WAC,30,76.2,1.2,-1.2,100.6,17.3,54.1,55.6,3.9,8.3,12.9,21.8,0.3,2.1,29.1,42-67,.627,48-97,.495,51-133,.383,,,,,,,,
1933,,,,,Conf. games:,Conf. games:,16,77.7,0.8,-2.7,98.6,16.7,50.8,53.0,4.0,8.8,9.6,19.3,0.2,2.0,29.8,24-37,.649,24-54,.444,26-70,.371,,,,,,,,
1934,,,,,Top 100 quality games:,Top 100:,7,81.8,2.5,-0.3,105.5,17.1,54.2,56.3,4.4,11.7,13.5,18.8,0.5,1.7,27.1,11-16,.688,11-22,.500,14-37,.378,,,,,,,,
1935,,,,,Top 50 quality games:,Top 50:,2,73.8,4.3,2.6,115.5,19.2,56.3,60.3,7.1,19.4,23.8,15.9,0.0,3.1,18.8,3-3,1.000,6-9,.667,2-7,.286,,,,,,,,
1936,2008,Sr,6-11,Stephen Verwers,Hawaii,WAC,10,17.1,0.5,-2.5,89.4,19.6,52.2,51.9,8.1,16.4,10.6,25.7,5.7,1.1,63.0,14-29,.483,24-46,.522,0-0,.000,,,,,,,,
1937,,,,,Top 100 quality games:,Top 100:,3,21.1,-0.2,-9.0,74.8,19.5,46.7,45.2,3.8,13.6,3.3,24.6,3.6,0.0,53.3,3-8,.375,7-15,.467,0-0,.000,,,,,,,,
1938,,,,,Top 50 quality games:,Top 50:,1,26.3,-3.0,-14.7,44.4,13.5,50.0,33.9,0.0,13.6,9.2,42.3,0.0,0.0,100.0,0-2,.000,1-2,.500,0-0,.000,,,,,,,,
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2008,Sr,6-8,P.J. Owsley,Hawaii,WAC,27,37.7,0.1,-3.5,94.3,14.7,43.7,45.2,7.6,12.2,8.4,16.4,4.0,1.4,22.3,13-23,.565,45-103,.437,0-0,.000,,,,,,,,
1941,,,,,Conf. games:,Conf. games:,13,33.5,0.6,-3.7,104.6,14.5,49.1,50.2,6.1,13.2,5.4,9.2,4.9,1.1,14.0,5-8,.625,28-57,.491,0-0,.000,,,,,,,,
1942,,,,,Top 100 quality games:,Top 100:,6,35.4,-0.0,-6.9,89.5,12.6,27.3,28.3,10.2,5.4,12.5,4.5,4.3,0.6,9.1,1-2,.500,6-22,.273,0-0,.000,,,,,,,,
1943,,,,,Top 50 quality games:,Top 50:,2,43.8,-0.5,-5.8,74.3,15.8,14.3,18.9,12.0,4.1,21.4,10.9,6.0,1.7,28.6,1-2,.500,1-7,.143,0-0,.000,,,,,,,,
1944,2008,Sr,6-8,Alex Veit,Hawaii,WAC,17,5.9,-0.1,-5.7,87.7,12.9,39.3,42.1,3.3,23.0,10.2,18.9,1.5,0.0,21.4,2-3,.667,4-12,.333,1-2,.500,,,,,,,,
1945,,,,,Conf. games:,Conf. games:,10,7.8,-0.1,-6.1,93.6,10.8,43.8,47.2,4.8,28.6,6.9,21.5,0.0,0.0,12.5,1-1,1.000,2-6,.333,1-2,.500,,,,,,,,
1946,,,,,Top 100 quality games:,Top 100:,4,7.9,-0.9,-8.0,41.5,9.8,0.0,0.0,5.1,42.6,14.5,26.3,0.0,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,,,,,
1947,,,,,Top 50 quality games:,Top 50:,1,2.5,-0.6,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1948,2008,Sr,6-5,Arizona 'AZ' Reid,High Point,BSth,27,91.9,5.8,7.7,116.8,31.5,53.9,56.5,11.9,23.9,19.5,11.2,1.4,2.9,24.3,92-122,.754,221-417,.530,33-85,.388,,,,,,,,
1949,,,,,Conf. games:,Conf. games:,15,92.3,5.7,7.1,119.1,31.1,54.9,57.8,12.5,24.4,17.8,10.5,1.4,2.1,22.7,51-63,.810,125-235,.532,18-42,.429,,,,,,,,
1950,,,,,Top 100 quality games:,Top 100:,5,89.5,3.4,4.9,92.3,32.4,43.5,45.0,7.8,26.6,22.8,14.0,0.6,4.5,13.0,8-12,.667,28-70,.400,8-22,.364,,,,,,,,
1951,,,,,Top 50 quality games:,Top 50:,2,91.3,2.3,1.8,87.4,31.8,38.2,40.9,8.8,28.7,11.8,11.1,1.4,3.5,13.2,4-5,.800,10-30,.333,3-8,.375,,,,,,,,
1952,2008,Sr,5-10,Mike Jefferson,High Point,BSth,27,90.8,2.5,-0.8,100.4,25.9,46.9,51.3,2.6,9.9,35.6,25.2,0.1,1.9,31.4,73-95,.768,55-127,.433,58-176,.330,,,,,,,,
1953,,,,,Conf. games:,Conf. games:,15,95.0,2.9,1.1,106.3,24.9,50.0,53.7,2.2,11.5,32.6,21.2,0.0,2.0,32.2,42-57,.737,33-75,.440,37-102,.363,,,,,,,,
1954,,,,,Top 100 quality games:,Top 100:,5,90.0,2.3,-2.5,88.8,28.2,48.1,54.7,1.3,6.1,29.9,32.0,0.6,1.4,38.9,18-21,.857,8-18,.444,12-36,.333,,,,,,,,
1955,,,,,Top 50 quality games:,Top 50:,2,86.3,1.8,-5.4,87.9,28.6,34.2,47.5,1.5,8.9,38.4,29.4,0.0,0.9,57.9,10-11,.909,2-7,.286,3-12,.250,,,,,,,,
1956,2008,Fr,6-8,Josh Lamons,High Point,BSth,22,15.9,-0.6,-6.9,79.7,8.6,53.8,50.7,5.9,8.7,1.0,33.6,2.6,0.4,76.9,4-10,.400,7-13,.538,0-0,.000,,,,,,,,
1957,,,,,Conf. games:,Conf. games:,10,12.0,-0.6,-7.2,77.1,9.3,66.7,50.8,5.3,9.1,0.0,28.0,3.1,0.0,100.0,1-6,.167,4-6,.667,0-0,.000,,,,,,,,
1958,,,,,Top 100 quality games:,Top 100:,5,27.0,-1.4,-8.8,55.9,8.6,50.0,50.0,2.2,2.3,3.8,53.9,0.0,0.0,0.0,0-0,.000,2-4,.500,0-0,.000,,,,,,,,
1959,,,,,Top 50 quality games:,Top 50:,2,23.8,0.5,-4.9,120.2,5.6,50.0,50.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,,,,,
1960,2008,Sr,6-1,Kyle Witek,High Point,BSth,9,1.2,-0.3,-18.0,34.6,20.8,50.0,33.9,0.0,0.0,0.0,46.0,0.0,0.0,100.0,0-2,.000,1-1,1.000,0-1,.000,,,,,,,,
1961,,,,,Conf. games:,Conf. games:,5,1.2,-0.4,-16.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1962,,,,,Top 100 quality games:,Top 100:,1,0.5,0.4,42.1,200.0,20.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1963,,,,,Top 50 quality games:,Top 50:,1,1.3,0.4,42.1,200.0,20.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
1964,2008,So,6-7,Matt Boswell,High Point,BSth,15,3.4,0.2,-0.4,126.3,12.0,71.4,66.9,10.3,21.9,5.4,14.1,0.0,1.7,14.3,0-1,.000,2-5,.400,2-2,1.000,,,,,,,,
1965,,,,,Conf. games:,Conf. games:,7,1.2,0.0,-3.7,95.4,19.0,50.0,40.4,18.3,15.7,0.0,0.0,0.0,0.0,50.0,0-1,.000,1-2,.500,0-0,.000,,,,,,,,
1966,,,,,Top 100 quality games:,Top 100:,5,7.0,1.5,9.4,285.3,4.2,150.0,150.0,8.4,17.4,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,2-2,1.000,,,,,,,,
1967,,,,,Top 50 quality games:,Top 50:,2,12.5,2.7,2.4,300.0,2.4,150.0,150.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,,,,,
1968,2008,Jr,6-1,Joel Flowers,High Point,BSth,11,1.9,-0.5,-20.6,0.0,12.5,0.0,0.0,0.0,5.8,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1969,,,,,Conf. games:,Conf. games:,5,0.8,-0.3,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1970,,,,,Top 100 quality games:,Top 100:,2,3.0,-0.9,-22.4,0.0,20.8,0.0,0.0,0.0,20.3,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1971,,,,,Top 50 quality games:,Top 50:,2,7.5,-0.9,-22.4,0.0,21.5,0.0,0.0,0.0,20.5,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1972,2008,Sr,6-3,Antoine Agudio,Hofstra,CAA,27,86.6,4.4,2.8,106.4,29.0,51.9,55.7,1.7,9.6,18.3,18.3,0.0,1.7,30.6,114-147,.776,123-275,.447,84-205,.410,,,,,,,,
1973,,,,,Conf. games:,Conf. games:,17,91.4,3.9,1.9,103.2,28.1,49.0,53.0,0.9,10.9,17.6,17.7,0.0,1.9,28.7,66-84,.786,79-173,.457,43-120,.358,,,,,,,,
1974,,,,,Top 100 quality games:,Top 100:,3,59.0,1.2,-1.6,83.5,24.3,41.9,48.5,0.9,8.5,15.9,27.0,0.0,3.3,59.5,15-22,.682,11-22,.500,3-15,.200,,,,,,,,
1975,,,,,Top 50 quality games:,Top 50:,1,48.8,1.8,0.9,87.3,21.0,36.4,47.3,0.0,3.2,6.5,20.8,0.0,4.4,72.7,6-8,.750,4-6,.667,0-5,.000,,,,,,,,
1976,2008,Sr,6-4,Ryan Johnson,Hofstra,CAA,14,1.9,0.2,5.8,154.9,5.3,100.0,80.8,5.1,24.3,0.0,0.0,0.0,5.1,50.0,0-1,.000,2-2,1.000,0-0,.000,,,,,,,,
1977,,,,,Conf. games:,Conf. games:,8,1.4,-0.4,6.5,0.0,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,6.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
1978,,,,,Top 100 quality games:,Top 100:,4,5.0,0.5,12.5,149.0,10.4,100.0,80.8,10.1,22.3,0.0,0.0,0.0,5.6,50.0,0-1,.000,2-2,1.000,0-0,.000,,,,,,,,
1979,,,,,Top 50 quality games:,Top 50:,1,8.8,1.5,18.4,141.4,13.5,100.0,80.8,14.3,17.6,0.0,0.0,0.0,8.3,50.0,0-1,.000,2-2,1.000,0-0,.000,,,,,,,,
1980,2008,Sr,6-11,Tim Clifford,Holy Cross,Pat,29,79.3,4.5,5.5,115.8,27.2,59.1,62.3,12.4,10.0,12.4,19.0,9.7,1.5,34.5,97-124,.782,191-317,.603,14-42,.333,,,,,,,,
1981,,,,,Conf. games:,Conf. games:,14,83.0,4.5,4.5,115.7,26.1,57.0,62.2,10.2,10.4,10.1,18.7,9.8,1.0,46.1,62-76,.816,85-144,.590,6-21,.286,,,,,,,,
1982,,,,,Top 100 quality games:,Top 100:,4,73.3,4.7,8.5,114.0,28.2,54.8,55.7,13.6,12.1,16.9,11.1,6.7,2.6,24.2,9-15,.600,28-51,.549,4-11,.364,,,,,,,,
1983,,,,,Top 50 quality games:,Top 50:,2,73.8,2.6,2.8,91.9,31.8,43.8,44.5,16.5,12.9,24.6,19.6,9.0,3.1,18.8,3-6,.500,14-29,.483,0-3,.000,,,,,,,,
1984,2008,Sr,6-2,Kyle Cruze,Holy Cross,Pat,29,67.9,0.2,-0.7,89.8,17.8,43.3,47.7,4.8,12.3,17.4,30.6,0.2,3.8,26.9,36-46,.783,32-82,.390,28-89,.315,,,,,,,,
1985,,,,,Conf. games:,Conf. games:,14,74.1,0.6,-0.0,91.1,20.4,44.1,48.7,4.7,16.6,14.9,27.6,0.3,3.8,28.8,25-32,.781,22-55,.400,18-56,.321,,,,,,,,
1986,,,,,Top 100 quality games:,Top 100:,4,53.9,-0.2,-2.9,82.4,17.2,39.3,47.5,5.3,6.6,26.6,41.1,0.0,2.8,42.9,5-6,.833,1-6,.167,3-8,.375,,,,,,,,
1987,,,,,Top 50 quality games:,Top 50:,2,60.0,2.5,3.6,115.8,16.1,91.7,90.4,4.5,5.3,29.1,39.7,0.0,1.3,100.0,5-6,.833,1-2,.500,3-4,.750,,,,,,,,
1988,2008,Sr,6-3,Rob McKiver,Houston,CUSA,34,86.9,5.7,8.2,115.8,29.8,52.0,58.0,1.5,10.5,18.7,13.7,0.2,2.7,36.6,190-215,.884,88-212,.415,145-376,.386,,,,,,,,
1989,,,,,Conf. games:,Conf. games:,16,89.4,6.6,9.1,116.5,31.4,51.6,57.6,1.7,9.7,23.2,13.3,0.0,2.9,33.6,92-102,.902,49-121,.405,72-183,.393,,,,,,,,
1990,,,,,Top 100 quality games:,Top 100:,12,92.3,6.9,8.2,116.2,28.7,50.5,58.2,1.1,11.3,17.9,12.9,0.0,2.0,41.9,81-88,.920,34-95,.358,48-115,.417,,,,,,,,
1991,,,,,Top 50 quality games:,Top 50:,5,92.5,6.0,6.5,107.1,28.9,42.3,50.1,1.5,12.4,16.3,9.0,0.0,2.3,31.6,30-31,.968,19-52,.365,15-46,.326,,,,,,,,
1992,2008,Sr,6-7,Dion Dowell,Houston,CUSA,34,73.1,3.4,4.1,123.0,16.6,55.5,59.2,8.1,16.6,6.7,12.3,5.8,1.2,23.4,58-66,.879,47-103,.456,73-179,.408,,,,,,,,
1993,,,,,Conf. games:,Conf. games:,16,63.1,2.8,3.5,118.9,16.4,58.1,60.0,5.9,16.1,8.4,15.1,5.9,1.5,14.5,14-17,.824,20-38,.526,32-79,.405,,,,,,,,
1994,,,,,Top 100 quality games:,Top 100:,12,82.9,4.0,3.0,117.5,16.5,51.3,55.6,8.1,15.7,7.0,12.4,3.2,1.2,20.2,22-23,.957,18-46,.391,27-68,.397,,,,,,,,
1995,,,,,Top 50 quality games:,Top 50:,5,78.5,5.3,4.3,127.0,16.8,57.4,60.5,8.9,16.1,7.0,10.1,3.3,0.7,19.1,8-9,.889,9-18,.500,12-29,.414,,,,,,,,
1996,2008,Sr,6-8,Tafari Toney,Houston,CUSA,34,53.5,1.5,0.3,106.9,17.8,51.3,53.3,12.3,18.8,4.8,18.2,4.1,1.9,31.9,38-60,.633,86-161,.534,7-27,.259,,,,,,,,
1997,,,,,Conf. games:,Conf. games:,16,56.3,1.2,-0.6,99.2,18.5,50.0,52.6,11.6,18.7,2.6,22.5,3.2,2.2,29.2,19-28,.679,39-76,.513,6-20,.300,,,,,,,,
1998,,,,,Top 100 quality games:,Top 100:,12,47.5,2.0,-1.1,104.0,22.0,53.2,53.8,13.7,18.3,6.4,19.6,2.8,0.7,20.8,9-16,.563,35-65,.538,4-12,.333,,,,,,,,
1999,,,,,Top 50 quality games:,Top 50:,5,54.0,2.6,-0.0,107.6,20.6,51.2,51.3,12.1,13.4,3.7,11.9,1.0,1.0,9.8,2-4,.500,18-35,.514,2-6,.333,,,,,,,,
2000,2008,Sr,6-3,Lanny Smith,Houston,CUSA,29,43.5,0.9,-1.3,97.0,19.9,35.4,46.8,0.5,7.6,31.8,25.3,0.0,2.0,58.2,65-78,.833,28-72,.389,13-62,.210,,,,,,,,
2001,,,,,Conf. games:,Conf. games:,15,42.0,1.6,1.7,107.2,20.1,42.7,55.3,1.1,8.3,31.7,25.7,0.0,2.9,83.6,38-46,.826,10-25,.400,9-30,.300,,,,,,,,
2002,,,,,Top 100 quality games:,Top 100:,9,37.1,1.9,0.5,100.3,22.7,40.6,50.9,0.5,5.2,27.5,21.6,0.0,1.9,54.7,25-29,.862,11-29,.379,7-24,.292,,,,,,,,
2003,,,,,Top 50 quality games:,Top 50:,4,30.0,0.1,-4.6,74.6,22.6,21.1,35.1,0.0,8.0,24.5,23.5,0.0,1.8,42.1,8-8,1.000,4-11,.364,0-8,.000,,,,,,,,
2004,2008,Sr,6-5,Marcus Malone,Houston,CUSA,30,34.6,0.4,0.8,98.3,14.0,42.1,43.5,2.1,9.8,13.1,14.5,1.4,3.3,9.2,8-11,.727,4-26,.154,31-94,.330,,,,,,,,
2005,,,,,Conf. games:,Conf. games:,16,38.9,0.3,-0.9,93.4,15.1,39.6,41.0,2.0,8.6,11.9,13.3,1.8,2.9,6.9,4-5,.800,3-15,.200,17-57,.298,,,,,,,,
2006,,,,,Top 100 quality games:,Top 100:,11,31.5,0.7,3.8,104.1,12.6,41.4,45.1,1.9,11.5,10.2,8.6,0.7,4.0,22.9,6-8,.750,1-10,.100,9-25,.360,,,,,,,,
2007,,,,,Top 50 quality games:,Top 50:,5,32.0,2.1,5.2,133.0,12.6,66.7,70.0,1.5,18.8,5.5,13.2,0.0,1.7,20.0,3-3,1.000,1-3,.333,6-12,.500,,,,,,,,
2008,2008,Sr,6-5,Jeron Smith,Howard,MEAC,22,34.3,0.6,-0.3,91.6,23.1,51.6,52.6,5.2,8.5,14.5,23.6,2.1,4.5,46.0,31-57,.544,52-105,.495,8-19,.421,,,,,,,,
2009,,,,,Conf. games:,Conf. games:,11,29.0,-0.2,-2.3,80.7,23.6,47.1,47.2,4.6,6.8,13.3,27.0,1.1,5.1,42.3,10-22,.455,20-44,.455,3-8,.375,,,,,,,,
2010,,,,,Top 100 quality games:,Top 100:,3,46.9,1.8,1.4,104.7,17.5,65.9,65.6,4.8,4.6,7.5,20.6,2.3,4.3,22.7,3-5,.600,10-18,.556,3-4,.750,,,,,,,,
2011,,,,,Top 50 quality games:,Top 50:,1,50.0,-0.3,-3.1,71.0,22.7,50.0,50.5,5.6,0.0,26.7,38.7,3.8,5.8,50.0,1-2,.500,2-4,.500,0-0,.000,,,,,,,,
2012,2008,Fr,6-6,Anthony Thomas,Howard,MEAC,25,16.9,-1.3,-14.2,45.0,17.2,19.4,23.6,7.0,7.9,10.0,42.9,2.3,0.8,25.0,5-9,.556,7-23,.304,0-13,.000,,,,,,,,
2013,,,,,Conf. games:,Conf. games:,13,15.0,-1.2,-13.8,43.5,15.8,12.5,17.7,10.2,4.8,8.9,41.0,3.1,2.0,12.5,2-2,1.000,2-10,.200,0-6,.000,,,,,,,,
2014,,,,,Top 100 quality games:,Top 100:,4,32.5,-1.6,-15.2,50.5,16.9,37.5,39.1,2.3,6.6,16.2,49.2,0.0,0.0,25.0,1-2,.500,3-5,.600,0-3,.000,,,,,,,,
2015,,,,,Top 50 quality games:,Top 50:,1,20.0,-0.2,-16.6,64.1,34.7,50.0,50.8,0.0,0.0,35.7,42.2,0.0,0.0,100.0,1-2,.500,1-2,.500,0-0,.000,,,,,,,,
2016,2008,Fr,6-5,Torrance Timothy,Howard,MEAC,29,33.1,-1.7,-10.1,57.4,15.3,33.0,33.2,1.5,8.3,5.9,32.2,0.5,1.0,5.5,2-5,.400,12-30,.400,12-61,.197,,,,,,,,
2017,,,,,Conf. games:,Conf. games:,16,32.7,-0.9,-7.6,74.0,14.2,39.8,39.9,1.8,9.3,6.8,25.1,0.0,0.9,11.4,2-5,.400,7-16,.438,7-28,.250,,,,,,,,
2018,,,,,Top 100 quality games:,Top 100:,4,58.1,-2.8,-12.7,51.0,15.7,35.7,35.7,1.3,7.4,4.6,37.0,0.9,0.6,0.0,0-0,.000,3-6,.500,3-15,.200,,,,,,,,
2019,,,,,Top 50 quality games:,Top 50:,1,67.5,-0.9,-10.4,69.4,19.1,50.0,50.0,0.0,3.7,10.2,34.1,2.8,0.0,0.0,0-0,.000,2-3,.667,1-4,.250,,,,,,,,
2020,2008,Fr,-,Theo Livingston,Howard,MEAC,13,7.9,-0.3,-5.2,76.4,19.9,41.3,44.2,7.5,12.4,17.1,33.6,1.0,3.6,17.4,3-4,.750,8-13,.615,1-10,.100,,,,,,,,
2021,,,,,Conf. games:,Conf. games:,7,2.8,-0.1,-6.6,71.3,19.6,30.0,33.6,0.0,12.8,12.9,17.7,0.0,0.0,40.0,1-2,.500,0-2,.000,1-3,.333,,,,,,,,
2022,,,,,Top 100 quality games:,Top 100:,3,23.8,-0.1,-4.4,75.3,22.0,50.0,50.0,9.4,9.1,32.9,38.7,2.3,4.2,0.0,0-0,.000,5-7,.714,0-3,.000,,,,,,,,
2023,,,,,Top 50 quality games:,Top 50:,1,15.0,-2.0,-40.4,9.2,44.8,0.0,0.0,18.5,16.7,0.0,43.6,0.0,0.0,0.0,0-0,.000,0-1,.000,0-2,.000,,,,,,,,
2024,2008,Jr,6-0,Michael Hall,Idaho,WAC,26,52.0,2.0,2.7,114.6,18.5,54.2,57.4,1.7,5.2,7.4,12.0,0.0,2.4,17.4,32-35,.914,16-49,.327,62-152,.408,,,,,,,,
