"Yr","Cls","Ht","Player","Team","Conf","G.x","Min%","PRPG!","GBPM","ORtg","Usg","eFG","TS","OR","DR","Ast","TO","Blk","Stl","FTR","FT_raw","FT_pct","2P_raw","2P_pct","3P_raw","3P_pct","Draft_Yr","Pk","Tm","College","Yrs","G.y","MP","PTS","TRB","AST","FG_Perc","X3P_Perc","FT_Perc","MP_per_G","PTS_per_G_per_G","TRB_per_G_per_G","AST_per_G_per_G","WS_per_G","WS_per_48","BPM","VORP"
2008,"Sr","6-6","Sonny Weems","Top 100 quality games:","Top 100:","22","83.1","4.1","4.9","107.9","24.1","53.5","56.6","5.8","9.9","14.5","20.3","0.8","1.7","21.7","51-62",".823","90-176",".511","42-110",".382",2008,39,"CHI","University of Arkansas",4,183,3335,1189,402,257,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0,0.001,-4.2,-1.9
2008,"Sr","6-6","Sonny Weems","Top 50 quality games:","Top 50:","10","76.3","5.1","5.4","113.7","26.1","55.6","57.7","4.4","8.9","13.5","16.8","0.7","2.1","15.5","18-22",".818","46-91",".505","22-51",".431",2008,39,"CHI","University of Arkansas",4,183,3335,1189,402,257,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0,0.001,-4.2,-1.9
2008,"So","6-1","Patrick Beverley","Arkansas","SEC","35","84.2","2.8","5.3","107.5","18.4","51.1","53.7","4.2","18.5","12.9","18.1","1.5","2.1","40.0","85-132",".644","71-158",".449","65-172",".378",2009,42,"LAL","University of Arkansas",7,380,10761,3438,1618,1312,0.412,0.38,0.77,28.3,9,4.3,3.5,24.8,0.11,1.9,10.6
2008,"So","6-1","Patrick Beverley","Conf. games:","Conf. games:","16","85.3","2.6","5.6","104.5","18.3","54.7","55.3","4.0","22.9","11.5","19.6","0.9","1.9","33.3","28-50",".560","25-65",".385","38-85",".447",2009,42,"LAL","University of Arkansas",7,380,10761,3438,1618,1312,0.412,0.38,0.77,28.3,9,4.3,3.5,24.8,0.11,1.9,10.6
2008,"So","6-1","Patrick Beverley","Top 100 quality games:","Top 100:","22","86.8","2.4","3.3","101.2","18.4","47.0","50.4","3.6","18.6","11.3","18.5","1.1","1.5","39.1","55-84",".655","44-102",".431","38-113",".336",2009,42,"LAL","University of Arkansas",7,380,10761,3438,1618,1312,0.412,0.38,0.77,28.3,9,4.3,3.5,24.8,0.11,1.9,10.6
2008,"So","6-1","Patrick Beverley","Top 50 quality games:","Top 50:","10","88.0","3.9","2.9","111.1","17.8","49.0","51.9","2.5","15.7","14.1","13.9","0.9","1.3","37.0","24-37",".649","25-50",".500","16-50",".320",2009,42,"LAL","University of Arkansas",7,380,10761,3438,1618,1312,0.412,0.38,0.77,28.3,9,4.3,3.5,24.8,0.11,1.9,10.6
2008,"Jr","6-11","Trent Plaisted","BYU","MWC","34","66.7","3.0","5.0","101.7","30.3","54.5","55.1","9.4","21.2","13.8","16.8","3.7","0.9","68.7","136-252",".540","200-367",".545","0-0",".000",2008,46,"SEA","Brigham Young University Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jr","6-11","Trent Plaisted","Conf. games:","Conf. games:","16","67.9","2.8","5.0","98.2","30.6","52.5","53.0","8.6","17.6","9.2","14.0","3.6","1.3","72.3","66-128",".516","93-177",".525","0-0",".000",2008,46,"SEA","Brigham Young University Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jr","6-11","Trent Plaisted","Top 100 quality games:","Top 100:","13","68.3","3.1","4.0","92.9","31.6","46.5","47.7","9.4","20.1","13.1","15.1","4.0","0.6","51.0","40-80",".500","73-157",".465","0-0",".000",2008,46,"SEA","Brigham Young University Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Jr","6-11","Trent Plaisted","Top 50 quality games:","Top 50:","8","67.1","3.8","5.7","94.5","33.3","51.5","50.4","10.1","28.9","14.8","17.0","4.5","0.2","56.7","24-55",".436","50-97",".515","0-0",".000",2008,46,"SEA","Brigham Young University Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"So","6-9","Ryan Anderson","California","P12","33","81.0","6.5","9.7","121.8","28.2","55.9","61.8","11.5","23.8","9.7","14.1","1.9","0.6","42.4","173-199",".869","166-313",".530","64-156",".410",2008,21,"NJN","University of California",11,647,16755,7996,3406,584,0.422,0.38,0.854,25.9,12.4,5.3,0.9,46.7,0.134,0.6,11
2008,"So","6-9","Ryan Anderson","Conf. games:","Conf. games:","18","83.7","6.9","9.4","120.9","27.9","53.1","60.1","10.8","24.8","8.0","12.4","1.7","0.8","42.7","101-112",".902","88-178",".494","34-84",".405",2008,21,"NJN","University of California",11,647,16755,7996,3406,584,0.422,0.38,0.854,25.9,12.4,5.3,0.9,46.7,0.134,0.6,11
2008,"So","6-9","Ryan Anderson","Top 100 quality games:","Top 100:","24","84.6","7.0","9.1","120.0","28.2","53.2","60.2","11.4","24.1","9.6","13.6","1.7","0.6","44.1","137-154",".890","121-236",".513","43-113",".381",2008,21,"NJN","University of California",11,647,16755,7996,3406,584,0.422,0.38,0.854,25.9,12.4,5.3,0.9,46.7,0.134,0.6,11
2008,"So","6-9","Ryan Anderson","Top 50 quality games:","Top 50:","17","83.6","7.1","9.7","119.5","28.0","53.9","60.6","11.0","22.4","10.5","14.7","1.8","0.8","40.2","88-97",".907","79-160",".494","34-81",".420",2008,21,"NJN","University of California",11,647,16755,7996,3406,584,0.422,0.38,0.854,25.9,12.4,5.3,0.9,46.7,0.134,0.6,11
2008,"Sr","6-11","DeVon Hardin","California","P12","30","53.5","2.4","5.7","109.2","19.9","55.4","58.4","9.4","26.4","5.3","17.6","5.9","1.4","74.6","84-132",".636","98-177",".554","0-0",".000",2008,50,"SEA","University of California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sr","6-11","DeVon Hardin","Conf. games:","Conf. games:","15","49.0","2.6","4.1","109.7","19.4","58.0","60.8","7.1","22.8","5.5","18.6","3.8","1.2","67.0","39-59",".661","51-88",".580","0-0",".000",2008,50,"SEA","University of California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sr","6-11","DeVon Hardin","Top 100 quality games:","Top 100:","21","51.8","2.7","5.2","109.0","19.6","55.6","60.3","8.3","25.3","4.3","19.5","3.9","1.7","66.9","59-83",".711","69-124",".556","0-0",".000",2008,50,"SEA","University of California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sr","6-11","DeVon Hardin","Top 50 quality games:","Top 50:","14","47.9","1.9","2.8","99.6","19.0","52.4","55.4","7.1","21.9","3.5","20.8","2.8","1.6","53.7","28-44",".636","43-82",".524","0-0",".000",2008,50,"SEA","University of California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sr","5-11","Reggie Jackson","Duquesne","A10","29","51.7","1.9","2.2","105.4","22.9","52.9","57.6","1.6","7.1","28.1","25.3","0.2","2.8","39.9","65-83",".783","62-135",".459","32-73",".438",2011,24,"OKC","Boston College",8,530,13377,6835,1567,2330,0.429,0.333,0.859,25.2,12.9,3,4.4,28.2,0.101,-0.1,6.6
2008,"Sr","5-11","Reggie Jackson","Conf. games:","Conf. games:","16","65.0","2.0","1.4","102.7","22.4","48.6","53.2","1.6","7.3","27.4","23.3","0.2","2.9","28.7","34-41",".829","38-93",".409","21-50",".420",2011,24,"OKC","Boston College",8,530,13377,6835,1567,2330,0.429,0.333,0.859,25.2,12.9,3,4.4,28.2,0.101,-0.1,6.6
2008,"Sr","5-11","Reggie Jackson","Top 100 quality games:","Top 100:","10","57.5","2.3","1.6","102.1","24.8","52.5","55.9","1.8","7.3","31.2","24.6","0.0","2.4","46.8","25-37",".676","25-48",".521","11-31",".355",2011,24,"OKC","Boston College",8,530,13377,6835,1567,2330,0.429,0.333,0.859,25.2,12.9,3,4.4,28.2,0.101,-0.1,6.6
2008,"Sr","5-11","Reggie Jackson","Top 50 quality games:","Top 50:","6","55.0","2.6","1.3","102.9","27.0","54.5","57.3","3.3","4.4","36.4","23.8","0.0","1.3","56.8","16-25",".640","18-30",".600","4-14",".286",2011,24,"OKC","Boston College",8,530,13377,6835,1567,2330,0.429,0.333,0.859,25.2,12.9,3,4.4,28.2,0.101,-0.1,6.6
2008,"So","6-10","Marreese Speights","Florida","SEC","36","60.5","3.9","8.7","119.3","25.8","62.4","64.0","12.8","26.2","8.4","16.1","5.9","1.0","37.6","90-130",".692","216-346",".624","0-0",".000",2008,16,"PHI","University of Florida",10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
2008,"So","6-10","Marreese Speights","Conf. games:","Conf. games:","16","66.8","3.8","6.4","113.5","23.8","60.5","62.1","10.4","25.5","6.5","17.0","6.4","0.7","42.8","43-65",".662","92-152",".605","0-0",".000",2008,16,"PHI","University of Florida",10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
2008,"So","6-10","Marreese Speights","Top 100 quality games:","Top 100:","19","64.2","4.2","8.6","117.2","24.7","61.5","63.7","10.8","25.0","7.7","15.5","5.7","0.8","44.5","57-81",".704","112-182",".615","0-0",".000",2008,16,"PHI","University of Florida",10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
2008,"So","6-10","Marreese Speights","Top 50 quality games:","Top 50:","9","67.8","4.7","8.7","117.7","24.6","59.6","62.9","10.0","22.3","6.9","13.9","6.0","1.0","47.2","31-42",".738","53-89",".596","0-0",".000",2008,16,"PHI","University of Florida",10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
2008,"Sr","7-2","Roy Hibbert","Georgetown","BE","34","65.3","4.4","10.9","119.2","25.6","61.4","62.6","11.3","17.0","16.6","15.7","9.7","1.3","49.0","93-144",".646","176-291",".605","3-3","1.000",2008,17,"TOR","Georgetown University",9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,0.2,9.1
2008,"Sr","7-2","Roy Hibbert","Conf. games:","Conf. games:","18","72.9","5.0","11.3","118.5","24.8","58.8","62.6","8.0","17.8","19.0","15.9","9.9","1.3","56.1","67-92",".728","95-163",".583","1-1","1.000",2008,17,"TOR","Georgetown University",9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,0.2,9.1
2008,"Sr","7-2","Roy Hibbert","Top 100 quality games:","Top 100:","19","69.7","5.2","10.8","120.2","25.3","60.0","62.5","11.7","17.4","18.0","15.4","7.8","1.2","46.3","57-81",".704","102-173",".590","2-2","1.000",2008,17,"TOR","Georgetown University",9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,0.2,9.1
2008,"Sr","7-2","Roy Hibbert","Top 50 quality games:","Top 50:","13","67.6","5.2","9.0","118.5","26.0","60.0","62.9","13.2","14.9","18.9","17.8","7.7","0.9","35.0","32-42",".762","69-118",".585","2-2","1.000",2008,17,"TOR","Georgetown University",9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10,6.3,1.3,35.9,0.105,0.2,9.1
2008,"Sr","6-9","D.J. White","Indiana","B10","33","82.8","5.4","9.6","120.7","23.3","60.6","63.2","11.3","24.0","5.2","14.5","5.4","1.4","57.7","142-206",".689","215-354",".607","1-3",".333",2008,29,"DET","Indiana University",6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
2008,"Sr","6-9","D.J. White","Conf. games:","Conf. games:","18","87.1","6.1","8.9","120.1","23.7","59.6","62.3","12.1","23.4","5.4","13.8","4.1","1.3","54.4","77-111",".694","120-202",".594","1-2",".500",2008,29,"DET","Indiana University",6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
2008,"Sr","6-9","D.J. White","Top 100 quality games:","Top 100:","21","86.0","5.4","9.3","115.0","23.0","56.4","59.2","11.2","24.4","5.1","14.5","5.3","1.6","48.9","78-115",".678","131-234",".560","1-1","1.000",2008,29,"DET","Indiana University",6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
2008,"Sr","6-9","D.J. White","Top 50 quality games:","Top 50:","13","86.6","5.7","7.9","115.2","22.6","56.3","58.4","10.6","23.0","5.9","13.1","4.6","1.3","39.1","39-59",".661","85-151",".563","0-0",".000",2008,29,"DET","Indiana University",6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
2008,"Fr","6-3","Eric Gordon","Indiana","B10","32","83.1","5.4","7.2","110.7","29.7","51.5","60.1","2.6","8.0","15.2","20.7","2.0","2.3","65.2","231-277",".834","114-217",".525","70-208",".337",2008,7,"LAC","Indiana University",11,629,20783,10497,1569,1842,0.428,0.374,0.814,33,16.7,2.5,2.9,33.6,0.078,-0.9,5.8
2008,"Fr","6-3","Eric Gordon","Conf. games:","Conf. games:","18","87.9","5.8","6.7","109.2","30.2","51.3","60.0","2.8","8.2","16.2","21.2","1.8","1.8","62.9","128-151",".848","66-120",".550","38-120",".317",2008,7,"LAC","Indiana University",11,629,20783,10497,1569,1842,0.428,0.374,0.814,33,16.7,2.5,2.9,33.6,0.078,-0.9,5.8
2008,"Fr","6-3","Eric Gordon","Top 100 quality games:","Top 100:","20","84.7","4.8","4.0","99.2","31.7","45.9","54.8","3.3","7.2","14.7","23.2","1.8","1.9","61.7","141-174",".810","80-161",".497","33-121",".273",2008,7,"LAC","Indiana University",11,629,20783,10497,1569,1842,0.428,0.374,0.814,33,16.7,2.5,2.9,33.6,0.078,-0.9,5.8
2008,"Fr","6-3","Eric Gordon","Top 50 quality games:","Top 50:","13","88.7","4.8","4.2","98.9","30.4","43.2","52.9","3.9","6.9","14.7","21.7","1.6","2.5","58.5","86-103",".835","46-103",".447","20-73",".274",2008,7,"LAC","Indiana University",11,629,20783,10497,1569,1842,0.428,0.374,0.814,33,16.7,2.5,2.9,33.6,0.078,-0.9,5.8
2008,"Jr","6-2","George Hill","IUPUI","Sum","28","86.6","7.0","9.4","124.7","30.2","59.2","65.1","5.5","18.7","26.2","17.1","1.7","3.0","62.8","181-225",".804","149-261",".571","42-97",".433",2008,26,"SAS","Indiana University-Purdue University Indianapolis",11,726,20471,8164,2253,2324,0.453,0.378,0.801,28.2,11.2,3.1,3.2,59.9,0.14,1.7,19
2008,"Jr","6-2","George Hill","Conf. games:","Conf. games:","17","88.4","6.8","9.8","126.3","28.8","61.4","67.0","3.8","19.7","25.0","16.5","1.7","2.5","67.8","115-143",".804","89-151",".589","27-60",".450",2008,26,"SAS","Indiana University-Purdue University Indianapolis",11,726,20471,8164,2253,2324,0.453,0.378,0.801,28.2,11.2,3.1,3.2,59.9,0.14,1.7,19
2008,"Jr","6-2","George Hill","Top 100 quality games:","Top 100:","4","88.8","8.5","10.4","117.7","35.1","54.1","61.2","5.6","14.8","30.5","18.1","1.0","4.5","45.9","25-28",".893","15-41",".366","12-20",".600",2008,26,"SAS","Indiana University-Purdue University Indianapolis",11,726,20471,8164,2253,2324,0.453,0.378,0.801,28.2,11.2,3.1,3.2,59.9,0.14,1.7,19
2008,"Jr","6-2","George Hill","Top 50 quality games:","Top 50:","1","75.0","6.0","15.1","114.2","29.0","83.3","87.2","0.0","11.6","33.3","35.4","0.0","8.1","44.4","4-4","1.000","3-5",".600","3-4",".750",2008,26,"SAS","Indiana University-Purdue University Indianapolis",11,726,20471,8164,2253,2324,0.453,0.378,0.801,28.2,11.2,3.1,3.2,59.9,0.14,1.7,19
2008,"Jr","6-1","Mario Chalmers","Kansas","B12","38","72.7","4.8","13.7","124.8","19.7","62.8","65.5","1.6","9.6","24.4","19.3","2.2","5.0","41.0","96-128",".750","88-159",".553","72-153",".471",2008,34,"MIN","University of Kansas",9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,0.3,9.8
2008,"Jr","6-1","Mario Chalmers","Conf. games:","Conf. games:","16","73.6","4.7","12.1","123.3","19.5","58.2","63.2","1.6","9.4","24.5","18.7","3.0","3.4","55.7","53-68",".779","35-69",".507","24-53",".453",2008,34,"MIN","University of Kansas",9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,0.3,9.8
2008,"Jr","6-1","Mario Chalmers","Top 100 quality games:","Top 100:","25","78.5","4.8","12.4","118.3","20.7","57.8","61.6","2.0","9.1","22.9","18.9","2.3","4.2","49.3","80-108",".741","65-121",".537","41-98",".418",2008,34,"MIN","University of Kansas",9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,0.3,9.8
2008,"Jr","6-1","Mario Chalmers","Top 50 quality games:","Top 50:","18","79.0","4.9","12.1","115.0","22.4","58.2","62.3","2.5","8.8","20.3","20.6","1.9","4.1","48.8","63-83",".759","48-89",".539","34-81",".420",2008,34,"MIN","University of Kansas",9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,0.3,9.8
2008,"Jr","6-6","Brandon Rush","Kansas","B12","37","71.0","3.8","8.1","112.7","21.6","52.9","55.6","6.4","13.1","12.4","16.6","3.2","1.6","20.8","67-85",".788","98-220",".445","79-189",".418",2008,13,"POR","University of Kansas",9,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.7,0.7
2008,"Jr","6-6","Brandon Rush","Conf. games:","Conf. games:","16","77.2","4.0","8.5","112.3","21.4","51.1","54.9","5.9","14.7","14.2","17.4","2.2","1.8","25.0","36-44",".818","33-89",".371","38-87",".437",2008,13,"POR","University of Kansas",9,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.7,0.7
2008,"Jr","6-6","Brandon Rush","Top 100 quality games:","Top 100:","25","82.4","4.6","8.5","113.3","21.6","54.7","57.9","6.7","12.9","12.2","18.0","3.2","1.4","24.5","57-70",".814","71-155",".458","57-131",".435",2008,13,"POR","University of Kansas",9,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.7,0.7
2008,"Jr","6-6","Brandon Rush","Top 50 quality games:","Top 50:","18","83.6","4.7","8.1","110.8","22.5","52.3","55.8","7.4","11.7","12.9","17.3","3.6","1.3","25.8","44-55",".800","53-119",".445","39-94",".415",2008,13,"POR","University of Kansas",9,481,10564,3250,1413,468,0.426,0.402,0.706,22,6.8,2.9,1,11.2,0.051,-1.7,0.7
2008,"Sr","6-9","Darnell Jackson","Kansas","B12","39","60.4","3.8","9.4","124.0","19.8","63.2","65.1","10.2","20.8","8.2","15.1","2.1","1.8","55.3","101-147",".687","165-260",".635","2-6",".333",2008,52,"MIA","University of Kansas",3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
2008,"Sr","6-9","Darnell Jackson","Conf. games:","Conf. games:","16","64.7","3.9","8.3","122.4","18.6","61.6","64.7","7.4","21.5","7.5","15.7","1.6","0.8","55.4","45-62",".726","69-110",".627","0-2",".000",2008,52,"MIA","University of Kansas",3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
2008,"Sr","6-9","Darnell Jackson","Top 100 quality games:","Top 100:","25","64.0","3.3","8.0","115.7","18.4","59.1","61.9","7.7","21.5","7.6","17.2","1.8","1.6","59.1","64-94",".681","94-156",".603","0-3",".000",2008,52,"MIA","University of Kansas",3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
2008,"Sr","6-9","Darnell Jackson","Top 50 quality games:","Top 50:","18","63.3","2.6","6.8","107.9","17.7","59.0","60.5","7.7","21.4","7.1","21.1","1.8","1.7","61.0","38-61",".623","59-98",".602","0-2",".000",2008,52,"MIA","University of Kansas",3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
2008,"So","6-9","Darrell Arthur","Kansas","B12","39","61.4","3.1","5.6","108.9","24.9","54.7","56.8","12.1","17.0","6.7","17.9","6.2","1.1","27.5","74-106",".698","208-374",".556","2-12",".167",2008,27,"NOH","University of Kansas",9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
2008,"So","6-9","Darrell Arthur","Conf. games:","Conf. games:","16","57.0","3.5","5.3","109.6","27.7","53.3","56.1","14.7","16.1","9.2","17.5","5.7","0.5","27.3","33-45",".733","88-162",".543","0-3",".000",2008,27,"NOH","University of Kansas",9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
2008,"So","6-9","Darrell Arthur","Top 100 quality games:","Top 100:","25","64.0","3.2","4.8","104.7","25.0","55.5","58.2","11.9","17.6","6.6","22.1","5.8","0.7","29.0","51-69",".739","132-234",".564","0-4",".000",2008,27,"NOH","University of Kansas",9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
2008,"So","6-9","Darrell Arthur","Top 50 quality games:","Top 50:","18","64.4","2.4","3.9","98.6","23.2","54.5","56.8","9.5","18.5","5.9","24.5","5.9","0.8","27.9","30-43",".698","84-151",".556","0-3",".000",2008,27,"NOH","University of Kansas",9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
2008,"Sr","6-11","Sasha Kaun","Kansas","B12","39","44.2","2.0","6.5","115.9","18.0","61.0","60.3","11.0","13.4","3.0","13.9","8.2","1.4","67.4","64-116",".552","105-172",".610","0-0",".000",2008,56,"SEA","University of Kansas",1,25,95,23,26,3,0.529,0,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
2008,"Sr","6-11","Sasha Kaun","Conf. games:","Conf. games:","16","42.5","1.9","6.1","111.2","18.8","53.8","55.1","12.1","10.3","4.0","14.5","8.1","1.9","40.0","19-32",".594","43-80",".537","0-0",".000",2008,56,"SEA","University of Kansas",1,25,95,23,26,3,0.529,0,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
2008,"Sr","6-11","Sasha Kaun","Top 100 quality games:","Top 100:","25","45.8","2.1","5.4","114.8","16.7","56.9","58.5","10.7","11.4","2.0","13.7","6.9","1.1","56.9","38-62",".613","62-109",".569","0-0",".000",2008,56,"SEA","University of Kansas",1,25,95,23,26,3,0.529,0,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
2008,"Sr","6-11","Sasha Kaun","Top 50 quality games:","Top 50:","18","47.4","2.1","4.8","113.9","15.5","58.0","59.3","11.4","11.5","2.2","15.5","6.3","0.9","62.3","26-43",".605","40-69",".580","0-0",".000",2008,56,"SEA","University of Kansas",1,25,95,23,26,3,0.529,0,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
2008,"Fr","6-9","Michael Beasley","Kansas St.","B12","32","78.4","6.9","15.6","119.8","33.3","56.0","60.8","13.0","30.0","8.7","15.3","5.6","2.3","48.7","211-272",".776","260-466",".558","35-92",".380",2008,2,"MIA","Kansas State University",11,609,13903,7568,2861,788,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-3.2,-4.3
