"Yr","Cls","Ht","Player","Team","Conf","G.x","Min%","PRPG!","GBPM","ORtg","Usg","eFG","TS","OR","DR","Ast","TO","Blk","Stl","FTR","FT_raw","FT_pct","2P_raw","2P_pct","3P_raw","3P_pct","Draft_Yr","Pk","Tm","College","Yrs","G.y","MP","PTS","TRB","AST","FG_Perc","X3P_Perc","FT_Perc","MP_per_G","PTS_per_G_per_G","TRB_per_G_per_G","AST_per_G_per_G","WS_per_G","WS_per_48","BPM","VORP"
2010,"Fr","6-5","Lance Stephenson","Top 100 quality games:","Top 100:","22","68.9","2.6","3.0","96.1","25.7","46.1","49.4","6.2",12.7,15.5,20.3,0.7,1.7,29.6,"50-72",0.694,"97-196",0.495,"10-47",0.213,2010,40,"IND","University of Cincinnati",9,508,11866,4354,2124,1456,0.444,0.315,0.685,23.4,8.6,4.2,2.9,16.7,0.068,-0.8,3.5
2010,"Fr","6-5","Lance Stephenson","Top 50 quality games:","Top 50:","20","72.7","2.7","3.4","96.9","25.3","47.3","50.0","6.4",13.3,15.9,20.5,0.8,1.8,27.7,"41-61",0.672,"89-176",0.506,"10-44",0.227,2010,40,"IND","University of Cincinnati",9,508,11866,4354,2124,1456,0.444,0.315,0.685,23.4,8.6,4.2,2.9,16.7,0.068,-0.8,3.5
2010,"Sr","6-7","Trevor Booker","Clemson","ACC","32","76.9","4.4","9.5","112.0","24.7","53.3","54.9","10.1",20.4,17.4,14.4,4.6,2.5,47.4,"101-171",0.591,"179-327",0.547,"9-34",0.265,2010,23,"MIN","Clemson University",8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,0.2,6
2010,"Sr","6-7","Trevor Booker","Conf. games:","Conf. games:","16","80.5","5.2","10.6","113.0","24.4","51.3","54.5","8.6",18.6,19.9,11.9,5.2,2.3,50,"60-93",0.645,"91-166",0.548,"3-20",0.15,2010,23,"MIN","Clemson University",8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,0.2,6
2010,"Sr","6-7","Trevor Booker","Top 100 quality games:","Top 100:","20","82.5","4.9","9.3","110.5","23.9","51.5","54.0","8.2",19.5,19.3,13.9,4.7,2.2,47.4,"68-110",0.618,"112-206",0.544,"5-26",0.192,2010,23,"MIN","Clemson University",8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,0.2,6
2010,"Sr","6-7","Trevor Booker","Top 50 quality games:","Top 50:","14","82.5","4.5","8.3","106.8","23.2","47.8","51.0","8.9",19,19.8,14.3,4.7,1.7,44.4,"45-72",0.625,"73-143",0.51,"3-19",0.158,2010,23,"MIN","Clemson University",8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,0.2,6
2010,"Jr","6-9","Jared Cunningham","Cleveland St.","Horz","31","36.9","0.4","-1.5","91.5","19.1","42.6","45.5","4.8",17.1,6,14.7,3.1,1.9,17.7,"19-25",0.76,"27-71",0.38,"22-70",0.314,2012,24,"CLE","Oregon State University",4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2010,"Jr","6-9","Jared Cunningham","Conf. games:","Conf. games:","18","31.9","0.3","0.1","91.9","19.4","44.9","48.2","3.8",17.5,5.6,16.7,4.7,2.7,17.4,"10-12",0.833,"13-34",0.382,"12-35",0.343,2012,24,"CLE","Oregon State University",4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2010,"Jr","6-9","Jared Cunningham","Top 100 quality games:","Top 100:","10","44.0","-0.0","-4.3","79.0","17.7","34.3","36.1","4.0",15.3,6.4,9.8,0.7,1,11.1,"4-6",0.667,"8-27",0.296,"7-27",0.259,2012,24,"CLE","Oregon State University",4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2010,"Jr","6-9","Jared Cunningham","Top 50 quality games:","Top 50:","6","47.1","-0.3","-4.5","71.6","19.0","31.3","30.5","4.9",12.3,8.3,8.4,1.1,1.6,5,"0-2",0,"5-19",0.263,"5-21",0.238,2012,24,"CLE","Oregon State University",4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2010,"So","7-1","Solomon Alabi","Florida St.","ACC","32","63.8","3.0","7.7","110.7","22.2","53.4","59.6","11.6",15.7,4.4,19.7,10.4,1.4,54.6,"108-136",0.794,"133-249",0.534,"0-0",0,2010,50,"DAL","Florida State University",2,26,181,39,61,5,0.314,0,0.7,7,1.5,2.3,0.2,0,0.01,-5.4,-0.2
2010,"So","7-1","Solomon Alabi","Conf. games:","Conf. games:","16","65.9","3.0","5.6","106.0","21.8","50.4","56.9","9.8",15.6,3.8,19.5,8.4,1,58.7,"54-71",0.761,"61-121",0.504,"0-0",0,2010,50,"DAL","Florida State University",2,26,181,39,61,5,0.314,0,0.7,7,1.5,2.3,0.2,0,0.01,-5.4,-0.2
2010,"So","7-1","Solomon Alabi","Top 100 quality games:","Top 100:","22","65.3","3.1","6.8","107.0","22.3","50.6","56.7","10.8",16.3,3.8,18.7,8.7,1.3,52.3,"71-92",0.772,"89-176",0.506,"0-0",0,2010,50,"DAL","Florida State University",2,26,181,39,61,5,0.314,0,0.7,7,1.5,2.3,0.2,0,0.01,-5.4,-0.2
2010,"So","7-1","Solomon Alabi","Top 50 quality games:","Top 50:","13","67.2","3.4","6.9","106.8","22.9","50.0","55.1","12.1",18.7,4.3,17.6,5.9,1.2,38.5,"37-47",0.787,"61-122",0.5,"0-0",0,2010,50,"DAL","Florida State University",2,26,181,39,61,5,0.314,0,0.7,7,1.5,2.3,0.2,0,0.01,-5.4,-0.2
2010,"Sr","6-8","Ryan Reid","Florida St.","ACC","31","54.8","1.2","1.9","97.5","18.3","49.1","51.6","9.9",10,10.1,23.2,2.6,1.5,46.1,"46-77",0.597,"82-167",0.491,"0-0",0,2010,57,"IND","Florida State University",1,5,17,8,2,0,0.8,0,0,3.4,1.6,0.4,0,0.1,0.142,-5.5,0
2010,"Sr","6-8","Ryan Reid","Conf. games:","Conf. games:","16","66.4","1.7","2.7","98.5","17.8","52.0","52.6","8.4",9.1,9.7,21.4,2.4,1.6,46.9,"24-46",0.522,"51-98",0.52,"0-0",0,2010,57,"IND","Florida State University",1,5,17,8,2,0,0.8,0,0,3.4,1.6,0.4,0,0.1,0.142,-5.5,0
2010,"Sr","6-8","Ryan Reid","Top 100 quality games:","Top 100:","22","61.6","0.8","0.7","88.9","18.4","46.4","48.2","8.1",9.4,8.8,24.7,2.1,1.5,48,"32-60",0.533,"58-125",0.464,"0-0",0,2010,57,"IND","Florida State University",1,5,17,8,2,0,0.8,0,0,3.4,1.6,0.4,0,0.1,0.142,-5.5,0
2010,"Sr","6-8","Ryan Reid","Top 50 quality games:","Top 50:","13","63.0","0.8","2.5","89.7","16.9","44.4","46.3","5.3",9.5,7.2,20.3,2.7,1.6,39.5,"17-32",0.531,"36-81",0.444,"0-0",0,2010,57,"IND","Florida State University",1,5,17,8,2,0,0.8,0,0,3.4,1.6,0.4,0,0.1,0.142,-5.5,0
2010,"So","6-8","Paul George","Fresno St.","WAC","28","72.6","3.6","6.0","105.6","27.3","51.0","57.2","6.8",18.6,22.6,20.8,3,3.9,34.8,"110-122",0.902,"92-188",0.489,"58-163",0.356,2010,10,"IND","California State University, Fresno",9,604,20424,11983,3891,2000,0.433,0.378,0.844,33.8,19.8,6.4,3.3,65.2,0.153,3.8,29.9
2010,"So","6-8","Paul George","Conf. games:","Conf. games:","12","62.0","3.2","4.3","103.1","27.9","45.5","53.6","4.2",18.5,21.1,17.3,3.8,2.6,42,"59-66",0.894,"37-80",0.463,"23-77",0.299,2010,10,"IND","California State University, Fresno",9,604,20424,11983,3891,2000,0.433,0.378,0.844,33.8,19.8,6.4,3.3,65.2,0.153,3.8,29.9
2010,"So","6-8","Paul George","Top 100 quality games:","Top 100:","6","79.6","2.0","1.6","88.2","29.4","38.2","48.7","6.8",15.2,25.4,25.6,1.9,3.5,47.1,"29-32",0.906,"17-44",0.386,"6-24",0.25,2010,10,"IND","California State University, Fresno",9,604,20424,11983,3891,2000,0.433,0.378,0.844,33.8,19.8,6.4,3.3,65.2,0.153,3.8,29.9
2010,"So","6-8","Paul George","Top 50 quality games:","Top 50:","3","65.0","1.1","6.3","84.2","26.1","42.0","50.3","5.3",16.9,25.5,30,4.5,6.3,32,"8-8",1,"6-15",0.4,"3-10",0.3,2010,10,"IND","California State University, Fresno",9,604,20424,11983,3891,2000,0.433,0.378,0.844,33.8,19.8,6.4,3.3,65.2,0.153,3.8,29.9
2010,"So","6-11","Greg Monroe","Georgetown","BE","34","85.6","4.7","7.8","106.8","27.5","53.4","56.7","8.6",25.2,22.4,20.8,4.9,2.2,54.3,"138-209",0.66,"195-358",0.545,"7-27",0.259,2010,7,"DET","Georgetown University",9,632,17475,8326,5229,1354,0.514,0.059,0.704,27.7,13.2,8.3,2.1,49.7,0.136,1.9,17.2
2010,"So","6-11","Greg Monroe","Conf. games:","Conf. games:","18","86.8","4.4","6.8","104.6","27.4","55.1","58.6","7.0",25.9,22.8,23.4,4.6,1.9,57.4,"76-112",0.679,"103-184",0.56,"3-11",0.273,2010,7,"DET","Georgetown University",9,632,17475,8326,5229,1354,0.514,0.059,0.704,27.7,13.2,8.3,2.1,49.7,0.136,1.9,17.2
2010,"So","6-11","Greg Monroe","Top 100 quality games:","Top 100:","24","87.5","4.8","8.1","105.0","27.0","52.2","55.9","6.2",24.9,22.1,19.2,3.7,2.3,63,"110-170",0.647,"135-253",0.534,"4-17",0.235,2010,7,"DET","Georgetown University",9,632,17475,8326,5229,1354,0.514,0.059,0.704,27.7,13.2,8.3,2.1,49.7,0.136,1.9,17.2
2010,"So","6-11","Greg Monroe","Top 50 quality games:","Top 50:","16","89.5","4.9","8.2","104.2","26.7","51.6","56.0","5.4",26,20.8,18.8,3.9,2.4,69.2,"83-126",0.659,"91-171",0.532,"2-11",0.182,2010,7,"DET","Georgetown University",9,632,17475,8326,5229,1354,0.514,0.059,0.704,27.7,13.2,8.3,2.1,49.7,0.136,1.9,17.2
2010,"Fr","6-10","Derrick Favors","Georgia Tech","ACC","35","69.2","3.3","8.0","109.0","21.8","61.5","62.3","12.5",20.2,7.3,22.9,7.8,1.8,47.6,"86-137",0.628,"177-287",0.617,"0-1",0,2010,3,"NJN","Georgia Institute of Technology",9,632,16267,7320,4547,701,0.525,0.21,0.664,25.7,11.6,7.2,1.1,49.5,0.146,1.4,14.1
2010,"Fr","6-10","Derrick Favors","Conf. games:","Conf. games:","16","69.6","3.5","7.7","109.8","20.1","62.5","62.1","11.2",20.9,7.7,22,7.1,1.7,39.8,"29-51",0.569,"80-128",0.625,"0-0",0,2010,3,"NJN","Georgia Institute of Technology",9,632,16267,7320,4547,701,0.525,0.21,0.664,25.7,11.6,7.2,1.1,49.5,0.146,1.4,14.1
2010,"Fr","6-10","Derrick Favors","Top 100 quality games:","Top 100:","27","69.8","3.3","7.2","105.8","22.0","61.5","62.3","12.3",20.5,7.5,25.2,7.3,1.5,44.5,"61-97",0.629,"134-217",0.618,"0-1",0,2010,3,"NJN","Georgia Institute of Technology",9,632,16267,7320,4547,701,0.525,0.21,0.664,25.7,11.6,7.2,1.1,49.5,0.146,1.4,14.1
2010,"Fr","6-10","Derrick Favors","Top 50 quality games:","Top 50:","14","71.5","3.3","6.8","102.4","22.0","56.9","58.9","13.8",20,7,26.5,6.5,1.8,40.5,"31-47",0.66,"66-116",0.569,"0-0",0,2010,3,"NJN","Georgia Institute of Technology",9,632,16267,7320,4547,701,0.525,0.21,0.664,25.7,11.6,7.2,1.1,49.5,0.146,1.4,14.1
2010,"Jr","6-9","Gani Lawal","Georgia Tech","ACC","35","64.6","2.9","5.7","101.9","26.0","52.3","54.1","13.2",21.7,3.6,18.2,5.7,1,68.2,"124-219",0.566,"168-320",0.525,"0-1",0,2010,46,"PHO","Georgia Institute of Technology",1,1,2,0,0,0,0,0,0,2,0,0,0,0,-0.009,-4.9,0
2010,"Jr","6-9","Gani Lawal","Conf. games:","Conf. games:","16","65.6","2.3","4.0","93.7","25.1","47.4","47.5","11.6",20.8,2.5,16.1,6.3,1.2,59.7,"42-92",0.457,"73-153",0.477,"0-1",0,2010,46,"PHO","Georgia Institute of Technology",1,1,2,0,0,0,0,0,0,2,0,0,0,0,-0.009,-4.9,0
2010,"Jr","6-9","Gani Lawal","Top 100 quality games:","Top 100:","27","64.9","2.8","5.3","98.6","25.7","50.2","51.3","12.1",20.1,3.2,16.8,5.5,1.1,62.8,"83-159",0.522,"127-252",0.504,"0-1",0,2010,46,"PHO","Georgia Institute of Technology",1,1,2,0,0,0,0,0,0,2,0,0,0,0,-0.009,-4.9,0
2010,"Jr","6-9","Gani Lawal","Top 50 quality games:","Top 50:","14","61.8","2.3","3.6","93.2","25.9","50.0","50.3","12.5",22.8,2.1,20.9,4.4,0.8,63.3,"37-76",0.487,"60-120",0.5,"0-0",0,2010,46,"PHO","Georgia Institute of Technology",1,1,2,0,0,0,0,0,0,2,0,0,0,0,-0.009,-4.9,0
2010,"Jr","6-10","Craig Brackins","Iowa St.","B12","32","86.5","3.4","4.6","103.0","25.1","45.0","49.8","6.6",19.4,13.1,13.8,3.3,1.3,33.7,"117-154",0.76,"165-370",0.446,"27-87",0.31,2010,21,"OKC","Iowa State University",2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2
2010,"Jr","6-10","Craig Brackins","Conf. games:","Conf. games:","16","89.5","3.1","2.9","94.7","25.8","41.4","46.4","6.5",20,11.5,16,2.5,1.2,31.1,"58-76",0.763,"83-188",0.441,"12-56",0.214,2010,21,"OKC","Iowa State University",2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2
2010,"Jr","6-10","Craig Brackins","Top 100 quality games:","Top 100:","20","88.9","3.0","2.2","93.6","25.6","39.6","45.0","5.9",17.9,12.1,14.8,1.6,1.1,29.8,"70-89",0.787,"96-236",0.407,"15-63",0.238,2010,21,"OKC","Iowa State University",2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2
2010,"Jr","6-10","Craig Brackins","Top 50 quality games:","Top 50:","14","89.5","3.6","4.0","96.2","25.2","39.5","46.1","5.4",17.1,12.4,12.8,1.6,1.5,31.8,"58-68",0.853,"71-168",0.423,"9-46",0.196,2010,21,"OKC","Iowa State University",2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2
2010,"Jr","6-11","Cole Aldrich","Kansas","B12","36","66.4","3.5","11.1","116.9","20.2","56.2","59.6","13.6",25.4,5.8,16.4,13,1.6,60,"108-159",0.679,"149-265",0.562,"0-0",0,2010,11,"NOH","University of Kansas",8,339,3389,1050,1131,183,0.527,0,0.738,10,3.1,3.3,0.5,9.6,0.135,1,2.6
2010,"Jr","6-11","Cole Aldrich","Conf. games:","Conf. games:","16","67.5","4.1","11.9","120.1","19.8","54.9","58.3","12.2",23.5,5.1,12,12.4,2,66.4,"53-81",0.654,"67-122",0.549,"0-0",0,2010,11,"NOH","University of Kansas",8,339,3389,1050,1131,183,0.527,0,0.738,10,3.1,3.3,0.5,9.6,0.135,1,2.6
2010,"Jr","6-11","Cole Aldrich","Top 100 quality games:","Top 100:","24","68.5","4.0","11.5","117.5","19.8","55.4","59.6","13.8",25.4,5.4,15.5,12.3,1.3,61.1,"75-107",0.701,"97-175",0.554,"0-0",0,2010,11,"NOH","University of Kansas",8,339,3389,1050,1131,183,0.527,0,0.738,10,3.1,3.3,0.5,9.6,0.135,1,2.6
2010,"Jr","6-11","Cole Aldrich","Top 50 quality games:","Top 50:","14","69.2","3.7","10.0","111.8","19.3","54.2","56.4","13.1",22.7,4.5,16.2,11.8,1.5,47.7,"32-51",0.627,"58-107",0.542,"0-0",0,2010,11,"NOH","University of Kansas",8,339,3389,1050,1131,183,0.527,0,0.738,10,3.1,3.3,0.5,9.6,0.135,1,2.6
2010,"Fr","6-6","Xavier Henry","Kansas","B12","36","68.3","3.5","8.5","113.7","21.7","55.5","59.1","5.2",11.5,9.8,18.2,1.8,3.1,32.5,"90-115",0.783,"93-189",0.492,"69-165",0.418,2010,12,"MEM","University of Kansas",5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
2010,"Fr","6-6","Xavier Henry","Conf. games:","Conf. games:","16","66.2","3.6","7.2","112.6","21.9","51.0","55.4","7.3",10.1,9.6,17.3,1.9,3,29.7,"38-46",0.826,"40-82",0.488,"26-73",0.356,2010,12,"MEM","University of Kansas",5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
2010,"Fr","6-6","Xavier Henry","Top 100 quality games:","Top 100:","24","69.5","2.8","6.4","103.4","21.2","47.7","52.9","5.7",11.4,8.2,19.5,1.5,3.1,35.3,"62-78",0.795,"47-116",0.405,"39-105",0.371,2010,12,"MEM","University of Kansas",5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
2010,"Fr","6-6","Xavier Henry","Top 50 quality games:","Top 50:","14","71.5","3.6","7.5","108.7","19.7","51.2","56.5","6.3",12.1,6.5,19.8,2,2.8,37.2,"37-45",0.822,"32-69",0.464,"20-52",0.385,2010,12,"MEM","University of Kansas",5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
2010,"Jr","6-9","Patrick Patterson","Kentucky","SEC","38","81.8","5.1","8.6","129.5","17.2","60.7","62.4","10.6",13.4,5.5,10.7,4.1,1.2,34.8,"90-130",0.692,"191-305",0.626,"24-69",0.348,2010,14,"HOU","University of Kentucky",9,622,13565,4293,2573,666,0.45,0.367,0.749,21.8,6.9,4.1,1.1,28.7,0.102,0.3,7.7
2010,"Jr","6-9","Patrick Patterson","Conf. games:","Conf. games:","16","85.6","4.7","7.9","123.8","16.3","57.5","60.1","9.7",11.4,3.9,12.5,4.7,1.5,32,"36-49",0.735,"70-121",0.579,"12-32",0.375,2010,14,"HOU","University of Kentucky",9,622,13565,4293,2573,666,0.45,0.367,0.749,21.8,6.9,4.1,1.1,28.7,0.102,0.3,7.7
2010,"Jr","6-9","Patrick Patterson","Top 100 quality games:","Top 100:","22","85.6","4.4","8.1","121.3","15.7","55.5","58.9","9.2",12.5,4.2,12.5,4.3,1.7,30.3,"48-61",0.787,"89-158",0.563,"15-43",0.349,2010,14,"HOU","University of Kentucky",9,622,13565,4293,2573,666,0.45,0.367,0.749,21.8,6.9,4.1,1.1,28.7,0.102,0.3,7.7
2010,"Jr","6-9","Patrick Patterson","Top 50 quality games:","Top 50:","8","89.1","4.2","6.9","116.5","15.0","56.4","58.8","9.1",14.7,4.9,15.6,3.8,1.2,30,"15-21",0.714,"35-55",0.636,"3-15",0.2,2010,14,"HOU","University of Kentucky",9,622,13565,4293,2573,666,0.45,0.367,0.749,21.8,6.9,4.1,1.1,28.7,0.102,0.3,7.7
2010,"Fr","6-4","John Wall","Kentucky","SEC","37","83.9","4.6","7.8","108.7","26.9","50.3","56.2","2.7",10.1,34.8,24.2,1.5,2.9,53,"175-232",0.754,"165-324",0.509,"37-114",0.325,2010,1,"WAS","University of Kentucky",9,573,20545,10879,2483,5282,0.433,0.324,0.781,35.9,19,4.3,9.2,44.3,0.104,2.3,22.1
2010,"Fr","6-4","John Wall","Conf. games:","Conf. games:","16","88.7","4.0","5.5","102.8","26.5","45.0","52.3","2.3",9.7,28.7,23.4,1.7,2.1,51.5,"81-104",0.779,"67-147",0.456,"16-55",0.291,2010,1,"WAS","University of Kentucky",9,573,20545,10879,2483,5282,0.433,0.324,0.781,35.9,19,4.3,9.2,44.3,0.104,2.3,22.1
2010,"Fr","6-4","John Wall","Top 100 quality games:","Top 100:","22","89.9","4.5","7.5","102.3","28.2","50.0","55.6","2.6",10.1,32.5,25.4,1.6,2.8,55.4,"112-153",0.732,"105-200",0.525,"22-76",0.289,2010,1,"WAS","University of Kentucky",9,573,20545,10879,2483,5282,0.433,0.324,0.781,35.9,19,4.3,9.2,44.3,0.104,2.3,22.1
2010,"Fr","6-4","John Wall","Top 50 quality games:","Top 50:","8","93.3","4.7","8.0","99.6","28.6","41.1","48.0","4.2",12.7,32.5,19.5,2.2,2.8,55.1,"46-65",0.708,"41-86",0.477,"5-32",0.156,2010,1,"WAS","University of Kentucky",9,573,20545,10879,2483,5282,0.433,0.324,0.781,35.9,19,4.3,9.2,44.3,0.104,2.3,22.1
2010,"Fr","6-11","DeMarcus Cousins","Kentucky","SEC","38","58.2","4.0","11.8","113.5","30.8","56.0","57.9","19.9",24.9,9.2,16,7.5,2.4,72.6,"162-268",0.604,"205-363",0.565,"1-6",0.167,2010,5,"SAC","University of Kentucky",9,565,18078,12006,6131,1832,0.461,0.332,0.737,32,21.2,10.9,3.2,44.1,0.117,2.9,22.5
2010,"Fr","6-11","DeMarcus Cousins","Conf. games:","Conf. games:","16","65.6","4.8","11.6","116.3","28.9","53.4","57.3","19.2",22.2,8.7,13.8,6.6,2.1,78.3,"81-126",0.643,"86-158",0.544,"0-3",0,2010,5,"SAC","University of Kentucky",9,565,18078,12006,6131,1832,0.461,0.332,0.737,32,21.2,10.9,3.2,44.1,0.117,2.9,22.5
2010,"Fr","6-11","DeMarcus Cousins","Top 100 quality games:","Top 100:","22","64.5","3.9","10.5","108.1","28.4","55.7","56.2","17.4",22.7,8.4,16.2,6.6,2.2,83.1,"91-167",0.545,"112-199",0.563,"0-2",0,2010,5,"SAC","University of Kentucky",9,565,18078,12006,6131,1832,0.461,0.332,0.737,32,21.2,10.9,3.2,44.1,0.117,2.9,22.5
2010,"Fr","6-11","DeMarcus Cousins","Top 50 quality games:","Top 50:","8","66.1","3.9","7.9","103.7","29.2","52.7","54.8","18.6",21.8,7.3,18.9,4.1,1.9,87.8,"37-65",0.569,"39-73",0.534,"0-1",0,2010,5,"SAC","University of Kentucky",9,565,18078,12006,6131,1832,0.461,0.332,0.737,32,21.2,10.9,3.2,44.1,0.117,2.9,22.5
2010,"Fr","6-1","Eric Bledsoe","Kentucky","SEC","37","73.1","2.2","3.9","100.4","20.2","54.0","56.6","2.0",8.6,16.8,27.7,1.1,2.6,39.4,"82-123",0.667,"95-184",0.516,"49-128",0.383,2010,18,"OKC","University of Kentucky",9,570,15903,8034,2229,2724,0.455,0.336,0.794,27.9,14.1,3.9,4.8,37,0.112,2.2,16.8
2010,"Fr","6-1","Eric Bledsoe","Conf. games:","Conf. games:","16","77.4","1.6","3.0","93.9","20.3","48.6","51.4","1.3",9.7,17.4,27.3,0.8,2.7,36.2,"33-51",0.647,"46-87",0.529,"15-54",0.278,2010,18,"OKC","University of Kentucky",9,570,15903,8034,2229,2724,0.455,0.336,0.794,27.9,14.1,3.9,4.8,37,0.112,2.2,16.8
