"Yr","Cls","Ht","Player","Team","Conf","G.x","Min%","PRPG!","GBPM","ORtg","Usg","eFG","TS","OR","DR","Ast","TO","Blk","Stl","FTR","FT_raw","FT_pct","2P_raw","2P_pct","3P_raw","3P_pct","Draft_Yr","Pk","Tm","College","Yrs","G.y","MP","PTS","TRB","AST","FG_Perc","X3P_Perc","FT_Perc","MP_per_G","PTS_per_G_per_G","TRB_per_G_per_G","AST_per_G_per_G","WS_per_G","WS_per_48","BPM","VORP"
2009,"So","6-5","James Harden","Top 100 quality games:","Top 100:","25","91.0","6.3","8.6","107.8","32.5","51.1","57.0","5.2","15.3","28.5","18.5","0.9","2.8","58.3","144-193",".746","109-216",".505","40-115",".348",2009,3,"OKC","Arizona State University",10,765,26106,18627,4000,4743,0.443,0.365,0.857,34.1,24.3,5.2,6.2,121.9,0.224,7.1,59.9
2009,"So","6-5","James Harden","Top 50 quality games:","Top 50:","17","90.2","6.5","9.4","108.7","32.1","50.2","57.0","5.3","16.0","29.9","18.4","0.8","3.3","65.3","104-139",".748","74-145",".510","22-68",".324",2009,3,"OKC","Arizona State University",10,765,26106,18627,4000,4743,0.443,0.365,0.857,34.1,24.3,5.2,6.2,121.9,0.224,7.1,59.9
2009,"Jr","6-3","Stephen Curry","Davidson","SC","33","82.1","6.7","13.9","118.0","37.5","54.9","60.5","1.8","12.3","39.8","16.6","0.7","3.9","36.1","212-241",".880","176-340",".518","127-327",".388",2009,7,"GSW","Davidson College",10,694,23859,16315,3132,4588,0.477,0.436,0.905,34.4,23.5,4.5,6.6,102.9,0.207,6.5,51.1
2009,"Jr","6-3","Stephen Curry","Conf. games:","Conf. games:","19","77.4","6.7","16.1","125.9","36.3","58.5","63.4","1.7","13.0","40.1","14.9","0.4","4.2","36.6","117-134",".873","97-185",".524","78-181",".431",2009,7,"GSW","Davidson College",10,694,23859,16315,3132,4588,0.477,0.436,0.905,34.4,23.5,4.5,6.6,102.9,0.207,6.5,51.1
2009,"Jr","6-3","Stephen Curry","Top 100 quality games:","Top 100:","8","93.1","6.0","7.4","94.8","43.7","44.2","50.0","1.6","13.7","40.2","20.3","1.0","3.7","29.6","53-61",".869","49-109",".450","28-97",".289",2009,7,"GSW","Davidson College",10,694,23859,16315,3132,4588,0.477,0.436,0.905,34.4,23.5,4.5,6.6,102.9,0.207,6.5,51.1
2009,"Jr","6-3","Stephen Curry","Top 50 quality games:","Top 50:","6","92.5","5.9","7.6","93.6","43.3","44.7","50.6","1.7","15.3","41.3","21.1","1.3","3.8","26.7","37-40",".925","34-80",".425","22-70",".314",2009,7,"GSW","Davidson College",10,694,23859,16315,3132,4588,0.477,0.436,0.905,34.4,23.5,4.5,6.6,102.9,0.207,6.5,51.1
2009,"Jr","6-5","Gerald Henderson","Duke","ACC","37","74.1","4.4","8.4","110.6","27.2","49.4","54.2","4.7","14.4","18.0","15.4","2.4","2.4","39.7","143-188",".761","172-351",".490","41-122",".336",2009,12,"CHA","Duke University",8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
2009,"Jr","6-5","Gerald Henderson","Conf. games:","Conf. games:","16","81.1","5.5","10.1","110.2","29.8","52.3","56.0","4.7","15.9","22.2","16.3","1.6","3.0","36.9","65-89",".730","99-185",".535","18-56",".321",2009,12,"CHA","Duke University",8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
2009,"Jr","6-5","Gerald Henderson","Top 100 quality games:","Top 100:","28","78.3","4.7","7.9","106.6","28.9","48.6","53.0","3.9","15.8","20.4","15.7","2.3","2.3","38.0","109-148",".736","141-293",".481","32-96",".333",2009,12,"CHA","Duke University",8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
2009,"Jr","6-5","Gerald Henderson","Top 50 quality games:","Top 50:","15","78.2","4.4","7.1","102.2","29.5","47.4","52.5","3.6","15.1","16.0","17.1","3.2","2.5","36.9","61-79",".772","79-161",".491","15-53",".283",2009,12,"CHA","Duke University",8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
2009,"So","6-6","Nick Calathes","Florida","SEC","36","83.3","5.2","9.1","114.5","27.8","56.8","59.9","3.0","15.7","35.9","20.7","0.5","3.3","44.9","135-191",".707","132-238",".555","73-187",".390",2009,45,"MIN","University of Florida",2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
2009,"So","6-6","Nick Calathes","Conf. games:","Conf. games:","16","86.1","5.6","8.8","111.8","28.8","56.0","59.2","2.5","17.6","34.8","19.8","0.2","3.2","41.8","62-87",".713","58-116",".500","39-92",".424",2009,45,"MIN","University of Florida",2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
2009,"So","6-6","Nick Calathes","Top 100 quality games:","Top 100:","18","86.0","5.1","6.3","105.5","29.7","51.1","55.2","2.3","14.0","32.2","20.0","0.5","2.5","48.1","78-112",".696","71-136",".522","32-97",".330",2009,45,"MIN","University of Florida",2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
2009,"So","6-6","Nick Calathes","Top 50 quality games:","Top 50:","9","85.3","5.3","7.4","104.9","30.5","52.4","55.7","1.5","14.8","33.0","19.4","0.7","2.4","48.4","40-60",".667","41-73",".562","16-51",".314",2009,45,"MIN","University of Florida",2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
2009,"Sr","6-1","Toney Douglas","Florida St.","ACC","35","90.7","6.0","9.5","115.7","27.6","52.5","58.1","2.7","9.1","20.2","14.6","1.3","2.9","43.3","188-232",".810","154-315",".489","85-221",".385",2009,29,"LAL","Florida State University",8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
2009,"Sr","6-1","Toney Douglas","Conf. games:","Conf. games:","16","92.1","7.1","10.4","118.6","28.4","50.2","56.9","2.8","9.2","20.9","11.4","0.4","2.9","46.2","102-123",".829","72-160",".450","41-106",".387",2009,29,"LAL","Florida State University",8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
2009,"Sr","6-1","Toney Douglas","Top 100 quality games:","Top 100:","25","93.3","6.5","9.5","115.3","27.9","52.1","58.0","2.4","9.7","19.4","15.0","1.1","2.5","40.6","138-164",".841","110-233",".472","67-171",".392",2009,29,"LAL","Florida State University",8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
2009,"Sr","6-1","Toney Douglas","Top 50 quality games:","Top 50:","14","94.0","6.8","9.5","112.4","30.1","52.6","58.3","2.0","10.3","17.4","17.1","0.8","2.3","40.9","84-101",".832","58-135",".430","48-112",".429",2009,29,"LAL","Florida State University",8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
2009,"Jr","6-8","DaJuan Summers","Georgetown","BE","31","72.4","3.3","5.4","104.5","24.4","56.4","59.8","5.3","11.5","9.7","22.4","2.5","2.4","47.1","97-136",".713","85-154",".552","52-135",".385",2009,35,"DET","Georgetown University",4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
2009,"Jr","6-8","DaJuan Summers","Conf. games:","Conf. games:","18","73.3","2.7","2.5","97.7","24.8","51.7","55.7","5.5","11.3","10.4","24.2","3.1","1.3","38.9","50-68",".735","44-91",".484","31-84",".369",2009,35,"DET","Georgetown University",4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
2009,"Jr","6-8","DaJuan Summers","Top 100 quality games:","Top 100:","20","75.7","3.8","5.6","106.3","24.1","57.0","60.7","5.1","12.1","8.5","22.0","2.8","2.0","46.7","68-93",".731","55-103",".534","39-96",".406",2009,35,"DET","Georgetown University",4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
2009,"Jr","6-8","DaJuan Summers","Top 50 quality games:","Top 50:","14","83.0","4.8","6.8","109.2","23.8","59.1","61.4","4.9","11.4","8.6","20.3","2.7","2.4","40.9","45-65",".692","49-87",".563","30-72",".417",2009,35,"DET","Georgetown University",4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
2009,"Fr","6-10","Trey Thompkins","Georgia","SEC","28","56.4","2.0","3.2","95.5","25.9","48.7","51.5","8.7","22.0","7.5","20.5","4.2","2.1","23.6","53-73",".726","101-223",".453","33-86",".384",2011,37,"LAC","University of Georgia",1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2009,"Fr","6-10","Trey Thompkins","Conf. games:","Conf. games:","16","68.1","1.3","0.7","87.4","25.0","44.1","46.3","8.2","23.3","6.5","20.8","2.5","2.0","15.7","21-29",".724","59-133",".444","15-52",".288",2011,37,"LAC","University of Georgia",1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2009,"Fr","6-10","Trey Thompkins","Top 100 quality games:","Top 100:","22","66.3","1.5","1.5","89.1","25.7","43.9","46.4","9.1","22.3","6.9","20.4","3.0","2.1","19.8","35-50",".700","78-187",".417","22-66",".333",2011,37,"LAC","University of Georgia",1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2009,"Fr","6-10","Trey Thompkins","Top 50 quality games:","Top 50:","6","73.3","2.3","1.9","94.6","22.9","50.7","51.6","10.6","21.8","9.3","24.8","3.8","1.6","17.9","7-12",".583","22-49",".449","8-18",".444",2011,37,"LAC","University of Georgia",1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2009,"So","6-11","Austin Daye","Gonzaga","WCC","33","65.4","2.4","6.5","102.6","24.4","53.6","56.2","4.7","22.1","8.1","18.9","8.1","1.6","32.4","72-104",".692","118-241",".490","36-80",".450",2009,15,"DET","Gonzaga University",6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
2009,"So","6-11","Austin Daye","Conf. games:","Conf. games:","14","65.0","2.9","7.4","109.7","24.9","55.9","59.3","7.3","23.9","9.3","20.1","9.1","1.3","40.9","38-52",".731","50-98",".510","14-29",".483",2009,15,"DET","Gonzaga University",6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
2009,"So","6-11","Austin Daye","Top 100 quality games:","Top 100:","16","67.2","1.9","5.1","93.8","23.3","50.7","53.5","3.4","20.3","4.9","19.8","8.3","1.4","31.8","33-48",".688","48-112",".429","19-39",".487",2009,15,"DET","Gonzaga University",6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
2009,"So","6-11","Austin Daye","Top 50 quality games:","Top 50:","10","66.3","1.9","5.9","92.7","23.1","50.5","53.5","2.1","18.2","6.0","18.8","7.9","1.9","26.5","19-26",".731","27-70",".386","15-28",".536",2009,15,"DET","Gonzaga University",6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
2009,"Jr","6-5","Jodie Meeks","Kentucky","SEC","36","85.9","5.9","9.7","118.9","27.9","56.6","62.9","2.0","8.6","11.7","15.8","0.4","2.2","41.2","211-234",".902","146-280",".521","117-288",".406",2009,41,"MIL","University of Kentucky",10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
2009,"Jr","6-5","Jodie Meeks","Conf. games:","Conf. games:","16","90.9","6.8","9.6","118.5","28.6","54.8","61.4","2.4","9.3","11.0","14.9","0.5","1.9","42.1","102-114",".895","69-136",".507","53-135",".393",2009,41,"MIL","University of Kentucky",10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
2009,"Jr","6-5","Jodie Meeks","Top 100 quality games:","Top 100:","24","90.4","6.4","9.1","116.1","27.9","53.3","60.9","2.0","9.3","11.0","16.3","0.4","1.9","43.9","153-166",".922","95-193",".492","71-185",".384",2009,41,"MIL","University of Kentucky",10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
2009,"Jr","6-5","Jodie Meeks","Top 50 quality games:","Top 50:","10","89.0","6.8","10.3","116.0","29.1","57.2","65.6","1.6","11.4","10.0","22.6","0.3","2.2","47.9","68-70",".971","34-76",".447","33-70",".471",2009,41,"MIL","University of Kentucky",10,539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
2009,"Jr","6-3","Michael Porter","Kentucky","SEC","36","58.8","-0.5","-1.9","83.6","14.1","47.5","49.8","1.2","6.5","18.3","38.1","0.6","2.1","15.8","17-22",".773","18-42",".429","32-97",".330",2018,14,"DEN","University of Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Jr","6-3","Michael Porter","Conf. games:","Conf. games:","16","58.1","-0.4","-1.8","80.7","15.3","50.8","53.6","0.7","6.7","19.4","42.6","1.1","2.2","18.0","9-11",".818","7-20",".350","16-41",".390",2018,14,"DEN","University of Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Jr","6-3","Michael Porter","Top 100 quality games:","Top 100:","24","61.4","-1.0","-2.9","75.5","13.8","46.7","48.3","0.5","5.2","17.2","42.0","0.7","1.5","12.2","8-11",".727","12-28",".429","20-62",".323",2018,14,"DEN","University of Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Jr","6-3","Michael Porter","Top 50 quality games:","Top 50:","10","68.0","-0.6","-2.3","82.8","11.9","54.4","57.1","0.5","5.4","15.4","44.3","0.4","0.9","11.8","4-4","1.000","5-9",".556","9-25",".360",2018,14,"DEN","University of Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-6","Terrence Williams","Louisville","BE","37","85.3","3.7","10.6","108.1","21.3","50.4","51.7","4.5","22.7","27.0","18.4","2.3","4.0","29.8","68-117",".581","112-244",".459","57-148",".385",2009,11,"NJN","University of Louisville",4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
2009,"Sr","6-6","Terrence Williams","Conf. games:","Conf. games:","18","84.4","4.5","11.4","111.1","22.5","54.2","54.4","5.4","21.5","29.9","18.7","2.4","3.6","29.2","30-56",".536","65-130",".500","26-62",".419",2009,11,"NJN","University of Louisville",4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
2009,"Sr","6-6","Terrence Williams","Top 100 quality games:","Top 100:","26","90.4","4.4","11.4","108.8","22.0","50.2","51.8","4.6","21.6","28.3","16.9","2.1","4.1","31.1","57-95",".600","84-189",".444","46-116",".397",2009,11,"NJN","University of Louisville",4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
2009,"Sr","6-6","Terrence Williams","Top 50 quality games:","Top 50:","14","88.0","3.9","10.5","102.0","22.8","48.7","49.8","4.4","20.4","30.3","18.3","1.9","4.1","30.4","26-48",".542","44-100",".440","22-58",".379",2009,11,"NJN","University of Louisville",4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
2009,"Jr","6-9","Earl Clark","Louisville","BE","37","85.4","3.2","5.1","100.3","24.6","49.2","51.7","9.1","18.7","18.2","22.0","4.1","1.7","31.4","90-139",".647","171-347",".493","31-95",".326",2009,14,"PHO","University of Louisville",6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
2009,"Jr","6-9","Earl Clark","Conf. games:","Conf. games:","18","86.6","2.9","4.8","94.4","26.0","47.1","49.2","8.5","19.6","17.3","23.2","3.8","2.2","30.0","41-68",".603","83-176",".472","16-51",".314",2009,14,"PHO","University of Louisville",6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
2009,"Jr","6-9","Earl Clark","Top 100 quality games:","Top 100:","26","89.2","3.1","4.4","95.9","25.2","47.8","50.8","8.3","19.5","17.3","23.3","4.2","1.7","34.0","72-110",".655","119-253",".470","24-71",".338",2009,14,"PHO","University of Louisville",6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
2009,"Jr","6-9","Earl Clark","Top 50 quality games:","Top 50:","14","87.9","2.8","5.1","92.2","25.0","47.3","50.1","6.5","20.0","16.0","22.9","3.4","2.1","34.3","37-58",".638","53-126",".421","18-43",".419",2009,14,"PHO","University of Louisville",6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
2009,"Sr","6-4","Marcus Thornton","LSU","SEC","35","79.1","5.7","10.3","119.4","28.9","54.4","58.0","7.1","11.9","15.4","11.6","1.2","2.9","36.9","149-200",".745","178-341",".522","78-201",".388",2009,43,"MIA","Louisiana State University",8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
2009,"Sr","6-4","Marcus Thornton","LSU","SEC","35","79.1","5.7","10.3","119.4","28.9","54.4","58.0","7.1","11.9","15.4","11.6","1.2","2.9","36.9","149-200",".745","178-341",".522","78-201",".388",2015,45,"BOS","College of William & Mary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-4","Marcus Thornton","Conf. games:","Conf. games:","16","86.6","6.3","10.2","118.3","28.0","53.7","58.9","5.2","13.0","14.1","12.0","0.8","2.6","44.9","90-114",".789","81-158",".513","37-96",".385",2009,43,"MIA","Louisiana State University",8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
2009,"Sr","6-4","Marcus Thornton","Conf. games:","Conf. games:","16","86.6","6.3","10.2","118.3","28.0","53.7","58.9","5.2","13.0","14.1","12.0","0.8","2.6","44.9","90-114",".789","81-158",".513","37-96",".385",2015,45,"BOS","College of William & Mary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-4","Marcus Thornton","Top 100 quality games:","Top 100:","20","86.9","6.5","9.7","114.7","29.5","52.4","56.7","5.4","11.9","15.8","12.2","1.0","2.9","38.5","98-129",".760","102-204",".500","49-131",".374",2009,43,"MIA","Louisiana State University",8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
2009,"Sr","6-4","Marcus Thornton","Top 100 quality games:","Top 100:","20","86.9","6.5","9.7","114.7","29.5","52.4","56.7","5.4","11.9","15.8","12.2","1.0","2.9","38.5","98-129",".760","102-204",".500","49-131",".374",2015,45,"BOS","College of William & Mary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-4","Marcus Thornton","Top 50 quality games:","Top 50:","9","88.9","6.2","7.6","109.1","30.8","52.1","55.6","5.5","12.4","16.2","14.5","0.6","2.1","31.7","39-52",".750","51-101",".505","23-63",".365",2009,43,"MIA","Louisiana State University",8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
2009,"Sr","6-4","Marcus Thornton","Top 50 quality games:","Top 50:","9","88.9","6.2","7.6","109.1","30.8","52.1","55.6","5.5","12.4","16.2","14.5","0.6","2.1","31.7","39-52",".750","51-101",".505","23-63",".365",2015,45,"BOS","College of William & Mary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Fr","6-6","Tyreke Evans","Memphis","CUSA","37","72.2","3.8","9.4","101.8","33.0","48.9","52.9","5.0","15.3","30.0","21.8","2.8","4.2","38.4","138-194",".711","196-381",".514","34-124",".274",2009,4,"SAC","University of Memphis",10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.7,12.6
2009,"Fr","6-6","Tyreke Evans","Conf. games:","Conf. games:","16","75.3","3.7","7.5","102.0","32.4","48.4","51.8","4.9","16.3","26.5","20.2","2.3","3.2","41.3","58-88",".659","82-165",".497","14-48",".292",2009,4,"SAC","University of Memphis",10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.7,12.6
2009,"Fr","6-6","Tyreke Evans","Top 100 quality games:","Top 100:","18","76.3","3.7","7.6","96.3","32.7","45.6","50.4","4.1","16.5","27.9","22.9","3.6","2.9","36.3","70-94",".745","97-199",".487","14-60",".233",2009,4,"SAC","University of Memphis",10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.7,12.6
2009,"Fr","6-6","Tyreke Evans","Top 50 quality games:","Top 50:","8","77.5","2.8","3.5","86.2","34.4","39.7","45.2","4.0","16.3","20.6","22.8","2.0","2.5","29.4","32-40",".800","42-102",".412","8-34",".235",2009,4,"SAC","University of Memphis",10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.7,12.6
2009,"Sr","6-9","Robert Dozier","Memphis","CUSA","37","75.3","3.7","9.0","114.4","21.0","55.2","59.4","10.7","16.5","9.3","18.2","5.6","2.5","53.8","124-172",".721","145-264",".549","21-56",".375",2009,60,"MIA","University of Memphis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-9","Robert Dozier","Conf. games:","Conf. games:","16","75.8","3.7","9.6","114.2","22.1","60.6","63.0","9.2","16.4","10.8","21.4","6.3","2.7","48.2","46-66",".697","65-110",".591","12-27",".444",2009,60,"MIA","University of Memphis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-9","Robert Dozier","Top 100 quality games:","Top 100:","18","76.6","3.8","9.1","109.6","21.7","53.0","56.7","11.9","17.2","8.3","18.9","4.9","2.1","50.3","57-83",".687","68-135",".504","13-30",".433",2009,60,"MIA","University of Memphis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-9","Robert Dozier","Top 50 quality games:","Top 50:","8","77.5","2.3","7.3","98.2","19.0","51.5","51.3","12.7","19.4","11.2","22.4","5.3","2.5","34.8","11-23",".478","25-55",".455","6-11",".545",2009,60,"MIA","University of Memphis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"Sr","6-1","Jack McClinton","Miami FL","ACC","31","79.8","5.5","8.1","119.0","26.8","56.6","61.1","2.0","8.8","21.1","18.0","0.1","1.4","29.5","112-127",".882","95-211",".450","99-219",".452",2009,51,"SAS","University of Miami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
