,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
13,,,,,Conf. games:,Conf. games:,16,45.8,-0.7,-3.3,84.0,13.1,48.1,47.5,5.2,11.5,8.5,30.4,0.8,2.4,11.1,2-6,.333,14-31,.452,8-23,.348,,,,
14,,,,,Top 100 quality games:,Top 100:,7,41.1,-0.1,-2.3,90.1,11.5,47.1,47.1,8.4,14.8,17.6,38.1,0.0,1.0,0.0,0-0,.000,2-10,.200,4-7,.571,,,,
15,,,,,Top 50 quality games:,Top 50:,3,45.8,-0.1,-1.6,83.6,12.8,56.3,56.3,11.3,15.6,16.3,47.9,0.0,0.0,0.0,0-0,.000,0-3,.000,3-5,.600,,,,
16,2010,Sr,6-1,LaMarr Drake,Texas A&M Corpus Chris,Slnd,23,43.4,-0.5,-3.3,85.0,15.7,45.2,48.4,2.7,8.4,22.2,36.0,0.0,2.8,38.6,20-32,.625,18-41,.439,13-42,.310,,,,
17,,,,,Conf. games:,Conf. games:,16,56.0,-0.2,-3.3,90.6,16.0,45.5,48.9,2.1,9.1,26.1,32.4,0.0,2.5,23.9,12-16,.750,14-32,.438,11-35,.314,,,,
18,,,,,Top 100 quality games:,Top 100:,4,22.9,-0.7,-6.8,67.9,18.7,45.5,46.9,3.4,7.1,17.6,46.9,0.0,2.6,54.5,3-6,.500,2-6,.333,2-5,.400,,,,
19,,,,,Top 50 quality games:,Top 50:,2,24.2,-2.2,-8.7,34.6,21.9,0.0,27.9,3.6,11.1,13.8,62.0,0.0,5.9,166.7,3-5,.600,0-2,.000,0-1,.000,,,,
20,2010,Sr,6-8,Grant Parker,Air Force,MWC,19,45.9,2.2,1.6,97.4,25.9,51.4,54.2,4.1,17.5,12.5,16.1,1.7,1.4,30.8,39-56,.696,59-107,.551,23-75,.307,,,,
21,,,,,Conf. games:,Conf. games:,12,50.0,1.6,-2.0,89.4,27.0,48.7,50.5,4.2,12.6,10.2,17.0,1.0,1.5,24.1,17-27,.630,38-69,.551,11-43,.256,,,,
22,,,,,Top 100 quality games:,Top 100:,8,46.3,1.5,-1.4,88.3,24.8,51.4,53.5,2.5,19.5,9.0,21.1,2.7,0.3,23.2,11-16,.688,16-37,.432,13-32,.406,,,,
23,,,,,Top 50 quality games:,Top 50:,6,48.1,1.5,-2.0,87.6,26.5,58.0,57.5,3.7,15.3,7.8,25.2,2.9,0.4,20.0,5-10,.500,14-29,.483,10-21,.476,,,,
24,2010,Sr,6-8,Mike McLain,Air Force,MWC,28,52.3,-0.1,-4.7,81.4,20.0,50.4,50.3,5.0,16.3,14.0,29.4,0.3,2.0,45.7,25-53,.472,45-76,.592,9-40,.225,,,,
25,,,,,Conf. games:,Conf. games:,15,46.7,-0.9,-5.8,72.2,17.2,46.7,47.2,2.7,18.6,12.5,34.0,0.6,1.4,42.2,9-19,.474,12-25,.480,6-20,.300,,,,
26,,,,,Top 100 quality games:,Top 100:,11,50.2,0.5,-3.2,87.8,18.5,56.7,55.7,3.5,15.0,17.3,29.1,0.6,1.4,28.9,6-13,.462,18-25,.720,5-20,.250,,,,
27,,,,,Top 50 quality games:,Top 50:,7,42.2,0.3,-3.9,86.0,16.8,52.3,52.3,2.1,18.5,19.7,30.1,0.0,1.0,27.3,3-6,.500,7-12,.583,3-10,.300,,,,
28,2010,Sr,6-2,Avery Merriex,Air Force,MWC,26,40.9,-1.0,-6.2,76.2,11.3,46.7,49.4,0.6,7.6,14.3,37.7,0.6,1.4,30.4,9-14,.643,17-39,.436,3-7,.429,,,,
29,,,,,Conf. games:,Conf. games:,14,38.4,-1.6,-9.1,63.0,13.0,38.9,40.9,1.1,5.7,10.6,37.2,0.0,0.9,37.0,5-10,.500,9-23,.391,1-4,.250,,,,
30,,,,,Top 100 quality games:,Top 100:,12,41.0,-1.1,-7.5,70.8,11.4,34.1,40.2,1.4,8.8,10.3,30.3,0.8,0.3,27.3,5-6,.833,6-20,.300,1-2,.500,,,,
31,,,,,Top 50 quality games:,Top 50:,8,40.6,-1.3,-8.6,64.5,11.8,30.0,35.5,1.1,7.9,10.1,31.2,0.0,0.0,26.7,3-4,.750,3-14,.214,1-1,1.000,,,,
32,2010,Sr,6-2,Saj El-Amin,Air Force,MWC,4,1.2,-0.0,-4.4,75.5,24.0,25.0,27.6,9.9,29.8,16.7,0.0,0.0,0.0,75.0,1-3,.333,1-3,.333,0-1,.000,,,,
33,,,,,Conf. games:,Conf. games:,4,2.2,-0.0,-4.4,74.3,25.0,25.0,27.6,9.7,33.1,18.3,0.0,0.0,0.0,75.0,1-3,.333,1-3,.333,0-1,.000,,,,
34,,,,,Top 100 quality games:,Top 100:,2,2.5,-0.5,-7.4,54.3,21.3,0.0,12.7,11.7,36.0,17.4,0.0,0.0,0.0,66.7,1-2,.500,0-2,.000,0-1,.000,,,,
35,,,,,Top 50 quality games:,Top 50:,1,2.5,-0.8,-11.3,54.5,17.5,0.0,0.0,17.8,18.3,25.6,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-1,.000,,,,
36,2010,So,6-10,Sammy Schafer,Air Force,MWC,1,2.1,-0.6,-3.9,82.9,14.2,60.0,54.8,0.0,17.4,0.0,19.7,0.0,0.0,20.0,0-1,.000,3-4,.750,0-1,.000,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,2009,Fr,6-10,Sammy Schafer,Air Force,MWC,22,27.2,0.2,-3.4,91.5,16.9,45.7,50.0,3.6,12.2,18.4,23.7,4.3,0.8,80.9,22-38,.579,20-38,.526,1-9,.111
39,,,,,Conf. games:,Conf. games:,15,41.1,0.1,-3.7,84.9,18.1,47.4,50.3,3.1,14.5,19.4,27.2,5.0,1.0,79.5,17-31,.548,17-31,.548,1-8,.125,,,,
40,2010,Sr,6-5,Jimmy Conyers,Akron,MAC,34,65.6,2.6,4.5,113.1,20.1,56.1,60.8,10.9,18.0,10.6,21.3,0.8,2.6,58.7,97-131,.740,98-171,.573,18-52,.346,,,,
41,,,,,Conf. games:,Conf. games:,16,73.6,3.3,5.8,116.4,20.6,57.1,61.3,11.8,16.0,9.9,18.5,1.1,2.4,68.1,57-81,.704,53-93,.570,10-26,.385,,,,
42,,,,,Top 100 quality games:,Top 100:,6,69.6,1.8,2.5,98.9,19.4,42.7,52.0,11.4,16.1,6.5,23.9,0.6,2.2,51.2,18-21,.857,16-36,.444,1-5,.200,,,,
43,,,,,Top 50 quality games:,Top 50:,2,72.5,1.6,3.8,93.7,19.5,40.0,48.9,10.3,15.6,7.7,26.8,1.8,3.2,33.3,5-5,1.000,6-13,.462,0-2,.000,,,,
44,2010,Sr,6-7,Chris McKnight,Akron,MAC,34,51.4,2.4,5.6,112.3,24.3,54.4,58.0,10.4,17.1,14.3,17.6,1.3,2.7,59.3,90-134,.672,102-187,.545,14-39,.359,,,,
45,,,,,Conf. games:,Conf. games:,16,54.8,2.6,5.9,111.3,25.2,54.8,60.0,11.4,18.5,15.8,20.9,1.4,2.6,71.2,53-74,.716,51-88,.580,4-16,.250,,,,
46,,,,,Top 100 quality games:,Top 100:,6,45.0,1.6,5.1,101.0,22.7,54.3,52.3,3.5,10.7,4.7,12.2,0.9,3.4,71.4,11-25,.440,16-25,.640,2-10,.200,,,,
47,,,,,Top 50 quality games:,Top 50:,2,43.8,3.5,13.8,129.4,20.9,72.7,66.3,7.3,3.7,0.0,8.3,0.0,5.4,63.6,3-7,.429,5-8,.625,2-3,.667,,,,
48,2010,So,5-9,Anthony Humpty Hitchens,Akron,MAC,32,58.6,1.2,-0.1,97.2,21.2,44.1,46.3,1.5,6.9,22.2,19.5,0.0,2.0,20.2,36-55,.655,57-134,.425,42-138,.304,,,,
49,,,,,Conf. games:,Conf. games:,15,60.6,1.1,-0.7,97.6,19.4,42.7,45.8,0.9,6.2,23.7,19.8,0.0,1.5,21.4,18-25,.720,26-60,.433,16-57,.281,,,,
50,,,,,Top 100 quality games:,Top 100:,6,64.2,-0.9,-5.5,70.0,21.1,29.6,32.9,1.2,5.0,15.1,23.8,0.0,1.6,14.8,6-8,.750,10-29,.345,4-25,.160,,,,
51,,,,,Top 50 quality games:,Top 50:,2,62.5,-1.9,-12.5,54.9,25.3,17.4,22.1,1.7,7.7,12.8,19.3,0.0,0.0,17.4,3-4,.750,4-12,.333,0-11,.000,,,,
52,2010,So,5-10,Ronnie Steward,Akron,MAC,29,12.6,-0.2,-5.6,81.7,15.3,63.0,60.1,0.7,3.4,15.2,42.5,0.0,0.3,29.6,3-8,.375,11-22,.500,4-5,.800,,,,
53,,,,,Conf. games:,Conf. games:,14,15.4,-0.5,-7.0,70.0,14.4,53.1,53.1,0.0,2.3,9.4,46.2,0.0,0.6,12.5,1-2,.500,4-13,.308,3-3,1.000,,,,
54,,,,,Top 100 quality games:,Top 100:,5,12.9,0.2,-1.5,87.5,22.3,71.4,71.2,0.0,8.3,16.1,43.0,0.0,0.0,42.9,2-3,.667,5-7,.714,0-0,.000,,,,
55,,,,,Top 50 quality games:,Top 50:,2,13.8,0.9,5.0,119.9,19.8,100.0,80.8,0.0,0.0,49.4,28.0,0.0,0.0,50.0,0-1,.000,2-2,1.000,0-0,.000,,,,
56,2010,Sr,6-5,Tim Carroll,Akron,MAC,15,3.4,-0.3,-5.7,63.9,14.7,37.5,33.5,7.3,10.2,7.7,34.6,0.0,2.6,25.0,0-2,.000,3-5,.600,0-3,.000,,,,
57,,,,,Conf. games:,Conf. games:,5,1.4,-0.5,-18.5,0.0,14.9,0.0,0.0,0.0,13.0,0.0,45.7,0.0,0.0,0.0,0-0,.000,0-1,.000,0-1,.000,,,,
58,,,,,Top 100 quality games:,Top 100:,3,4.2,-0.2,-5.5,61.7,27.1,33.3,33.3,19.0,0.0,21.6,43.8,0.0,6.0,0.0,0-0,.000,1-2,.500,0-1,.000,,,,
59,,,,,Top 50 quality games:,Top 50:,1,1.3,-0.3,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
60,2010,Sr,6-5,Mikhail Torrance,Alabama,SEC,32,81.5,4.9,6.9,114.8,25.5,52.6,59.4,1.1,11.9,33.6,19.5,0.8,1.5,45.0,135-156,.865,124-238,.521,39-109,.358,,,,
61,,,,,Conf. games:,Conf. games:,16,81.4,4.9,7.6,113.5,25.4,51.1,57.1,0.9,13.1,36.9,17.9,0.8,1.4,37.2,58-67,.866,56-113,.496,24-67,.358,,,,
62,,,,,Top 100 quality games:,Top 100:,20,84.0,5.2,6.8,111.8,25.7,52.6,58.4,1.2,11.1,32.3,19.4,0.8,1.6,39.6,79-93,.849,80-160,.500,29-75,.387,,,,
63,,,,,Top 50 quality games:,Top 50:,9,88.1,4.1,2.8,98.3,25.3,45.0,51.0,0.3,12.3,25.6,21.0,0.4,1.3,36.9,33-41,.805,35-84,.417,10-27,.370,,,,
64,2010,Sr,5-9,Anthony Brock,Alabama,SEC,30,64.2,1.0,2.8,99.9,13.7,45.9,48.2,1.7,6.2,16.0,20.3,0.3,3.6,18.3,22-31,.710,16-54,.296,41-115,.357,,,,
65,,,,,Conf. games:,Conf. games:,16,72.0,0.3,1.9,89.2,15.3,41.1,43.8,2.5,5.6,18.0,24.1,0.2,3.8,22.1,14-21,.667,12-32,.375,18-63,.286,,,,
66,,,,,Top 100 quality games:,Top 100:,20,69.9,0.5,2.1,91.1,14.2,43.1,45.2,1.4,5.6,15.7,22.7,0.2,3.7,18.1,14-21,.667,11-41,.268,26-75,.347,,,,
67,,,,,Top 50 quality games:,Top 50:,9,65.6,-0.0,0.2,81.9,14.2,40.2,41.2,0.9,7.2,13.8,25.2,0.0,3.1,9.8,3-5,.600,4-23,.174,11-28,.393,,,,
68,2010,Sr,6-4,Greg Cage,Alabama,SEC,7,2.3,-0.3,-7.7,73.0,14.9,25.0,25.0,11.6,0.0,6.0,13.5,0.0,2.0,0.0,0-0,.000,2-4,.500,0-4,.000,,,,
69,,,,,Conf. games:,Conf. games:,3,1.3,0.3,-1.3,101.3,29.6,40.0,40.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,2-3,.667,0-2,.000,,,,
70,,,,,Top 100 quality games:,Top 100:,1,0.1,-0.3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2010,Sr,6-3,Evan Hilton,Alabama A&M,SWAC,22,56.8,0.1,-5.7,85.3,23.9,39.0,44.8,6.4,10.4,9.2,20.9,0.2,2.6,61.9,64-104,.615,49-127,.386,11-41,.268,,,,
73,,,,,Conf. games:,Conf. games:,17,56.4,0.6,-4.1,93.6,22.8,40.9,47.7,5.6,11.8,9.5,17.6,0.3,2.6,76.0,58-92,.630,36-91,.396,9-30,.300,,,,
74,,,,,Top 100 quality games:,Top 100:,2,65.0,-1.0,-6.8,59.7,31.4,34.0,34.7,7.0,6.5,7.1,29.6,0.0,5.1,20.0,2-5,.400,7-19,.368,1-6,.167,,,,
75,,,,,Top 50 quality games:,Top 50:,1,57.5,-2.0,-12.4,46.3,32.0,20.0,24.2,11.3,5.1,0.0,22.8,0.0,2.4,50.0,2-5,.400,2-8,.250,0-2,.000,,,,
76,2010,So,6-5,Royce Hamilton,Alabama A&M,SWAC,8,4.6,-0.7,-7.9,56.9,9.0,25.0,25.0,2.4,5.3,0.0,14.9,7.2,1.4,0.0,0-0,.000,2-6,.333,0-2,.000,,,,
77,,,,,Conf. games:,Conf. games:,5,3.4,-0.1,-4.1,112.4,3.4,50.0,50.0,0.0,4.7,0.0,0.0,4.3,2.4,0.0,0-0,.000,1-1,1.000,0-1,.000,,,,
78,,,,,Top 100 quality games:,Top 100:,1,12.5,0.1,-5.8,84.7,12.6,33.3,33.3,9.1,0.0,0.0,0.0,10.1,0.0,0.0,0-0,.000,1-3,.333,0-0,.000,,,,
79,,,,,Top 50 quality games:,Top 50:,1,25.0,0.1,-5.8,81.6,13.7,33.3,33.3,8.7,0.0,0.0,0.0,10.3,0.0,0.0,0-0,.000,1-3,.333,0-0,.000,,,,
80,2010,So,6-6,Pierre Andrews,Alabama A&M,SWAC,8,2.4,-0.5,-12.2,31.3,10.9,0.0,20.6,4.6,5.2,0.0,47.7,0.0,2.6,300.0,1-3,.333,0-1,.000,0-0,.000,,,,
81,,,,,Conf. games:,Conf. games:,6,2.0,-0.7,-14.0,0.0,5.8,0.0,0.0,0.0,7.8,0.0,67.8,0.0,0.0,0.0,0-1,.000,0-0,.000,0-0,.000,,,,
82,,,,,Top 100 quality games:,Top 100:,1,2.5,-0.6,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2010,Jr,6-10,Alfred Frayer,Alabama A&M,SWAC,8,3.6,-1.0,-17.4,12.8,12.2,0.0,16.9,0.0,13.6,0.0,69.9,3.1,0.0,100.0,1-2,.500,0-2,.000,0-0,.000,,,,
85,,,,,Conf. games:,Conf. games:,7,3.9,-1.0,-17.0,14.9,12.5,0.0,16.9,0.0,16.1,0.0,65.4,3.7,0.0,100.0,1-2,.500,0-2,.000,0-0,.000,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,DUNKS,At the rim,Other 2-PT, 3-Pt Jumpers,,,,,,,,,,,,,,,,,,,,,,,
88,2010,Fr,6-3,Antonio Adams,Alabama A&M,SWAC,5,1.5,-0.8,-22.2,0.0,18.0,0.0,0.0,0.0,0.0,0.0,70.4,0.0,4.3,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
89,,,,,Conf. games:,Conf. games:,3,1.2,-0.8,-7.7,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
90,,,,,Top 100 quality games:,Top 100:,1,3.8,-0.9,-69.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,81.7,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2010,Sr,6-3,Menji Mundadi,Alabama St.,SWAC,28,77.4,2.7,2.6,111.2,21.3,55.8,58.9,3.2,12.2,7.6,16.3,0.5,2.1,34.6,80-108,.741,51-102,.500,82-210,.390,,,,
93,,,,,Conf. games:,Conf. games:,18,82.9,3.6,4.5,119.4,21.6,60.2,62.6,3.6,13.2,8.3,14.9,0.7,2.3,40.3,62-87,.713,40-71,.563,60-145,.414,,,,
94,,,,,Top 100 quality games:,Top 100:,4,76.9,4.4,7.2,116.9,23.6,59.3,62.8,3.9,10.7,5.1,13.2,0.0,2.2,31.5,14-17,.824,8-22,.364,16-32,.500,,,,
95,,,,,Top 50 quality games:,Top 50:,1,65.0,2.2,3.7,97.9,24.9,35.7,40.9,6.3,11.0,26.0,8.3,0.0,2.0,28.6,3-4,.750,2-8,.250,2-6,.333,,,,
96,2010,Sr,6-8,Byron Walker,Alabama St.,SWAC,27,48.4,0.4,-2.8,92.8,20.1,46.0,49.4,6.6,15.0,5.8,20.3,5.8,1.8,25.4,33-45,.733,80-175,.457,1-2,.500,,,,
97,,,,,Conf. games:,Conf. games:,17,49.4,1.2,-0.9,105.0,21.1,51.2,54.3,7.0,13.8,6.5,16.2,6.2,1.8,31.0,28-39,.718,63-124,.508,1-2,.500,,,,
98,,,,,Top 100 quality games:,Top 100:,4,43.8,-2.0,-9.4,51.7,18.4,23.8,23.8,8.2,11.2,9.7,29.8,5.5,2.3,0.0,0-0,.000,5-21,.238,0-0,.000,,,,
99,,,,,Top 50 quality games:,Top 50:,1,50.0,-0.9,-5.7,63.4,26.5,37.5,37.5,16.3,14.3,33.3,40.4,3.9,2.6,0.0,0-0,.000,3-8,.375,0-0,.000,,,,
100,2010,So,6-3,Sekani Milligen,Alabama St.,SWAC,27,31.3,-0.3,-5.8,82.4,17.4,35.8,39.2,4.0,8.1,5.7,18.1,0.3,1.8,18.3,15-20,.750,9-31,.290,20-78,.256,,,,
101,,,,,Conf. games:,Conf. games:,18,28.3,-0.3,-6.6,87.9,14.3,34.2,37.4,3.3,9.0,4.9,12.0,0.0,2.0,10.0,6-6,1.000,4-14,.286,11-46,.239,,,,
102,,,,,Top 100 quality games:,Top 100:,4,26.9,-0.4,-9.0,69.1,23.4,40.6,44.2,4.4,12.2,0.0,32.6,0.0,1.3,12.5,2-2,1.000,2-6,.333,3-10,.300,,,,
103,,,,,Top 50 quality games:,Top 50:,1,17.5,-0.6,-15.6,53.5,32.1,0.0,33.9,23.3,0.0,0.0,47.6,0.0,0.0,100.0,2-2,1.000,0-2,.000,0-0,.000,,,,
104,2010,Jr,5-9,Jevon Freeman,Alabama St.,SWAC,10,6.5,-1.0,-9.2,55.2,11.3,0.0,51.9,3.0,6.8,18.2,63.9,0.0,3.2,600.0,4-6,.667,0-1,.000,0-0,.000,,,,
105,,,,,Conf. games:,Conf. games:,8,8.1,-0.7,-7.5,69.0,10.9,0.0,51.9,3.9,6.3,17.9,54.5,0.0,4.0,600.0,4-6,.667,0-1,.000,0-0,.000,,,,
106,,,,,Top 100 quality games:,Top 100:,2,8.8,-1.8,-16.6,14.7,11.7,0.0,0.0,0.0,9.4,13.9,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2010,Jr,5-11,Jadarren Mumpfield,Alabama St.,SWAC,7,5.8,-1.1,-10.4,55.7,12.7,50.0,50.0,0.0,3.8,24.8,63.7,0.0,0.9,0.0,0-0,.000,1-1,1.000,1-4,.250,,,,
109,,,,,Conf. games:,Conf. games:,1,0.1,-0.3,-65.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
110,,,,,Top 100 quality games:,Top 100:,2,6.3,-0.3,-2.8,88.1,5.5,0.0,0.0,0.0,0.0,39.0,100.0,0.0,5.4,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2010,N/A,-,Derrick Johnson,Alabama St.,SWAC,3,1.5,-0.3,-11.3,87.6,9.7,50.0,50.0,6.4,7.3,12.5,35.6,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
113,,,,,Conf. games:,Conf. games:,3,2.3,-0.3,-11.3,89.6,9.7,50.0,50.0,6.7,7.3,11.5,35.3,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,DUNKS,At the rim,Other 2-PT, 3-Pt Jumpers,,,,,,,,,,,,,,,,,,,,,,,
116,2010,Sr,6-6,Will Harris,Albany,AE,29,59.6,2.3,0.4,106.8,23.7,53.9,56.2,5.9,13.0,10.5,18.1,0.6,1.5,20.8,47-62,.758,90-180,.500,47-118,.398,,,,
117,,,,,Conf. games:,Conf. games:,13,47.6,1.3,-2.8,100.0,23.0,46.4,50.5,6.4,13.3,10.6,18.7,0.8,0.8,22.7,21-25,.840,27-61,.443,16-49,.327,,,,
118,,,,,Top 100 quality games:,Top 100:,4,70.6,4.7,4.9,116.4,23.8,62.5,62.7,4.5,8.3,13.9,14.0,0.0,0.9,25.0,8-13,.615,16-27,.593,11-25,.440,,,,
119,,,,,Top 50 quality games:,Top 50:,1,60.0,2.0,7.7,92.0,24.1,54.5,54.3,3.8,4.1,25.0,16.9,0.0,4.1,36.4,2-4,.500,3-5,.600,2-6,.333,,,,
120,2010,Jr,6-8,Fran Urli,Albany,AE,30,43.1,1.1,-3.9,108.1,16.5,50.9,56.9,10.3,9.2,5.5,19.3,0.0,0.8,72.9,55-78,.705,50-102,.490,3-5,.600,,,,
121,,,,,Conf. games:,Conf. games:,16,52.9,1.8,-2.5,119.2,15.6,54.7,60.4,11.2,9.9,5.7,15.5,0.0,0.7,67.2,32-43,.744,32-61,.525,2-3,.667,,,,
122,,,,,Top 100 quality games:,Top 100:,4,38.8,-1.6,-10.5,51.5,17.9,55.6,52.7,1.6,7.5,0.0,53.3,0.0,0.9,77.8,3-7,.429,5-8,.625,0-1,.000,,,,
123,,,,,Top 50 quality games:,Top 50:,1,52.5,-3.0,-10.8,41.6,15.6,33.3,33.9,4.3,0.0,0.0,44.7,0.0,0.0,100.0,1-3,.333,1-3,.333,0-0,.000,,,,
124,2010,Sr,6-8,Scotty McRae,Albany,AE,32,49.9,0.3,-4.0,89.3,20.5,37.2,44.2,9.9,16.2,7.2,20.8,4.8,1.4,50.0,60-86,.698,55-144,.382,6-28,.214,,,,
125,,,,,Conf. games:,Conf. games:,16,56.1,0.8,-2.8,94.4,22.1,34.5,45.0,11.5,15.3,7.9,18.1,6.6,1.6,67.0,48-65,.738,32-89,.360,1-8,.125,,,,
126,,,,,Top 100 quality games:,Top 100:,4,41.3,-1.1,-6.9,63.8,16.6,27.5,26.3,6.2,10.6,15.8,19.6,2.9,1.6,10.0,0-2,.000,4-14,.286,1-6,.167,,,,
127,,,,,Top 50 quality games:,Top 50:,1,22.5,-2.7,-17.6,0.0,13.1,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0-0,.000,0-2,.000,0-0,.000,,,,
128,2010,Sr,6-1,Mike Johnson,Albany,AE,22,36.4,-0.1,-4.2,87.2,18.0,43.5,46.3,3.0,8.1,25.7,30.2,0.5,2.7,28.0,18-28,.643,36-74,.486,5-26,.192,,,,
129,,,,,Conf. games:,Conf. games:,9,18.4,-0.9,-7.7,73.5,14.5,40.0,42.0,3.9,8.1,22.0,40.1,0.0,2.7,40.0,3-6,.500,6-11,.545,0-4,.000,,,,
130,,,,,Top 100 quality games:,Top 100:,3,35.6,-3.7,-14.0,28.4,16.0,14.3,14.3,1.8,10.2,6.7,41.2,0.0,1.9,0.0,0-0,.000,2-11,.182,0-3,.000,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2010,Sr,6-11,Brett Gifford,Albany,AE,30,39.4,-1.1,-4.6,79.3,10.1,46.8,46.8,4.4,18.3,7.2,34.5,5.4,1.4,14.5,4-9,.444,29-61,.475,0-1,.000,,,,
133,,,,,Conf. games:,Conf. games:,14,28.8,-0.2,-3.3,94.7,10.4,62.5,60.1,3.7,19.4,10.1,32.7,7.7,0.7,8.3,0-2,.000,15-23,.652,0-1,.000,,,,
