,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
728,2010,Sr,6-2,Joe Seymore,Central Connecticut,NEC,30,54.7,1.0,-2.7,101.4,20.3,48.2,50.2,6.2,14.1,6.7,14.0,1.0,0.9,15.2,25-34,.735,39-86,.453,46-138,.333,,,,
729,,,,,Conf. games:,Conf. games:,18,67.8,2.0,-0.1,113.2,18.6,52.1,54.2,6.6,12.6,5.9,10.8,0.8,1.1,14.6,19-24,.792,30-63,.476,37-101,.366,,,,
730,,,,,Top 100 quality games:,Top 100:,1,20.0,-2.6,-36.1,0.0,35.3,0.0,0.0,0.0,17.9,0.0,86.3,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,2010,Jr,6-4,Ross Pentland,Central Connecticut,NEC,17,15.5,-0.4,-4.4,86.5,13.6,37.5,42.7,5.0,10.7,12.2,24.5,0.0,2.0,28.1,7-9,.778,6-19,.316,4-13,.308,,,,
733,,,,,Conf. games:,Conf. games:,8,7.2,0.2,1.2,114.4,10.4,75.0,75.0,6.6,11.2,16.1,34.2,0.0,3.5,0.0,0-0,.000,3-4,.750,1-2,.500,,,,
734,,,,,Top 100 quality games:,Top 100:,1,32.5,-3.3,-13.8,13.2,14.5,0.0,0.0,0.0,11.0,16.2,32.4,0.0,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2010,Fr,6-3,Jonathan Tull,Central Connecticut,NEC,19,8.5,-0.6,-11.7,55.2,19.2,13.3,34.0,0.0,4.9,7.6,35.0,1.0,1.8,140.0,13-21,.619,2-13,.154,0-2,.000,,,,
737,,,,,Conf. games:,Conf. games:,8,3.5,-0.4,-17.3,47.2,24.0,0.0,27.1,0.0,0.0,14.4,41.0,0.0,2.5,100.0,4-5,.800,0-5,.000,0-0,.000,,,,
738,,,,,Top 100 quality games:,Top 100:,1,17.5,-1.8,-29.3,19.1,42.1,0.0,26.3,0.0,20.4,0.0,62.0,0.0,0.0,0.0,1-4,.250,0-0,.000,0-0,.000,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,2010,Sr,5-11,Robbie Harman,Central Michigan,MAC,29,84.7,4.0,5.3,116.3,21.6,56.8,58.6,1.3,7.0,22.3,17.3,0.6,3.1,17.7,46-60,.767,38-98,.388,103-241,.427,,,,
741,,,,,Conf. games:,Conf. games:,16,82.3,4.5,6.1,121.9,21.6,60.3,62.0,1.1,7.1,23.0,15.4,0.0,3.0,20.6,28-37,.757,20-43,.465,59-137,.431,,,,
742,,,,,Top 100 quality games:,Top 100:,5,85.0,5.1,4.6,115.5,22.5,57.3,58.8,1.3,1.6,20.3,20.0,0.8,2.2,14.5,7-9,.778,4-19,.211,21-43,.488,,,,
743,,,,,Top 50 quality games:,Top 50:,1,60.0,1.7,-5.4,89.7,20.0,37.5,37.5,10.1,0.0,17.2,15.3,0.0,0.0,0.0,0-0,.000,0-3,.000,2-5,.400,,,,
744,2010,Sr,6-3,Jordan Bitzer,Central Michigan,MAC,29,84.9,3.7,5.2,113.3,22.2,50.7,55.8,1.9,17.3,15.9,15.0,1.5,2.7,30.7,90-105,.857,67-169,.396,71-173,.410,,,,
745,,,,,Conf. games:,Conf. games:,16,88.6,4.3,5.6,112.5,25.7,47.0,53.0,2.1,18.1,17.5,11.2,1.5,2.6,32.8,66-76,.868,46-116,.397,42-116,.362,,,,
746,,,,,Top 100 quality games:,Top 100:,5,76.0,1.5,-1.4,91.2,21.0,39.4,45.0,3.6,12.8,13.1,24.0,0.0,2.1,23.4,10-11,.909,5-25,.200,9-22,.409,,,,
747,,,,,Top 50 quality games:,Top 50:,1,75.0,-4.2,-10.6,37.3,21.6,16.7,16.7,4.0,11.1,11.4,34.1,0.0,2.4,0.0,0-0,.000,0-4,.000,1-5,.200,,,,
748,2010,Sr,6-8,Chris Kellermann,Central Michigan,MAC,29,44.8,1.1,-1.0,99.9,22.5,43.3,47.2,11.6,18.2,5.6,15.4,1.9,1.6,30.2,38-54,.704,37-91,.407,27-88,.307,,,,
749,,,,,Conf. games:,Conf. games:,16,44.1,1.1,-0.9,102.0,20.9,45.5,48.9,10.3,18.0,5.0,14.9,2.2,1.1,31.8,19-28,.679,13-38,.342,18-50,.360,,,,
750,,,,,Top 100 quality games:,Top 100:,5,51.5,1.7,0.6,98.0,22.5,37.8,42.4,10.6,20.2,2.7,11.0,3.9,2.5,19.5,7-8,.875,11-27,.407,3-14,.214,,,,
751,,,,,Top 50 quality games:,Top 50:,1,60.0,-1.3,-1.7,71.8,8.3,25.0,25.0,5.1,20.8,0.0,0.0,0.0,3.0,0.0,0-0,.000,1-4,.250,0-0,.000,,,,
752,2010,Jr,6-9,Marko Spica,Central Michigan,MAC,28,39.1,0.5,-7.5,84.0,30.6,49.0,52.8,9.7,15.2,8.2,31.7,2.2,1.1,60.5,56-89,.629,72-147,.490,0-0,.000,,,,
753,,,,,Conf. games:,Conf. games:,15,34.5,-0.2,-9.2,75.3,27.1,48.6,49.1,6.3,15.3,9.4,34.5,3.3,1.1,28.6,10-20,.500,34-70,.486,0-0,.000,,,,
754,,,,,Top 100 quality games:,Top 100:,5,38.0,-0.0,-10.7,69.0,34.0,40.0,44.9,14.4,16.4,7.2,39.5,0.0,1.7,52.0,8-13,.615,10-25,.400,0-0,.000,,,,
755,,,,,Top 50 quality games:,Top 50:,1,27.5,-2.8,-22.2,45.0,63.0,16.7,26.9,33.1,15.2,0.0,42.5,0.0,6.5,50.0,2-3,.667,1-6,.167,0-0,.000,,,,
756,2010,Sr,6-10,Brandon Ford,Central Michigan,MAC,20,8.3,-0.4,-8.4,69.5,9.6,42.9,48.4,4.8,9.3,0.0,40.4,1.3,1.3,100.0,4-7,.571,3-7,.429,0-0,.000,,,,
757,,,,,Conf. games:,Conf. games:,11,6.7,-0.2,-10.0,83.7,7.8,33.3,40.8,5.4,3.0,0.0,18.8,2.8,1.5,133.3,2-4,.500,1-3,.333,0-0,.000,,,,
758,,,,,Top 100 quality games:,Top 100:,4,9.0,0.4,-5.0,123.5,9.1,50.0,50.8,12.1,15.4,0.0,0.0,0.0,0.0,100.0,1-2,.500,1-2,.500,0-0,.000,,,,
759,,,,,Top 50 quality games:,Top 50:,1,7.5,-1.0,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
760,2010,Jr,6-7,Tyler Brown,Central Michigan,MAC,10,8.6,-0.8,-5.7,74.0,9.4,45.5,45.5,6.9,16.6,2.1,39.4,2.5,1.2,0.0,0-0,.000,5-10,.500,0-1,.000,,,,
761,,,,,Top 100 quality games:,Top 100:,3,7.5,0.0,-1.8,93.3,9.1,33.3,33.3,7.3,27.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-3,.333,0-0,.000,,,,
762,,,,,Top 50 quality games:,Top 50:,1,7.5,1.6,17.7,200.0,20.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,
763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,2010,Sr,6-10,Billy Blackmon,Charleston Southern,BSth,26,52.9,-0.4,-3.1,97.3,9.6,44.8,43.9,7.9,20.1,6.4,16.8,4.2,1.4,43.3,11-29,.379,30-66,.455,0-1,.000,,,,
765,,,,,Conf. games:,Conf. games:,18,51.8,0.0,-2.4,108.3,8.2,50.0,48.9,6.7,20.9,5.8,13.7,4.1,1.6,42.5,7-17,.412,20-39,.513,0-1,.000,,,,
766,,,,,Top 100 quality games:,Top 100:,3,61.7,-0.8,-2.4,78.9,13.9,42.9,38.6,11.2,20.5,10.1,21.9,3.8,0.8,42.9,1-6,.167,6-14,.429,0-0,.000,,,,
767,,,,,Top 50 quality games:,Top 50:,2,53.8,-1.9,-4.1,60.2,14.4,37.5,30.3,8.7,26.6,12.6,27.0,4.3,0.0,50.0,0-4,.000,3-8,.375,0-0,.000,,,,
768,2010,Sr,6-7,Quinton Goods,Charleston Southern,BSth,22,21.7,-0.6,-7.4,75.3,14.9,38.1,39.6,9.1,16.3,5.1,29.9,4.7,1.8,23.8,5-10,.500,16-42,.381,0-0,.000,,,,
769,,,,,Conf. games:,Conf. games:,15,18.6,-0.8,-7.8,69.8,13.3,30.4,32.8,9.7,16.7,4.0,30.3,5.7,2.2,13.0,2-3,.667,7-23,.304,0-0,.000,,,,
770,,,,,Top 100 quality games:,Top 100:,2,27.5,0.0,-5.8,81.9,17.1,80.0,62.3,9.4,10.6,25.1,39.9,0.0,0.0,60.0,0-3,.000,4-5,.800,0-0,.000,,,,
771,,,,,Top 50 quality games:,Top 50:,2,41.3,-0.2,-5.8,79.3,16.6,80.0,62.3,8.5,11.5,28.7,40.8,0.0,0.0,60.0,0-3,.000,4-5,.800,0-0,.000,,,,
772,2010,Jr,6-4,Austin Johnson,Charleston Southern,BSth,21,16.8,-0.7,-10.5,68.6,14.2,33.8,37.6,3.7,4.6,6.4,33.3,0.0,1.4,11.8,4-4,1.000,4-21,.190,5-13,.385,,,,
773,,,,,Conf. games:,Conf. games:,15,17.7,-0.8,-11.2,67.3,13.5,28.6,31.1,4.2,5.6,4.2,24.4,0.0,1.4,7.1,2-2,1.000,2-16,.125,4-12,.333,,,,
774,,,,,Top 100 quality games:,Top 100:,3,20.0,-1.5,-16.5,30.4,18.2,50.0,50.0,4.3,4.9,9.4,77.4,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
775,,,,,Top 50 quality games:,Top 50:,2,22.5,-1.7,-18.3,27.6,20.1,50.0,50.0,5.2,7.1,0.0,77.2,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
776,2010,Fr,6-9,Patrick Shaughnessy,Charleston Southern,BSth,15,5.6,0.2,-3.7,112.0,14.2,66.7,63.3,13.1,7.9,3.5,21.6,5.5,1.0,66.7,3-6,.500,6-9,.667,0-0,.000,,,,
777,,,,,Conf. games:,Conf. games:,9,5.6,0.2,-3.4,109.0,13.6,71.4,62.9,10.8,5.9,5.2,22.0,5.4,1.5,28.6,0-2,.000,5-7,.714,0-0,.000,,,,
778,,,,,Top 100 quality games:,Top 100:,3,5.0,-0.6,-14.1,0.0,9.4,0.0,0.0,0.0,19.4,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
779,,,,,Top 50 quality games:,Top 50:,2,6.3,-0.8,-11.8,0.0,11.2,0.0,0.0,0.0,25.4,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
780,2010,Sr,5-9,DiJuan Harris,Charlotte,A10,31,82.9,2.2,1.4,107.7,15.4,46.6,55.8,1.7,8.3,25.6,23.7,0.3,1.9,90.1,107-146,.733,50-110,.455,17-52,.327,,,,
781,,,,,Conf. games:,Conf. games:,16,85.4,1.3,0.4,99.6,14.4,44.6,53.1,1.8,7.4,24.7,26.7,0.0,1.9,97.3,49-72,.681,21-49,.429,8-25,.320,,,,
782,,,,,Top 100 quality games:,Top 100:,13,83.0,2.6,1.3,106.1,14.6,46.2,54.8,1.7,7.0,24.8,22.9,0.0,1.6,86.4,41-57,.719,14-43,.326,11-23,.478,,,,
783,,,,,Top 50 quality games:,Top 50:,11,82.7,2.4,1.4,104.2,14.7,50.0,56.5,1.4,8.1,23.2,25.0,0.0,1.4,77.2,31-44,.705,12-36,.333,11-21,.524,,,,
784,2010,Sr,6-5,RaShad Coleman,Charlotte,A10,17,19.5,0.7,0.7,100.6,17.7,43.0,46.4,8.4,11.0,19.4,19.8,1.7,2.4,23.4,11-15,.733,17-33,.515,7-31,.226,,,,
785,,,,,Conf. games:,Conf. games:,3,2.9,-0.4,4.0,70.1,11.6,20.0,20.0,0.0,0.0,20.1,0.0,0.0,6.1,0.0,0-0,.000,1-2,.500,0-3,.000,,,,
786,,,,,Top 100 quality games:,Top 100:,6,11.8,-0.3,-2.1,74.5,15.5,30.0,30.0,6.8,1.8,20.1,24.1,0.0,2.8,0.0,0-0,.000,3-7,.429,1-8,.125,,,,
787,,,,,Top 50 quality games:,Top 50:,6,14.1,-0.3,-2.1,74.2,15.5,30.0,30.0,6.8,1.8,20.0,24.2,0.0,2.8,0.0,0-0,.000,3-7,.429,1-8,.125,,,,
788,2010,Sr,6-4,Ian Andersen,Charlotte,A10,29,27.2,0.6,-1.3,101.7,16.7,46.0,48.1,3.5,7.3,4.2,12.1,0.3,0.5,14.2,12-16,.750,10-16,.625,28-97,.289,,,,
789,,,,,Conf. games:,Conf. games:,16,30.5,1.1,1.8,110.0,17.6,50.8,53.4,4.9,10.4,5.5,11.6,0.0,0.6,20.0,10-13,.769,6-11,.545,18-54,.333,,,,
790,,,,,Top 100 quality games:,Top 100:,12,27.0,0.7,-0.1,100.3,14.5,47.2,49.7,3.7,10.4,3.1,14.1,0.0,0.8,25.0,6-9,.667,5-7,.714,8-29,.276,,,,
791,,,,,Top 50 quality games:,Top 50:,10,24.1,0.1,-1.8,86.7,13.2,41.3,44.2,4.0,11.8,4.0,20.8,0.0,1.1,17.4,3-4,.750,5-7,.714,3-16,.188,,,,
792,2010,Sr,5-11,Kyle Church,Charlotte,A10,8,1.2,-0.2,-6.8,59.7,8.9,0.0,16.9,0.0,0.0,11.0,0.0,0.0,0.0,100.0,1-2,.500,0-0,.000,0-2,.000,,,,
793,,,,,Conf. games:,Conf. games:,4,1.1,-0.2,-7.7,59.8,12.5,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1-2,.500,0-0,.000,0-1,.000,,,,
794,,,,,Top 100 quality games:,Top 100:,5,1.1,-0.4,-8.5,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
795,,,,,Top 50 quality games:,Top 50:,4,1.1,-0.4,-8.9,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
796,2010,Fr,5-8,Trevin Parks,Charlotte,A10,10,2.2,0.3,-3.3,89.9,35.6,54.5,55.8,0.0,11.5,38.7,29.8,0.0,0.0,63.6,4-7,.571,6-10,.600,0-1,.000,,,,
797,,,,,Conf. games:,Conf. games:,5,1.8,0.1,-5.8,80.0,32.3,75.0,70.7,0.0,18.1,25.5,44.6,0.0,0.0,50.0,1-2,.500,3-4,.750,0-0,.000,,,,
798,,,,,Top 100 quality games:,Top 100:,7,2.5,-0.1,-17.3,58.2,40.1,50.0,50.4,0.0,8.7,0.0,44.7,0.0,0.0,33.3,1-2,.500,3-6,.500,0-0,.000,,,,
799,,,,,Top 50 quality games:,Top 50:,6,2.7,-0.2,-22.2,48.5,40.6,40.0,42.0,0.0,9.5,0.0,47.8,0.0,0.0,40.0,1-2,.500,2-5,.400,0-0,.000,,,,
800,2010,Sr,6-6,Ty Patterson,Chattanooga,SC,24,64.7,2.7,4.1,110.7,19.9,54.3,54.9,4.3,11.2,14.2,11.7,0.8,2.3,19.7,33-57,.579,49-92,.533,72-197,.365,,,,
801,,,,,Conf. games:,Conf. games:,17,81.3,2.5,3.4,107.9,19.9,51.7,52.9,4.4,11.0,11.9,12.2,0.7,2.7,21.3,27-44,.614,29-62,.468,52-145,.359,,,,
802,,,,,Top 100 quality games:,Top 100:,3,51.5,5.8,9.0,124.6,18.5,68.1,65.0,5.4,9.5,11.6,8.7,0.0,1.6,27.8,4-10,.400,5-11,.455,13-25,.520,,,,
803,,,,,Top 50 quality games:,Top 50:,1,29.2,5.4,12.6,108.0,24.9,73.3,65.1,9.4,6.7,33.6,18.5,0.0,4.6,26.7,0-4,.000,2-3,.667,6-12,.500,,,,
804,2010,Jr,6-5,Ridge McKeither,Chattanooga,SC,25,36.0,1.0,-2.0,91.2,30.3,55.1,57.5,10.1,27.4,12.1,28.8,1.2,1.9,53.0,56-88,.636,84-149,.564,5-17,.294,,,,
805,,,,,Conf. games:,Conf. games:,14,30.0,1.1,-1.9,93.7,32.5,56.0,57.2,11.3,26.7,12.0,26.0,0.0,1.9,65.5,32-55,.582,44-78,.564,2-6,.333,,,,
806,,,,,Top 100 quality games:,Top 100:,5,48.5,1.0,-4.1,82.1,29.5,48.4,56.2,8.0,30.4,17.4,36.9,1.1,1.1,46.9,13-15,.867,14-26,.538,1-6,.167,,,,
807,,,,,Top 50 quality games:,Top 50:,3,55.8,1.0,-3.3,80.0,28.2,42.9,53.4,8.1,29.9,21.4,36.9,1.6,1.6,52.4,10-11,.909,9-17,.529,0-4,.000,,,,
808,2010,So,6-6,Dante Harvey,Chattanooga,SC,21,14.1,-0.7,-9.5,60.3,19.7,34.8,33.8,7.6,13.6,4.4,31.0,3.0,1.9,26.1,3-12,.250,13-28,.464,2-18,.111,,,,
809,,,,,Conf. games:,Conf. games:,15,17.9,-0.4,-6.0,73.5,18.6,40.5,39.8,7.4,14.4,4.7,26.1,4.4,2.2,10.8,1-4,.250,12-25,.480,2-12,.167,,,,
810,,,,,Top 100 quality games:,Top 100:,2,13.0,-2.6,-17.5,24.3,23.4,12.5,11.2,4.3,18.9,8.2,36.6,0.0,0.0,25.0,0-2,.000,1-2,.500,0-6,.000,,,,
811,,,,,Top 50 quality games:,Top 50:,1,14.2,-4.9,-24.8,3.9,26.9,0.0,0.0,6.4,13.8,0.0,47.1,0.0,0.0,40.0,0-2,.000,0-1,.000,0-4,.000,,,,
812,2010,Sr,6-9,Marquis Young,Chicago St.,GWC,10,11.6,0.5,-5.7,95.8,22.9,43.2,46.4,18.0,18.1,8.3,17.5,2.0,0.5,31.8,9-14,.643,19-44,.432,0-0,.000,,,,
813,,,,,Conf. games:,Conf. games:,4,8.9,0.1,-9.3,92.0,24.5,40.0,43.7,18.6,14.6,6.1,16.6,0.0,1.4,46.7,4-7,.571,6-15,.400,0-0,.000,,,,
814,,,,,Top 100 quality games:,Top 100:,2,18.8,0.7,-3.8,91.3,20.9,36.4,40.2,14.4,16.5,0.0,9.5,0.0,0.0,27.3,2-3,.667,4-11,.364,0-0,.000,,,,
815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,2010,So,6-5,Kabangu Tshinga Kasamba,Chicago St.,GWC,28,57.0,-0.3,-5.1,84.8,19.3,41.3,44.2,5.1,11.8,8.5,22.5,0.4,2.8,15.8,25-32,.781,49-119,.412,23-83,.277,,,,
817,,,,,Conf. games:,Conf. games:,12,60.2,-0.2,-3.9,86.6,22.3,39.5,43.8,6.9,18.6,9.5,21.4,0.5,3.2,22.9,19-24,.792,25-61,.410,11-44,.250,,,,
818,,,,,Top 100 quality games:,Top 100:,4,63.1,-0.5,-1.4,80.7,16.3,38.3,38.8,2.6,4.9,12.4,18.1,0.0,4.8,6.7,1-2,.500,7-17,.412,3-13,.231,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2010,Jr,6-4,Damian Windham,Chicago St.,GWC,15,31.5,-0.5,-5.3,80.8,19.4,38.2,43.2,11.2,10.8,12.3,27.8,0.0,2.6,61.8,27-47,.574,29-76,.382,0-0,.000,,,,
821,,,,,Conf. games:,Conf. games:,3,13.4,-1.5,-10.3,73.5,16.1,40.0,41.3,10.8,9.7,10.1,33.4,0.0,0.0,70.0,3-7,.429,4-10,.400,0-0,.000,,,,
822,,,,,Top 100 quality games:,Top 100:,3,46.9,0.3,-3.9,78.4,25.6,37.0,38.2,13.8,9.9,14.0,18.6,0.0,2.4,44.4,5-12,.417,10-27,.370,0-0,.000,,,,
823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2010,Sr,5-9,Brandan Smith,Chicago St.,GWC,27,42.2,-1.1,-7.3,76.3,14.8,36.3,41.0,2.1,9.4,22.4,32.3,0.0,1.7,40.0,20-32,.625,23-60,.383,4-20,.200,,,,
825,,,,,Conf. games:,Conf. games:,12,52.8,-1.4,-6.4,80.2,12.6,33.8,39.8,2.3,8.4,21.7,30.6,0.0,1.8,27.5,9-11,.818,12-30,.400,1-10,.100,,,,
826,,,,,Top 100 quality games:,Top 100:,4,28.1,-2.5,-14.4,20.4,17.5,11.1,11.1,0.0,11.0,16.8,52.7,0.0,2.7,0.0,0-0,.000,1-8,.125,0-1,.000,,,,
827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,2010,Jr,6-1,Alex Roberts,Chicago St.,GWC,20,6.3,-0.2,-9.2,75.5,15.8,44.1,40.3,4.3,5.2,3.2,20.7,1.8,1.7,35.3,1-6,.167,3-4,.750,3-13,.231,,,,
829,,,,,Conf. games:,Conf. games:,9,6.6,-0.2,-8.3,72.0,18.2,50.0,44.9,3.1,3.9,7.3,29.9,4.5,1.8,57.1,1-4,.250,2-2,1.000,1-5,.200,,,,
830,,,,,Top 100 quality games:,Top 100:,3,2.5,-0.4,-22.8,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,2010,Sr,6-1,Deonta Vaughn,Cincinnati,BE,35,75.1,3.1,5.8,108.4,20.9,48.9,54.2,1.4,11.6,22.5,20.4,0.2,2.4,33.8,91-110,.827,51-112,.455,72-213,.338,,,,
833,,,,,Conf. games:,Conf. games:,18,79.3,3.7,5.0,110.7,20.6,51.5,56.1,1.2,9.7,21.5,19.1,0.4,1.7,35.1,47-59,.797,31-63,.492,37-105,.352,,,,
834,,,,,Top 100 quality games:,Top 100:,23,80.1,3.5,5.9,106.0,21.4,47.4,53.2,1.3,11.2,22.4,20.3,0.3,2.3,30.5,63-71,.887,37-86,.430,49-147,.333,,,,
835,,,,,Top 50 quality games:,Top 50:,20,80.6,3.0,5.0,102.2,21.0,45.3,50.6,1.3,10.9,21.9,20.5,0.3,2.3,27.0,48-55,.873,31-71,.437,41-133,.308,,,,
836,2010,Fr,6-5,Lance Stephenson,Cincinnati,BE,34,67.6,2.6,3.4,99.3,26.0,46.2,49.3,7.3,14.0,19.1,19.5,0.7,1.9,32.3,79-119,.664,146-295,.495,16-73,.219,,,,
837,,,,,Conf. games:,Conf. games:,17,66.3,2.5,2.6,96.2,26.8,46.3,49.9,8.6,14.3,15.6,21.2,0.5,2.0,39.1,45-68,.662,70-140,.500,7-34,.206,,,,
838,,,,,Top 100 quality games:,Top 100:,22,68.9,2.6,3.0,96.1,25.7,46.1,49.4,6.2,12.7,15.5,20.3,0.7,1.7,29.6,50-72,.694,97-196,.495,10-47,.213,,,,
839,,,,,Top 50 quality games:,Top 50:,20,72.7,2.7,3.4,96.9,25.3,47.3,50.0,6.4,13.3,15.9,20.5,0.8,1.8,27.7,41-61,.672,89-176,.506,10-44,.227,,,,
840,2010,Sr,6-8,Steve Toyloy,Cincinnati,BE,35,38.5,0.4,-0.3,99.6,12.6,52.7,52.0,8.7,15.3,4.1,20.8,1.4,0.8,42.9,18-39,.462,48-91,.527,0-0,.000,,,,
841,,,,,Conf. games:,Conf. games:,18,42.8,0.7,0.8,105.1,10.7,58.1,56.3,7.2,14.2,4.2,20.3,1.0,1.2,37.2,7-16,.438,25-43,.581,0-0,.000,,,,
842,,,,,Top 100 quality games:,Top 100:,23,38.2,0.5,1.0,100.4,11.4,48.3,47.8,8.5,14.4,3.3,15.0,1.6,1.0,36.2,9-21,.429,28-58,.483,0-0,.000,,,,
843,,,,,Top 50 quality games:,Top 50:,20,34.0,0.5,0.4,100.2,12.0,46.0,46.3,9.6,12.3,3.6,14.8,1.6,0.9,26.0,6-13,.462,23-50,.460,0-0,.000,,,,
844,2010,Sr,6-7,Trevor Booker,Clemson,ACC,32,76.9,4.4,9.5,112.0,24.7,53.3,54.9,10.1,20.4,17.4,14.4,4.6,2.5,47.4,101-171,.591,179-327,.547,9-34,.265,,,,
845,,,,,Conf. games:,Conf. games:,16,80.5,5.2,10.6,113.0,24.4,51.3,54.5,8.6,18.6,19.9,11.9,5.2,2.3,50.0,60-93,.645,91-166,.548,3-20,.150,,,,
846,,,,,Top 100 quality games:,Top 100:,20,82.5,4.9,9.3,110.5,23.9,51.5,54.0,8.2,19.5,19.3,13.9,4.7,2.2,47.4,68-110,.618,112-206,.544,5-26,.192,,,,
847,,,,,Top 50 quality games:,Top 50:,14,82.5,4.5,8.3,106.8,23.2,47.8,51.0,8.9,19.0,19.8,14.3,4.7,1.7,44.4,45-72,.625,73-143,.510,3-19,.158,,,,
848,2010,Sr,6-6,David Potter,Clemson,ACC,32,59.8,1.0,2.3,97.1,16.3,47.8,49.6,3.3,9.1,10.2,22.1,0.8,3.1,16.7,24-35,.686,28-82,.341,48-127,.378,,,,
849,,,,,Conf. games:,Conf. games:,16,61.4,0.8,1.9,91.6,15.7,42.2,45.3,2.3,9.3,10.5,19.5,1.3,2.5,19.4,15-20,.750,9-36,.250,23-67,.343,,,,
850,,,,,Top 100 quality games:,Top 100:,20,62.0,0.9,1.4,91.2,16.0,42.2,45.3,3.0,9.6,10.4,21.0,1.2,2.5,21.7,20-28,.714,14-50,.280,27-79,.342,,,,
851,,,,,Top 50 quality games:,Top 50:,14,62.1,2.1,3.2,104.8,15.2,52.2,53.7,2.9,9.2,10.2,19.3,0.9,1.5,17.4,11-16,.688,9-32,.281,26-60,.433,,,,
852,2010,Sr,6-11,Karolis Petrukonis,Clemson,ACC,5,1.3,0.5,1.6,159.2,7.5,100.0,84.7,0.0,7.0,0.0,0.0,0.0,0.0,100.0,1-2,.500,2-2,1.000,0-0,.000,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,2009,Jr,6-11,Karolis Petrukonis,Clemson,ACC,6,2.1,-0.7,-13.0,42.3,21.7,20.0,20.0,8.2,16.5,16.5,58.0,0.0,2.1,0.0,0-0,.000,1-5,.200,0-0,.000
855,,,,,Conf. games:,Conf. games:,1,0.2,-0.3,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
856,2010,So,6-6,Nigel Ajere,Cleveland St.,Horz,10,12.0,0.5,-2.1,85.5,23.9,42.0,45.9,7.3,23.6,6.1,20.6,4.0,2.9,28.0,10-14,.714,21-50,.420,0-0,.000,,,,
857,,,,,Conf. games:,Conf. games:,2,6.3,1.4,8.4,95.9,20.8,53.3,50.2,5.6,31.8,11.3,13.3,10.7,5.5,13.3,0-2,.000,8-15,.533,0-0,.000,,,,
858,,,,,Top 100 quality games:,Top 100:,6,20.5,0.2,-3.5,77.7,23.1,39.3,42.1,4.3,25.9,6.2,19.3,3.1,2.2,21.4,4-6,.667,11-28,.393,0-0,.000,,,,
859,,,,,Top 50 quality games:,Top 50:,3,18.3,-0.1,-5.3,70.9,22.0,28.6,36.6,5.1,28.5,0.0,18.5,2.8,1.4,35.7,4-5,.800,4-14,.286,0-0,.000,,,,
860,2010,Jr,6-9,Jared Cunningham,Cleveland St.,Horz,31,36.9,0.4,-1.5,91.5,19.1,42.6,45.5,4.8,17.1,6.0,14.7,3.1,1.9,17.7,19-25,.760,27-71,.380,22-70,.314,,,,
861,,,,,Conf. games:,Conf. games:,18,31.9,0.3,0.1,91.9,19.4,44.9,48.2,3.8,17.5,5.6,16.7,4.7,2.7,17.4,10-12,.833,13-34,.382,12-35,.343,,,,
862,,,,,Top 100 quality games:,Top 100:,10,44.0,-0.0,-4.3,79.0,17.7,34.3,36.1,4.0,15.3,6.4,9.8,0.7,1.0,11.1,4-6,.667,8-27,.296,7-27,.259,,,,
