"Yr","Cls","Ht","Player","Team","Conf","G.x","Min%","PRPG!","GBPM","ORtg","Usg","eFG","TS","OR","DR","Ast","TO","Blk","Stl","FTR","FT_raw","FT_pct","2P_raw","2P_pct","3P_raw","3P_pct","Draft_Yr","Pk","Tm","College","Yrs","G.y","MP","PTS","TRB","AST","FG_Perc","X3P_Perc","FT_Perc","MP_per_G","PTS_per_G_per_G","TRB_per_G_per_G","AST_per_G_per_G","WS_per_G","WS_per_48","BPM","VORP"
2013,"Sr","5-10","Pierre Jackson","Top 50 quality games:","Top 50:","14","91.5","6.1","6.7","104.9","31.9","50.5","55.7","1.6",8.6,39.8,21.6,0,1.9,42.1,"71-91",0.78,"55-110",0.5,"36-106",0.34,2013,42,"PHI","Baylor University",1,8,84,35,9,19,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0,0.021,-4.4,-0.1
2013,"Sr","6-11","Mike Muscala","Bucknell","Pat","33","80.2","5.5","11.8","116.8","31.7","51.0","57.2","12.0",29,18.6,10.9,7.7,1,50.6,"175-222",0.788,"218-423",0.515,"4-16",0.25,2013,44,"DAL","Bucknell University",6,307,4885,1757,1002,288,0.468,0.365,0.841,15.9,5.7,3.3,0.9,11.9,0.117,0,2.5
2013,"Sr","6-11","Mike Muscala","Conf. games:","Conf. games:","14","75.7","5.0","12.3","115.1","33.7","50.0","55.1","13.5",29.9,19.5,9.4,8.5,1.4,45.9,"67-90",0.744,"95-189",0.503,"2-7",0.286,2013,44,"DAL","Bucknell University",6,307,4885,1757,1002,288,0.468,0.365,0.841,15.9,5.7,3.3,0.9,11.9,0.117,0,2.5
2013,"Sr","6-11","Mike Muscala","Top 100 quality games:","Top 100:","7","82.1","3.8","4.6","96.5","33.5","44.1","49.2","8.8",25.1,16.9,15.6,5.6,0.3,39.2,"29-40",0.725,"45-99",0.455,"0-3",0,2013,44,"DAL","Bucknell University",6,307,4885,1757,1002,288,0.468,0.365,0.841,15.9,5.7,3.3,0.9,11.9,0.117,0,2.5
2013,"Sr","6-11","Mike Muscala","Top 50 quality games:","Top 50:","3","82.5","2.9","1.1","87.9","33.6","40.4","44.7","9.8",26.8,17,18.3,1.8,0,29.8,"10-14",0.714,"19-46",0.413,"0-1",0,2013,44,"DAL","Bucknell University",6,307,4885,1757,1002,288,0.468,0.365,0.841,15.9,5.7,3.3,0.9,11.9,0.117,0,2.5
2013,"Jr","6-6","Allen Crabbe","California","P12","33","90.2","4.9","7.1","108.7","25.4","52.8","56.8","3.3",14.8,16.2,16.4,1.9,1.9,29.7,"113-139",0.813,"151-284",0.532,"64-184",0.348,2013,31,"CLE","University of California",6,344,8472,3281,996,401,0.429,0.393,0.835,24.6,9.5,2.9,1.2,13.8,0.078,-1,2
2013,"Jr","6-6","Allen Crabbe","Conf. games:","Conf. games:","18","93.8","4.4","6.5","104.7","24.2","52.8","55.5","2.5",15.7,17.1,17,1.9,2.3,23.2,"44-58",0.759,"78-143",0.545,"36-107",0.336,2013,31,"CLE","University of California",6,344,8472,3281,996,401,0.429,0.393,0.835,24.6,9.5,2.9,1.2,13.8,0.078,-1,2
2013,"Jr","6-6","Allen Crabbe","Top 100 quality games:","Top 100:","22","92.0","4.4","5.6","102.1","25.3","49.2","53.4","2.6",15.4,18.2,17.2,1.8,1.7,26.7,"69-84",0.821,"101-196",0.515,"36-119",0.303,2013,31,"CLE","University of California",6,344,8472,3281,996,401,0.429,0.393,0.835,24.6,9.5,2.9,1.2,13.8,0.078,-1,2
2013,"Jr","6-6","Allen Crabbe","Top 50 quality games:","Top 50:","11","90.5","4.8","6.6","102.1","26.0","50.6","54.3","3.1",15.8,14.7,16.8,1,1.9,25.1,"34-42",0.81,"56-109",0.514,"19-58",0.328,2013,31,"CLE","University of California",6,344,8472,3281,996,401,0.429,0.393,0.835,24.6,9.5,2.9,1.2,13.8,0.078,-1,2
2013,"Sr","6-8","Devin Booker","Clemson","ACC","31","79.7","3.3","3.4","107.9","23.3","54.8","56.8","11.3",16.8,6.6,16.4,3.9,1.2,47.3,"86-138",0.623,"157-281",0.559,"2-11",0.182,2015,13,"PHO","University of Kentucky",4,272,8945,5820,945,1154,0.437,0.354,0.854,32.9,21.4,3.5,4.2,9.8,0.053,-1.1,2
