,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
5129,,,,,Conf. games:,Conf. games:,16,98.3,3.9,1.0,102.7,29.3,49.1,52.5,6.4,18.1,11.4,12.3,1.9,2.1,31.9,63-88,.716,134-269,.498,1-7,.143,,,,,,,,
5130,,,,,Top 100 quality games:,Top 100:,3,92.5,2.9,-2.0,85.3,33.8,42.0,44.1,4.1,19.9,20.0,15.7,2.1,1.8,28.0,8-14,.571,21-49,.429,0-1,.000,,,,,,,,
5131,,,,,Top 50 quality games:,Top 50:,2,91.3,3.4,-2.3,88.6,30.8,39.3,43.4,7.6,21.6,18.3,17.7,1.7,1.8,32.1,6-9,.667,11-28,.393,0-0,.000,,,,,,,,
5132,2009,Sr,5-8,Jay Greene,UMBC,AE,30,95.4,3.0,0.4,107.8,19.5,50.5,54.8,1.0,8.5,30.1,18.2,0.1,1.5,31.0,74-93,.796,54-105,.514,65-195,.333,,,,,,,,
5133,,,,,Conf. games:,Conf. games:,15,92.5,3.0,-0.9,109.6,18.9,50.0,54.3,0.2,6.7,28.0,14.8,0.2,0.9,26.9,35-42,.833,30-59,.508,32-97,.330,,,,,,,,
5134,,,,,Top 100 quality games:,Top 100:,2,64.2,6.6,3.5,125.2,17.3,71.4,73.6,1.9,6.1,40.8,24.5,0.0,1.7,14.3,2-2,1.000,4-5,.800,4-9,.444,,,,,,,,
5135,,,,,Top 50 quality games:,Top 50:,2,96.3,7.3,3.5,129.1,17.8,71.4,73.6,2.4,6.8,36.6,24.3,0.0,1.7,14.3,2-2,1.000,4-5,.800,4-9,.444,,,,,,,,
5136,2009,So,6-7,Rich Flemming,UMBC,AE,23,39.8,0.4,-3.7,89.6,20.6,45.3,47.6,7.5,17.0,4.7,18.2,2.7,1.9,36.5,29-50,.580,62-134,.463,0-3,.000,,,,,,,,
5137,,,,,Conf. games:,Conf. games:,8,22.4,0.3,-4.0,87.5,23.5,41.2,44.1,7.2,19.6,5.9,14.6,2.3,1.3,23.5,8-12,.667,21-49,.429,0-2,.000,,,,,,,,
5138,,,,,Top 100 quality games:,Top 100:,2,26.7,-1.0,-18.0,55.5,26.6,33.3,33.3,9.4,7.3,13.7,38.3,0.0,2.0,0.0,0-0,.000,3-9,.333,0-0,.000,,,,,,,,
5139,,,,,Top 50 quality games:,Top 50:,2,40.0,-0.8,-18.0,58.4,26.7,33.3,33.3,11.6,8.2,12.3,38.8,0.0,2.0,0.0,0-0,.000,3-9,.333,0-0,.000,,,,,,,,
5140,2009,Fr,6-6,Brett Burrier,UMBC,AE,22,17.1,-0.2,-7.6,83.7,16.4,35.6,40.1,7.6,12.3,5.3,17.8,1.1,1.2,40.0,11-18,.611,10-29,.345,4-16,.250,,,,,,,,
5141,,,,,Conf. games:,Conf. games:,13,28.4,-0.2,-7.3,84.4,17.6,34.9,39.5,7.6,14.2,6.1,15.4,1.2,1.0,37.2,10-16,.625,9-28,.321,4-15,.267,,,,,,,,
5142,,,,,Top 100 quality games:,Top 100:,2,15.8,-2.2,-13.3,17.6,20.6,0.0,0.0,7.9,6.1,9.6,66.7,6.1,6.9,0.0,0-0,.000,0-1,.000,0-1,.000,,,,,,,,
5143,,,,,Top 50 quality games:,Top 50:,1,5.0,-1.3,-41.4,0.0,33.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5144,2009,Fr,6-1,Jaime Boyer,Maryland Eastern Shore,MEAC,29,55.0,0.1,-4.2,94.2,15.8,48.0,48.6,2.6,7.2,11.6,23.2,0.3,2.8,10.9,11-19,.579,25-70,.357,39-104,.375,,,,,,,,
5145,,,,,Conf. games:,Conf. games:,15,59.4,-0.2,-3.7,91.7,15.9,45.1,45.9,2.0,6.8,10.6,20.8,0.6,3.2,14.6,8-15,.533,15-37,.405,21-66,.318,,,,,,,,
5146,,,,,Top 100 quality games:,Top 100:,3,50.0,1.3,-4.3,106.2,12.9,72.7,72.7,3.3,3.9,11.8,38.3,0.0,2.0,0.0,0-0,.000,2-4,.500,4-7,.571,,,,,,,,
5147,,,,,Top 50 quality games:,Top 50:,2,63.8,1.6,-4.4,103.5,13.3,65.0,65.0,3.7,2.5,13.8,35.4,0.0,2.4,0.0,0-0,.000,2-4,.500,3-6,.500,,,,,,,,
5148,2009,Sr,6-5,Gary Lee,Maryland Eastern Shore,MEAC,30,55.7,-0.5,-8.7,82.2,18.9,30.1,37.8,7.2,8.0,5.4,18.6,0.5,0.6,41.9,58-80,.725,41-128,.320,11-63,.175,,,,,,,,
5149,,,,,Conf. games:,Conf. games:,16,57.3,-0.6,-8.4,81.7,18.6,34.7,40.3,6.9,8.7,6.0,22.9,0.0,0.5,32.7,24-33,.727,23-67,.343,8-34,.235,,,,,,,,
5150,,,,,Top 100 quality games:,Top 100:,3,46.7,0.8,-6.5,88.0,20.7,26.2,34.3,8.7,6.2,0.0,5.1,0.0,1.1,52.4,7-11,.636,4-15,.267,1-6,.167,,,,,,,,
5151,,,,,Top 50 quality games:,Top 50:,2,38.8,2.3,-1.2,106.1,27.1,32.1,41.6,12.3,12.1,0.0,0.0,0.0,0.0,78.6,7-11,.636,3-11,.273,1-3,.333,,,,,,,,
5152,2009,So,5-10,Marc Davis,Maryland Eastern Shore,MEAC,27,61.3,-0.8,-7.5,80.5,17.9,33.9,43.1,1.9,7.8,27.3,32.5,0.0,1.5,78.0,64-99,.646,28-88,.318,10-39,.256,,,,,,,,
5153,,,,,Conf. games:,Conf. games:,16,70.6,-0.9,-7.2,82.1,17.4,33.5,43.7,1.4,7.4,24.6,31.3,0.0,1.2,75.9,41-60,.683,16-51,.314,7-28,.250,,,,,,,,
5154,,,,,Top 100 quality games:,Top 100:,3,65.0,-1.0,-8.9,70.1,17.5,50.0,52.3,2.5,9.0,27.8,52.3,0.0,1.5,27.3,2-3,.667,4-9,.444,1-2,.500,,,,,,,,
5155,,,,,Top 50 quality games:,Top 50:,2,56.3,1.2,-3.4,100.7,13.2,70.0,70.0,4.2,8.3,24.2,40.3,0.0,1.3,60.0,2-3,.667,2-3,.667,1-2,.500,,,,,,,,
5156,2009,Sr,6-10,Aleksandar Popovic,Maryland Eastern Shore,MEAC,15,16.4,-0.9,-8.6,74.1,13.9,27.0,30.8,11.8,13.3,9.2,24.2,7.3,0.6,29.7,6-11,.545,10-37,.270,0-0,.000,,,,,,,,
5157,,,,,Conf. games:,Conf. games:,8,18.4,-0.9,-9.7,77.5,15.2,24.0,29.5,15.3,15.7,9.6,20.1,6.8,0.0,32.0,5-8,.625,6-25,.240,0-0,.000,,,,,,,,
5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,,,,,2008,Jr,6-10,Aleksandar Popovic,Maryland Eastern Shore,MEAC,16,32.0,-2.1,-8.4,67.6,14.1,34.2,35.5,7.5,19.0,2.2,26.9,3.4,0.7,39.5,12-30,.400,26-76,.342,0-0,.000,,,,
5160,2009,Fr,-,Jarrod Randall,Maryland Eastern Shore,MEAC,22,9.8,-0.2,-10.2,84.3,12.8,71.4,66.7,4.5,10.1,3.8,40.1,0.0,0.5,285.7,12-20,.600,5-7,.714,0-0,.000,,,,,,,,
5161,,,,,Conf. games:,Conf. games:,14,13.9,-0.1,-8.3,95.7,11.6,100.0,81.5,3.6,9.7,2.6,40.5,0.0,0.7,280.0,9-14,.643,5-5,1.000,0-0,.000,,,,,,,,
5162,,,,,Top 100 quality games:,Top 100:,2,13.3,-0.9,-14.8,64.0,4.2,0.0,0.0,6.1,7.3,11.9,89.1,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5163,,,,,Top 50 quality games:,Top 50:,2,20.0,-0.9,-14.8,63.3,4.2,0.0,0.0,6.0,7.8,11.9,88.6,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5164,2009,Sr,6-4,Dane Brumagin,UMKC,Sum,27,64.5,3.6,3.9,115.1,24.8,53.3,58.0,5.6,9.6,9.9,12.1,0.6,2.6,35.5,89-109,.817,87-163,.534,51-144,.354,,,,,,,,
5165,,,,,Conf. games:,Conf. games:,15,54.3,3.3,3.5,116.6,25.1,51.7,58.3,5.4,10.0,11.6,12.2,1.1,2.1,47.9,58-70,.829,44-80,.550,21-66,.318,,,,,,,,
5166,,,,,Top 100 quality games:,Top 100:,7,66.5,2.0,0.9,96.9,22.6,48.1,51.1,4.3,7.8,12.1,17.9,0.5,2.9,19.0,12-15,.800,17-40,.425,14-39,.359,,,,,,,,
5167,,,,,Top 50 quality games:,Top 50:,3,76.7,2.8,5.5,100.3,22.8,53.7,53.7,2.1,7.1,16.7,16.2,0.0,4.3,0.0,0-0,.000,7-17,.412,10-24,.417,,,,,,,,
5168,2009,So,6-7,James Humphrey,UMKC,Sum,27,35.9,-0.3,-5.3,82.3,18.5,43.4,46.6,6.7,16.0,5.8,26.9,4.3,1.4,42.9,25-42,.595,35-76,.461,5-22,.227,,,,,,,,
5169,,,,,Conf. games:,Conf. games:,17,40.8,-0.4,-5.6,81.7,18.0,43.2,47.2,6.1,18.3,5.1,28.3,4.9,1.0,36.4,16-24,.667,24-52,.462,3-14,.214,,,,,,,,
5170,,,,,Top 100 quality games:,Top 100:,7,42.8,0.5,-2.6,90.7,18.4,46.9,51.7,6.7,16.8,7.8,25.1,2.3,1.2,43.8,10-14,.714,12-25,.480,2-7,.286,,,,,,,,
5171,,,,,Top 50 quality games:,Top 50:,2,29.2,0.1,2.6,86.0,14.6,28.6,33.7,10.9,14.9,11.0,11.1,6.3,3.2,57.1,2-4,.500,2-6,.333,0-1,.000,,,,,,,,
5172,2009,Fr,5-11,Fred Ford,UMKC,Sum,27,48.3,-0.8,-6.4,79.1,15.7,37.8,42.2,2.9,7.5,16.7,30.2,0.6,2.0,25.2,21-28,.750,30-77,.390,8-34,.235,,,,,,,,
5173,,,,,Conf. games:,Conf. games:,16,54.8,-1.0,-6.6,77.9,16.8,36.4,41.2,2.6,5.8,18.5,30.0,0.6,2.4,25.9,16-21,.762,22-59,.373,5-22,.227,,,,,,,,
5174,,,,,Top 100 quality games:,Top 100:,7,41.8,0.6,-3.0,92.0,17.9,43.8,47.5,5.3,5.7,22.0,23.9,0.0,1.7,25.0,6-8,.750,11-22,.500,2-10,.200,,,,,,,,
5175,,,,,Top 50 quality games:,Top 50:,3,50.8,1.8,-1.0,108.8,16.7,60.0,62.1,6.2,8.6,14.8,22.2,0.0,0.0,26.7,3-4,.750,6-8,.750,2-7,.286,,,,,,,,
5176,2009,Sr,6-6,Reid Augst,UNC Asheville,BSth,28,86.7,2.4,-1.1,103.1,22.6,51.1,54.4,5.8,9.3,15.6,18.4,0.7,2.5,41.2,92-135,.681,124-232,.534,29-96,.302,,,,,,,,
5177,,,,,Conf. games:,Conf. games:,18,88.9,3.0,-0.6,109.3,22.4,54.1,57.6,6.7,7.3,15.8,18.4,0.9,2.3,38.8,62-85,.729,81-152,.533,25-67,.373,,,,,,,,
5178,,,,,Top 100 quality games:,Top 100:,4,77.5,0.5,-3.8,80.9,21.4,40.2,43.5,5.2,12.3,14.5,21.9,0.0,1.7,31.7,8-13,.615,15-30,.500,1-11,.091,,,,,,,,
5179,,,,,Top 50 quality games:,Top 50:,4,77.5,0.5,-3.8,80.9,21.4,40.2,43.5,5.2,12.3,14.5,21.9,0.0,1.7,31.7,8-13,.615,15-30,.500,1-11,.091,,,,,,,,
5180,2009,Jr,6-5,Jason Ridenhour,UNC Asheville,BSth,28,52.9,-0.8,-6.6,81.3,14.8,45.7,46.3,5.9,11.9,8.6,29.7,1.3,2.3,28.4,16-33,.485,29-69,.420,16-47,.340,,,,,,,,
5181,,,,,Conf. games:,Conf. games:,18,49.7,-1.0,-8.2,78.1,14.9,41.3,43.7,6.5,11.3,9.4,33.0,1.4,2.2,38.1,13-24,.542,11-34,.324,10-29,.345,,,,,,,,
5182,,,,,Top 100 quality games:,Top 100:,4,67.5,0.2,-3.2,84.7,16.5,48.3,48.6,6.8,11.1,4.1,23.7,0.8,1.9,13.3,2-4,.500,10-22,.455,3-8,.375,,,,,,,,
5183,,,,,Top 50 quality games:,Top 50:,4,67.5,0.2,-3.2,84.7,16.5,48.3,48.6,6.8,11.1,4.1,23.7,0.8,1.9,13.3,2-4,.500,10-22,.455,3-8,.375,,,,,,,,
5184,2009,Jr,6-0,Donovan Jones,UNC Asheville,BSth,6,5.2,-1.5,-15.3,44.1,16.7,21.4,22.5,3.9,7.6,17.0,51.2,0.0,1.0,57.1,1-4,.250,0-3,.000,1-4,.250,,,,,,,,
5185,,,,,Conf. games:,Conf. games:,2,3.8,-1.9,-8.9,52.9,14.2,0.0,10.2,4.3,15.7,22.6,28.5,0.0,0.0,133.3,1-4,.250,0-2,.000,0-1,.000,,,,,,,,
5186,,,,,Top 100 quality games:,Top 100:,1,5.6,1.2,-1.0,127.7,10.7,150.0,150.0,0.0,0.0,24.0,54.8,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,,,,,
5187,,,,,Top 50 quality games:,Top 50:,1,5.6,1.2,-1.0,127.7,10.7,150.0,150.0,0.0,0.0,24.0,54.8,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,,,,,
5188,2009,So,6-0,Sean Spooner,UNC Greensboro,SC,21,12.2,-0.7,-14.2,57.0,22.3,22.6,30.7,5.4,10.1,17.3,38.1,0.0,2.1,54.8,10-17,.588,7-26,.269,0-5,.000,,,,,,,,
5189,,,,,Conf. games:,Conf. games:,16,14.7,-0.5,-12.6,63.8,23.3,28.0,36.3,6.8,11.3,14.9,37.7,0.0,2.6,68.0,10-17,.588,7-21,.333,0-4,.000,,,,,,,,
5190,,,,,Top 100 quality games:,Top 100:,3,18.1,-1.6,-13.8,33.5,19.6,14.3,14.3,7.1,9.9,16.9,41.0,0.0,0.0,0.0,0-0,.000,1-5,.200,0-2,.000,,,,,,,,
5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,2009,So,5-10,Daniel Oliver,UNC Greensboro,SC,25,40.5,-0.9,-10.3,72.2,20.7,37.5,44.5,2.6,7.2,23.3,40.7,0.0,1.4,48.9,32-45,.711,12-46,.261,15-46,.326,,,,,,,,
5193,,,,,Conf. games:,Conf. games:,18,42.2,-0.8,-10.5,75.2,19.8,41.5,47.5,2.7,7.5,22.3,41.6,0.0,1.3,52.5,21-31,.677,8-27,.296,11-32,.344,,,,,,,,
5194,,,,,Top 100 quality games:,Top 100:,3,33.1,-2.8,-15.9,36.4,20.0,20.0,26.3,0.0,14.4,13.9,49.4,0.0,0.0,30.0,2-3,.667,2-5,.400,0-5,.000,,,,,,,,
5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,2009,Fr,6-5,Jerel Stephenson,UNC Wilmington,CAA,28,52.5,0.8,-5.7,93.6,20.4,47.6,51.9,8.1,15.5,14.4,24.6,0.9,1.2,53.6,58-89,.652,73-153,.477,4-13,.308,,,,,,,,
5197,,,,,Conf. games:,Conf. games:,16,55.4,0.5,-6.5,87.6,20.8,41.6,46.4,6.4,13.7,15.3,22.0,1.1,1.0,54.5,34-55,.618,39-91,.429,2-10,.200,,,,,,,,
5198,,,,,Top 100 quality games:,Top 100:,8,60.0,0.9,-7.6,86.7,23.2,44.8,49.2,7.7,10.3,15.5,25.8,0.0,0.9,75.0,21-36,.583,20-44,.455,1-4,.250,,,,,,,,
5199,,,,,Top 50 quality games:,Top 50:,3,55.8,0.7,-7.7,83.2,24.5,47.5,52.5,1.5,8.2,15.5,26.8,0.0,0.0,80.0,10-16,.625,8-18,.444,1-2,.500,,,,,,,,
5200,2009,So,6-10,Jason Aycock,UNC Wilmington,CAA,10,4.5,-0.6,-11.4,67.8,9.9,66.7,63.3,8.8,8.2,2.9,56.6,0.0,0.9,66.7,1-2,.500,2-3,.667,0-0,.000,,,,,,,,
5201,,,,,Conf. games:,Conf. games:,1,1.0,-0.6,-18.2,59.9,23.4,100.0,100.0,15.0,0.0,0.0,70.7,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
5202,,,,,Top 100 quality games:,Top 100:,3,5.9,-1.0,-8.2,55.0,2.9,0.0,0.0,5.6,19.4,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
5203,,,,,Top 50 quality games:,Top 50:,2,10.0,-1.9,-9.2,0.0,3.2,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,,,,,
5204,2009,Sr,6-0,Marlo Davis,UNC Wilmington,CAA,20,7.4,-0.1,-3.0,82.5,14.8,26.7,35.5,5.4,10.0,26.9,31.0,0.0,5.2,26.7,4-4,1.000,4-11,.364,0-4,.000,,,,,,,,
5205,,,,,Conf. games:,Conf. games:,12,8.6,-0.0,-2.2,89.2,14.7,25.0,40.4,5.0,8.2,32.7,31.4,0.0,4.6,50.0,4-4,1.000,2-7,.286,0-1,.000,,,,,,,,
5206,,,,,Top 100 quality games:,Top 100:,6,10.3,-1.0,-9.9,33.9,13.1,0.0,0.0,3.2,3.7,19.8,37.9,0.0,3.3,0.0,0-0,.000,0-2,.000,0-3,.000,,,,,,,,
5207,,,,,Top 50 quality games:,Top 50:,3,10.0,-1.0,-10.0,14.8,14.7,0.0,0.0,0.0,0.0,13.5,27.7,0.0,4.2,0.0,0-0,.000,0-1,.000,0-2,.000,,,,,,,,
5208,2009,Fr,6-8,Brad Bald,UNC Wilmington,CAA,5,2.7,0.3,-4.0,116.1,10.3,42.9,42.9,8.9,13.7,10.6,0.0,0.0,0.0,0.0,0-0,.000,3-7,.429,0-0,.000,,,,,,,,
5209,,,,,Top 100 quality games:,Top 100:,1,0.6,-0.6,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5210,,,,,Top 50 quality games:,Top 50:,1,1.7,-0.6,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,2009,Sr,6-3,Travis Brown,Northern Iowa,MVC,33,44.3,0.9,-1.0,105.0,15.4,52.8,57.7,3.6,12.6,6.1,19.7,0.4,0.7,28.5,31-35,.886,23-47,.489,28-76,.368,,,,,,,,
5213,,,,,Conf. games:,Conf. games:,18,45.4,1.7,1.4,117.4,14.8,56.6,62.0,4.0,12.7,5.9,15.6,0.4,0.6,36.8,22-25,.880,16-30,.533,15-38,.395,,,,,,,,
5214,,,,,Top 100 quality games:,Top 100:,13,47.7,0.7,0.4,98.1,14.1,59.0,60.5,2.6,12.3,4.7,23.6,0.5,1.3,12.0,5-6,.833,4-9,.444,17-41,.415,,,,,,,,
5215,,,,,Top 50 quality games:,Top 50:,4,45.9,-1.0,-5.1,72.6,12.3,44.4,50.3,3.3,14.5,8.3,40.9,0.0,0.0,22.2,2-2,1.000,1-2,.500,2-7,.286,,,,,,,,
5216,2009,Sr,6-6,Rene Rougeau,UNLV,MWC,32,73.9,2.9,6.3,108.8,20.2,56.1,58.3,9.6,17.0,13.3,19.0,7.5,2.9,31.4,57-82,.695,145-254,.571,1-7,.143,,,,,,,,
5217,,,,,Conf. games:,Conf. games:,16,74.9,2.4,4.0,102.6,20.8,55.7,58.0,7.8,15.3,12.7,22.2,6.4,2.9,32.1,29-42,.690,73-130,.562,0-1,.000,,,,,,,,
5218,,,,,Top 100 quality games:,Top 100:,16,77.1,3.1,6.9,103.2,21.4,51.0,53.7,9.2,18.6,14.2,17.1,7.9,2.6,24.7,27-37,.730,75-147,.510,1-3,.333,,,,,,,,
5219,,,,,Top 50 quality games:,Top 50:,8,75.4,4.0,7.3,109.2,21.4,53.5,56.5,7.7,18.4,17.4,14.4,8.3,2.1,25.0,14-18,.778,37-71,.521,1-1,1.000,,,,,,,,
5220,2009,Sr,6-0,Wink Adams,UNLV,MWC,31,76.5,2.5,2.8,96.1,27.2,42.5,47.4,2.5,12.9,20.4,14.1,0.1,2.6,42.4,112-165,.679,107-244,.439,39-145,.269,,,,,,,,
5221,,,,,Conf. games:,Conf. games:,16,80.6,2.5,1.2,94.6,26.8,42.6,47.0,3.1,11.8,21.0,15.2,0.0,2.1,39.6,52-78,.667,57-133,.429,18-64,.281,,,,,,,,
5222,,,,,Top 100 quality games:,Top 100:,15,75.8,2.7,2.9,92.5,28.1,40.6,46.4,3.5,12.7,19.5,14.5,0.2,2.8,45.0,60-86,.698,49-124,.395,19-67,.284,,,,,,,,
5223,,,,,Top 50 quality games:,Top 50:,7,74.8,3.8,3.2,95.3,30.0,43.2,48.2,4.1,13.5,18.5,12.1,0.0,2.6,49.0,31-47,.660,28-65,.431,9-31,.290,,,,,,,,
5224,2009,Sr,6-7,Joe Darger,UNLV,MWC,32,74.1,2.3,3.1,112.2,14.6,53.4,55.2,3.8,13.2,5.7,9.4,1.2,1.4,15.1,29-38,.763,17-40,.425,78-211,.370,,,,,,,,
5225,,,,,Conf. games:,Conf. games:,16,75.5,3.0,5.4,118.1,14.6,57.6,60.0,4.0,15.5,3.5,9.4,2.0,2.0,18.4,19-23,.826,9-19,.474,42-106,.396,,,,,,,,
5226,,,,,Top 100 quality games:,Top 100:,16,75.2,2.3,2.5,112.1,12.0,51.5,54.8,2.4,11.4,6.2,8.3,1.3,1.2,22.2,18-22,.818,6-15,.400,30-84,.357,,,,,,,,
5227,,,,,Top 50 quality games:,Top 50:,8,74.2,3.4,3.2,121.1,11.6,51.2,58.3,1.6,9.6,5.6,4.5,0.9,1.8,37.2,15-16,.938,1-4,.250,14-39,.359,,,,,,,,
5228,2009,Sr,6-3,Mareceo Rutledge,UNLV,MWC,32,34.8,1.1,4.9,110.3,15.6,57.2,59.1,7.4,15.0,5.6,17.1,0.2,3.6,26.0,19-27,.704,19-41,.463,27-63,.429,,,,,,,,
5229,,,,,Conf. games:,Conf. games:,16,36.8,1.5,7.5,118.7,14.7,66.3,67.7,7.2,19.6,5.3,19.1,0.5,4.4,30.6,11-15,.733,7-19,.368,17-30,.567,,,,,,,,
5230,,,,,Top 100 quality games:,Top 100:,16,36.8,1.3,4.5,113.0,13.8,54.9,56.3,6.7,13.1,2.9,9.3,0.0,2.6,31.4,10-16,.625,10-24,.417,12-27,.444,,,,,,,,
5231,,,,,Top 50 quality games:,Top 50:,8,44.6,2.0,2.9,119.1,12.1,55.0,55.5,6.1,11.8,0.0,0.0,0.0,1.7,23.3,4-7,.571,6-15,.400,7-15,.467,,,,,,,,
5232,2009,Jr,6-3,Scott Hoffman,UNLV,MWC,10,1.6,-0.1,-1.7,80.9,16.8,41.7,41.7,0.0,18.0,10.4,17.9,0.0,0.0,0.0,0-0,.000,1-1,1.000,1-5,.200,,,,,,,,
5233,,,,,Conf. games:,Conf. games:,5,1.4,0.1,4.3,104.6,14.6,50.0,50.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-3,.333,,,,,,,,
5234,,,,,Top 100 quality games:,Top 100:,3,0.5,-0.3,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,2009,Fr,6-5,DeShawn Mitchell,UNLV,MWC,21,8.7,0.2,-1.9,92.0,20.2,50.0,49.7,9.1,8.6,9.8,21.2,7.0,0.5,46.4,6-13,.462,14-28,.500,0-0,.000,,,,,,,,
5237,,,,,Conf. games:,Conf. games:,10,8.5,-0.3,-8.1,66.8,19.2,37.5,38.1,8.4,6.9,10.6,34.6,6.5,0.0,100.0,3-8,.375,3-8,.375,0-0,.000,,,,,,,,
5238,,,,,Top 100 quality games:,Top 100:,9,5.8,-0.2,-3.7,62.9,20.7,30.0,30.6,9.1,3.1,5.8,23.2,8.2,1.6,30.0,1-3,.333,3-10,.300,0-0,.000,,,,,,,,
5239,,,,,Top 50 quality games:,Top 50:,4,7.4,-0.6,-8.0,50.1,19.8,25.0,30.3,5.2,5.1,8.9,39.9,8.9,0.0,50.0,1-2,.500,1-4,.250,0-0,.000,,,,,,,,
5240,2009,Jr,6-6,Bobby Davis,USC Upstate,ASun,30,83.7,2.7,2.5,103.0,25.1,53.2,56.4,9.2,21.6,20.1,20.9,1.9,2.7,51.3,107-162,.660,165-304,.543,2-12,.167,,,,,,,,
5241,,,,,Conf. games:,Conf. games:,20,82.0,2.5,2.1,102.9,24.9,53.4,57.4,8.4,22.4,19.1,21.7,2.5,2.9,67.2,84-127,.661,98-185,.530,2-4,.500,,,,,,,,
5242,,,,,Top 100 quality games:,Top 100:,5,90.5,3.0,1.3,97.2,25.3,48.6,50.6,8.9,17.9,14.4,16.1,1.5,2.5,23.0,11-17,.647,36-70,.514,0-4,.000,,,,,,,,
5243,,,,,Top 50 quality games:,Top 50:,4,89.4,3.0,1.9,96.4,25.4,47.5,49.1,10.3,17.3,13.5,14.2,1.3,2.8,25.4,9-15,.600,28-55,.509,0-4,.000,,,,,,,,
5244,2009,Sr,6-4,Gabor Boros,USC Upstate,ASun,28,48.6,0.5,-1.5,100.0,14.7,55.0,55.5,3.3,7.5,17.7,25.8,0.5,1.6,2.3,3-3,1.000,10-18,.556,41-112,.366,,,,,,,,
5245,,,,,Conf. games:,Conf. games:,18,52.5,0.8,-1.3,106.0,13.7,56.7,57.5,3.1,6.1,17.4,23.1,0.5,1.6,3.4,3-3,1.000,7-11,.636,29-78,.372,,,,,,,,
5246,,,,,Top 100 quality games:,Top 100:,5,36.0,-0.1,-1.7,82.8,16.3,59.4,59.4,0.0,14.0,15.5,38.5,1.3,1.6,0.0,0-0,.000,2-4,.500,5-12,.417,,,,,,,,
5247,,,,,Top 50 quality games:,Top 50:,4,31.9,-0.2,-3.1,77.7,18.1,59.1,59.1,0.0,18.9,24.0,43.4,1.8,0.0,0.0,0-0,.000,2-4,.500,3-7,.429,,,,,,,,
5248,2009,Sr,6-1,Zac Rich,USC Upstate,ASun,9,2.8,-0.4,-14.0,50.3,20.4,37.5,39.1,0.0,3.3,0.0,43.7,0.0,0.0,25.0,1-2,.500,0-1,.000,2-7,.286,,,,,,,,
5249,,,,,Conf. games:,Conf. games:,3,2.0,0.2,-3.7,106.9,13.7,75.0,75.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0-0,.000,0-0,.000,2-4,.500,,,,,,,,
5250,,,,,Top 100 quality games:,Top 100:,2,3.0,-0.9,-26.9,0.0,25.4,0.0,0.0,0.0,0.0,0.0,74.2,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
5251,,,,,Top 50 quality games:,Top 50:,2,3.8,-0.9,-26.9,0.0,25.7,0.0,0.0,0.0,0.0,0.0,74.1,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
5252,2009,So,6-7,Matt Preston,USC Upstate,ASun,7,1.6,-0.2,-5.0,76.9,6.8,33.3,33.3,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-2,.000,,,,,,,,
5253,,,,,Conf. games:,Conf. games:,3,1.1,0.7,0.8,200.0,3.8,100.0,100.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,,,,,
