,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
4923,,,,,Top 50 quality games:,Top 50:,2,30.8,-0.9,73.0,13.2,21.4,18.9,5.7,0.0,22.9,11.5,0.0,0.0,28.6,0-2,.000,0-5,.000,1-2,.500,,,,
4924,2018,Fr,6-9,Stefon Fisher,Stephen F. Austin,Slnd,8,2.9,-0.0,91.7,20.7,55.6,59.1,3.2,13.3,5.2,29.3,3.6,0.0,66.7,4-6,.667,5-9,.556,0-0,.000,,,,
4925,Conf. games:,Conf. games:,4,3.1,0.1,105.8,16.9,66.7,69.5,0.0,15.3,8.8,28.7,5.5,0.0,16.7,1-1,1.000,4-6,.667,0-0,.000,,,,,,,,
4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,,,,,Total:,4-6,.667,5-9,.556,0-0,.000,,,,,,,,,,,,,,,,,,,
4928,2018,So,6-0,Khalil Richard,Siena,MAAC,29,50.8,1.1,101.1,21.6,50.7,53.9,2.4,8.8,14.4,19.6,0.2,1.2,22.2,40-50,.800,66-152,.434,32-73,.438,,,,
4929,Conf. games:,Conf. games:,15,48.1,1.4,103.3,23.4,52.0,55.4,3.4,8.3,18.9,20.1,0.3,0.8,22.6,23-28,.821,39-87,.448,17-37,.459,,,,,,,,
4930,Top 100 quality games:,Top 100:,4,50.0,-0.5,81.5,16.6,37.0,38.9,2.5,8.2,13.0,20.9,0.0,2.1,13.0,2-3,.667,4-14,.286,3-9,.333,,,,,,,,
4931,,,,,Top 50 quality games:,Top 50:,1,42.5,1.6,106.4,19.7,60.0,67.2,0.0,6.9,0.0,31.8,0.0,3.1,40.0,2-2,1.000,0-2,.000,2-3,.667,,,,
4932,2018,So,6-4,Ahsante Shivers,Siena,MAAC,32,60.1,0.3,90.9,21.7,42.7,47.9,5.5,13.1,11.5,22.0,0.8,1.3,38.6,65-90,.722,65-158,.411,23-75,.307,,,,
4933,Conf. games:,Conf. games:,18,56.8,0.3,91.5,21.8,41.4,47.4,6.0,13.5,14.2,22.1,1.6,0.7,36.9,35-45,.778,34-83,.410,11-39,.282,,,,,,,,
4934,Top 100 quality games:,Top 100:,4,76.9,2.4,103.7,21.9,46.4,52.9,5.6,9.6,5.8,16.5,0.0,2.7,45.2,15-19,.789,15-29,.517,3-13,.231,,,,,,,,
4935,,,,,Top 50 quality games:,Top 50:,1,65.0,-2.3,59.9,17.4,14.3,28.1,6.4,9.0,0.0,23.5,0.0,4.1,57.1,3-4,.750,1-4,.250,0-3,.000,,,,
4936,2018,Fr,6-2,Christian Bentley,Siena,MAAC,29,24.8,0.1,104.8,11.8,54.7,57.5,6.1,9.1,9.6,24.6,0.3,1.8,53.5,15-23,.652,13-29,.448,7-14,.500,,,,
4937,Conf. games:,Conf. games:,17,18.9,0.1,108.6,10.2,55.3,53.8,6.0,7.6,8.7,16.7,0.0,2.1,36.8,3-7,.429,6-15,.400,3-4,.750,,,,,,,,
4938,Top 100 quality games:,Top 100:,4,39.4,-0.8,78.6,12.9,40.0,41.1,9.4,10.4,9.1,34.1,1.6,1.8,20.0,1-2,.500,1-4,.250,2-6,.333,,,,,,,,
4939,,,,,Top 50 quality games:,Top 50:,1,37.5,-1.6,53.8,18.3,50.0,50.0,5.6,7.8,0.0,58.2,0.0,3.6,0.0,0-0,.000,0-2,.000,1-1,1.000,,,,
4940,2018,Sr,6-8,Jalen Henry,SIU Edwardsville,OVC,29,67.9,2.1,97.9,30.4,46.9,51.8,6.0,24.6,10.0,16.7,3.3,1.6,44.1,118-165,.715,120-272,.441,37-102,.363,,,,
4941,Conf. games:,Conf. games:,17,66.4,1.9,95.9,31.3,46.5,52.0,6.0,20.5,8.9,18.4,2.7,1.7,47.7,74-102,.725,65-149,.436,23-65,.354,,,,,,,,
4942,Top 100 quality games:,Top 100:,4,55.6,1.9,93.7,31.7,42.3,50.1,6.3,24.3,7.2,19.4,4.0,0.6,64.1,18-25,.720,9-26,.346,5-13,.385,,,,,,,,
4943,,,,,Top 50 quality games:,Top 50:,2,60.0,2.6,104.5,24.2,42.1,48.6,7.2,31.1,7.7,9.1,2.3,0.0,63.2,8-12,.667,5-13,.385,2-6,.333,,,,
4944,2018,Sr,6-6,Keenan Simmons,SIU Edwardsville,OVC,30,62.8,1.3,115.7,12.4,59.5,60.3,9.8,14.3,2.7,15.7,4.6,0.3,26.8,24-38,.632,83-139,.597,1-3,.333,,,,
4945,Conf. games:,Conf. games:,18,64.3,1.8,120.1,13.7,63.4,63.1,10.6,13.6,3.2,14.5,3.6,0.5,33.3,18-31,.581,59-93,.634,0-0,.000,,,,,,,,
4946,Top 100 quality games:,Top 100:,4,50.6,0.5,108.1,8.7,45.5,52.3,5.8,12.5,2.2,15.6,2.9,0.7,27.3,3-3,1.000,5-11,.455,0-0,.000,,,,,,,,
4947,,,,,Top 50 quality games:,Top 50:,2,45.0,-1.9,65.3,7.7,20.0,20.0,7.2,15.1,4.2,18.9,3.0,0.0,0.0,0-0,.000,1-5,.200,0-0,.000,,,,
4948,2018,So,6-4,Justin Benton,SIU Edwardsville,OVC,26,62.4,0.5,103.0,13.3,54.0,55.9,2.0,6.6,17.6,23.8,0.1,1.1,25.0,23-34,.676,36-84,.429,25-52,.481,,,,
4949,Conf. games:,Conf. games:,18,74.3,0.3,102.2,12.5,56.4,57.5,1.9,6.1,15.7,25.8,0.2,1.4,27.9,15-24,.625,17-46,.370,21-40,.525,,,,,,,,
4950,Top 100 quality games:,Top 100:,3,46.9,1.9,114.5,14.1,52.8,52.8,1.3,5.1,21.1,10.3,0.0,0.7,22.2,2-4,.500,8-14,.571,1-4,.250,,,,,,,,
4951,,,,,Top 50 quality games:,Top 50:,1,37.5,5.8,128.7,21.4,57.7,57.7,2.9,0.0,44.0,8.2,0.0,0.0,0.0,0-0,.000,6-11,.545,1-2,.500,,,,
4952,2018,Fr,6-3,Kevion Stewart,SIU Edwardsville,OVC,17,10.6,0.0,98.2,13.8,44.4,48.6,3.4,13.3,11.5,19.3,0.0,1.3,22.2,5-6,.833,0-4,.000,8-23,.348,,,,
4953,Conf. games:,Conf. games:,10,8.1,0.6,124.1,17.1,50.0,52.8,5.9,19.5,20.6,5.8,0.0,1.0,11.1,2-2,1.000,0-2,.000,6-16,.375,,,,,,,,
4954,Top 100 quality games:,Top 100:,2,12.5,1.0,118.2,15.1,50.0,46.3,4.7,0.0,19.0,0.0,0.0,0.0,16.7,0-1,.000,0-0,.000,2-6,.333,,,,,,,,
4955,,,,,Top 50 quality games:,Top 50:,1,17.5,2.0,142.4,8.8,75.0,60.6,0.0,0.0,23.2,0.0,0.0,0.0,50.0,0-1,.000,0-0,.000,1-2,.500,,,,
4956,2018,Jr,6-9,Julian Torres,SIU Edwardsville,OVC,5,6.1,0.3,83.7,29.0,45.5,46.2,8.9,16.6,6.3,21.4,6.1,0.8,24.2,4-8,.500,9-25,.360,4-8,.500,,,,
4957,Top 100 quality games:,Top 100:,2,21.3,2.3,98.4,36.8,61.9,59.9,11.1,18.7,0.0,21.9,7.0,1.6,23.8,2-5,.400,7-17,.412,4-4,1.000,,,,,,,,
4958,Top 50 quality games:,Top 50:,2,42.5,2.3,99.1,34.9,61.9,59.9,10.1,19.9,0.0,22.2,6.4,1.6,23.8,2-5,.400,7-17,.412,4-4,1.000,,,,,,,,
4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,2018,Jr,6-6,Shake Milton,SMU,Amer,22,60.6,5.2,119.8,24.7,55.1,60.6,2.1,13.5,25.9,15.7,2.3,2.4,40.5,94-111,.847,67-145,.462,56-129,.434,,,,
4961,Conf. games:,Conf. games:,9,45.6,6.2,126.7,24.1,61.4,66.1,1.1,14.0,24.8,14.5,2.5,2.3,40.0,38-44,.864,33-65,.508,23-45,.511,,,,,,,,
4962,Top 100 quality games:,Top 100:,7,47.9,5.9,116.2,25.2,56.5,60.5,2.2,13.0,34.9,18.4,2.4,2.3,44.0,28-37,.757,25-45,.556,15-39,.385,,,,,,,,
4963,,,,,Top 50 quality games:,Top 50:,4,48.8,6.2,114.9,27.3,51.8,58.6,3.7,8.1,32.1,15.9,0.8,3.5,47.3,22-26,.846,18-32,.563,7-23,.304,,,,
4964,2018,Sr,6-5,Ben Emelogu II,SMU,Amer,33,79.3,2.7,114.2,17.1,57.9,59.6,5.5,15.2,10.7,17.7,0.6,2.5,22.6,43-60,.717,59-131,.450,63-134,.470,,,,
4965,Conf. games:,Conf. games:,18,80.6,1.7,101.9,18.0,48.4,50.7,6.0,14.1,11.0,17.7,0.9,2.8,17.8,20-27,.741,39-86,.453,23-66,.348,,,,,,,,
4966,Top 100 quality games:,Top 100:,14,81.4,2.7,105.4,18.1,56.6,57.6,4.4,12.3,7.8,18.8,0.0,3.1,23.0,18-28,.643,33-65,.508,24-57,.421,,,,,,,,
4967,,,,,Top 50 quality games:,Top 50:,8,76.9,2.0,96.3,19.6,52.1,53.4,4.3,10.8,7.5,20.5,0.0,3.2,19.7,9-14,.643,19-40,.475,12-31,.387,,,,
4968,2018,Fr,6-0,Elijah Landrum,SMU,Amer,32,42.8,-0.3,89.8,13.3,37.0,38.7,2.3,8.6,10.9,14.1,0.7,2.7,13.0,10-16,.625,17-46,.370,19-77,.247,,,,
4969,Conf. games:,Conf. games:,17,44.7,0.5,102.3,13.1,45.3,47.1,2.2,8.8,15.3,16.5,1.3,2.9,9.4,5-6,.833,8-17,.471,14-47,.298,,,,,,,,
4970,Top 100 quality games:,Top 100:,14,47.7,-0.3,87.4,11.8,37.0,40.3,1.3,8.9,8.6,15.8,1.0,2.1,14.0,6-7,.857,5-18,.278,9-32,.281,,,,,,,,
4971,,,,,Top 50 quality games:,Top 50:,8,54.4,-0.4,86.6,10.4,30.6,34.5,2.0,9.4,9.0,6.8,0.0,1.8,16.1,4-5,.800,5-14,.357,3-17,.176,,,,
4972,2018,Sr,6-0,Dederick Lee,South Alabama,SB,30,40.2,-0.1,90.7,16.2,50.5,50.5,1.1,10.2,26.7,29.2,0.7,1.6,21.6,10-21,.476,4-12,.333,30-85,.353,,,,
4973,Conf. games:,Conf. games:,18,41.8,-0.2,88.2,16.9,47.0,48.3,1.8,9.6,25.3,30.4,0.4,1.5,10.4,5-7,.714,0-5,.000,21-62,.339,,,,,,,,
4974,Top 100 quality games:,Top 100:,4,43.8,1.1,101.8,18.1,63.2,63.2,1.5,3.4,21.5,30.7,0.0,1.6,0.0,0-0,.000,0-2,.000,8-17,.471,,,,,,,,
4975,,,,,Top 50 quality games:,Top 50:,1,20.0,2.5,166.8,15.3,150.0,150.0,0.0,0.0,0.0,44.4,0.0,7.0,0.0,0-0,.000,0-0,.000,2-2,1.000,,,,
4976,2018,Fr,6-7,Joe Thompson,South Alabama,SB,24,22.3,-0.3,86.1,16.1,38.7,44.5,8.7,16.1,2.2,19.5,3.3,1.3,66.0,21-35,.600,19-42,.452,1-11,.091,,,,
4977,Conf. games:,Conf. games:,15,23.5,0.0,94.1,16.1,43.9,50.1,8.5,11.4,3.5,20.3,3.3,1.0,69.7,15-23,.652,13-24,.542,1-9,.111,,,,,,,,
4978,Top 100 quality games:,Top 100:,4,26.3,0.5,97.1,19.7,23.1,39.4,9.9,5.6,0.0,0.0,2.7,1.3,76.9,8-10,.800,3-9,.333,0-4,.000,,,,,,,,
4979,,,,,Top 50 quality games:,Top 50:,1,15.0,-0.5,59.5,14.2,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1-2,.500,0-1,.000,0-0,.000,,,,
4980,2018,Sr,6-6,Nick Davis,South Alabama,SB,28,57.7,-0.5,90.4,13.4,50.4,49.4,5.6,19.3,8.2,23.0,4.1,1.7,27.6,14-35,.400,37-67,.552,18-60,.300,,,,
4981,Conf. games:,Conf. games:,17,61.3,-0.0,95.9,13.7,53.6,52.7,6.5,19.3,8.0,22.8,2.5,1.3,27.4,10-23,.435,27-46,.587,12-38,.316,,,,,,,,
4982,Top 100 quality games:,Top 100:,4,58.1,-0.0,90.5,13.8,64.7,61.3,4.5,11.5,7.6,34.5,1.2,1.8,11.8,0-2,.000,2-6,.333,6-11,.545,,,,,,,,
4983,,,,,Top 50 quality games:,Top 50:,1,42.5,-2.2,48.3,13.8,33.3,25.3,5.7,15.2,0.0,23.2,0.0,6.5,66.7,0-2,.000,1-2,.500,0-1,.000,,,,
4984,2018,Sr,6-11,Rozelle Nix,South Alabama,SB,12,8.8,-0.4,72.0,20.5,44.8,44.1,11.5,13.0,4.2,33.5,2.1,0.5,3.4,0-1,.000,13-29,.448,0-0,.000,,,,
4985,Conf. games:,Conf. games:,5,4.2,0.4,100.8,22.0,46.2,46.2,18.5,10.7,0.0,8.4,3.7,0.0,0.0,0-0,.000,6-13,.462,0-0,.000,,,,,,,,
4986,Top 100 quality games:,Top 100:,4,26.9,0.2,83.4,24.8,47.1,47.1,16.9,13.8,0.0,26.0,5.2,0.0,0.0,0-0,.000,8-17,.471,0-0,.000,,,,,,,,
4987,,,,,Top 50 quality games:,Top 50:,1,40.0,-1.8,45.6,30.8,40.0,40.0,12.2,16.1,0.0,55.3,6.9,0.0,0.0,0-0,.000,2-5,.400,0-0,.000,,,,
4988,2018,Sr,6-3,Frank Booker,South Carolina,SEC,32,67.0,3.4,119.5,19.1,57.3,60.8,2.6,12.9,10.6,12.5,1.1,2.5,36.7,79-103,.767,41-82,.500,80-199,.402,,,,
4989,Conf. games:,Conf. games:,18,67.3,4.4,125.4,20.0,55.9,61.3,2.4,14.4,11.6,8.4,1.5,2.3,48.1,63-78,.808,26-56,.464,43-106,.406,,,,,,,,
4990,Top 100 quality games:,Top 100:,21,65.5,4.0,121.0,20.3,54.0,59.6,3.0,13.9,11.1,11.0,1.3,1.9,41.9,65-78,.833,27-58,.466,49-128,.383,,,,,,,,
4991,,,,,Top 50 quality games:,Top 50:,14,60.2,3.0,110.4,21.9,47.0,54.8,3.4,15.4,11.5,13.6,0.7,2.1,45.2,45-52,.865,18-36,.500,24-79,.304,,,,
4992,2018,Sr,6-1,Wesley Myers,South Carolina,SEC,32,54.3,1.2,98.8,20.2,45.4,50.2,3.2,9.7,15.8,18.2,0.5,1.7,45.9,65-95,.684,49-131,.374,30-76,.395,,,,
4993,Conf. games:,Conf. games:,18,60.8,2.0,101.6,21.6,47.8,52.9,2.9,8.7,16.1,17.7,0.3,2.2,51.5,49-70,.700,32-91,.352,22-45,.489,,,,,,,,
4994,Top 100 quality games:,Top 100:,21,61.2,1.5,95.9,20.9,43.4,48.0,3.3,8.3,17.6,18.6,0.2,1.8,40.5,44-64,.688,34-101,.337,23-57,.404,,,,,,,,
4995,,,,,Top 50 quality games:,Top 50:,14,59.5,1.2,94.0,19.0,42.1,46.6,2.5,7.8,16.7,17.7,0.4,1.6,36.8,24-35,.686,19-59,.322,14-36,.389,,,,
4996,2018,So,7-0,Khadim Gueye,South Carolina,SEC,16,6.1,-1.1,28.9,6.1,0.0,0.0,6.9,9.2,0.0,59.6,1.5,0.7,100.0,0-2,.000,0-2,.000,0-0,.000,,,,
4997,Conf. games:,Conf. games:,10,6.0,-0.9,35.4,3.6,0.0,0.0,4.8,11.3,0.0,0.0,2.8,1.3,100.0,0-2,.000,0-2,.000,0-0,.000,,,,,,,,
4998,Top 100 quality games:,Top 100:,11,6.0,-1.1,24.6,4.2,0.0,0.0,4.2,10.0,0.0,27.4,2.4,1.2,100.0,0-2,.000,0-2,.000,0-0,.000,,,,,,,,
4999,,,,,Top 50 quality games:,Top 50:,8,6.7,-1.2,23.5,5.7,0.0,0.0,5.6,10.3,0.0,27.5,3.2,1.6,100.0,0-2,.000,0-2,.000,0-0,.000,,,,
5000,2018,Sr,5-10,Donte Wright,South Carolina St.,MEAC,30,64.5,1.1,101.4,22.1,48.3,51.4,2.4,7.7,6.9,14.3,0.3,1.4,19.1,50-61,.820,31-82,.378,82-237,.346,,,,
5001,Conf. games:,Conf. games:,16,61.1,0.6,100.0,21.5,45.9,49.0,2.7,7.5,5.8,13.7,0.0,1.0,16.3,22-26,.846,18-42,.429,37-118,.314,,,,,,,,
5002,Top 100 quality games:,Top 100:,6,66.7,2.9,105.8,26.2,54.1,57.1,2.0,10.4,11.0,13.2,0.0,1.7,19.2,12-14,.857,8-20,.400,21-53,.396,,,,,,,,
5003,,,,,Top 50 quality games:,Top 50:,2,70.0,5.8,132.3,25.8,69.2,71.1,3.6,8.9,22.9,14.9,0.0,0.9,11.5,3-3,1.000,3-8,.375,10-18,.556,,,,
5004,2018,Sr,6-2,Patrell Rogers,South Carolina St.,MEAC,20,35.9,1.0,98.7,26.7,45.2,49.5,3.6,10.6,11.8,13.2,1.0,0.9,41.3,53-78,.679,63-128,.492,15-61,.246,,,,
5005,Conf. games:,Conf. games:,16,59.7,1.4,105.3,25.9,46.7,50.7,3.6,8.8,11.4,10.6,1.1,0.6,40.7,46-68,.676,57-114,.500,14-53,.264,,,,,,,,
5006,Top 100 quality games:,Top 100:,1,2.5,-0.9,47.8,9.2,0.0,0.0,0.0,21.4,28.8,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2018,Sr,6-2,James Richardson,South Carolina St.,MEAC,28,55.0,0.3,93.6,22.1,44.2,46.0,3.0,6.0,8.9,13.0,2.3,2.6,16.8,30-46,.652,70-170,.412,34-104,.327,,,,
5009,Conf. games:,Conf. games:,16,62.8,0.4,97.1,21.3,46.0,47.6,2.7,6.7,7.8,13.5,2.1,1.4,14.9,16-24,.667,44-98,.449,20-63,.317,,,,,,,,
5010,Top 100 quality games:,Top 100:,5,40.0,-0.1,83.0,19.1,37.1,37.9,3.3,5.3,9.0,6.0,1.1,2.9,11.4,2-4,.500,7-22,.318,4-13,.308,,,,,,,,
5011,,,,,Top 50 quality games:,Top 50:,2,48.8,-0.1,80.1,23.0,32.4,34.4,7.7,9.6,4.5,6.0,0.0,4.1,23.5,2-4,.500,4-11,.364,1-6,.167,,,,
5012,2018,So,6-2,Justin Jones,South Carolina St.,MEAC,30,36.6,-0.1,88.9,20.3,44.7,45.9,2.6,10.1,6.8,17.1,0.2,1.4,17.5,16-28,.571,28-71,.394,29-89,.326,,,,
5013,Conf. games:,Conf. games:,16,26.0,-0.5,81.1,19.2,42.2,43.4,1.3,7.4,5.4,22.4,0.6,1.7,6.9,3-4,.750,8-23,.348,11-35,.314,,,,,,,,
5014,Top 100 quality games:,Top 100:,6,49.2,1.2,96.5,22.7,47.9,49.4,2.7,8.7,4.0,8.3,0.0,0.5,29.8,8-14,.571,9-23,.391,9-24,.375,,,,,,,,
5015,,,,,Top 50 quality games:,Top 50:,2,40.0,-0.1,79.8,23.0,36.1,36.1,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,5-11,.455,1-7,.143,,,,
5016,2018,Sr,5-10,Tyvoris Solomon,South Carolina St.,MEAC,8,11.7,-2.3,62.0,8.5,14.3,22.0,1.5,8.3,14.9,31.7,0.0,3.9,28.6,3-4,.750,2-11,.182,0-3,.000,,,,
5017,Top 100 quality games:,Top 100:,4,32.5,-2.2,64.0,9.3,20.0,27.4,0.0,4.9,13.9,22.9,0.0,4.2,20.0,2-2,1.000,2-7,.286,0-3,.000,,,,,,,,
5018,Top 50 quality games:,Top 50:,2,31.3,-3.4,12.3,8.8,0.0,0.0,0.0,0.0,5.7,24.4,0.0,2.1,0.0,0-0,.000,0-3,.000,0-1,.000,,,,,,,,
5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2018,Sr,6-0,Tariq Clement,South Carolina St.,MEAC,11,3.9,0.2,109.7,13.1,55.6,59.6,4.5,10.1,4.1,17.8,0.0,0.0,44.4,3-4,.750,5-9,.556,0-0,.000,,,,
5021,Conf. games:,Conf. games:,3,1.2,-0.5,41.2,15.4,0.0,16.9,0.0,28.3,0.0,0.0,0.0,0.0,100.0,1-2,.500,0-2,.000,0-0,.000,,,,,,,,
5022,Top 100 quality games:,Top 100:,4,9.2,0.4,111.4,15.4,75.0,80.8,4.8,0.0,0.0,32.8,0.0,0.0,50.0,2-2,1.000,3-4,.750,0-0,.000,,,,,,,,
5023,,,,,Top 50 quality games:,Top 50:,1,6.3,-0.1,80.4,18.0,100.0,100.0,0.0,0.0,0.0,59.8,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,
5024,2018,Jr,6-10,Tyler Hagedorn,South Dakota,Sum,31,63.2,2.4,111.2,24.2,49.2,54.3,7.1,19.4,8.4,11.7,3.2,1.5,32.9,86-104,.827,94-213,.441,41-103,.398,,,,
5025,Conf. games:,Conf. games:,14,65.2,2.2,108.4,25.2,46.9,52.4,8.7,21.4,8.8,13.1,2.1,2.2,31.7,39-46,.848,50-108,.463,12-37,.324,,,,,,,,
5026,Top 100 quality games:,Top 100:,6,69.6,1.5,93.8,24.1,43.5,46.0,3.0,17.1,6.3,9.3,3.2,0.9,18.2,10-14,.714,17-45,.378,11-32,.344,,,,,,,,
5027,,,,,Top 50 quality games:,Top 50:,4,73.8,1.6,91.6,25.5,42.3,46.0,3.5,18.9,9.1,12.4,2.6,0.5,26.9,10-14,.714,10-30,.333,8-22,.364,,,,
5028,2018,Sr,6-7,Nick Fuller,South Dakota,Sum,31,41.0,2.1,121.9,23.2,58.6,63.5,9.2,20.2,5.7,13.2,1.7,1.4,52.0,72-91,.791,86-138,.623,11-37,.297,,,,
5029,Conf. games:,Conf. games:,14,42.3,1.9,116.8,24.0,54.1,58.4,10.4,22.3,4.9,12.1,1.4,1.4,43.0,28-37,.757,39-66,.591,5-20,.250,,,,,,,,
5030,Top 100 quality games:,Top 100:,6,43.8,2.0,113.5,20.5,50.0,56.1,5.7,13.1,6.7,9.9,0.0,1.0,26.3,10-10,1.000,16-29,.552,2-9,.222,,,,,,,,
5031,,,,,Top 50 quality games:,Top 50:,4,42.5,1.7,112.7,18.6,50.0,55.2,4.6,12.1,8.0,8.5,0.0,1.6,21.7,5-5,1.000,10-17,.588,1-6,.167,,,,
5032,2018,Sr,6-3,Carlton Hurst,South Dakota,Sum,19,34.8,1.1,112.6,13.5,62.9,63.5,6.9,13.9,5.3,20.9,1.0,2.2,64.3,28-45,.622,41-62,.661,2-8,.250,,,,
5033,Conf. games:,Conf. games:,2,7.9,-0.2,88.1,18.1,33.3,39.6,16.1,17.5,3.6,21.6,0.0,2.6,55.6,3-5,.600,3-7,.429,0-2,.000,,,,,,,,
5034,Top 100 quality games:,Top 100:,4,35.0,0.5,105.5,9.1,54.2,57.2,0.0,10.9,3.6,13.9,2.5,3.1,50.0,4-6,.667,5-9,.556,1-3,.333,,,,,,,,
5035,,,,,Top 50 quality games:,Top 50:,3,44.4,0.5,103.1,9.6,59.1,58.1,0.0,6.6,4.5,15.7,1.4,3.0,36.4,2-4,.500,5-8,.625,1-3,.333,,,,
5036,2018,Sr,6-8,Austin Sparks,South Dakota,Sum,26,12.3,0.1,109.9,10.9,50.0,58.8,5.2,10.7,3.1,19.9,0.7,0.7,50.0,10-11,.909,11-22,.500,0-0,.000,,,,
5037,Conf. games:,Conf. games:,12,12.7,0.2,122.9,7.4,50.0,55.9,3.3,6.2,6.6,10.9,0.0,0.0,25.0,2-2,1.000,4-8,.500,0-0,.000,,,,,,,,
5038,Top 100 quality games:,Top 100:,6,8.8,0.4,117.6,16.2,75.0,80.8,9.6,10.9,0.0,31.3,0.0,0.0,50.0,2-2,1.000,3-4,.750,0-0,.000,,,,,,,,
5039,,,,,Top 50 quality games:,Top 50:,4,11.3,0.5,116.3,18.8,75.0,80.8,11.5,6.5,0.0,31.6,0.0,0.0,50.0,2-2,1.000,3-4,.750,0-0,.000,,,,
5040,2018,Sr,6-4,Joshua Doss,South Dakota,Sum,22,8.1,0.3,119.3,12.3,62.5,71.6,6.8,21.6,7.8,26.8,1.0,2.7,83.3,9-10,.900,6-8,.750,1-4,.250,,,,
5041,Conf. games:,Conf. games:,10,12.1,0.1,108.2,10.2,50.0,58.7,6.9,22.7,4.5,24.9,1.6,1.7,71.4,4-5,.800,2-4,.500,1-3,.333,,,,,,,,
5042,Top 100 quality games:,Top 100:,6,5.4,1.3,306.2,4.8,0.0,105.3,7.7,35.2,20.9,0.0,0.0,0.0,0.0,2-2,1.000,0-0,.000,0-0,.000,,,,,,,,
5043,,,,,Top 50 quality games:,Top 50:,4,6.3,1.6,306.6,6.3,0.0,105.3,10.3,23.5,28.1,0.0,0.0,0.0,0.0,2-2,1.000,0-0,.000,0-0,.000,,,,
5044,2018,Fr,6-3,Jack Stensgard,South Dakota,Sum,9,1.5,-0.4,36.0,10.1,0.0,0.0,6.3,0.0,7.9,0.0,0.0,0.0,0.0,0-0,.000,0-2,.000,0-2,.000,,,,
5045,Conf. games:,Conf. games:,3,0.9,-0.5,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,,,,,
5046,Top 100 quality games:,Top 100:,2,1.3,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,,,,,
5047,,,,,Top 50 quality games:,Top 50:,1,1.3,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
5048,2018,Sr,6-7,Reed Tellinghuisen,South Dakota St.,Sum,31,77.6,2.9,121.5,16.0,57.1,59.8,2.6,13.1,8.0,8.2,2.0,0.9,30.8,61-82,.744,68-124,.548,56-142,.394,,,,
5049,Conf. games:,Conf. games:,14,81.4,2.5,119.1,16.0,54.7,57.6,2.7,10.6,6.3,6.9,2.3,1.2,24.8,25-32,.781,36-65,.554,23-64,.359,,,,,,,,
5050,Top 100 quality games:,Top 100:,9,77.3,3.2,123.4,13.8,65.4,66.3,1.1,12.5,6.6,12.1,1.4,0.7,32.4,15-22,.682,13-27,.481,21-41,.512,,,,,,,,
5051,,,,,Top 50 quality games:,Top 50:,3,73.3,1.6,107.9,12.8,60.0,59.4,2.3,15.3,2.2,14.5,2.7,1.2,20.0,2-4,.500,3-6,.500,6-14,.429,,,,
5052,2018,Sr,6-5,Lane Severyn,South Dakota St.,Sum,30,33.3,1.2,130.0,10.5,69.0,68.4,7.0,7.3,6.2,16.5,1.2,1.5,36.2,13-21,.619,10-21,.476,20-37,.541,,,,
5053,Conf. games:,Conf. games:,13,25.2,1.1,139.3,10.6,66.7,65.6,8.9,8.0,3.4,7.5,0.0,1.6,16.7,2-4,.500,4-8,.500,8-16,.500,,,,,,,,
5054,Top 100 quality games:,Top 100:,9,32.5,1.2,130.0,8.3,86.4,83.0,6.3,6.3,3.9,26.7,2.6,0.9,54.5,4-6,.667,2-5,.400,5-6,.833,,,,,,,,
5055,,,,,Top 50 quality games:,Top 50:,3,26.7,-0.0,102.1,5.6,50.0,50.0,6.3,7.0,5.3,30.1,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
5056,2018,Jr,5-10,Brandon Key,South Dakota St.,Sum,30,45.0,1.1,103.7,21.4,48.5,53.6,2.2,6.3,28.2,22.5,0.0,1.7,56.2,53-77,.688,50-100,.500,11-37,.297,,,,
5057,Conf. games:,Conf. games:,13,36.8,1.0,111.2,18.9,50.0,53.6,2.8,4.5,27.6,18.7,0.0,2.2,51.1,15-23,.652,18-33,.545,3-12,.250,,,,,,,,
