,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
581,,,,,Conf. games:,Conf. games:,16,86.0,2.8,3.1,106.4,21.9,52.5,56.4,0.9,12.0,23.2,23.6,0.0,3.5,35.6,43-57,.754,39-88,.443,30-72,.417,,,,
582,,,,,Top 100 quality games:,Top 100:,5,90.0,3.1,3.5,105.9,19.3,45.6,48.0,0.7,10.4,30.0,16.6,0.6,3.2,8.8,5-5,1.000,14-36,.389,8-21,.381,,,,
583,,,,,Top 50 quality games:,Top 50:,1,100.0,6.2,4.5,119.0,20.4,57.7,59.4,0.0,2.8,30.8,18.9,0.0,2.6,7.7,1-1,1.000,6-10,.600,1-3,.333,,,,
584,2011,Sr,6-8,Jawaan Alston,Buffalo,MAC,33,46.2,0.9,-2.2,104.4,16.8,59.8,60.0,10.4,8.7,11.1,26.3,2.1,1.5,50.4,34-59,.576,70-117,.598,0-0,.000,,,,
585,,,,,Conf. games:,Conf. games:,16,40.3,0.4,-3.3,102.2,14.3,55.3,57.3,7.9,14.7,12.4,28.0,1.7,1.6,55.3,13-21,.619,21-38,.553,0-0,.000,,,,
586,,,,,Top 100 quality games:,Top 100:,5,38.5,-0.5,-9.8,73.8,18.3,45.5,47.3,14.0,7.0,9.0,41.0,0.0,0.0,72.7,4-8,.500,5-11,.455,0-0,.000,,,,
587,,,,,Top 50 quality games:,Top 50:,1,27.5,-0.4,-22.5,62.0,34.2,40.0,40.0,23.5,10.1,0.0,41.1,0.0,0.0,0.0,0-0,.000,2-5,.400,0-0,.000,,,,
588,2011,So,6-7,Mike Clifford,Buffalo,MAC,16,3.5,0.3,0.7,121.1,17.4,58.3,59.6,16.3,27.8,8.9,14.8,0.0,0.0,25.0,2-3,.667,7-12,.583,0-0,.000,,,,
589,,,,,Conf. games:,Conf. games:,11,5.1,0.3,-0.9,115.7,16.2,57.1,60.2,15.7,31.2,11.9,23.0,0.0,0.0,14.3,1-1,1.000,4-7,.571,0-0,.000,,,,
590,,,,,Top 100 quality games:,Top 100:,1,4.0,3.0,14.8,207.2,11.7,100.0,101.7,15.0,50.3,24.3,0.0,0.0,0.0,100.0,1-1,1.000,1-1,1.000,0-0,.000,,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2011,Sr,6-8,Matt Howard,Butler,Horz,36,75.0,5.3,9.7,120.7,26.2,53.5,59.9,10.1,13.8,10.6,12.8,2.4,2.3,57.2,179-226,.792,132-262,.504,53-133,.398,,,,
593,,,,,Conf. games:,Conf. games:,17,71.0,4.6,8.2,118.1,26.5,54.9,59.0,11.2,20.0,11.7,14.1,2.4,2.4,49.7,66-91,.725,57-120,.475,29-63,.460,,,,
594,,,,,Top 100 quality games:,Top 100:,17,79.0,4.7,8.4,112.5,24.9,50.8,57.4,7.9,13.2,8.8,15.8,2.2,2.4,51.6,77-96,.802,48-108,.444,31-78,.397,,,,
595,,,,,Top 50 quality games:,Top 50:,8,81.8,5.4,9.2,113.5,24.3,46.7,54.8,6.8,11.8,5.3,8.6,1.3,2.3,61.5,44-56,.786,23-57,.404,13-34,.382,,,,
596,2011,Jr,6-3,Shelvin Mack,Butler,Horz,37,79.4,4.0,5.7,107.1,27.9,49.0,53.2,2.7,10.0,25.1,16.9,0.3,1.4,32.6,120-156,.769,107-237,.451,85-242,.351,,,,
597,,,,,Conf. games:,Conf. games:,18,81.2,3.6,3.6,106.6,26.9,47.5,53.1,2.1,13.9,23.8,18.4,0.2,1.2,31.7,60-70,.857,51-113,.451,36-108,.333,,,,
598,,,,,Top 100 quality games:,Top 100:,17,79.4,4.2,6.0,103.9,28.3,50.5,54.3,2.7,9.7,24.8,20.1,0.4,1.3,34.1,55-74,.743,42-93,.452,45-124,.363,,,,
599,,,,,Top 50 quality games:,Top 50:,8,79.1,5.3,9.9,104.7,32.3,51.8,56.2,3.7,7.0,27.3,18.7,0.9,2.4,39.8,34-45,.756,21-44,.477,25-69,.362,,,,
600,2011,Sr,6-0,Shawn Vanzant,Butler,Horz,37,70.9,2.0,3.0,109.7,15.2,50.6,53.9,1.9,9.0,12.0,14.9,0.2,1.7,29.6,53-72,.736,72-156,.462,34-87,.391,,,,
601,,,,,Conf. games:,Conf. games:,18,74.4,2.6,2.8,118.9,14.5,54.7,57.9,2.1,11.6,11.2,12.7,0.0,1.6,29.7,27-35,.771,39-80,.487,17-38,.447,,,,
602,,,,,Top 100 quality games:,Top 100:,17,70.9,2.4,3.9,109.5,15.1,50.0,54.3,1.9,9.8,13.4,16.6,0.5,1.6,29.1,26-32,.813,25-64,.391,20-46,.435,,,,
603,,,,,Top 50 quality games:,Top 50:,8,70.2,0.4,2.1,85.8,15.7,44.3,45.1,1.9,9.5,14.1,22.6,0.0,2.2,9.4,3-5,.600,13-31,.419,7-22,.318,,,,
604,2011,Sr,6-1,Zach Hahn,Butler,Horz,36,40.2,0.8,1.2,98.1,17.9,45.0,48.3,2.0,4.5,12.9,18.9,0.0,1.4,16.6,24-28,.857,10-34,.294,44-135,.326,,,,
605,,,,,Conf. games:,Conf. games:,17,41.2,1.5,2.6,115.8,16.5,60.1,61.8,2.9,5.0,9.0,18.9,0.0,1.0,11.4,8-9,.889,7-13,.538,27-66,.409,,,,
606,,,,,Top 100 quality games:,Top 100:,16,36.2,1.0,2.3,99.6,17.8,44.4,47.5,1.8,4.8,17.0,17.9,0.0,2.0,14.1,9-10,.900,6-16,.375,17-55,.309,,,,
607,,,,,Top 50 quality games:,Top 50:,8,34.5,-0.8,-3.7,63.2,17.7,23.3,28.2,0.0,2.1,18.0,21.9,0.0,2.2,13.3,4-4,1.000,1-7,.143,4-23,.174,,,,
608,2011,Sr,6-5,Grant Leiendecker,Butler,Horz,14,1.9,0.3,14.9,115.3,25.4,75.0,82.9,0.0,25.3,0.0,33.5,4.1,4.3,75.0,6-6,1.000,0-0,.000,4-8,.500,,,,
609,,,,,Conf. games:,Conf. games:,7,1.8,0.1,10.4,81.5,32.3,100.0,101.3,0.0,29.2,0.0,59.4,0.0,4.8,66.7,2-2,1.000,0-0,.000,2-3,.667,,,,
610,,,,,Top 100 quality games:,Top 100:,6,1.0,0.3,22.7,119.4,36.6,150.0,120.7,0.0,68.7,0.0,47.8,0.0,17.5,400.0,4-4,1.000,0-0,.000,1-1,1.000,,,,
611,,,,,Top 50 quality games:,Top 50:,2,0.9,1.0,69.6,229.2,22.6,150.0,128.2,0.0,80.2,0.0,0.0,0.0,20.7,200.0,2-2,1.000,0-0,.000,1-1,1.000,,,,
612,2011,Sr,6-5,Alex Anglin,Butler,Horz,17,4.5,-0.2,-2.0,86.5,8.3,50.0,50.0,5.3,7.3,2.7,33.4,1.8,0.0,0.0,0-0,.000,2-4,.500,1-3,.333,,,,
613,,,,,Conf. games:,Conf. games:,8,2.5,-0.7,-6.6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
614,,,,,Top 100 quality games:,Top 100:,5,1.7,-0.5,-9.3,27.8,9.6,0.0,0.0,9.5,20.0,0.0,52.9,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
615,,,,,Top 50 quality games:,Top 50:,3,2.8,-0.6,-10.8,25.8,13.2,0.0,0.0,11.8,26.7,0.0,52.2,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
616,2011,Sr,6-2,Jimmer Fredette,BYU,MWC,36,89.4,7.4,10.5,114.7,36.6,53.1,59.2,2.0,5.6,28.6,15.3,0.1,2.1,36.9,250-280,.893,221-450,.491,121-308,.393,,,,
617,,,,,Conf. games:,Conf. games:,16,92.0,8.2,10.9,114.7,38.5,52.2,60.0,1.9,8.5,27.8,15.7,0.0,2.3,47.1,145-161,.901,93-209,.445,57-133,.429,,,,
618,,,,,Top 100 quality games:,Top 100:,20,93.8,9.0,11.2,115.1,38.8,52.7,58.7,1.8,6.9,32.2,14.9,0.0,2.2,37.8,152-174,.874,136-276,.493,71-184,.386,,,,
619,,,,,Top 50 quality games:,Top 50:,12,94.0,9.3,11.7,115.2,38.3,54.3,59.7,1.8,6.9,31.0,15.4,0.0,2.1,37.0,84-98,.857,75-154,.487,46-111,.414,,,,
620,2011,Sr,6-3,Jackson Emery,BYU,MWC,36,81.1,4.0,9.5,122.6,16.3,55.0,58.3,1.3,5.9,14.2,9.3,0.7,4.8,23.6,68-82,.829,59-99,.596,88-248,.355,,,,
621,,,,,Conf. games:,Conf. games:,16,83.4,4.5,9.5,124.8,16.6,59.9,62.7,1.1,8.0,14.7,11.9,0.9,4.5,16.8,25-27,.926,26-42,.619,47-119,.395,,,,
622,,,,,Top 100 quality games:,Top 100:,20,85.3,4.4,9.4,122.1,15.5,53.9,57.4,1.3,7.6,13.0,9.0,0.7,4.9,23.6,38-45,.844,34-57,.596,46-134,.343,,,,
623,,,,,Top 50 quality games:,Top 50:,12,83.3,4.1,8.7,116.4,16.1,54.3,56.7,1.1,8.6,10.4,10.6,0.7,4.7,16.2,16-19,.842,23-38,.605,27-79,.342,,,,
624,2011,Sr,6-6,Logan Magnusson,BYU,MWC,34,27.4,0.4,-1.2,105.7,11.6,50.8,51.4,7.2,10.2,8.2,19.4,0.0,1.0,30.2,10-19,.526,20-42,.476,8-21,.381,,,,
625,,,,,Conf. games:,Conf. games:,14,26.1,0.5,-1.0,111.9,8.6,58.8,52.9,6.9,14.0,9.7,19.4,0.0,1.3,35.3,1-6,.167,7-9,.778,2-8,.250,,,,
626,,,,,Top 100 quality games:,Top 100:,18,25.0,0.4,-2.8,102.5,11.6,50.0,51.0,7.8,9.2,6.6,21.7,0.0,0.6,29.0,5-9,.556,8-19,.421,5-12,.417,,,,
627,,,,,Top 50 quality games:,Top 50:,10,19.2,0.5,-2.6,102.7,12.6,53.8,52.0,8.7,10.2,11.1,24.5,0.0,0.6,38.5,2-5,.400,4-10,.400,2-3,.667,,,,
628,2011,Jr,6-10,James Anderson,BYU,MWC,30,15.9,-0.4,-4.5,76.1,13.0,32.5,31.5,7.2,4.6,4.1,13.0,7.3,1.2,65.0,7-26,.269,13-40,.325,0-0,.000,,,,
629,,,,,Conf. games:,Conf. games:,13,12.5,-0.1,-3.2,90.3,8.4,44.4,38.4,7.2,6.6,4.0,16.5,12.1,0.7,33.3,0-3,.000,4-9,.444,0-0,.000,,,,
630,,,,,Top 100 quality games:,Top 100:,17,19.0,-0.4,-3.4,76.6,11.0,32.0,29.5,6.6,7.1,5.3,13.5,9.5,1.1,32.0,1-8,.125,8-25,.320,0-0,.000,,,,
631,,,,,Top 50 quality games:,Top 50:,11,22.5,-0.7,-2.2,68.3,10.8,23.5,22.1,7.4,6.8,4.5,9.8,9.7,1.6,41.2,1-7,.143,4-17,.235,0-0,.000,,,,
632,2011,Sr,6-4,Shawn Lewis,Cal Poly,BW,29,77.6,2.1,1.5,92.2,33.1,42.3,48.3,4.2,11.9,20.1,19.4,1.2,2.9,44.5,124-171,.725,101-238,.424,41-146,.281,,,,
633,,,,,Conf. games:,Conf. games:,16,76.3,1.6,0.4,88.3,34.3,39.9,45.8,3.9,14.9,19.9,21.0,1.8,3.0,45.1,67-96,.698,58-136,.426,18-77,.234,,,,
634,,,,,Top 100 quality games:,Top 100:,4,83.8,2.0,0.9,87.5,27.6,41.3,45.4,3.5,4.6,19.6,16.0,1.9,1.0,21.2,9-11,.818,8-24,.333,9-28,.321,,,,
635,,,,,Top 50 quality games:,Top 50:,2,85.0,3.6,1.2,96.4,26.0,41.4,43.7,3.5,5.8,15.2,3.8,3.9,0.0,13.8,3-4,.750,6-13,.462,4-16,.250,,,,
636,2011,Fr,6-8,Ben Kelly,Cal Poly,BW,8,2.3,-0.6,-15.0,35.5,17.2,25.0,25.0,0.0,27.1,0.0,42.1,0.0,0.0,0.0,0-0,.000,0-1,.000,1-5,.200,,,,
637,,,,,Conf. games:,Conf. games:,4,1.3,-0.6,-24.8,0.0,18.6,0.0,0.0,0.0,14.9,0.0,44.6,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
638,,,,,Top 100 quality games:,Top 100:,2,2.5,-0.7,-34.7,0.0,40.8,0.0,0.0,0.0,93.0,0.0,40.2,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
639,,,,,Top 50 quality games:,Top 50:,1,3.8,-1.0,-26.7,0.0,38.9,0.0,0.0,0.0,131.1,0.0,57.3,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
640,2011,Fr,6-10,Ben Eisenhardt,Cal Poly,BW,18,7.0,-0.0,-3.8,98.4,10.4,29.2,35.9,7.1,5.9,5.2,0.0,4.5,0.8,58.3,4-7,.571,2-5,.400,1-7,.143,,,,
641,,,,,Conf. games:,Conf. games:,15,10.0,0.2,-1.5,120.9,10.2,43.8,48.6,8.8,5.6,3.4,0.0,3.9,1.0,87.5,4-7,.571,2-4,.500,1-4,.250,,,,
642,,,,,Top 100 quality games:,Top 100:,1,1.3,-0.6,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2011,Fr,6-10,Ryan Pembleton,Cal Poly,BW,16,5.9,-0.5,-0.1,68.2,4.5,0.0,25.6,5.0,19.4,0.0,21.0,5.4,2.8,200.0,2-4,.500,0-2,.000,0-0,.000,,,,
645,,,,,Conf. games:,Conf. games:,7,3.9,0.1,2.7,123.6,2.9,0.0,52.6,4.5,14.3,0.0,0.0,10.0,2.7,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
646,,,,,Top 100 quality games:,Top 100:,4,15.0,-0.5,-4.5,74.4,5.1,0.0,25.6,4.9,15.5,0.0,0.0,0.0,0.0,200.0,1-2,.500,0-1,.000,0-0,.000,,,,
647,,,,,Top 50 quality games:,Top 50:,2,20.0,-0.4,-3.8,76.2,7.8,0.0,25.6,7.5,24.6,0.0,0.0,0.0,0.0,200.0,1-2,.500,0-1,.000,0-0,.000,,,,
648,2011,Sr,5-10,Devon Peltier,Cal St. Fullerton,BW,30,79.4,3.3,0.9,115.7,20.0,57.7,62.5,1.9,4.0,7.2,16.3,0.1,1.2,31.7,89-99,.899,72-139,.518,72-173,.416,,,,
649,,,,,Conf. games:,Conf. games:,16,75.8,3.5,1.7,120.4,19.2,60.3,65.6,1.2,5.7,7.5,16.0,0.3,1.2,35.1,49-53,.925,34-64,.531,38-87,.437,,,,
650,,,,,Top 100 quality games:,Top 100:,4,85.0,3.4,2.1,108.6,18.9,58.7,60.7,0.0,1.6,3.6,15.4,0.0,0.8,19.6,7-9,.778,12-24,.500,10-22,.455,,,,
651,,,,,Top 50 quality games:,Top 50:,2,87.5,2.7,-0.3,95.1,23.9,53.7,57.0,0.0,0.0,0.0,17.5,0.0,0.0,22.2,5-6,.833,4-13,.308,7-14,.500,,,,
652,2011,Sr,6-6,Jer'Vaughn Johnson,Cal St. Fullerton,BW,26,64.1,2.7,-0.4,105.0,25.4,52.7,57.3,10.3,14.9,10.4,20.1,1.2,1.8,48.1,93-126,.738,138-254,.543,0-8,.000,,,,
653,,,,,Conf. games:,Conf. games:,16,77.7,2.7,-0.4,105.5,24.3,50.6,55.5,9.9,19.1,10.4,18.0,1.5,1.7,46.4,57-77,.740,84-160,.525,0-6,.000,,,,
654,,,,,Top 100 quality games:,Top 100:,4,68.1,0.5,-4.6,78.3,27.7,41.3,43.9,8.6,4.0,2.3,22.4,1.0,2.6,23.9,7-11,.636,19-45,.422,0-1,.000,,,,
655,,,,,Top 50 quality games:,Top 50:,2,62.5,-1.5,-12.5,57.3,29.4,38.9,41.2,4.8,0.0,0.0,35.9,0.0,2.3,16.7,2-3,.667,7-17,.412,0-1,.000,,,,
656,2011,Sr,6-4,Roger Guardia,Cal St. Fullerton,BW,18,15.8,-0.3,-4.0,88.2,12.5,50.0,51.5,5.6,12.4,3.0,29.4,0.0,1.5,5.7,2-2,1.000,4-8,.500,9-27,.333,,,,
657,,,,,Conf. games:,Conf. games:,7,12.1,-1.7,-9.4,45.7,12.0,23.1,23.1,3.0,17.9,4.4,37.1,0.0,1.5,0.0,0-0,.000,0-1,.000,2-12,.167,,,,
658,,,,,Top 100 quality games:,Top 100:,4,34.4,-0.3,-0.9,86.9,9.4,40.0,40.0,3.8,4.0,3.7,10.9,0.0,3.1,0.0,0-0,.000,4-5,.800,0-5,.000,,,,
659,,,,,Top 50 quality games:,Top 50:,2,35.0,1.0,0.7,112.2,10.8,50.0,50.0,4.3,0.0,8.1,0.0,0.0,2.1,0.0,0-0,.000,3-4,.750,0-2,.000,,,,
660,2011,Jr,6-7,Steve Jurich,Cal St. Fullerton,BW,16,16.8,-0.4,-6.7,82.6,15.1,45.1,44.4,5.3,8.1,4.7,22.6,0.0,0.9,43.9,7-18,.389,8-17,.471,7-24,.292,,,,
661,,,,,Conf. games:,Conf. games:,5,5.4,-1.3,-7.4,36.5,10.4,20.0,18.3,3.4,23.3,0.0,31.7,0.0,1.7,20.0,0-1,.000,1-3,.333,0-2,.000,,,,
662,,,,,Top 100 quality games:,Top 100:,3,25.6,0.1,-6.9,84.4,17.8,50.0,50.3,10.2,0.0,10.4,30.9,0.0,0.0,22.2,1-2,.500,3-4,.750,1-5,.200,,,,
663,,,,,Top 50 quality games:,Top 50:,2,31.3,-1.4,-11.9,53.5,15.5,37.5,37.5,4.8,0.0,7.8,45.3,0.0,0.0,0.0,0-0,.000,0-1,.000,1-3,.333,,,,
664,2011,Sr,6-3,Eric Williams,Cal St. Fullerton,BW,23,16.5,-0.4,-5.1,81.7,12.3,47.8,55.7,1.8,11.8,9.9,40.3,0.6,2.6,52.2,10-12,.833,5-13,.385,4-10,.400,,,,
665,,,,,Conf. games:,Conf. games:,11,13.0,0.1,-3.1,95.8,16.4,60.0,63.8,1.4,16.6,11.4,33.6,0.0,2.8,53.3,6-8,.750,3-8,.375,4-7,.571,,,,
666,,,,,Top 100 quality games:,Top 100:,2,8.8,-1.8,-12.0,11.6,15.8,0.0,0.0,0.0,0.0,12.6,76.7,0.0,4.1,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
667,,,,,Top 50 quality games:,Top 50:,1,10.0,-1.7,-6.8,25.2,14.6,0.0,0.0,0.0,0.0,22.7,50.1,0.0,7.3,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
668,2011,Sr,6-7,Markhuri Sanders-Frison,California,P12,30,60.5,2.9,2.8,110.9,19.6,59.4,60.2,10.2,13.6,8.0,16.7,2.5,1.1,44.6,61-100,.610,130-221,.588,2-3,.667,,,,
669,,,,,Conf. games:,Conf. games:,18,68.2,3.9,3.7,118.4,20.4,60.4,60.6,10.7,18.1,8.9,12.5,2.8,1.3,42.2,38-65,.585,90-151,.596,2-3,.667,,,,
670,,,,,Top 100 quality games:,Top 100:,23,61.5,2.4,1.5,105.3,18.9,57.9,58.1,9.0,12.8,8.5,18.5,2.8,1.1,33.3,32-57,.561,96-169,.568,2-2,1.000,,,,
671,,,,,Top 50 quality games:,Top 50:,12,58.5,1.1,-0.3,90.2,19.6,46.2,47.2,7.9,10.8,8.6,17.6,2.8,1.5,29.7,14-27,.519,42-91,.462,0-0,.000,,,,
672,2011,Jr,6-4,Nigel Carter,California,P12,24,14.6,-0.4,-3.6,75.5,13.7,40.5,39.7,4.5,8.2,3.7,21.7,0.6,0.6,40.5,5-15,.333,3-17,.176,8-20,.400,,,,
673,,,,,Conf. games:,Conf. games:,11,8.5,-1.4,-12.7,15.6,13.4,0.0,0.0,2.1,11.5,7.4,48.9,0.0,0.9,11.1,0-1,.000,0-4,.000,0-5,.000,,,,
674,,,,,Top 100 quality games:,Top 100:,18,14.0,-0.4,-3.9,73.4,13.7,37.9,37.6,4.3,9.7,3.8,20.4,0.8,0.4,31.0,3-9,.333,2-15,.133,6-14,.429,,,,
675,,,,,Top 50 quality games:,Top 50:,10,13.6,-1.3,-6.8,38.1,12.1,7.1,9.4,6.4,7.7,4.9,12.8,1.5,0.0,28.6,1-4,.250,1-11,.091,0-3,.000,,,,
676,2011,Sr,6-6,Preston Dodson,Campbell,ASun,26,59.5,1.6,-1.6,109.4,16.4,52.6,56.1,7.8,11.9,10.0,16.4,2.4,1.4,50.6,53-79,.671,82-155,.529,0-1,.000,,,,
677,,,,,Conf. games:,Conf. games:,18,61.1,1.3,-1.6,105.5,16.3,52.7,55.0,7.4,15.3,9.2,17.2,2.7,1.2,45.5,31-50,.620,58-109,.532,0-1,.000,,,,
678,,,,,Top 100 quality games:,Top 100:,3,48.1,-0.4,-2.6,82.4,12.6,50.0,46.8,5.6,16.1,11.6,29.8,2.9,0.8,33.3,1-4,.250,6-12,.500,0-0,.000,,,,
679,,,,,Top 50 quality games:,Top 50:,2,51.3,-1.3,-5.0,68.7,12.4,40.0,38.9,5.7,11.8,10.8,33.9,2.6,1.4,60.0,1-3,.333,2-5,.400,0-0,.000,,,,
680,2011,Sr,6-3,Junard Hartley,Campbell,ASun,30,84.1,1.1,-1.6,93.8,21.6,43.7,48.9,2.8,6.6,29.9,25.8,0.5,2.7,44.5,79-113,.699,84-200,.420,18-54,.333,,,,
681,,,,,Conf. games:,Conf. games:,20,86.0,1.1,-1.9,92.9,22.2,42.6,48.8,2.9,6.8,29.4,25.7,0.5,2.5,45.4,61-83,.735,57-144,.396,14-39,.359,,,,
682,,,,,Top 100 quality games:,Top 100:,4,78.1,0.4,-4.3,79.7,22.7,38.1,40.1,3.5,7.9,26.6,28.6,0.0,1.4,14.3,4-6,.667,7-30,.233,6-12,.500,,,,
683,,,,,Top 50 quality games:,Top 50:,2,67.5,0.8,-0.6,87.3,18.8,38.2,39.0,4.3,11.2,22.7,17.0,0.0,2.1,11.8,1-2,.500,2-10,.200,3-7,.429,,,,
684,2011,Jr,6-8,Keishawn Mayes,Campbell,ASun,24,19.4,0.3,-5.0,92.3,22.0,53.0,52.6,10.4,9.4,6.8,23.3,2.1,1.8,43.3,14-29,.483,34-66,.515,1-1,1.000,,,,
685,,,,,Conf. games:,Conf. games:,17,18.0,-0.3,-8.2,77.2,20.0,42.4,43.5,8.9,10.2,5.7,26.8,1.6,0.8,60.6,9-20,.450,14-33,.424,0-0,.000,,,,
686,,,,,Top 100 quality games:,Top 100:,4,23.8,-0.5,-4.5,65.0,19.1,50.0,43.8,2.8,16.3,0.0,32.0,2.9,4.6,30.0,0-3,.000,5-10,.500,0-0,.000,,,,
687,,,,,Top 50 quality games:,Top 50:,2,27.5,-1.1,1.2,54.6,15.9,40.0,31.1,0.0,22.0,0.0,16.5,4.8,7.9,60.0,0-3,.000,2-5,.400,0-0,.000,,,,
688,2011,Jr,6-10,Martell Jackson,Campbell,ASun,28,29.4,0.2,-4.4,90.9,20.8,51.0,51.5,10.3,14.2,5.0,23.7,3.8,0.7,40.6,20-39,.513,49-96,.510,0-0,.000,,,,
689,,,,,Conf. games:,Conf. games:,18,26.3,-0.2,-5.4,80.8,19.5,45.5,45.0,9.4,17.4,4.1,24.6,3.9,1.1,36.4,8-20,.400,25-55,.455,0-0,.000,,,,
690,,,,,Top 100 quality games:,Top 100:,4,28.8,-0.6,-7.6,63.0,23.2,33.3,38.3,11.8,16.2,5.0,38.0,0.0,1.3,41.7,3-5,.600,4-12,.333,0-0,.000,,,,
691,,,,,Top 50 quality games:,Top 50:,2,18.8,-1.5,-22.7,25.0,33.9,0.0,16.9,15.5,48.5,13.3,68.1,0.0,0.0,100.0,1-2,.500,0-2,.000,0-0,.000,,,,
692,2011,Jr,6-1,Cole Dewey,Campbell,ASun,7,3.0,0.3,-2.3,106.3,18.4,66.7,68.8,0.0,6.8,6.2,27.2,0.0,0.0,44.4,3-4,.750,3-4,.750,2-5,.400,,,,
693,,,,,Conf. games:,Conf. games:,5,3.7,0.4,-1.2,105.5,19.2,71.4,73.0,0.0,8.2,7.5,31.1,0.0,0.0,57.1,3-4,.750,2-3,.667,2-4,.500,,,,
694,,,,,Top 100 quality games:,Top 100:,2,11.9,1.9,6.9,130.6,20.1,100.0,93.2,0.0,6.5,14.3,30.4,0.0,0.0,100.0,3-4,.750,1-1,1.000,2-3,.667,,,,
695,,,,,Top 50 quality games:,Top 50:,1,12.5,3.7,23.7,150.8,32.0,100.0,93.2,0.0,12.1,50.0,18.0,0.0,0.0,100.0,3-4,.750,1-1,1.000,2-3,.667,,,,
696,2011,So,6-7,Larry Awosanya,Campbell,ASun,13,3.7,-0.5,-12.7,45.0,15.8,28.6,28.6,8.1,13.6,4.1,50.9,2.7,1.4,0.0,0-0,.000,2-7,.286,0-0,.000,,,,
697,,,,,Conf. games:,Conf. games:,11,5.0,-0.4,-9.1,56.8,13.6,33.3,33.3,8.8,15.4,4.7,44.0,3.0,1.5,0.0,0-0,.000,2-6,.333,0-0,.000,,,,
698,,,,,Top 100 quality games:,Top 100:,1,8.1,0.6,1.2,95.4,16.8,100.0,100.0,8.3,19.1,20.7,53.1,8.6,0.0,0.0,0-0,.000,2-2,1.000,0-0,.000,,,,
699,,,,,Top 50 quality games:,Top 50:,1,16.3,0.8,1.2,97.7,17.0,100.0,100.0,8.9,18.6,22.2,52.0,8.2,0.0,0.0,0-0,.000,2-2,1.000,0-0,.000,,,,
700,2011,Fr,6-4,Anthony Dees,Campbell,ASun,14,6.7,-0.8,-9.8,56.7,11.2,15.8,20.1,1.5,10.6,4.4,6.6,1.5,0.8,10.5,2-2,1.000,0-4,.000,2-15,.133,,,,
701,,,,,Conf. games:,Conf. games:,10,8.0,-0.5,-6.7,76.2,9.1,23.1,28.7,0.0,7.7,2.8,0.0,1.9,0.9,15.4,2-2,1.000,0-2,.000,2-11,.182,,,,
702,,,,,Top 100 quality games:,Top 100:,1,8.8,3.2,6.4,153.6,12.9,50.0,63.3,0.0,8.9,15.7,0.0,0.0,0.0,66.7,2-2,1.000,0-0,.000,1-3,.333,,,,
703,,,,,Top 50 quality games:,Top 50:,1,17.5,3.0,6.4,149.1,13.4,50.0,63.3,0.0,8.7,16.7,0.0,0.0,0.0,66.7,2-2,1.000,0-0,.000,1-3,.333,,,,
704,2011,Sr,6-6,Elton Frazier,Canisius,MAAC,30,69.9,2.9,1.8,112.8,21.7,53.3,55.9,11.0,7.9,8.2,12.8,4.2,1.8,31.7,64-92,.696,147-269,.546,5-21,.238,,,,
705,,,,,Conf. games:,Conf. games:,18,70.7,2.6,1.2,109.1,21.6,50.9,53.6,8.5,11.2,9.4,12.4,4.7,2.1,30.2,35-51,.686,86-160,.537,0-9,.000,,,,
706,,,,,Top 100 quality games:,Top 100:,4,71.3,4.5,4.4,118.6,23.5,58.1,61.7,8.3,7.4,13.9,12.0,2.1,1.4,39.5,13-17,.765,25-41,.610,0-2,.000,,,,
707,,,,,Top 50 quality games:,Top 50:,1,75.0,4.7,6.7,112.6,23.5,50.0,53.9,13.3,0.0,8.3,7.3,4.8,1.7,50.0,4-6,.667,6-11,.545,0-1,.000,,,,
708,2011,Sr,6-7,Greg Logins,Canisius,MAAC,30,58.6,2.3,1.8,110.1,22.7,55.6,57.5,7.7,14.0,5.4,14.9,1.3,1.4,16.1,36-46,.783,85-177,.480,49-108,.454,,,,
709,,,,,Conf. games:,Conf. games:,18,62.2,2.9,3.2,112.1,24.6,59.1,61.3,7.3,18.9,6.9,16.8,1.1,1.5,14.0,23-26,.885,59-121,.488,34-65,.523,,,,
710,,,,,Top 100 quality games:,Top 100:,4,52.5,3.4,5.5,115.2,26.0,67.1,68.4,3.7,5.6,8.9,17.2,1.9,0.0,14.6,5-6,.833,11-20,.550,11-21,.524,,,,
