,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1211,,,,,Top 50 quality games:,Top 50:,3,41.7,-2.3,-4.5,45.6,13.2,50.0,42.0,1.7,2.4,9.0,55.5,0.0,2.5,40.0,0-2,.000,1-3,.333,1-2,.500,,,,
1212,2012,Fr,5-9,Pj Boutte,Detroit,Horz,32,16.0,-0.6,-7.6,62.4,15.2,24.2,30.8,3.8,10.3,19.3,41.4,0.0,2.5,32.3,7-10,.700,6-19,.316,1-12,.083,,,,
1213,,,,,Conf. games:,Conf. games:,17,15.6,-0.8,-10.2,52.6,16.1,14.3,23.7,6.6,12.9,17.3,47.4,0.0,2.2,42.9,4-6,.667,2-8,.250,0-6,.000,,,,
1214,,,,,Top 100 quality games:,Top 100:,9,13.3,-0.1,-1.5,82.3,14.5,43.8,45.5,0.0,4.7,27.8,31.1,0.0,4.5,50.0,2-4,.500,2-6,.333,1-2,.500,,,,
1215,,,,,Top 50 quality games:,Top 50:,2,2.5,-0.4,-6.8,0.0,12.3,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
1216,2012,Sr,6-0,Kurt Alexander,Drake,MVC,33,50.0,1.3,-0.5,94.5,25.6,45.6,51.5,1.3,9.8,18.3,19.5,0.5,2.1,39.3,71-90,.789,79-185,.427,17-44,.386,,,,
1217,,,,,Conf. games:,Conf. games:,18,49.5,2.1,2.4,104.6,26.3,50.7,55.5,1.3,10.5,18.3,15.0,0.3,2.0,34.1,38-47,.809,49-110,.445,14-28,.500,,,,
1218,,,,,Top 100 quality games:,Top 100:,14,52.7,1.5,1.7,95.9,24.7,47.6,52.0,1.6,9.5,18.1,18.4,0.0,2.4,30.5,25-32,.781,38-86,.442,8-19,.421,,,,
1219,,,,,Top 50 quality games:,Top 50:,6,63.5,1.1,-0.2,86.3,25.0,36.8,42.4,2.1,13.4,22.8,16.2,0.0,2.2,33.3,14-19,.737,18-49,.367,2-8,.250,,,,
1220,2012,Sr,6-9,Kraidon Woods,Drake,MVC,31,38.6,0.0,-0.1,91.3,14.1,67.9,60.8,8.9,18.3,5.1,32.7,8.3,1.9,101.8,25-57,.439,38-56,.679,0-0,.000,,,,
1221,,,,,Conf. games:,Conf. games:,18,44.6,0.5,1.8,99.0,13.5,72.2,62.3,10.3,22.6,4.3,28.5,9.2,1.8,94.4,13-34,.382,26-36,.722,0-0,.000,,,,
1222,,,,,Top 100 quality games:,Top 100:,14,42.8,-0.5,-0.7,83.6,11.8,60.0,55.3,8.2,13.2,4.1,35.2,8.0,2.2,56.0,5-14,.357,15-25,.600,0-0,.000,,,,
1223,,,,,Top 50 quality games:,Top 50:,6,46.7,0.8,1.7,107.3,9.9,66.7,64.0,10.7,8.6,0.0,25.4,7.4,3.0,50.0,3-6,.500,8-12,.667,0-0,.000,,,,
1224,2012,So,6-4,David Smith,Drake,MVC,28,17.0,-0.5,-5.6,74.3,11.9,47.1,50.9,4.3,10.1,9.9,41.8,0.5,1.3,105.9,10-18,.556,8-17,.471,0-0,.000,,,,
1225,,,,,Conf. games:,Conf. games:,13,10.8,-0.3,-5.0,77.8,12.1,28.6,39.3,6.1,15.0,15.9,37.3,1.4,1.5,57.1,3-4,.750,2-7,.286,0-0,.000,,,,
1226,,,,,Top 100 quality games:,Top 100:,12,14.8,-0.8,-5.7,54.6,14.6,42.9,44.3,1.4,13.2,9.1,48.3,0.0,2.1,128.6,4-9,.444,3-7,.429,0-0,.000,,,,
1227,,,,,Top 50 quality games:,Top 50:,5,17.6,-1.2,-6.1,50.4,12.5,40.0,38.9,0.0,8.5,4.3,42.3,0.0,2.6,60.0,1-3,.333,2-5,.400,0-0,.000,,,,
1228,2012,Jr,6-8,Cory Parker,Drake,MVC,13,4.0,-0.3,-5.9,77.7,7.4,25.0,39.2,2.3,6.9,0.0,15.2,2.1,1.1,125.0,3-5,.600,1-3,.333,0-1,.000,,,,
1229,,,,,Conf. games:,Conf. games:,8,3.2,0.0,-7.0,97.9,10.5,50.0,58.4,5.1,5.0,0.0,23.9,0.0,0.0,150.0,2-3,.667,1-2,.500,0-0,.000,,,,
1230,,,,,Top 100 quality games:,Top 100:,4,1.4,0.2,-0.4,101.1,25.6,50.0,67.8,0.0,15.6,0.0,29.3,0.0,0.0,100.0,2-2,1.000,1-2,.500,0-0,.000,,,,
1231,,,,,Top 50 quality games:,Top 50:,2,2.4,0.4,1.3,100.8,33.7,50.0,67.8,0.0,21.4,0.0,29.5,0.0,0.0,100.0,2-2,1.000,1-2,.500,0-0,.000,,,,
1232,2012,Fr,6-5,Judd Welfringer,Drake,MVC,12,9.2,-0.5,-3.5,79.5,11.3,34.4,36.3,4.9,13.8,12.2,25.7,0.9,1.9,25.0,2-4,.500,1-2,.500,3-14,.214,,,,
1233,,,,,Conf. games:,Conf. games:,7,11.6,-0.8,-3.0,75.0,11.1,27.8,33.6,5.7,11.2,12.7,31.4,1.3,2.1,33.3,2-3,.667,1-2,.500,1-7,.143,,,,
1234,,,,,Top 100 quality games:,Top 100:,4,6.8,-2.0,-8.5,28.0,11.3,0.0,0.0,6.1,12.8,9.3,27.1,0.0,3.1,0.0,0-0,.000,0-0,.000,0-6,.000,,,,
1235,,,,,Top 50 quality games:,Top 50:,1,1.2,-0.7,-35.8,24.0,45.0,0.0,0.0,38.6,0.0,0.0,88.3,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
1236,2012,Sr,6-5,Samme Givens,Drexel,CAA,36,75.8,3.2,4.1,108.7,23.5,52.8,56.9,12.0,18.7,14.3,19.7,3.9,1.1,47.2,101-142,.711,159-301,.528,0-0,.000,,,,
1237,,,,,Conf. games:,Conf. games:,18,77.1,2.5,2.8,105.2,22.4,46.8,52.8,11.2,20.2,13.8,18.6,4.4,1.1,52.5,54-74,.730,66-141,.468,0-0,.000,,,,
1238,,,,,Top 100 quality games:,Top 100:,8,77.8,0.5,0.8,80.1,21.8,36.5,41.0,14.6,24.7,11.2,30.0,3.1,1.8,30.2,13-19,.684,23-63,.365,0-0,.000,,,,
1239,,,,,Top 50 quality games:,Top 50:,3,80.8,-0.6,0.7,72.8,19.0,32.0,34.7,11.2,30.6,8.8,25.4,2.5,0.7,20.0,3-5,.600,8-25,.320,0-0,.000,,,,
1240,2012,Fr,6-4,Austin Rivers,Duke,ACC,34,82.4,3.6,3.9,104.8,24.0,50.5,53.8,2.2,8.1,13.0,17.0,0.1,1.7,45.8,121-184,.658,116-243,.477,58-159,.365,,,,
1241,,,,,Conf. games:,Conf. games:,16,87.5,3.7,4.3,104.2,22.9,52.6,54.2,1.8,10.0,12.0,17.0,0.0,1.7,40.9,47-79,.595,55-107,.514,31-86,.360,,,,
1242,,,,,Top 100 quality games:,Top 100:,22,85.1,4.0,3.4,102.2,25.2,49.1,52.8,2.8,7.6,12.2,16.5,0.0,1.3,42.8,80-119,.672,78-168,.464,39-110,.355,,,,
1243,,,,,Top 50 quality games:,Top 50:,12,83.1,4.2,2.7,100.4,25.6,48.7,51.6,2.7,6.9,11.8,15.7,0.0,1.0,41.6,39-62,.629,38-90,.422,23-59,.390,,,,
1244,2012,Sr,6-10,Miles Plumlee,Duke,ACC,34,50.9,2.5,5.3,117.3,17.6,61.0,62.0,16.6,21.3,5.1,20.0,4.2,1.5,52.1,48-76,.632,89-146,.610,0-0,.000,,,,
1245,,,,,Conf. games:,Conf. games:,16,54.6,2.4,3.9,114.7,17.2,57.7,58.0,17.9,22.9,5.0,19.6,2.1,1.5,45.1,18-32,.563,41-71,.577,0-0,.000,,,,
1246,,,,,Top 100 quality games:,Top 100:,22,48.8,2.6,4.2,117.0,17.4,59.8,61.4,15.5,15.3,4.8,18.9,3.1,1.4,44.6,27-41,.659,55-92,.598,0-0,.000,,,,
1247,,,,,Top 50 quality games:,Top 50:,12,50.2,3.4,5.5,121.9,18.2,68.6,69.2,16.8,17.3,4.6,21.8,2.9,1.5,43.1,15-22,.682,35-51,.686,0-0,.000,,,,
1248,2012,Sr,6-5,B.J. Monteiro,Duquesne,A10,27,69.1,3.1,3.2,104.7,24.5,51.2,52.5,5.3,13.8,16.2,12.2,3.4,2.0,32.5,61-106,.575,134-252,.532,22-74,.297,,,,
1249,,,,,Conf. games:,Conf. games:,13,63.1,3.0,2.6,99.8,26.2,48.8,50.5,5.2,13.5,16.7,14.0,3.6,2.1,31.9,31-53,.585,63-128,.492,12-38,.316,,,,
1250,,,,,Top 100 quality games:,Top 100:,14,59.3,2.2,0.8,93.5,26.1,45.5,46.3,4.4,12.5,19.0,13.4,4.0,1.7,26.3,22-44,.500,58-127,.457,12-40,.300,,,,
1251,,,,,Top 50 quality games:,Top 50:,8,65.6,2.2,0.6,93.3,25.4,46.4,46.4,4.6,17.1,16.8,13.3,3.7,1.3,16.5,7-16,.438,30-70,.429,10-27,.370,,,,
1252,2012,Sr,5-11,Eric Evans,Duquesne,A10,30,64.4,2.3,1.5,106.8,19.9,45.5,51.6,2.8,6.8,18.6,13.1,0.1,2.1,50.0,81-110,.736,64-132,.485,24-88,.273,,,,
1253,,,,,Conf. games:,Conf. games:,16,61.7,1.2,0.0,94.9,19.9,41.8,46.2,2.8,6.8,17.3,15.8,0.3,2.4,46.4,32-51,.627,28-69,.406,12-41,.293,,,,
1254,,,,,Top 100 quality games:,Top 100:,17,62.5,1.5,0.4,97.0,19.8,42.9,48.2,2.9,5.9,15.6,15.3,0.3,2.3,42.9,36-51,.706,33-73,.452,12-46,.261,,,,
1255,,,,,Top 50 quality games:,Top 50:,9,63.9,2.3,2.4,104.9,19.2,49.2,53.8,3.3,5.3,14.2,15.2,0.5,2.7,38.7,18-24,.750,17-35,.486,9-27,.333,,,,
1256,2012,Sr,6-8,Darrius Morrow,East Carolina,CUSA,27,80.6,2.5,0.7,101.2,22.5,52.5,56.1,5.6,16.2,12.6,20.2,3.5,1.7,49.0,85-125,.680,134-254,.528,0-1,.000,,,,
1257,,,,,Conf. games:,Conf. games:,16,87.6,3.7,2.6,108.3,21.8,55.8,58.8,5.4,16.5,13.0,16.6,3.0,2.0,45.4,51-74,.689,91-162,.562,0-1,.000,,,,
1258,,,,,Top 100 quality games:,Top 100:,9,81.6,1.7,-0.5,94.1,20.1,48.1,51.5,3.5,15.4,8.2,18.0,3.7,1.2,49.4,25-40,.625,39-81,.481,0-0,.000,,,,
1259,,,,,Top 50 quality games:,Top 50:,3,85.8,3.1,1.7,102.6,19.5,43.3,52.5,2.4,11.4,4.9,14.5,0.9,1.7,50.0,13-15,.867,13-30,.433,0-0,.000,,,,
1260,2012,Jr,6-6,Erin Straughn,East Carolina,CUSA,26,56.5,0.8,0.0,103.4,13.0,53.5,54.2,6.7,17.0,9.1,20.3,3.0,1.6,17.4,12-20,.600,30-54,.556,21-61,.344,,,,
1261,,,,,Conf. games:,Conf. games:,15,51.8,0.7,-0.7,98.2,14.7,48.6,49.9,5.5,16.9,10.6,17.7,2.9,1.5,18.6,8-13,.615,19-33,.576,10-37,.270,,,,
1262,,,,,Top 100 quality games:,Top 100:,8,50.1,-0.3,-2.4,84.4,14.0,56.5,56.2,7.5,14.9,4.8,34.9,2.4,1.7,12.9,2-4,.500,10-17,.588,5-14,.357,,,,
1263,,,,,Top 50 quality games:,Top 50:,3,42.5,-1.3,-8.9,59.3,18.6,55.6,55.6,7.1,9.2,4.4,55.3,0.0,1.1,0.0,0-0,.000,2-4,.500,2-5,.400,,,,
1264,2012,Sr,6-8,Austin Steed,East Carolina,CUSA,11,13.4,-0.2,-5.4,76.5,24.4,37.8,42.8,11.3,21.6,8.7,28.8,3.7,2.1,62.2,13-23,.565,14-37,.378,0-0,.000,,,,
1265,,,,,Conf. games:,Conf. games:,2,1.6,-1.5,-9.9,0.0,12.4,0.0,0.0,0.0,38.4,0.0,100.0,10.8,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
1266,,,,,Top 100 quality games:,Top 100:,3,10.4,-0.9,-4.1,57.9,24.1,10.0,24.5,12.1,32.7,5.1,19.6,5.8,3.2,90.0,5-9,.556,1-10,.100,0-0,.000,,,,
1267,,,,,Top 50 quality games:,Top 50:,1,2.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
1268,2012,So,6-8,Darius Morales,East Carolina,CUSA,19,5.8,-0.3,-9.5,71.6,7.0,42.9,42.9,1.9,11.6,0.0,27.3,1.7,1.9,0.0,0-0,.000,3-7,.429,0-0,.000,,,,
1269,,,,,Conf. games:,Conf. games:,11,6.2,-0.5,-12.2,62.1,3.8,50.0,50.0,0.0,9.6,0.0,40.3,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
1270,,,,,Top 100 quality games:,Top 100:,4,5.5,-1.6,-7.7,0.0,2.1,0.0,0.0,0.0,6.2,0.0,0.0,5.5,3.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,2012,Sr,6-1,Jeremy Granger,Eastern Illinois,OVC,27,85.3,3.2,0.2,107.6,26.0,50.1,55.5,2.6,8.5,22.0,16.5,0.4,1.9,31.6,95-110,.864,131-271,.483,29-77,.377,,,,
1273,,,,,Conf. games:,Conf. games:,16,84.1,2.4,-1.3,101.9,25.8,49.2,54.4,2.1,9.1,16.2,18.2,0.7,1.8,29.9,50-58,.862,67-148,.453,19-46,.413,,,,
1274,,,,,Top 100 quality games:,Top 100:,3,82.5,3.4,-1.0,103.3,23.7,45.8,50.3,1.2,4.2,18.5,8.1,0.0,1.3,27.8,8-10,.800,12-27,.444,3-9,.333,,,,
1275,,,,,Top 50 quality games:,Top 50:,2,82.5,4.1,0.8,110.7,23.3,52.1,54.0,1.8,6.0,22.5,7.9,0.0,1.8,25.0,4-6,.667,8-18,.444,3-6,.500,,,,
1276,2012,Jr,6-5,James Hollowell,Eastern Illinois,OVC,18,26.8,0.8,-0.6,97.4,24.2,45.8,48.9,11.3,14.8,10.6,17.6,4.9,2.8,16.8,15-18,.833,37-86,.430,8-21,.381,,,,
1277,,,,,Conf. games:,Conf. games:,12,30.2,1.1,2.6,102.6,23.8,50.8,53.1,13.2,19.3,12.2,18.3,4.8,3.7,18.8,9-12,.750,25-53,.472,5-11,.455,,,,
1278,,,,,Top 100 quality games:,Top 100:,1,15.0,-3.3,8.5,36.5,9.5,0.0,0.0,6.5,30.7,10.4,0.0,6.5,10.6,0.0,0-0,.000,0-2,.000,0-1,.000,,,,
1279,,,,,Top 50 quality games:,Top 50:,1,22.5,-3.0,8.5,41.2,9.5,0.0,0.0,6.7,29.1,8.7,0.0,6.3,10.1,0.0,0-0,.000,0-2,.000,0-1,.000,,,,
1280,2012,Sr,6-2,L.C. Doss,Eastern Illinois,OVC,27,56.3,0.2,-3.1,94.5,17.0,46.9,48.9,1.4,7.8,11.3,18.6,0.0,2.0,16.7,19-27,.704,25-70,.357,34-92,.370,,,,
1281,,,,,Conf. games:,Conf. games:,16,56.6,0.1,-3.0,94.2,16.4,47.8,49.1,1.1,8.5,11.7,18.5,0.0,2.0,15.7,9-14,.643,14-31,.452,19-58,.328,,,,
1282,,,,,Top 100 quality games:,Top 100:,3,48.3,-1.5,-9.5,63.1,15.4,29.2,30.9,4.1,2.4,7.2,21.4,0.0,1.1,16.7,1-2,.500,2-4,.500,1-8,.125,,,,
1283,,,,,Top 50 quality games:,Top 50:,2,51.3,-2.5,-12.0,51.1,14.9,25.0,25.0,3.0,3.2,8.3,29.9,0.0,1.5,0.0,0-0,.000,2-3,.667,0-5,.000,,,,
1284,2012,Sr,6-6,Zavier Sanders,Eastern Illinois,OVC,27,56.5,-0.1,-5.0,94.9,14.1,46.7,48.6,7.8,12.6,8.2,20.8,1.3,1.6,41.0,24-43,.558,49-104,.471,0-1,.000,,,,
1285,,,,,Conf. games:,Conf. games:,16,55.2,-0.5,-5.9,92.0,12.4,44.0,46.6,7.2,14.9,8.3,22.1,1.7,0.9,38.0,11-19,.579,22-49,.449,0-1,.000,,,,
1286,,,,,Top 100 quality games:,Top 100:,3,74.2,-0.2,-4.6,86.0,13.6,35.7,44.5,2.6,18.6,11.8,21.0,1.3,0.7,42.9,5-6,.833,5-13,.385,0-1,.000,,,,
1287,,,,,Top 50 quality games:,Top 50:,2,68.8,0.7,-4.4,97.5,13.2,50.0,50.2,2.2,14.3,13.3,16.8,2.0,1.1,20.0,1-2,.500,5-10,.500,0-0,.000,,,,
1288,2012,Sr,6-7,Nick McFarlin,Eastern Illinois,OVC,27,17.5,-0.1,-9.2,86.3,18.0,48.9,49.6,8.3,14.2,10.2,29.0,0.6,0.3,11.4,3-5,.600,20-41,.488,1-3,.333,,,,
1289,,,,,Conf. games:,Conf. games:,16,16.9,-0.1,-10.5,83.7,20.3,50.0,49.3,10.6,13.1,8.8,29.5,0.0,0.0,11.1,1-3,.333,12-25,.480,1-2,.500,,,,
1290,,,,,Top 100 quality games:,Top 100:,3,15.8,0.0,-7.4,85.7,15.8,66.7,66.7,0.0,21.8,24.6,42.3,0.0,0.0,0.0,0-0,.000,2-3,.667,0-0,.000,,,,
1291,,,,,Top 50 quality games:,Top 50:,2,20.0,0.5,-3.6,109.2,14.3,66.7,66.7,0.0,24.6,24.4,26.6,0.0,0.0,0.0,0-0,.000,2-3,.667,0-0,.000,,,,
1292,2012,Jr,6-2,Jonathan Miller,Eastern Illinois,OVC,10,3.7,-0.5,-11.7,49.9,18.9,25.0,27.4,6.0,3.0,0.0,32.3,0.0,4.6,20.0,1-2,.500,1-7,.143,1-3,.333,,,,
1293,,,,,Conf. games:,Conf. games:,6,4.5,-0.7,-12.4,44.4,18.4,14.3,18.9,8.8,4.4,0.0,24.2,0.0,4.4,28.6,1-2,.500,1-5,.200,0-2,.000,,,,
1294,,,,,Top 100 quality games:,Top 100:,2,2.5,-0.4,-17.3,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
1295,,,,,Top 50 quality games:,Top 50:,1,1.3,-0.4,-42.1,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
1296,2012,Sr,6-5,Jaron Jones,Eastern Kentucky,OVC,30,84.9,4.5,3.2,118.3,25.8,56.5,61.7,6.5,9.7,13.6,13.4,0.9,2.5,55.4,144-186,.774,160-278,.576,20-58,.345,,,,
1297,,,,,Conf. games:,Conf. games:,16,88.5,5.1,3.3,119.2,27.2,53.8,61.4,6.8,11.2,15.0,13.4,0.6,2.4,69.9,104-130,.800,85-154,.552,10-32,.313,,,,
1298,,,,,Top 100 quality games:,Top 100:,4,86.3,3.8,3.4,108.7,22.5,56.9,61.0,4.8,10.8,13.3,19.3,0.9,2.6,72.2,18-26,.692,19-32,.594,1-4,.250,,,,
1299,,,,,Top 50 quality games:,Top 50:,2,78.8,2.8,0.4,100.6,23.1,52.9,57.3,3.6,12.3,6.6,20.6,0.0,2.8,70.6,8-12,.667,9-16,.563,0-1,.000,,,,
1300,2012,Sr,6-3,Joshua Jones,Eastern Kentucky,OVC,30,76.5,1.3,-1.7,100.1,20.0,50.9,52.8,2.8,10.6,9.5,16.4,0.5,2.4,17.1,35-48,.729,66-140,.471,51-140,.364,,,,
1301,,,,,Conf. games:,Conf. games:,16,75.9,1.5,-2.1,100.1,21.8,50.0,51.5,4.6,13.6,9.2,15.5,0.5,2.1,16.5,18-27,.667,40-85,.471,28-79,.354,,,,
1302,,,,,Top 100 quality games:,Top 100:,4,73.1,1.2,0.8,92.9,19.6,45.8,47.7,1.9,13.8,10.5,15.7,0.0,3.6,22.2,5-8,.625,9-16,.563,5-20,.250,,,,
1303,,,,,Top 50 quality games:,Top 50:,2,76.3,2.1,3.7,103.8,16.8,59.4,59.4,1.8,23.3,10.0,23.4,0.0,4.8,0.0,0-0,.000,5-6,.833,3-10,.300,,,,
1304,2012,Jr,6-1,D'Mitri Riggs,Eastern Kentucky,OVC,28,66.0,1.2,-0.8,104.2,17.6,45.9,50.5,2.7,9.3,10.6,11.7,1.0,3.0,30.0,49-62,.790,41-106,.387,36-101,.356,,,,
1305,,,,,Conf. games:,Conf. games:,14,65.5,0.9,-3.1,99.5,18.3,43.4,49.4,3.8,13.5,8.0,14.7,0.0,2.2,40.6,33-43,.767,22-60,.367,16-46,.348,,,,
1306,,,,,Top 100 quality games:,Top 100:,4,57.5,3.0,2.5,119.6,18.7,51.7,57.7,2.4,5.4,5.5,7.0,0.0,1.9,26.7,8-8,1.000,5-13,.385,7-17,.412,,,,
1307,,,,,Top 50 quality games:,Top 50:,2,62.5,4.0,2.0,119.2,23.3,44.7,54.8,4.5,10.3,4.1,5.1,0.0,1.2,42.1,8-8,1.000,4-9,.444,3-10,.300,,,,
1308,2012,Sr,6-4,Jeff Allgood,Eastern Kentucky,OVC,30,33.1,-0.1,-5.1,93.9,13.9,50.0,52.2,0.0,11.3,8.5,21.7,0.3,1.4,13.6,9-11,.818,3-9,.333,25-72,.347,,,,
1309,,,,,Conf. games:,Conf. games:,16,35.0,-0.2,-6.1,91.1,13.8,46.1,46.3,0.0,12.0,8.1,16.3,0.0,1.4,7.8,2-4,.500,1-5,.200,15-46,.326,,,,
1310,,,,,Top 100 quality games:,Top 100:,4,31.9,1.3,1.1,119.4,13.9,66.7,73.4,0.0,9.7,8.8,25.3,0.0,1.2,44.4,4-4,1.000,0-0,.000,4-9,.444,,,,
1311,,,,,Top 50 quality games:,Top 50:,2,27.5,2.4,-0.5,165.0,8.8,75.0,75.0,0.0,5.9,8.5,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,2-4,.500,,,,
1312,2012,So,6-2,Jabs Newby,Eastern Kentucky,OVC,28,26.6,-0.3,-6.6,85.8,15.4,34.2,34.6,5.8,7.8,23.0,20.5,1.8,2.0,24.6,5-14,.357,15-47,.319,3-10,.300,,,,
1313,,,,,Conf. games:,Conf. games:,16,32.1,-0.4,-7.3,84.8,15.1,37.1,37.4,4.2,7.9,22.9,24.4,1.7,1.8,22.9,3-8,.375,10-28,.357,2-7,.286,,,,
1314,,,,,Top 100 quality games:,Top 100:,4,26.9,-0.7,-12.8,60.3,23.4,27.3,25.3,7.8,5.8,25.5,23.9,0.0,0.0,54.5,1-6,.167,3-11,.273,0-0,.000,,,,
1315,,,,,Top 50 quality games:,Top 50:,2,30.0,0.3,-9.9,80.7,26.2,37.5,33.5,9.4,5.4,33.3,19.0,0.0,0.0,25.0,0-2,.000,3-8,.375,0-0,.000,,,,
1316,2012,So,6-5,Taylor Filipek,Eastern Kentucky,OVC,27,16.8,-0.7,-10.4,66.9,11.9,42.1,37.0,5.5,11.7,7.4,34.1,0.0,0.3,73.7,3-14,.214,8-19,.421,0-0,.000,,,,
1317,,,,,Conf. games:,Conf. games:,15,14.7,-0.3,-7.3,82.5,11.0,62.5,50.9,3.9,15.8,8.3,30.5,0.0,0.7,100.0,2-8,.250,5-8,.625,0-0,.000,,,,
1318,,,,,Top 100 quality games:,Top 100:,4,21.3,-1.2,-12.8,45.4,14.5,50.0,40.4,3.3,0.0,0.0,48.8,0.0,1.8,50.0,0-2,.000,2-4,.500,0-0,.000,,,,
1319,,,,,Top 50 quality games:,Top 50:,2,23.8,-0.5,-7.8,74.1,13.5,66.7,66.7,0.0,0.0,0.0,46.6,0.0,3.1,0.0,0-0,.000,2-3,.667,0-0,.000,,,,
1320,2012,Sr,5-10,Darrell Lampley,Eastern Michigan,MAC,31,78.6,2.2,-0.4,94.4,29.6,42.2,49.1,1.8,5.9,33.4,21.0,0.3,2.6,36.0,110-130,.846,85-215,.395,45-146,.308,,,,
1321,,,,,Conf. games:,Conf. games:,16,77.1,2.2,-1.1,94.3,29.9,38.8,46.5,2.4,7.7,37.5,19.2,0.3,1.9,37.2,58-68,.853,41-115,.357,20-68,.294,,,,
1322,,,,,Top 100 quality games:,Top 100:,7,71.8,0.6,-3.7,76.1,29.9,41.0,44.9,1.7,7.9,42.8,30.8,0.0,3.2,20.8,12-15,.800,16-42,.381,9-30,.300,,,,
1323,,,,,Top 50 quality games:,Top 50:,3,62.5,0.2,-5.1,71.3,29.4,52.3,56.5,0.0,6.0,30.4,43.8,0.0,1.7,18.2,4-4,1.000,4-10,.400,5-12,.417,,,,
1324,2012,Sr,6-3,Antonio Green,Eastern Michigan,MAC,31,70.2,0.4,0.3,92.1,17.7,42.9,47.0,3.8,9.2,13.3,19.5,1.1,3.5,28.8,43-59,.729,37-103,.359,34-102,.333,,,,
1325,,,,,Conf. games:,Conf. games:,16,69.8,1.0,1.1,98.4,17.8,51.0,53.5,2.0,10.2,13.7,20.3,0.6,2.9,29.5,21-31,.677,19-51,.373,23-54,.426,,,,
1326,,,,,Top 100 quality games:,Top 100:,7,73.6,0.7,-1.6,86.6,19.0,43.1,46.1,4.0,5.0,19.7,21.3,0.6,2.5,31.4,10-16,.625,7-26,.269,10-25,.400,,,,
1327,,,,,Top 50 quality games:,Top 50:,3,67.5,-2.9,-4.5,50.6,17.4,15.8,18.7,6.9,4.2,20.7,18.2,0.0,3.2,26.3,2-5,.400,0-10,.000,2-9,.222,,,,
1328,2012,Sr,6-3,Quintin Dailey,Eastern Michigan,MAC,30,36.4,0.0,-0.1,92.5,15.0,42.2,47.3,4.4,11.9,11.0,20.6,0.9,3.1,24.4,19-22,.864,20-49,.408,12-41,.293,,,,
1329,,,,,Conf. games:,Conf. games:,15,39.2,0.4,-0.6,99.0,14.9,45.6,53.7,4.6,11.3,10.3,23.4,1.1,2.2,33.3,15-15,1.000,10-27,.370,7-18,.389,,,,
1330,,,,,Top 100 quality games:,Top 100:,7,41.4,0.3,-0.4,92.2,14.1,32.6,43.2,3.0,12.7,10.0,11.7,0.0,2.2,43.5,9-10,.900,6-12,.500,1-11,.091,,,,
1331,,,,,Top 50 quality games:,Top 50:,3,45.8,0.5,4.8,96.3,11.8,45.0,45.7,2.0,14.4,17.6,9.9,0.0,3.5,20.0,1-2,.500,3-6,.500,1-4,.250,,,,
1332,2012,Sr,6-10,Kamil Janton,Eastern Michigan,MAC,24,21.2,-0.4,-5.5,87.9,10.6,53.6,51.9,9.8,7.1,1.0,28.6,0.5,1.5,42.9,5-12,.417,15-28,.536,0-0,.000,,,,
1333,,,,,Conf. games:,Conf. games:,11,11.8,-0.4,-7.1,81.5,8.1,50.0,50.4,5.1,11.4,3.2,33.1,1.8,1.8,33.3,1-2,.500,3-6,.500,0-0,.000,,,,
1334,,,,,Top 100 quality games:,Top 100:,7,26.8,-0.3,-4.8,79.7,12.3,55.6,50.3,17.1,6.0,0.0,34.7,0.0,1.7,22.2,0-2,.000,5-9,.556,0-0,.000,,,,
1335,,,,,Top 50 quality games:,Top 50:,3,37.5,-0.9,-6.2,68.2,13.8,60.0,50.4,17.3,2.5,0.0,41.6,0.0,1.4,40.0,0-2,.000,3-5,.600,0-0,.000,,,,
1336,2012,Sr,6-0,Cliff Colimon,Eastern Washington,BSky,30,87.2,2.6,0.7,101.3,26.7,46.1,51.5,1.8,10.2,30.2,20.2,0.3,2.5,32.6,107-131,.817,97-233,.416,59-169,.349,,,,
1337,,,,,Conf. games:,Conf. games:,16,90.7,3.2,1.1,106.7,26.8,49.1,54.8,2.3,11.9,29.7,19.5,0.4,1.9,37.8,69-84,.821,55-122,.451,36-100,.360,,,,
1338,,,,,Top 100 quality games:,Top 100:,8,87.5,2.7,1.4,95.1,26.9,42.5,47.6,1.1,10.0,30.1,20.4,0.0,3.1,22.1,23-25,.920,24-69,.348,16-44,.364,,,,
