,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
15,,,,,Top 50 quality games:,Top 50:,1,7.5,-0.9,-38.2,0.0,17.9,0.0,0.0,0.0,46.0,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
16,2012,Sr,6-5,Taylor Stewart,Air Force,MWC,13,34.7,2.0,0.8,104.3,20.9,48.3,54.6,2.9,10.2,28.5,17.7,1.4,1.9,47.7,33-42,.786,38-79,.481,3-9,.333,,,,
17,,,,,Conf. games:,Conf. games:,1,6.2,5.5,8.1,139.0,15.5,75.0,75.0,3.8,10.8,32.7,11.8,0.0,3.7,0.0,0-0,.000,3-6,.500,2-2,1.000,,,,
18,,,,,Top 100 quality games:,Top 100:,2,15.3,2.3,-3.1,95.7,19.7,42.9,45.9,3.4,0.0,21.9,8.6,1.8,0.0,19.0,3-4,.750,9-20,.450,0-1,.000,,,,
19,,,,,Top 50 quality games:,Top 50:,1,11.6,5.5,3.7,123.1,19.9,55.6,60.3,0.0,0.0,45.5,9.6,0.0,0.0,22.2,2-2,1.000,5-9,.556,0-0,.000,,,,
20,2012,Fr,6-3,Chris Carter,Air Force,MWC,22,18.0,-0.6,-6.4,66.1,16.9,30.4,39.1,2.8,13.3,12.7,32.7,0.7,3.3,117.4,14-27,.519,7-17,.412,0-6,.000,,,,
21,,,,,Conf. games:,Conf. games:,10,11.3,-0.9,-12.0,40.7,20.1,16.7,22.8,2.1,9.9,6.8,29.8,2.0,1.0,58.3,3-7,.429,2-8,.250,0-4,.000,,,,
22,,,,,Top 100 quality games:,Top 100:,10,12.4,-1.2,-13.2,25.9,16.6,14.3,12.6,4.2,8.6,7.0,50.3,2.2,2.1,28.6,0-2,.000,1-4,.250,0-3,.000,,,,
23,,,,,Top 50 quality games:,Top 50:,6,15.4,-1.4,-16.4,28.0,17.4,16.7,15.4,2.9,6.2,9.8,49.6,3.2,0.0,16.7,0-1,.000,1-3,.333,0-3,.000,,,,
24,2012,Sr,6-2,Shawn Hempsey,Air Force,MWC,23,17.2,-0.9,-5.3,60.9,9.7,31.3,26.5,0.0,10.6,17.3,31.4,0.0,2.0,37.5,0-6,.000,5-10,.500,0-6,.000,,,,
25,,,,,Conf. games:,Conf. games:,13,16.1,-0.7,-4.3,65.5,8.9,42.9,32.0,0.0,11.1,14.4,23.8,0.0,2.1,71.4,0-5,.000,3-5,.600,0-2,.000,,,,
26,,,,,Top 100 quality games:,Top 100:,9,13.1,-0.6,-1.7,64.3,10.0,50.0,40.4,0.0,10.3,10.7,29.9,0.0,4.0,50.0,0-3,.000,3-5,.600,0-1,.000,,,,
27,,,,,Top 50 quality games:,Top 50:,5,9.8,-1.3,-9.5,20.4,11.3,0.0,0.0,0.0,14.6,14.8,40.0,0.0,2.3,100.0,0-2,.000,0-1,.000,0-1,.000,,,,
28,2012,Jr,6-6,Adam Brakeville,Air Force,MWC,17,5.8,0.1,-6.2,100.6,10.9,66.7,63.3,6.5,9.8,7.0,28.0,0.0,2.0,66.7,2-4,.500,4-6,.667,0-0,.000,,,,
29,,,,,Conf. games:,Conf. games:,7,3.0,-0.4,-12.8,40.8,6.1,0.0,0.0,7.8,7.4,0.0,0.0,0.0,0.0,100.0,0-1,.000,0-1,.000,0-0,.000,,,,
30,,,,,Top 100 quality games:,Top 100:,8,4.9,-0.7,-14.8,24.3,6.9,0.0,0.0,5.4,5.5,0.0,38.4,0.0,0.0,100.0,0-1,.000,0-1,.000,0-0,.000,,,,
31,,,,,Top 50 quality games:,Top 50:,4,3.5,-0.5,-18.7,32.8,11.0,0.0,0.0,12.7,13.6,0.0,57.4,0.0,0.0,0.0,0-1,.000,0-0,.000,0-0,.000,,,,
32,2012,Fr,6-7,Colt Barnhill,Air Force,MWC,15,6.3,-0.1,-1.3,72.9,21.3,36.1,37.4,2.0,19.8,10.1,13.0,2.0,3.7,55.6,4-10,.400,5-14,.357,1-4,.250,,,,
33,,,,,Conf. games:,Conf. games:,8,6.5,-0.1,4.1,77.8,17.9,33.3,38.4,0.0,17.1,13.2,9.6,3.5,6.9,33.3,2-3,.667,3-8,.375,0-1,.000,,,,
34,,,,,Top 100 quality games:,Top 100:,7,6.5,-0.0,2.2,81.4,16.7,28.6,37.3,0.0,12.3,7.4,0.0,4.2,6.0,71.4,3-5,.600,2-6,.333,0-1,.000,,,,
35,,,,,Top 50 quality games:,Top 50:,4,4.6,-0.3,-5.0,49.2,26.6,20.0,23.3,0.0,10.5,0.0,0.0,0.0,9.7,60.0,1-3,.333,1-5,.200,0-0,.000,,,,
36,2012,Sr,6-8,Nikola Cvetinovic,Akron,MAC,33,64.6,1.9,1.3,102.9,21.6,51.1,53.5,7.8,13.8,15.0,20.3,0.7,1.9,33.7,57-88,.648,108-210,.514,17-51,.333,,,,
37,,,,,Conf. games:,Conf. games:,16,62.0,1.9,1.5,102.9,21.7,53.6,56.4,7.3,14.2,13.5,22.1,0.5,2.4,47.3,34-52,.654,50-87,.575,6-23,.261,,,,
38,,,,,Top 100 quality games:,Top 100:,13,68.8,2.1,0.6,99.6,21.8,47.9,50.4,8.3,11.7,14.9,19.0,0.8,1.2,22.9,19-27,.704,46-101,.455,7-17,.412,,,,
39,,,,,Top 50 quality games:,Top 50:,5,71.5,0.4,-2.3,83.1,21.4,37.2,39.6,10.3,11.9,9.5,21.3,0.7,1.2,21.3,6-10,.600,16-43,.372,1-4,.250,,,,
40,2012,Sr,6-4,Brett McClanahan,Akron,MAC,33,46.9,-0.1,-2.5,88.4,15.3,38.2,40.7,3.1,7.4,9.6,17.3,0.2,1.7,21.7,21-34,.618,18-53,.340,28-104,.269,,,,
41,,,,,Conf. games:,Conf. games:,16,39.5,-0.1,-4.3,85.6,17.8,39.7,43.2,2.5,6.4,9.1,21.0,0.4,1.9,29.4,13-20,.650,9-20,.450,12-48,.250,,,,
42,,,,,Top 100 quality games:,Top 100:,13,52.6,-1.3,-3.4,70.8,13.4,27.4,31.2,3.4,5.8,5.5,17.8,0.0,1.7,17.7,8-11,.727,8-27,.296,6-35,.171,,,,
43,,,,,Top 50 quality games:,Top 50:,5,59.0,-2.2,-2.9,61.1,14.1,25.0,25.1,3.6,4.8,6.7,17.8,0.0,2.5,13.3,1-4,.250,3-13,.231,3-17,.176,,,,
44,2012,So,6-5,C.J. Oldham,Akron,MAC,8,1.8,0.3,-2.5,114.1,23.2,61.1,61.1,15.2,9.4,19.9,21.2,0.0,0.0,0.0,0-0,.000,4-7,.571,1-2,.500,,,,
45,,,,,Conf. games:,Conf. games:,2,0.8,-0.2,-14.5,61.7,28.3,50.0,50.0,0.0,23.2,0.0,42.3,0.0,0.0,0.0,0-0,.000,1-2,.500,0-0,.000,,,,
46,,,,,Top 100 quality games:,Top 100:,2,1.0,1.3,23.5,265.4,7.1,150.0,150.0,23.1,22.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,
47,,,,,Top 50 quality games:,Top 50:,2,2.5,1.4,23.5,273.5,7.9,150.0,150.0,21.1,22.7,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,1-1,1.000,,,,
48,2012,So,6-7,Josh Egner,Akron,MAC,9,5.1,-0.7,-11.2,59.7,19.9,21.1,27.5,7.2,8.3,5.2,26.1,5.9,0.0,31.6,4-6,.667,4-18,.222,0-1,.000,,,,
49,,,,,Top 100 quality games:,Top 100:,4,4.0,-1.0,-17.9,29.7,17.5,0.0,7.2,11.0,5.4,0.0,16.3,0.0,0.0,33.3,1-2,.500,0-6,.000,0-0,.000,,,,
50,,,,,Top 50 quality games:,Top 50:,3,8.0,-0.9,-18.7,31.8,19.6,0.0,8.4,13.2,7.1,0.0,18.9,0.0,0.0,40.0,1-2,.500,0-5,.000,0-0,.000,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2012,Fr,6-6,Michael Green,Akron,MAC,3,1.1,-0.9,-8.2,35.3,12.6,0.0,0.0,8.7,32.3,11.4,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-3,.000,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,DUNKS,At the rim,Other 2-PT, 3-Pt Jumpers,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,Tot		,Pct.		,Tot		,Pct.		,Ast'ed		,Tot		,Pct.		,Ast'ed		,Tot		,Pct.		,Ast'ed		,,,,,,,,,,,,,,,,
56,2012,Sr,6-8,JaMychal Green,Alabama,SEC,26,57.1,3.6,6.7,105.5,27.5,55.0,58.5,10.5,15.3,14.9,21.2,6.0,1.6,51.8,89-129,.690,134-239,.561,2-10,.200,,,,
57,,,,,Conf. games:,Conf. games:,12,55.4,3.0,4.3,100.2,25.8,53.2,55.5,11.1,20.2,13.8,22.5,5.8,1.1,46.4,32-51,.627,57-108,.528,1-2,.500,,,,
58,,,,,Top 100 quality games:,Top 100:,15,62.2,4.2,6.8,105.7,27.3,56.2,58.1,11.2,14.8,17.7,20.2,5.7,1.6,46.1,45-71,.634,85-149,.570,1-5,.200,,,,
59,,,,,Top 50 quality games:,Top 50:,10,71.6,4.0,6.6,102.7,28.7,53.2,56.5,10.4,13.5,14.9,19.2,6.1,1.8,45.9,34-50,.680,58-107,.542,0-2,.000,,,,
60,2012,Jr,6-6,Tony Mitchell,Alabama,SEC,22,51.4,2.8,6.3,101.6,24.6,49.4,50.8,6.8,15.2,14.1,15.4,5.3,2.0,20.0,32-52,.615,94-186,.505,23-74,.311,,,,
61,,,,,Conf. games:,Conf. games:,8,36.6,1.7,3.4,92.6,22.6,40.9,42.3,7.9,18.2,13.9,14.1,5.4,2.1,10.2,6-9,.667,27-63,.429,6-25,.240,,,,
62,,,,,Top 100 quality games:,Top 100:,10,45.0,3.2,4.9,100.4,22.3,50.9,52.7,4.2,11.8,12.4,16.6,4.6,1.5,25.0,18-28,.643,42-79,.532,10-33,.303,,,,
63,,,,,Top 50 quality games:,Top 50:,8,63.6,2.6,3.9,95.3,22.8,48.9,50.5,5.0,11.9,12.0,17.1,4.3,1.4,18.3,11-17,.647,35-68,.515,7-25,.280,,,,
64,2012,Sr,6-5,Casey Cantey,Alabama A&M,SWAC,26,62.6,1.1,-3.4,87.9,32.0,46.5,51.6,3.6,11.0,15.5,25.4,1.9,2.9,45.6,89-125,.712,87-181,.481,27-93,.290,,,,
65,,,,,Conf. games:,Conf. games:,18,63.3,1.4,-1.9,92.9,31.5,50.3,54.7,3.8,12.3,18.5,26.0,2.4,3.1,50.3,64-92,.696,62-117,.530,20-66,.303,,,,
66,,,,,Top 100 quality games:,Top 100:,2,78.8,1.1,-5.4,79.2,26.9,30.4,41.5,3.1,6.8,0.0,17.4,0.0,0.9,65.2,11-15,.733,4-15,.267,2-8,.250,,,,
67,,,,,Top 50 quality games:,Top 50:,2,78.8,1.1,-5.4,79.2,26.9,30.4,41.5,3.1,6.8,0.0,17.4,0.0,0.9,65.2,11-15,.733,4-15,.267,2-8,.250,,,,
68,2012,Jr,5-10,Jeremy Ingram,Alabama A&M,SWAC,20,23.5,0.6,-3.4,94.2,26.3,46.5,47.5,3.6,6.7,14.3,14.4,1.3,1.9,14.8,10-17,.588,19-52,.365,23-63,.365,,,,
69,,,,,Conf. games:,Conf. games:,14,23.4,0.4,-3.8,95.4,23.7,50.0,51.3,2.8,7.5,10.1,19.0,1.2,2.1,26.2,10-17,.588,10-30,.333,15-35,.429,,,,
70,,,,,Top 100 quality games:,Top 100:,1,20.0,2.3,2.5,98.7,35.3,63.6,63.6,12.2,0.0,0.0,20.9,0.0,0.0,0.0,0-0,.000,1-4,.250,4-7,.571,,,,
71,,,,,Top 50 quality games:,Top 50:,1,20.0,2.3,2.5,98.7,35.3,63.6,63.6,12.2,0.0,0.0,20.9,0.0,0.0,0.0,0-0,.000,1-4,.250,4-7,.571,,,,
72,2012,Jr,6-5,Brandon Allen,Alabama A&M,SWAC,17,20.5,0.4,-4.5,91.6,21.5,41.7,44.2,7.9,12.2,12.3,15.2,1.0,1.9,27.8,12-20,.600,18-40,.450,8-32,.250,,,,
73,,,,,Conf. games:,Conf. games:,10,15.2,-0.3,-9.0,76.0,22.9,33.3,36.8,9.5,13.6,7.8,21.0,0.9,1.6,36.1,7-13,.538,6-19,.316,4-17,.235,,,,
74,,,,,Top 100 quality games:,Top 100:,2,38.8,3.3,4.8,124.1,24.8,50.0,53.5,6.3,0.0,49.9,0.0,0.0,1.9,28.6,3-4,.750,4-6,.667,2-8,.250,,,,
75,,,,,Top 50 quality games:,Top 50:,2,38.8,3.3,4.8,124.1,24.8,50.0,53.5,6.3,0.0,49.9,0.0,0.0,1.9,28.6,3-4,.750,4-6,.667,2-8,.250,,,,
76,2012,So,5-8,Eddie Hardy,Alabama A&M,SWAC,20,15.0,-0.1,-9.1,90.0,14.0,48.7,48.8,1.4,3.0,7.0,21.2,0.7,0.0,5.3,1-2,.500,2-4,.500,11-34,.324,,,,
77,,,,,Conf. games:,Conf. games:,13,14.5,-0.1,-9.1,93.9,13.7,58.7,58.5,1.1,2.2,4.0,28.5,1.0,0.0,8.7,1-2,.500,0-2,.000,9-21,.429,,,,
78,,,,,Top 100 quality games:,Top 100:,2,10.0,-1.2,-19.1,0.0,17.5,0.0,0.0,0.0,13.3,0.0,42.1,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
79,,,,,Top 50 quality games:,Top 50:,2,10.0,-1.2,-19.1,0.0,17.5,0.0,0.0,0.0,13.3,0.0,42.1,0.0,0.0,0.0,0-0,.000,0-0,.000,0-2,.000,,,,
80,2012,Jr,6-1,Marcus Lee,Alabama A&M,SWAC,10,13.1,-0.5,-4.6,84.0,12.6,33.3,48.5,4.9,4.3,5.9,30.5,1.5,2.6,66.7,11-12,.917,6-12,.500,0-6,.000,,,,
81,,,,,Conf. games:,Conf. games:,3,8.6,-0.6,-2.2,93.8,12.7,45.5,50.4,3.7,5.5,6.7,22.1,1.6,3.8,36.4,3-4,.750,5-10,.500,0-1,.000,,,,
82,,,,,Top 100 quality games:,Top 100:,2,31.3,0.6,-1.6,87.4,21.7,0.0,69.0,7.8,0.0,0.0,43.5,0.0,2.4,400.0,8-8,1.000,0-1,.000,0-1,.000,,,,
83,,,,,Top 50 quality games:,Top 50:,2,31.3,0.6,-1.6,87.4,21.7,0.0,69.0,7.8,0.0,0.0,43.5,0.0,2.4,400.0,8-8,1.000,0-1,.000,0-1,.000,,,,
84,2012,Sr,6-8,Damien Alexander,Alabama A&M,SWAC,19,17.0,-0.7,-8.2,68.0,17.2,27.9,34.3,3.8,10.0,5.7,22.9,1.7,2.3,39.5,11-17,.647,3-19,.158,6-24,.250,,,,
85,,,,,Conf. games:,Conf. games:,12,19.2,-0.4,-5.3,84.5,16.5,35.3,41.3,2.5,10.8,7.3,17.9,2.2,2.6,44.1,10-15,.667,3-15,.200,6-19,.316,,,,
86,,,,,Top 100 quality games:,Top 100:,2,6.3,-0.7,-7.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0-0,.000,0-2,.000,0-0,.000,,,,
87,,,,,Top 50 quality games:,Top 50:,2,6.3,-0.7,-7.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0-0,.000,0-2,.000,0-0,.000,,,,
88,2012,So,6-6,Reginald Martin,Alabama A&M,SWAC,26,23.0,-1.0,-11.0,62.8,12.7,33.3,39.2,4.2,14.2,5.0,38.3,0.4,1.7,33.3,8-11,.727,11-32,.344,0-1,.000,,,,
89,,,,,Conf. games:,Conf. games:,18,23.6,-0.8,-10.9,71.1,14.4,41.7,47.9,5.5,13.5,5.9,40.5,0.0,1.7,45.8,8-11,.727,10-23,.435,0-1,.000,,,,
90,,,,,Top 100 quality games:,Top 100:,2,33.8,-3.4,-11.6,15.9,9.6,0.0,0.0,3.6,4.0,9.6,45.7,3.7,2.2,0.0,0-0,.000,0-3,.000,0-0,.000,,,,
91,,,,,Top 50 quality games:,Top 50:,2,33.8,-3.4,-11.6,15.9,9.6,0.0,0.0,3.6,4.0,9.6,45.7,3.7,2.2,0.0,0-0,.000,0-3,.000,0-0,.000,,,,
92,2012,Sr,6-4,Kenderek Washington,Alabama St.,SWAC,14,35.9,1.7,-0.3,98.2,22.6,51.7,52.4,6.4,10.2,11.4,17.8,1.1,2.8,24.0,20-36,.556,40-78,.513,25-72,.347,,,,
93,,,,,Conf. games:,Conf. games:,4,17.7,0.8,-1.5,104.4,17.0,54.1,53.9,4.1,6.3,5.8,13.7,1.8,3.3,27.0,5-10,.500,11-20,.550,6-17,.353,,,,
94,,,,,Top 100 quality games:,Top 100:,6,66.7,1.9,0.7,91.0,28.4,47.7,49.9,11.3,14.1,22.9,21.6,1.4,2.7,23.1,10-15,.667,19-38,.500,8-27,.296,,,,
95,,,,,Top 50 quality games:,Top 50:,3,76.7,2.2,2.1,85.4,29.8,46.4,46.1,8.7,16.1,29.2,16.1,1.3,3.4,7.1,1-3,.333,12-22,.545,5-20,.250,,,,
96,2012,Sr,6-4,Ivory White,Alabama St.,SWAC,29,79.1,1.3,1.4,104.8,16.3,49.4,51.8,5.1,16.2,11.7,14.8,2.8,2.6,28.0,44-66,.667,46-103,.447,47-133,.353,,,,
97,,,,,Conf. games:,Conf. games:,18,84.3,1.4,2.0,108.4,16.4,50.3,52.9,6.2,17.3,10.6,14.3,3.0,3.0,36.6,36-56,.643,32-65,.492,30-88,.341,,,,
98,,,,,Top 100 quality games:,Top 100:,6,69.6,0.2,0.4,89.8,14.9,43.2,44.5,2.4,15.1,11.9,14.8,2.7,1.8,4.5,2-2,1.000,7-19,.368,8-25,.320,,,,
99,,,,,Top 50 quality games:,Top 50:,3,73.3,-5.0,-7.7,36.5,12.7,16.7,16.7,3.4,9.2,8.8,28.2,4.1,0.7,0.0,0-0,.000,1-9,.111,1-6,.167,,,,
100,2012,Sr,6-3,Tramaine Butler,Alabama St.,SWAC,27,63.0,0.6,-3.9,87.5,27.1,42.5,44.8,5.2,11.9,14.7,17.9,0.6,2.9,30.8,54-94,.574,71-180,.394,39-125,.312,,,,
101,,,,,Conf. games:,Conf. games:,18,68.6,1.0,-2.0,95.4,24.9,48.7,49.8,4.2,12.1,17.0,18.8,0.5,3.2,31.2,32-59,.542,47-104,.452,30-85,.353,,,,
102,,,,,Top 100 quality games:,Top 100:,4,46.7,-0.5,-11.3,69.5,28.5,25.0,32.0,9.0,7.1,10.7,15.4,1.0,0.5,26.0,11-13,.846,11-37,.297,1-13,.077,,,,
103,,,,,Top 50 quality games:,Top 50:,2,45.8,-2.9,-13.3,47.8,21.9,26.5,26.5,3.6,9.8,10.8,26.2,0.0,1.1,0.0,0-0,.000,3-12,.250,1-5,.200,,,,
104,2012,Sr,6-0,Jeffery Middlebrooks,Alabama St.,SWAC,27,71.6,-0.3,-3.8,89.2,16.3,36.5,43.9,1.9,7.7,29.1,26.2,0.1,2.4,46.2,53-72,.736,15-53,.283,28-103,.272,,,,
105,,,,,Conf. games:,Conf. games:,17,75.1,0.6,-2.5,100.4,16.8,41.1,49.6,1.7,9.2,28.4,23.5,0.2,2.4,55.1,46-59,.780,11-33,.333,22-74,.297,,,,
106,,,,,Top 100 quality games:,Top 100:,6,74.6,-3.3,-7.6,54.9,14.6,21.2,26.4,1.7,5.2,28.0,37.5,0.0,1.4,34.6,5-9,.556,1-7,.143,3-19,.158,,,,
107,,,,,Top 50 quality games:,Top 50:,3,70.0,-2.8,-9.5,55.6,14.3,22.7,33.6,1.2,4.8,18.6,36.8,0.0,0.0,45.5,4-5,.800,1-4,.250,1-7,.143,,,,
108,2012,Fr,6-7,Eugene Johnson,Alabama St.,SWAC,10,5.9,-0.3,-6.1,77.0,16.4,66.7,50.9,13.5,14.1,3.4,31.9,6.4,0.9,111.1,2-10,.200,6-9,.667,0-0,.000,,,,
109,,,,,Conf. games:,Conf. games:,2,0.4,-0.5,-17.9,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
110,,,,,Top 100 quality games:,Top 100:,3,10.4,-1.1,-10.5,47.0,19.0,100.0,67.8,16.1,26.5,0.0,64.6,4.4,0.0,100.0,0-2,.000,2-2,1.000,0-0,.000,,,,
111,,,,,Top 50 quality games:,Top 50:,1,4.2,-1.5,-14.9,0.0,12.6,0.0,0.0,0.0,53.9,0.0,100.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
112,2012,Jr,6-4,Gerardo Suero,Albany,AE,32,74.4,4.8,2.5,106.8,37.6,49.0,57.0,8.1,12.7,24.6,21.3,1.2,2.5,55.3,220-265,.830,191-398,.480,29-81,.358,,,,
113,,,,,Conf. games:,Conf. games:,15,73.9,4.5,1.7,105.9,38.0,49.3,56.7,8.0,15.6,25.5,23.9,1.6,2.4,49.6,95-114,.833,94-192,.490,13-38,.342,,,,
114,,,,,Top 100 quality games:,Top 100:,4,81.3,4.2,-0.9,95.2,38.6,46.6,52.3,8.7,8.1,30.6,21.4,0.7,1.8,67.2,26-39,.667,21-46,.457,4-12,.333,,,,
115,,,,,Top 50 quality games:,Top 50:,2,86.3,7.3,5.8,112.1,37.0,56.0,62.7,9.2,11.4,24.2,19.1,1.2,2.6,112.0,20-28,.714,11-18,.611,2-7,.286,,,,
116,2012,So,6-5,Ralph Watts,Albany,AE,30,36.3,-0.4,-4.6,87.5,13.3,39.0,43.8,2.7,8.7,16.0,29.4,1.1,1.7,39.7,19-29,.655,15-43,.349,9-30,.300,,,,
117,,,,,Conf. games:,Conf. games:,15,38.6,-1.0,-5.7,79.3,11.6,35.9,37.2,2.9,9.3,14.8,33.6,0.0,2.0,28.1,4-9,.444,7-18,.389,3-14,.214,,,,
118,,,,,Top 100 quality games:,Top 100:,4,33.8,0.6,-4.1,99.2,15.4,45.0,54.5,1.9,4.4,12.5,21.6,1.6,0.0,60.0,5-6,.833,3-6,.500,1-4,.250,,,,
119,,,,,Top 50 quality games:,Top 50:,2,32.5,2.9,2.3,142.6,18.4,70.0,76.4,0.0,4.3,20.7,12.7,0.0,0.0,120.0,5-6,.833,2-3,.667,1-2,.500,,,,
120,2012,Fr,6-2,Tanner Gibson,Albany,AE,24,8.9,0.2,-2.3,115.1,8.8,46.4,52.0,0.0,6.9,11.6,11.3,0.9,2.5,64.3,6-9,.667,5-9,.556,1-5,.200,,,,
121,,,,,Conf. games:,Conf. games:,12,8.8,-0.1,-6.4,103.1,6.7,20.0,38.2,0.0,9.1,5.7,0.0,2.0,1.1,120.0,4-6,.667,1-3,.333,0-2,.000,,,,
122,,,,,Top 100 quality games:,Top 100:,1,0.3,-0.2,-8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2012,Sr,6-0,Kendrick McDonald,Alcorn St.,SWAC,28,71.3,0.4,-3.3,89.6,21.4,43.5,47.1,2.9,8.8,10.3,16.7,0.4,3.1,27.4,51-72,.708,107-231,.463,5-32,.156,,,,
125,,,,,Conf. games:,Conf. games:,18,78.3,-0.1,-4.1,87.8,21.0,42.2,45.0,3.2,9.4,9.2,15.5,0.4,2.9,22.0,28-41,.683,74-166,.446,3-20,.150,,,,
126,,,,,Top 100 quality games:,Top 100:,3,51.7,0.4,-2.6,85.2,20.4,41.7,56.5,3.1,8.5,4.3,31.6,0.0,1.8,100.0,10-12,.833,5-12,.417,0-0,.000,,,,
127,,,,,Top 50 quality games:,Top 50:,2,53.8,0.8,-1.8,87.1,24.6,36.4,53.9,0.0,5.9,6.3,26.5,0.0,2.6,109.1,10-12,.833,4-11,.364,0-0,.000,,,,
128,2012,Fr,6-0,Chris Brand,Alcorn St.,SWAC,8,15.0,0.3,-2.2,87.7,22.6,47.2,50.3,5.8,13.9,11.9,24.6,10.4,2.1,22.6,9-12,.750,16-41,.390,6-12,.500,,,,
129,,,,,Conf. games:,Conf. games:,2,4.0,1.6,-2.0,125.3,22.0,62.5,70.7,13.3,8.7,9.4,18.5,7.8,0.0,50.0,4-4,1.000,5-8,.625,0-0,.000,,,,
