,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
17,,,,,Conf. games:,Conf. games:,16,78.1,4.0,2.8,116.6,18.2,59.1,65.8,2.5,13.1,11.8,17.2,0.5,1.1,55.5,53-61,.869,35-60,.583,20-50,.400,,,,
18,,,,,Top 100 quality games:,Top 100:,18,75.2,2.7,0.6,106.1,16.7,49.6,55.8,2.4,11.5,11.1,14.5,0.0,1.5,40.8,41-49,.837,34-70,.486,17-50,.340,,,,
19,,,,,Top 50 quality games:,Top 50:,12,75.5,2.6,0.7,102.9,16.9,54.3,58.6,3.1,12.0,8.7,18.1,0.0,1.7,30.5,21-25,.840,25-47,.532,13-35,.371,,,,
20,2013,Sr,6-10,Taylor Broekhuis,Air Force,MWC,30,63.4,1.6,0.3,102.6,17.2,59.3,60.0,4.1,14.9,10.6,21.8,4.3,1.5,32.3,33-54,.611,84-131,.641,10-36,.278,,,,
21,,,,,Conf. games:,Conf. games:,16,62.8,1.4,-0.6,98.8,16.8,56.5,57.6,3.8,13.4,11.5,22.3,3.0,1.2,28.6,15-24,.625,37-60,.617,7-24,.292,,,,
22,,,,,Top 100 quality games:,Top 100:,18,57.1,2.0,1.1,104.1,17.9,61.3,61.6,3.4,14.8,11.6,20.4,2.6,1.5,30.9,18-30,.600,46-70,.657,9-27,.333,,,,
23,,,,,Top 50 quality games:,Top 50:,12,54.0,1.6,-0.1,97.4,18.9,56.1,56.3,3.4,9.3,11.1,18.9,2.2,1.9,27.3,10-18,.556,28-46,.609,6-20,.300,,,,
24,2013,Sr,6-2,Kyle Green,Air Force,MWC,30,42.1,1.1,-0.8,98.5,21.2,50.0,54.6,2.9,9.3,18.3,22.6,0.2,1.8,32.1,34-42,.810,16-43,.372,33-88,.375,,,,
25,,,,,Conf. games:,Conf. games:,16,35.0,0.3,-2.6,85.7,18.7,43.6,48.5,0.6,7.9,19.0,26.9,0.5,2.2,29.8,11-14,.786,4-14,.286,11-33,.333,,,,
26,,,,,Top 100 quality games:,Top 100:,18,40.1,0.4,-3.7,81.8,21.3,41.4,45.6,4.0,8.8,18.0,27.3,0.4,2.1,27.1,14-19,.737,8-29,.276,14-41,.341,,,,
27,,,,,Top 50 quality games:,Top 50:,12,44.1,0.6,-0.9,85.5,19.4,42.2,46.9,1.2,11.4,14.9,21.0,0.5,2.6,31.4,12-16,.750,5-19,.263,11-32,.344,,,,
28,2013,Sr,7-0,Zeke Marshall,Akron,MAC,32,70.0,4.0,9.9,124.3,19.8,65.6,66.2,10.3,18.3,6.0,13.9,13.3,1.3,78.8,117-182,.643,150-229,.655,1-2,.500,,,,
29,,,,,Conf. games:,Conf. games:,16,71.8,3.3,8.3,117.5,20.0,65.0,63.5,10.2,17.4,6.2,15.8,12.6,1.7,61.8,42-76,.553,80-123,.650,0-0,.000,,,,
30,,,,,Top 100 quality games:,Top 100:,9,72.0,4.0,8.8,117.7,19.6,67.8,65.9,10.4,18.5,4.9,16.7,11.6,1.1,103.4,36-61,.590,40-58,.690,0-1,.000,,,,
31,,,,,Top 50 quality games:,Top 50:,3,65.6,4.3,8.1,118.5,20.4,57.9,63.5,10.3,13.3,3.5,14.8,9.2,0.8,94.7,13-18,.722,11-19,.579,0-0,.000,,,,
32,2013,Jr,5-11,Alex Abreu,Akron,MAC,28,65.8,2.8,3.3,108.3,21.7,50.9,56.0,2.6,7.0,37.0,26.8,0.4,2.2,36.2,64-79,.810,39-95,.411,48-123,.390,,,,
33,,,,,Conf. games:,Conf. games:,15,76.7,3.3,4.4,112.0,21.0,54.1,58.8,2.1,7.3,36.4,26.9,0.4,2.4,36.4,36-44,.818,19-48,.396,31-73,.425,,,,
34,,,,,Top 100 quality games:,Top 100:,7,60.0,3.8,4.5,106.1,25.6,46.7,50.9,4.7,9.3,45.7,22.5,0.0,2.7,29.3,17-22,.773,17-46,.370,12-29,.414,,,,
35,,,,,Top 50 quality games:,Top 50:,2,48.0,1.3,-1.9,82.3,26.4,34.1,37.7,3.5,8.1,48.2,23.5,0.0,1.0,18.2,3-4,.750,3-12,.250,3-10,.300,,,,
36,2013,Sr,6-5,Brian Walsh,Akron,MAC,31,56.3,1.8,4.0,114.6,15.1,47.6,50.9,4.4,12.5,12.9,11.4,0.6,2.9,22.8,33-43,.767,33-81,.407,38-108,.352,,,,
37,,,,,Conf. games:,Conf. games:,16,58.1,2.2,5.0,118.6,15.8,46.0,49.6,4.9,14.0,15.7,8.2,0.3,2.9,26.7,20-27,.741,21-46,.457,17-55,.309,,,,
38,,,,,Top 100 quality games:,Top 100:,9,65.1,1.0,1.1,98.1,14.0,37.3,41.3,3.4,11.9,10.8,10.4,1.3,2.0,27.1,11-16,.688,10-30,.333,8-29,.276,,,,
39,,,,,Top 50 quality games:,Top 50:,3,56.8,0.2,1.4,84.0,15.5,34.1,34.9,3.0,15.4,7.1,5.6,1.3,1.8,9.1,1-2,.500,3-12,.250,3-10,.300,,,,
40,2013,Sr,6-5,Chauncey Gilliam,Akron,MAC,28,33.5,1.0,1.3,107.0,17.6,48.2,50.4,4.1,8.4,8.7,13.3,0.0,2.2,16.4,17-23,.739,27-56,.482,27-84,.321,,,,
41,,,,,Conf. games:,Conf. games:,12,15.5,0.7,4.0,109.5,21.5,50.0,50.8,6.9,10.5,14.3,14.2,0.0,2.5,18.9,4-7,.571,5-12,.417,9-25,.360,,,,
42,,,,,Top 100 quality games:,Top 100:,8,45.9,2.2,2.8,110.5,18.4,54.2,55.4,4.8,8.1,9.1,14.9,0.0,2.1,8.5,4-5,.800,17-30,.567,10-29,.345,,,,
43,,,,,Top 50 quality games:,Top 50:,3,56.8,-0.5,-5.8,73.7,17.6,29.2,30.6,7.5,8.5,3.7,9.9,0.0,0.9,4.2,1-1,1.000,7-14,.500,0-10,.000,,,,
44,2013,Sr,6-4,Andrew Steele,Alabama,SEC,20,27.1,-0.2,-0.2,81.3,17.6,38.7,43.3,2.2,10.6,17.7,28.6,0.3,3.7,36.0,18-27,.667,20-47,.426,6-28,.214,,,,
45,,,,,Conf. games:,Conf. games:,15,39.0,-0.2,-0.1,80.8,16.7,39.1,44.2,1.7,8.5,14.7,28.0,0.4,3.8,36.4,14-20,.700,14-35,.400,5-20,.250,,,,
46,,,,,Top 100 quality games:,Top 100:,12,30.1,0.5,1.6,90.7,16.6,46.6,50.5,1.0,9.1,14.6,24.8,0.5,3.6,45.5,13-20,.650,13-28,.464,5-16,.313,,,,
47,,,,,Top 50 quality games:,Top 50:,5,23.1,-0.6,-2.2,69.4,17.5,36.4,41.8,3.5,8.7,21.1,44.6,0.0,5.2,18.2,2-2,1.000,4-9,.444,0-2,.000,,,,
48,2013,Jr,6-3,Keon Blackledge,Alabama,SEC,6,1.0,-0.6,-15.4,17.2,13.1,0.0,0.0,0.0,8.8,12.9,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-4,.000,,,,
49,,,,,Conf. games:,Conf. games:,2,0.4,-0.4,-16.6,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
50,,,,,Top 100 quality games:,Top 100:,1,0.1,-0.2,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
51,,,,,Top 50 quality games:,Top 50:,1,0.2,-0.2,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
52,2013,So,6-6,Justin Wagner,Alabama A&M,SWAC,23,18.0,0.0,-8.2,87.4,20.4,38.8,42.5,2.6,5.0,7.6,12.4,0.5,0.9,44.8,17-30,.567,14-33,.424,8-34,.235,,,,
53,,,,,Conf. games:,Conf. games:,16,22.4,0.1,-7.2,91.2,21.6,41.4,45.1,2.6,5.6,5.5,11.5,0.6,1.1,43.1,15-25,.600,12-27,.444,8-31,.258,,,,
54,,,,,Top 100 quality games:,Top 100:,3,15.0,-1.2,-15.9,41.0,17.8,20.0,16.8,4.4,5.0,21.4,28.4,0.0,0.0,40.0,0-2,.000,1-3,.333,0-2,.000,,,,
55,,,,,Top 50 quality games:,Top 50:,1,35.0,-3.5,-20.1,12.6,19.4,0.0,0.0,0.0,0.0,40.8,41.9,0.0,0.0,100.0,0-2,.000,0-1,.000,0-1,.000,,,,
56,2013,So,6-6,Anthony Lanier,Alabama A&M,SWAC,12,6.6,-0.2,-10.6,84.4,16.5,37.5,42.4,9.9,12.2,8.4,23.5,2.5,0.8,37.5,4-6,.667,6-16,.375,0-0,.000,,,,
57,,,,,Conf. games:,Conf. games:,10,9.7,0.0,-8.8,94.7,15.7,42.9,47.5,10.7,11.5,8.9,21.1,2.7,0.8,42.9,4-6,.667,6-14,.429,0-0,.000,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,2012,Fr,6-6,Anthony Lanier,Alabama A&M,SWAC,13,6.3,-0.1,-7.8,86.2,14.7,35.7,40.9,10.2,14.4,3.3,18.2,3.1,2.7,28.6,3-4,.750,5-14,.357,0-0,.000
60,2013,Sr,6-7,Phillip Crawford,Alabama St.,SWAC,25,43.6,2.1,0.2,102.9,29.6,55.2,56.8,11.6,20.1,9.2,18.4,3.0,1.9,35.1,54-85,.635,132-237,.557,1-5,.200,,,,
61,,,,,Conf. games:,Conf. games:,17,55.9,2.3,0.9,104.2,30.2,55.9,56.6,14.2,21.5,9.8,19.1,3.5,2.1,27.3,30-51,.588,103-183,.563,1-4,.250,,,,
62,,,,,Top 100 quality games:,Top 100:,3,21.0,1.4,-5.5,98.3,28.4,58.8,67.3,2.5,5.2,0.0,28.2,0.0,0.0,47.1,8-8,1.000,10-16,.625,0-1,.000,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2013,Sr,6-2,Ryan Watts,Alabama St.,SWAC,28,43.2,0.1,-5.5,87.2,20.8,42.2,45.3,4.2,8.4,13.5,22.3,1.0,2.5,24.7,28-41,.683,40-99,.404,20-67,.299,,,,
65,,,,,Conf. games:,Conf. games:,18,53.1,0.0,-6.4,88.7,20.0,37.9,43.1,4.2,8.4,10.3,19.4,0.8,1.9,27.5,26-33,.788,29-71,.408,11-49,.224,,,,
66,,,,,Top 100 quality games:,Top 100:,3,22.5,-0.0,-2.0,80.7,19.2,46.2,43.6,0.0,9.7,24.1,19.5,0.0,5.0,30.8,1-4,.250,3-8,.375,2-5,.400,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2013,Sr,6-4,Stephawn Brown,Alabama St.,SWAC,16,33.0,-0.1,-5.1,90.6,14.7,45.6,46.4,8.4,12.5,5.6,21.6,1.8,1.2,18.9,9-17,.529,29-67,.433,8-23,.348,,,,
69,,,,,Conf. games:,Conf. games:,5,18.5,-0.1,-6.8,98.2,14.9,50.0,50.9,8.1,14.2,4.7,21.0,0.8,0.0,16.1,3-5,.600,11-22,.500,3-9,.333,,,,
70,,,,,Top 100 quality games:,Top 100:,5,51.0,-2.2,-9.3,53.4,14.3,23.7,26.3,8.1,6.4,6.7,30.8,0.0,1.7,21.1,2-4,.500,3-14,.214,1-5,.200,,,,
71,,,,,Top 50 quality games:,Top 50:,2,57.5,-2.8,-10.4,46.5,14.8,22.7,22.7,6.4,6.9,6.8,24.5,0.0,1.2,0.0,0-0,.000,1-7,.143,1-4,.250,,,,
72,2013,Jr,6-3,Denzell McDaniel,Alabama St.,SWAC,25,54.5,-0.2,-5.2,88.5,17.5,44.4,47.5,2.1,11.4,24.5,28.0,1.0,1.2,47.4,37-64,.578,30-80,.375,20-55,.364,,,,
73,,,,,Conf. games:,Conf. games:,18,70.5,-0.9,-6.5,83.8,16.0,36.8,42.3,2.1,10.7,22.1,29.2,1.1,1.2,49.5,28-45,.622,14-50,.280,13-41,.317,,,,
74,,,,,Top 100 quality games:,Top 100:,3,38.0,1.1,-2.2,90.9,21.2,50.0,51.3,2.7,15.7,32.8,24.3,1.3,0.0,31.8,4-7,.571,5-14,.357,4-8,.500,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2013,Jr,6-6,Jonathan Jefferson,Alabama St.,SWAC,20,13.8,-0.3,-7.3,81.2,16.0,25.0,33.7,12.6,11.3,6.8,17.3,2.5,2.4,50.0,12-18,.667,9-30,.300,0-6,.000,,,,
77,,,,,Conf. games:,Conf. games:,15,15.7,-0.3,-8.4,80.4,15.7,27.3,36.7,11.4,11.7,5.0,23.4,2.9,2.1,50.0,8-11,.727,6-19,.316,0-3,.000,,,,
78,,,,,Top 100 quality games:,Top 100:,2,21.0,0.2,0.3,90.4,12.3,25.0,30.3,14.7,10.4,11.0,0.0,2.4,4.0,50.0,2-4,.500,2-6,.333,0-2,.000,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2013,Sr,6-7,Shawntez Patterson,Alabama St.,SWAC,26,52.6,-0.6,-6.4,79.3,21.2,39.7,40.8,5.3,15.8,6.3,20.9,3.0,1.5,23.9,25-52,.481,37-110,.336,33-108,.306,,,,
81,,,,,Conf. games:,Conf. games:,18,60.3,-0.3,-5.0,84.8,20.1,39.4,40.3,6.7,16.1,6.2,17.0,3.5,1.6,26.8,17-38,.447,26-73,.356,20-69,.290,,,,
82,,,,,Top 100 quality games:,Top 100:,3,43.0,-1.2,-7.9,65.4,25.0,45.2,45.6,1.2,16.4,6.6,33.9,2.4,2.0,12.9,2-4,.500,5-12,.417,6-19,.316,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2013,Sr,6-4,Josh Mason,Alabama St.,SWAC,8,7.7,-0.1,-5.8,76.9,22.3,37.9,38.7,9.1,13.1,16.2,25.0,0.0,2.5,24.1,3-7,.429,11-26,.423,0-3,.000,,,,
85,,,,,Top 100 quality games:,Top 100:,3,16.5,-1.9,-12.4,31.5,24.3,9.1,9.1,15.6,16.5,13.5,34.9,0.0,3.4,0.0,0-0,.000,1-10,.100,0-1,.000,,,,
86,,,,,Top 50 quality games:,Top 50:,2,25.0,-1.9,-18.0,25.4,29.7,12.5,12.5,14.8,10.5,0.0,37.4,0.0,2.8,0.0,0-0,.000,1-8,.125,0-0,.000,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2013,Sr,5-10,Anthony Price,Alabama St.,SWAC,7,7.9,-0.1,-5.2,88.8,12.7,31.3,30.7,3.3,2.3,32.8,18.9,0.0,1.8,25.0,1-4,.250,2-7,.286,2-9,.222,,,,
89,,,,,Conf. games:,Conf. games:,1,0.6,-0.7,-30.3,35.3,18.1,0.0,0.0,27.1,0.0,0.0,82.8,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
90,,,,,Top 100 quality games:,Top 100:,2,11.5,2.4,3.7,145.0,11.1,50.0,50.6,4.5,0.0,59.8,0.0,0.0,0.0,66.7,1-2,.500,0-0,.000,1-3,.333,,,,
91,,,,,Top 50 quality games:,Top 50:,2,28.8,2.2,3.7,140.0,10.7,50.0,50.6,4.3,0.0,81.8,0.0,0.0,0.0,66.7,1-2,.500,0-0,.000,1-3,.333,,,,
92,2013,Fr,6-0,Kimani Key,Alabama St.,SWAC,3,3.2,-0.7,-9.5,61.9,21.8,32.4,32.4,0.0,5.7,0.0,20.5,0.0,3.0,0.0,0-0,.000,1-8,.125,3-9,.333,,,,
93,,,,,Top 100 quality games:,Top 100:,2,14.0,-2.4,-13.4,31.8,16.7,15.0,15.0,0.0,7.8,0.0,12.0,0.0,2.0,0.0,0-0,.000,0-6,.000,1-4,.250,,,,
94,,,,,Top 50 quality games:,Top 50:,2,35.0,-2.5,-13.4,30.7,17.4,15.0,15.0,0.0,7.5,0.0,11.4,0.0,2.0,0.0,0-0,.000,0-6,.000,1-4,.250,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2013,Fr,6-2,Terrelle Green,Alabama St.,SWAC,3,2.4,-2.1,-14.5,22.3,19.6,10.0,10.0,3.6,7.6,0.0,30.4,0.0,4.0,0.0,0-0,.000,1-8,.125,0-2,.000,,,,
97,,,,,Top 100 quality games:,Top 100:,2,8.5,-1.5,-13.7,27.7,25.2,16.7,16.7,6.1,6.4,0.0,39.2,0.0,6.6,0.0,0-0,.000,1-4,.250,0-2,.000,,,,
98,,,,,Top 50 quality games:,Top 50:,2,21.3,-1.6,-13.7,26.6,25.7,16.7,16.7,5.8,6.2,0.0,38.2,0.0,6.6,0.0,0-0,.000,1-4,.250,0-2,.000,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2013,Jr,6-10,Timothy Coleman,Alabama St.,SWAC,6,3.5,-0.0,-9.0,91.3,11.2,42.9,53.4,0.0,7.8,0.0,24.1,2.5,2.7,42.9,3-3,1.000,3-7,.429,0-0,.000,,,,
101,,,,,Top 100 quality games:,Top 100:,3,10.5,-0.2,-6.8,77.8,12.3,20.0,33.6,0.0,10.4,0.0,0.0,4.9,2.7,40.0,2-2,1.000,1-5,.200,0-0,.000,,,,
102,,,,,Top 50 quality games:,Top 50:,2,25.0,-0.2,-6.8,75.5,13.4,20.0,33.6,0.0,10.5,0.0,0.0,5.3,2.8,40.0,2-2,1.000,1-5,.200,0-0,.000,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2013,Fr,6-10,Devonte' Neal,Alabama St.,SWAC,8,3.8,-0.3,-4.9,78.6,11.1,33.3,33.9,6.9,9.7,4.1,11.4,6.9,0.0,100.0,2-6,.333,2-6,.333,0-0,.000,,,,
105,,,,,Conf. games:,Conf. games:,3,0.8,-0.3,-11.6,48.3,18.8,0.0,52.6,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
106,,,,,Top 100 quality games:,Top 100:,3,15.0,-0.3,-5.1,78.5,12.9,33.3,31.6,6.9,14.5,8.1,0.0,3.4,0.0,66.7,1-4,.250,2-6,.333,0-0,.000,,,,
107,,,,,Top 50 quality games:,Top 50:,2,36.3,-0.3,-5.5,75.5,13.5,33.3,31.6,6.8,10.9,11.7,0.0,3.6,0.0,66.7,1-4,.250,2-6,.333,0-0,.000,,,,
108,2013,Sr,5-10,Jacob Iati,Albany,AE,35,83.5,3.5,3.6,118.9,17.3,56.6,60.6,1.2,6.4,11.8,13.8,0.0,1.5,28.8,76-89,.854,37-88,.420,92-221,.416,,,,
109,,,,,Conf. games:,Conf. games:,16,80.3,1.4,0.4,103.3,15.7,46.9,50.9,0.5,4.9,11.8,15.5,0.0,1.8,18.6,22-24,.917,11-36,.306,33-93,.355,,,,
110,,,,,Top 100 quality games:,Top 100:,6,77.9,5.5,8.1,122.4,20.8,61.8,65.0,2.1,9.5,20.0,14.9,0.0,2.4,30.9,14-17,.824,7-15,.467,18-40,.450,,,,
111,,,,,Top 50 quality games:,Top 50:,3,85.0,8.0,11.7,138.8,19.2,66.0,73.3,2.6,16.8,30.1,15.7,0.0,3.0,48.0,12-12,1.000,3-8,.375,9-17,.529,,,,
112,2013,Sr,6-0,Mike Black,Albany,AE,35,80.4,2.8,1.5,99.3,28.0,46.9,52.9,3.1,9.1,18.6,20.3,0.2,2.0,46.4,142-186,.763,104-253,.411,56-148,.378,,,,
113,,,,,Conf. games:,Conf. games:,16,78.4,2.5,0.3,96.4,29.0,45.0,51.4,3.0,9.0,15.7,20.1,0.2,1.5,45.5,67-87,.770,50-123,.407,24-68,.353,,,,
114,,,,,Top 100 quality games:,Top 100:,6,80.8,4.5,3.7,108.3,24.4,51.6,56.0,3.4,5.7,18.4,15.0,0.0,2.0,39.1,19-25,.760,18-38,.474,10-26,.385,,,,
115,,,,,Top 50 quality games:,Top 50:,3,78.3,4.3,3.5,104.8,25.4,51.4,56.4,4.3,1.7,6.1,15.5,0.0,2.6,40.0,11-14,.786,9-20,.450,6-15,.400,,,,
116,2013,Sr,6-4,Jayson Guerrier,Albany,AE,32,30.3,0.4,-2.1,96.2,17.6,46.0,48.8,5.1,9.5,7.9,18.6,0.5,0.7,16.8,15-19,.789,16-40,.400,24-73,.329,,,,
117,,,,,Conf. games:,Conf. games:,16,27.6,0.7,0.8,107.5,16.1,60.2,60.7,3.6,13.5,5.1,19.7,0.7,0.4,18.2,5-8,.625,10-14,.714,11-30,.367,,,,
118,,,,,Top 100 quality games:,Top 100:,5,17.5,-0.9,-11.5,48.9,20.9,13.6,20.9,3.1,6.5,14.7,29.4,0.0,1.5,18.2,2-2,1.000,0-2,.000,1-9,.111,,,,
119,,,,,Top 50 quality games:,Top 50:,3,18.3,0.1,-3.9,83.0,18.7,25.0,36.0,6.1,14.2,9.8,15.0,0.0,0.0,33.3,2-2,1.000,0-1,.000,1-5,.200,,,,
120,2013,Sr,6-9,Blake Metcalf,Albany,AE,35,47.5,0.1,-0.7,94.0,14.2,59.6,54.6,7.7,18.0,10.2,26.9,4.0,1.3,54.3,17-51,.333,56-93,.602,0-1,.000,,,,
121,,,,,Conf. games:,Conf. games:,16,41.1,-0.4,-1.5,84.3,14.9,51.3,48.2,8.2,16.3,6.2,27.1,4.1,1.4,64.1,9-25,.360,20-38,.526,0-1,.000,,,,
122,,,,,Top 100 quality games:,Top 100:,6,43.8,-1.5,-1.8,62.9,11.8,40.0,37.5,3.7,11.8,8.1,36.3,8.0,1.8,70.0,2-7,.286,4-10,.400,0-0,.000,,,,
123,,,,,Top 50 quality games:,Top 50:,3,40.8,-2.1,-6.5,48.1,12.4,66.7,51.3,0.0,9.5,0.0,50.7,2.3,1.3,200.0,2-6,.333,2-3,.667,0-0,.000,,,,
124,2013,So,6-5,Chris Page,Albany,AE,9,2.6,0.1,-2.3,84.6,25.2,35.3,36.2,3.5,0.0,13.3,6.8,3.1,3.4,11.8,1-2,.500,3-6,.500,2-11,.182,,,,
125,,,,,Conf. games:,Conf. games:,4,1.7,-0.1,-18.4,65.5,33.6,25.0,25.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,2-4,.500,0-4,.000,,,,
126,,,,,Top 100 quality games:,Top 100:,2,1.3,-0.5,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
127,,,,,Top 50 quality games:,Top 50:,2,2.5,-0.5,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
128,2013,Sr,6-2,Marquiz Baker,Alcorn St.,SWAC,23,62.9,1.6,-0.1,94.1,26.3,42.6,47.5,2.8,9.4,13.0,15.1,0.7,2.4,33.9,85-114,.746,59-138,.428,56-198,.283,,,,
129,,,,,Conf. games:,Conf. games:,18,87.5,1.3,-0.6,95.0,25.0,41.0,46.4,2.9,10.0,11.8,13.9,0.7,2.2,38.4,69-96,.719,41-106,.387,41-144,.285,,,,
130,,,,,Top 100 quality games:,Top 100:,3,35.0,4.1,4.3,100.7,28.0,52.7,56.4,0.0,6.7,16.7,16.7,0.0,2.6,16.1,9-9,1.000,13-20,.650,11-36,.306,,,,
131,,,,,Top 50 quality games:,Top 50:,1,23.8,1.5,2.3,78.0,24.8,40.6,44.2,0.0,7.2,0.0,19.1,0.0,3.1,12.5,2-2,1.000,2-4,.500,3-12,.250,,,,
132,2013,Sr,6-4,Anthony Nieves,Alcorn St.,SWAC,32,72.7,0.3,-5.0,82.8,26.2,44.1,47.4,3.5,10.1,14.8,25.5,0.8,1.6,34.5,73-114,.640,78-207,.377,45-123,.366,,,,
133,,,,,Conf. games:,Conf. games:,18,68.6,0.7,-3.5,90.1,26.4,47.6,49.5,2.4,11.5,15.3,21.6,0.7,1.6,34.9,38-66,.576,45-112,.402,30-77,.390,,,,
