,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
823,,,,,Top 50 quality games:,Top 50:,3,73.3,1.3,0.1,82.9,26.6,43.1,47.3,0.0,10.3,29.8,28.2,0.0,1.4,27.6,6-8,.750,5-16,.313,5-13,.385,,,,
824,2013,Sr,6-8,Matt Sundberg,College of Charleston,SC,31,17.5,0.1,-1.0,97.9,15.8,41.7,43.1,8.2,18.3,5.9,11.6,1.7,1.0,21.7,7-13,.538,10-22,.455,10-38,.263,,,,
825,,,,,Conf. games:,Conf. games:,16,13.9,0.2,-3.1,103.1,15.9,42.6,42.2,8.2,16.4,5.8,3.9,0.0,0.6,29.6,3-8,.375,4-10,.400,5-17,.294,,,,
826,,,,,Top 100 quality games:,Top 100:,5,33.0,0.9,5.5,108.3,12.7,56.7,56.7,1.6,20.7,7.1,14.5,3.1,1.9,0.0,0-0,.000,4-5,.800,3-10,.300,,,,
827,,,,,Top 50 quality games:,Top 50:,3,37.5,1.8,8.6,122.0,12.7,75.0,75.0,2.7,25.2,5.6,20.9,2.0,1.4,0.0,0-0,.000,3-3,1.000,3-7,.429,,,,
828,2013,Sr,6-1,Bart Benton,College of Charleston,SC,12,1.0,-0.1,-15.3,49.3,28.0,25.0,25.0,0.0,8.0,14.1,31.7,0.0,0.0,0.0,0-0,.000,0-2,.000,1-4,.250,,,,
829,,,,,Conf. games:,Conf. games:,7,1.3,0.1,-0.2,113.7,14.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,1-2,.500,,,,
830,,,,,Top 100 quality games:,Top 100:,2,0.5,-0.2,-27.6,0.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
831,,,,,Top 50 quality games:,Top 50:,1,0.4,-0.2,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
832,2013,So,6-4,Trevonte Dixon,College of Charleston,SC,19,3.3,-0.2,-7.1,63.7,19.0,45.0,45.0,5.4,12.4,4.5,43.4,2.2,4.2,0.0,0-0,.000,3-6,.500,1-4,.250,,,,
833,,,,,Conf. games:,Conf. games:,9,4.2,-0.2,-6.9,73.9,18.0,58.3,58.3,3.9,14.6,6.6,46.1,0.0,2.1,0.0,0-0,.000,2-3,.667,1-3,.333,,,,
834,,,,,Top 100 quality games:,Top 100:,3,2.0,-0.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
835,,,,,Top 50 quality games:,Top 50:,1,1.7,-0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
836,2013,Sr,6-6,Brandon James,Colgate,Pat,26,37.6,1.0,-1.7,92.8,26.9,48.8,53.0,7.0,23.2,12.7,22.8,1.3,1.6,37.5,46-63,.730,52-100,.520,20-68,.294,,,,
837,,,,,Conf. games:,Conf. games:,10,32.2,1.2,-0.4,94.4,28.2,53.1,58.0,5.4,22.1,10.7,26.6,1.2,1.7,32.3,18-21,.857,18-30,.600,11-35,.314,,,,
838,,,,,Top 100 quality games:,Top 100:,7,34.1,-0.4,-5.0,68.0,23.3,40.5,40.5,4.2,24.0,11.0,28.8,0.9,0.6,0.0,0-0,.000,12-23,.522,2-14,.143,,,,
839,,,,,Top 50 quality games:,Top 50:,5,33.5,-0.5,-7.3,66.4,21.2,31.8,31.8,5.2,19.4,18.0,21.2,0.0,0.0,0.0,0-0,.000,4-14,.286,2-8,.250,,,,
840,2013,Sr,6-0,Mitch Rolls,Colgate,Pat,32,70.0,0.3,-4.7,90.5,17.9,45.5,48.2,1.0,6.0,20.4,22.9,0.4,1.0,17.7,30-39,.769,37-97,.381,42-123,.341,,,,
841,,,,,Conf. games:,Conf. games:,14,70.6,0.9,-2.6,98.6,17.3,49.5,51.6,1.4,7.6,18.1,18.9,0.3,1.2,18.2,13-18,.722,22-48,.458,18-51,.353,,,,
842,,,,,Top 100 quality games:,Top 100:,8,67.5,-1.0,-7.3,72.1,16.9,41.3,43.3,0.5,5.0,12.7,30.0,0.0,0.3,21.7,6-10,.600,7-17,.412,8-29,.276,,,,
843,,,,,Top 50 quality games:,Top 50:,5,72.5,-0.9,-7.6,70.1,18.6,41.7,44.6,0.8,6.2,15.8,33.5,0.0,0.4,33.3,6-10,.600,5-11,.455,5-19,.263,,,,
844,2013,Sr,6-11,John Brandenburg,Colgate,Pat,32,48.7,0.2,-3.0,91.7,17.4,43.5,47.9,7.4,11.8,6.1,18.8,4.6,1.2,33.3,35-49,.714,64-147,.435,0-0,.000,,,,
845,,,,,Conf. games:,Conf. games:,14,50.3,0.4,-2.4,92.0,19.0,42.5,47.7,7.4,12.4,6.1,18.4,2.8,1.7,31.5,18-23,.783,31-73,.425,0-0,.000,,,,
846,,,,,Top 100 quality games:,Top 100:,8,49.7,-0.3,-5.9,76.8,18.3,37.8,42.2,7.9,8.9,9.7,27.2,3.0,0.4,18.9,6-7,.857,14-37,.378,0-0,.000,,,,
847,,,,,Top 50 quality games:,Top 50:,5,44.0,-0.0,-6.6,80.7,16.4,35.0,41.1,9.2,6.8,5.3,20.9,4.1,0.0,20.0,4-4,1.000,7-20,.350,0-0,.000,,,,
848,2013,Sr,6-9,Lazar Bogdanovic,Colgate,Pat,9,1.8,0.3,-4.3,141.8,6.3,66.7,66.7,5.0,14.6,0.0,0.0,0.0,0.0,0.0,0-0,.000,2-3,.667,0-0,.000,,,,
849,,,,,Conf. games:,Conf. games:,2,1.1,0.8,2.8,200.0,6.1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,
850,,,,,Top 100 quality games:,Top 100:,4,3.1,-0.4,-8.4,47.4,5.6,0.0,0.0,11.3,21.8,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
851,,,,,Top 50 quality games:,Top 50:,4,5.0,-0.4,-8.4,47.4,5.7,0.0,0.0,11.6,20.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
852,2013,Jr,6-7,Andre Roberson,Colorado,P12,31,77.3,2.4,8.4,99.8,20.4,51.5,52.4,10.6,27.1,9.4,21.2,4.4,3.9,35.6,54-98,.551,113-217,.521,19-58,.328,,,,
853,,,,,Conf. games:,Conf. games:,16,76.0,1.7,7.5,93.9,19.1,48.9,50.3,9.7,26.8,6.7,23.5,3.7,4.2,26.1,21-36,.583,51-100,.510,11-38,.289,,,,
854,,,,,Top 100 quality games:,Top 100:,23,81.2,2.0,7.7,93.8,20.7,48.8,50.0,9.9,27.7,9.5,22.9,3.6,3.7,35.0,39-72,.542,78-160,.487,15-46,.326,,,,
855,,,,,Top 50 quality games:,Top 50:,10,87.9,2.8,7.6,96.6,21.0,48.0,48.4,9.9,23.9,8.2,17.6,2.9,3.3,32.7,16-33,.485,38-78,.487,7-23,.304,,,,
856,2013,Sr,6-4,Sabatino Chen,Colorado,P12,33,57.5,0.5,0.8,96.0,12.9,46.6,49.0,3.9,6.8,11.0,22.6,0.4,2.2,29.0,24-38,.632,40-84,.476,14-47,.298,,,,
857,,,,,Conf. games:,Conf. games:,18,62.2,0.7,1.4,95.8,13.6,46.2,46.4,4.1,7.3,10.4,18.2,0.2,2.5,16.5,7-15,.467,24-56,.429,12-35,.343,,,,
858,,,,,Top 100 quality games:,Top 100:,24,54.8,-0.3,0.3,85.0,12.3,40.2,42.1,3.3,6.9,11.7,24.4,0.2,2.3,19.5,10-17,.588,23-55,.418,8-32,.250,,,,
859,,,,,Top 50 quality games:,Top 50:,10,51.4,-0.5,-1.5,79.3,12.7,43.9,46.0,3.3,5.5,6.1,30.7,0.5,1.8,18.2,4-6,.667,10-24,.417,3-9,.333,,,,
860,2013,Jr,6-11,Shane Harris-Tunks,Colorado,P12,32,20.8,-0.5,-5.5,68.3,15.3,36.4,38.8,7.7,12.6,2.8,32.6,1.2,1.1,54.5,11-24,.458,16-43,.372,0-1,.000,,,,
861,,,,,Conf. games:,Conf. games:,17,20.0,-0.8,-6.1,61.2,13.0,33.3,32.5,5.6,13.3,3.9,29.5,1.4,0.9,77.8,4-14,.286,6-18,.333,0-0,.000,,,,
862,,,,,Top 100 quality games:,Top 100:,23,20.4,-0.6,-5.3,66.3,13.1,29.6,32.3,8.2,11.2,2.0,26.1,0.5,0.6,66.7,7-18,.389,8-26,.308,0-1,.000,,,,
863,,,,,Top 50 quality games:,Top 50:,10,19.5,-0.3,-6.1,69.6,16.1,36.4,40.5,11.5,7.2,0.0,34.4,0.0,0.8,72.7,4-8,.500,4-10,.400,0-1,.000,,,,
864,2013,Sr,6-2,Dorian Green,Colorado St.,MWC,32,81.7,4.4,5.6,116.0,20.6,49.2,55.1,0.7,8.4,22.3,16.4,0.3,1.4,46.2,114-146,.781,79-173,.457,51-143,.357,,,,
865,,,,,Conf. games:,Conf. games:,16,83.1,4.8,5.7,117.5,21.0,48.4,54.8,0.7,8.6,24.6,14.9,0.2,1.0,47.5,60-76,.789,40-89,.449,25-71,.352,,,,
866,,,,,Top 100 quality games:,Top 100:,17,86.1,5.3,5.6,114.6,22.1,48.4,54.6,0.8,8.9,19.7,15.7,0.4,0.9,46.3,69-88,.784,41-102,.402,34-88,.386,,,,
867,,,,,Top 50 quality games:,Top 50:,11,84.9,4.2,4.5,104.6,22.2,44.6,51.0,0.9,9.6,17.9,16.8,0.3,0.8,45.5,42-55,.764,21-65,.323,22-56,.393,,,,
868,2013,Sr,6-10,Colton Iverson,Colorado St.,MWC,33,74.7,4.4,7.4,114.1,24.5,58.9,59.6,13.2,26.4,10.0,17.2,2.8,0.9,73.9,124-212,.585,169-287,.589,0-0,.000,,,,
869,,,,,Conf. games:,Conf. games:,16,78.0,4.4,7.0,110.2,25.2,60.6,59.8,13.9,26.5,8.9,19.0,2.5,1.2,89.1,67-122,.549,83-137,.606,0-0,.000,,,,
870,,,,,Top 100 quality games:,Top 100:,17,78.1,4.9,7.0,110.7,25.3,55.2,57.0,14.6,27.6,7.8,17.4,3.0,0.7,67.3,66-111,.595,91-165,.552,0-0,.000,,,,
871,,,,,Top 50 quality games:,Top 50:,11,80.2,4.1,5.4,102.4,24.8,47.1,51.9,13.5,27.6,8.7,18.1,3.5,0.3,72.1,47-75,.627,49-104,.471,0-0,.000,,,,
872,2013,Sr,6-5,Pierce Hornung,Colorado St.,MWC,31,74.0,4.2,7.2,124.9,15.5,57.3,58.8,15.3,18.3,13.9,16.3,1.7,2.2,39.8,47-74,.635,93-163,.571,9-23,.391,,,,
873,,,,,Conf. games:,Conf. games:,16,77.7,4.8,8.2,129.3,15.8,54.4,55.9,15.2,18.1,17.3,10.9,1.5,2.6,39.8,25-41,.610,47-87,.540,6-16,.375,,,,
874,,,,,Top 100 quality games:,Top 100:,17,83.5,3.8,6.0,117.9,13.9,50.5,52.3,12.8,16.7,14.4,16.3,1.4,2.2,39.8,23-39,.590,39-83,.470,7-15,.467,,,,
875,,,,,Top 50 quality games:,Top 50:,11,84.0,2.3,4.4,106.2,11.9,49.0,51.2,9.3,14.4,13.6,22.1,2.1,1.6,39.2,12-20,.600,22-45,.489,2-6,.333,,,,
876,2013,Sr,6-3,Wes Eikmeier,Colorado St.,MWC,33,77.9,3.4,1.9,108.6,21.6,45.1,51.0,0.3,6.1,14.5,15.9,0.2,1.0,28.8,95-106,.896,88-224,.393,52-144,.361,,,,
877,,,,,Conf. games:,Conf. games:,16,80.3,3.7,2.0,106.8,22.6,45.3,51.8,0.5,6.0,11.9,16.9,0.2,1.2,28.5,52-55,.945,47-117,.402,27-76,.355,,,,
878,,,,,Top 100 quality games:,Top 100:,17,77.5,2.8,-0.1,98.6,22.0,45.4,49.1,0.4,6.2,11.5,20.1,0.0,0.8,17.9,31-35,.886,48-119,.403,27-76,.355,,,,
879,,,,,Top 50 quality games:,Top 50:,11,78.7,2.3,0.1,91.9,22.1,43.7,47.3,0.6,6.0,9.5,20.7,0.0,1.1,17.3,19-22,.864,30-83,.361,17-44,.386,,,,
880,2013,Sr,6-6,Greg Smith,Colorado St.,MWC,33,62.8,3.0,3.2,107.6,24.5,49.8,54.0,10.6,13.6,8.8,18.3,1.8,1.0,52.9,97-144,.674,110-231,.476,17-41,.415,,,,
881,,,,,Conf. games:,Conf. games:,16,64.0,3.3,4.1,112.2,21.8,49.6,54.0,8.5,15.7,8.3,13.7,1.2,0.9,53.1,46-68,.676,53-106,.500,7-22,.318,,,,
882,,,,,Top 100 quality games:,Top 100:,17,59.3,3.0,2.6,105.6,24.0,46.3,52.0,10.2,12.0,7.6,17.8,1.7,0.8,47.4,47-64,.734,52-113,.460,7-22,.318,,,,
883,,,,,Top 50 quality games:,Top 50:,11,58.4,2.4,0.8,97.2,24.5,45.6,49.0,11.6,9.0,7.6,19.3,1.3,0.7,35.6,21-32,.656,35-76,.461,4-14,.286,,,,
884,2013,Sr,6-1,Brian Barbour,Columbia,Ivy,25,79.8,3.6,4.0,111.7,23.4,41.9,51.9,2.0,7.4,29.4,12.2,0.3,3.0,52.1,110-125,.880,57-147,.388,29-93,.312,,,,
885,,,,,Conf. games:,Conf. games:,13,71.8,3.0,3.2,111.8,21.1,40.5,50.7,0.6,4.0,22.2,9.6,0.3,3.0,51.4,50-57,.877,27-66,.409,12-45,.267,,,,
886,,,,,Top 100 quality games:,Top 100:,4,87.5,3.3,0.6,99.7,25.0,31.1,44.7,2.5,9.2,19.5,11.6,0.0,1.9,51.1,22-23,.957,8-26,.308,4-19,.211,,,,
887,,,,,Top 50 quality games:,Top 50:,1,95.0,5.9,5.5,104.4,28.3,8.3,39.5,3.2,19.4,41.1,11.2,0.0,4.7,100.0,12-12,1.000,1-4,.250,0-8,.000,,,,
888,2013,Sr,6-9,Mark Cisco,Columbia,Ivy,26,59.1,1.2,-2.6,96.7,22.2,43.1,46.8,10.2,21.2,6.6,13.5,3.7,1.2,29.8,39-56,.696,81-188,.431,0-0,.000,,,,
889,,,,,Conf. games:,Conf. games:,14,55.4,1.4,-1.9,100.9,21.9,44.9,49.1,12.3,21.9,5.9,14.9,1.7,1.5,32.6,21-29,.724,40-89,.449,0-0,.000,,,,
890,,,,,Top 100 quality games:,Top 100:,4,50.6,2.3,-2.6,107.1,22.6,48.1,48.3,18.7,14.3,3.4,11.1,0.0,2.5,7.4,1-2,.500,13-27,.481,0-0,.000,,,,
891,,,,,Top 50 quality games:,Top 50:,1,35.0,1.7,-1.4,129.3,8.2,66.7,66.7,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0-0,.000,2-3,.667,0-0,.000,,,,
892,2013,Sr,6-8,John Daniels,Columbia,Ivy,25,39.8,-0.3,-4.2,86.9,14.9,50.0,50.0,11.2,25.0,7.9,32.1,1.4,1.7,37.5,10-21,.476,28-55,.509,0-1,.000,,,,
893,,,,,Conf. games:,Conf. games:,14,42.3,0.3,-1.4,97.6,14.9,53.1,53.0,13.5,26.2,8.6,26.8,2.2,2.3,50.0,8-16,.500,17-32,.531,0-0,.000,,,,
894,,,,,Top 100 quality games:,Top 100:,4,43.1,-1.0,-4.6,69.6,14.3,50.0,44.7,10.2,15.0,3.1,41.1,0.0,2.9,25.0,0-2,.000,4-8,.500,0-0,.000,,,,
895,,,,,Top 50 quality games:,Top 50:,1,67.5,-0.5,-3.5,87.8,7.5,100.0,100.0,13.5,15.6,0.0,59.4,0.0,2.2,0.0,0-0,.000,1-1,1.000,0-0,.000,,,,
896,2013,Sr,5-10,Dean Kowalski,Columbia,Ivy,6,1.2,-0.5,-16.3,14.7,18.8,0.0,0.0,0.0,0.0,15.9,58.4,0.0,5.5,0.0,0-3,.000,0-0,.000,0-0,.000,,,,
897,,,,,Conf. games:,Conf. games:,4,2.0,-0.6,-14.2,19.5,15.2,0.0,0.0,0.0,0.0,17.7,80.8,0.0,6.1,0.0,0-1,.000,0-0,.000,0-0,.000,,,,
898,,,,,Top 100 quality games:,Top 100:,1,1.3,-0.6,-30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,2013,Fr,6-6,Brad Gilson,Columbia,Ivy,6,3.3,0.4,-1.6,115.1,17.9,55.0,59.4,0.0,7.9,7.2,10.8,0.0,0.0,20.0,2-2,1.000,1-1,1.000,3-9,.333,,,,
901,,,,,Conf. games:,Conf. games:,3,5.5,1.1,-0.0,121.6,17.6,61.1,65.3,0.0,9.5,0.0,12.4,0.0,0.0,22.2,2-2,1.000,1-1,1.000,3-8,.375,,,,
902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,DUNKS,At the rim,Other 2-PT, 3-Pt Jumpers,,,,,,,,,,,,,,,,,,,,,,,
904,2013,So,6-9,Skylar Scrivano,Columbia,Ivy,11,7.9,-0.1,-11.1,80.8,20.7,50.0,50.4,12.3,14.7,0.0,31.1,0.0,0.0,33.3,3-6,.500,9-18,.500,0-0,.000,,,,
905,,,,,Conf. games:,Conf. games:,8,11.4,0.1,-10.4,82.6,24.2,50.0,50.4,15.9,18.5,0.0,30.5,0.0,0.0,37.5,3-6,.500,8-16,.500,0-0,.000,,,,
906,,,,,Top 100 quality games:,Top 100:,1,5.6,-2.2,-32.5,15.2,27.1,0.0,0.0,13.0,14.3,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-5,.000,0-0,.000,,,,
907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,2013,Sr,5-11,Troy Franklin,Coppin St.,MEAC,14,26.4,1.7,0.3,89.5,31.0,45.7,49.2,3.4,4.5,28.9,24.1,0.0,5.8,23.3,27-35,.771,19-60,.317,33-90,.367,,,,
909,,,,,Conf. games:,Conf. games:,2,9.0,0.7,-2.8,75.0,34.3,53.6,51.8,3.7,9.7,16.0,35.3,0.0,4.1,7.1,0-2,.000,3-9,.333,8-19,.421,,,,
910,,,,,Top 100 quality games:,Top 100:,6,56.8,3.2,3.6,97.3,30.2,53.6,57.2,2.4,3.7,30.8,22.2,0.0,5.3,28.6,16-20,.800,9-25,.360,19-45,.422,,,,
911,,,,,Top 50 quality games:,Top 50:,2,56.3,0.5,-2.6,74.7,27.7,34.1,34.1,6.3,0.0,42.7,17.8,0.0,4.8,0.0,0-0,.000,0-6,.000,5-16,.313,,,,
912,2013,Jr,6-4,Collin Johnson,Coppin St.,MEAC,23,32.4,-0.1,-3.2,90.8,14.7,48.9,50.2,4.0,8.5,5.3,21.3,0.8,3.3,17.0,10-16,.625,31-57,.544,10-37,.270,,,,
913,,,,,Conf. games:,Conf. games:,12,33.7,-0.1,-3.9,89.4,15.4,54.3,54.6,4.4,7.3,5.6,28.0,0.5,3.0,19.1,5-9,.556,15-30,.500,7-17,.412,,,,
914,,,,,Top 100 quality games:,Top 100:,3,17.1,-0.1,-1.5,90.0,10.6,55.6,55.6,2.0,4.9,0.0,22.1,2.4,4.7,0.0,0-0,.000,2-4,.500,2-5,.400,,,,
915,,,,,Top 50 quality games:,Top 50:,1,17.5,1.3,4.1,120.8,7.6,125.0,125.0,0.0,0.0,0.0,51.7,0.0,7.8,0.0,0-0,.000,1-1,1.000,1-1,1.000,,,,
916,2013,Fr,6-7,Darryln Johnson,Coppin St.,MEAC,19,11.2,-0.6,-8.4,67.4,14.0,21.6,27.0,4.4,10.7,3.1,5.9,1.6,0.4,21.6,6-8,.750,8-36,.222,0-1,.000,,,,
917,,,,,Conf. games:,Conf. games:,11,15.6,-0.5,-7.0,78.3,11.3,22.7,30.2,2.1,11.2,4.3,0.0,1.1,0.0,27.3,5-6,.833,5-22,.227,0-0,.000,,,,
918,,,,,Top 100 quality games:,Top 100:,5,8.6,-0.8,-15.5,34.3,26.9,16.7,16.7,4.0,14.6,0.0,17.4,4.8,2.3,0.0,0-0,.000,2-11,.182,0-1,.000,,,,
919,,,,,Top 50 quality games:,Top 50:,1,10.0,-2.3,-23.1,0.0,22.2,0.0,0.0,0.0,45.5,0.0,31.2,0.0,0.0,0.0,0-0,.000,0-3,.000,0-0,.000,,,,
920,2013,Jr,6-6,Mike Simpson,Coppin St.,MEAC,6,2.9,-1.6,-18.2,9.1,15.5,0.0,0.0,2.8,6.3,5.2,40.3,0.0,0.0,0.0,0-0,.000,0-4,.000,0-4,.000,,,,
921,,,,,Top 100 quality games:,Top 100:,3,10.4,-2.7,-18.0,5.6,14.9,0.0,0.0,0.0,8.1,7.2,39.0,0.0,0.0,0.0,0-0,.000,0-3,.000,0-3,.000,,,,
922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,,,,2012,So,6-6,Mike Simpson,Coppin St.,MEAC,17,7.5,-0.8,-17.4,38.0,15.7,17.5,16.7,2.8,4.0,4.2,27.2,0.0,1.4,10.0,0-2,.000,2-9,.222,1-11,.091
924,2013,Fr,6-1,Niwayo Adjei,Coppin St.,MEAC,10,3.0,-0.3,-18.9,56.9,31.8,14.3,32.0,0.0,3.0,11.3,28.8,0.0,0.0,71.4,8-10,.800,2-10,.200,0-4,.000,,,,
925,,,,,Conf. games:,Conf. games:,6,5.2,-0.5,-19.0,53.8,29.6,18.2,32.5,0.0,3.4,13.2,35.5,0.0,0.0,54.5,5-6,.833,2-8,.250,0-3,.000,,,,
926,,,,,Top 100 quality games:,Top 100:,2,1.1,0.1,-10.7,77.8,44.7,0.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2-2,1.000,0-1,.000,0-1,.000,,,,
927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,2013,Sr,6-8,Eitan Chemerinski,Cornell,Ivy,30,48.8,1.4,-1.4,111.6,16.1,63.0,65.0,9.9,9.2,6.3,23.0,2.0,2.3,51.9,39-56,.696,68-108,.630,0-0,.000,,,,
929,,,,,Conf. games:,Conf. games:,14,44.1,1.3,-1.8,116.2,13.9,57.5,61.1,10.6,11.8,8.4,20.0,2.5,2.3,35.0,11-14,.786,23-40,.575,0-0,.000,,,,
930,,,,,Top 100 quality games:,Top 100:,8,49.4,2.2,-0.4,115.2,16.1,56.7,65.0,8.7,7.9,5.3,18.7,2.3,1.5,70.0,18-21,.857,17-30,.567,0-0,.000,,,,
931,,,,,Top 50 quality games:,Top 50:,2,57.5,-0.0,0.1,84.8,10.7,57.1,57.1,6.2,5.3,6.0,33.5,0.0,3.6,0.0,0-0,.000,4-7,.571,0-0,.000,,,,
932,2013,Sr,6-3,Johnathan Gray,Cornell,Ivy,24,49.0,1.3,-1.6,98.5,21.3,50.8,52.3,3.7,11.2,9.5,16.7,1.4,1.1,25.4,30-49,.612,32-69,.464,44-124,.355,,,,
933,,,,,Conf. games:,Conf. games:,8,41.3,2.0,-1.1,106.3,19.2,57.6,58.5,3.1,10.2,7.7,18.4,2.1,0.8,21.2,9-14,.643,14-29,.483,16-37,.432,,,,
934,,,,,Top 100 quality games:,Top 100:,7,43.1,-0.0,-4.1,76.6,20.9,48.7,48.5,1.5,10.1,14.1,28.9,0.9,1.7,23.7,4-9,.444,8-15,.533,7-23,.304,,,,
935,,,,,Top 50 quality games:,Top 50:,2,46.3,-1.9,-4.9,45.8,22.9,22.2,27.5,2.6,16.4,27.3,38.9,0.0,3.0,44.4,2-4,.500,2-5,.400,0-4,.000,,,,
936,2013,Sr,6-9,Josh Figini,Cornell,Ivy,30,29.2,0.6,0.2,104.2,16.5,49.5,51.8,5.5,11.8,3.1,11.4,3.7,2.6,12.9,11-13,.846,26-54,.481,16-47,.340,,,,
937,,,,,Conf. games:,Conf. games:,14,25.7,1.1,-0.4,117.5,18.2,52.3,56.4,7.4,8.7,0.0,7.2,4.2,1.3,22.7,9-10,.900,14-25,.560,6-19,.316,,,,
938,,,,,Top 100 quality games:,Top 100:,8,39.4,1.5,4.2,108.0,17.5,53.8,54.8,5.0,11.0,4.9,8.1,2.9,2.9,15.0,4-6,.667,11-20,.550,7-20,.350,,,,
939,,,,,Top 50 quality games:,Top 50:,2,27.5,-1.0,3.3,63.7,7.9,25.0,25.0,4.3,11.0,0.0,0.0,0.0,5.0,0.0,0-0,.000,1-3,.333,0-1,.000,,,,
940,2013,Sr,6-2,Miles Asafo-Adjei,Cornell,Ivy,30,51.2,-0.5,-6.0,86.2,13.5,36.0,39.3,2.4,7.1,24.6,25.3,0.2,1.2,39.3,19-35,.543,32-82,.390,0-7,.000,,,,
941,,,,,Conf. games:,Conf. games:,14,46.1,0.3,-5.6,95.9,15.0,35.4,41.9,2.3,7.5,19.7,14.6,0.0,0.7,45.8,15-22,.682,17-43,.395,0-5,.000,,,,
942,,,,,Top 100 quality games:,Top 100:,8,59.4,0.3,-3.1,87.2,16.2,50.0,51.0,1.7,8.1,37.0,31.1,0.0,1.6,34.4,6-11,.545,16-31,.516,0-1,.000,,,,
943,,,,,Top 50 quality games:,Top 50:,2,52.5,1.0,0.3,86.0,18.9,45.5,50.2,2.3,8.7,36.0,27.7,0.0,1.3,18.2,2-2,1.000,5-11,.455,0-0,.000,,,,
944,2013,Sr,6-7,Peter McMillan,Cornell,Ivy,13,4.4,-0.5,-11.1,46.9,18.5,25.0,27.0,4.3,12.1,3.5,36.8,2.3,1.1,16.7,1-2,.500,0-4,.000,2-8,.250,,,,
945,,,,,Conf. games:,Conf. games:,8,6.3,-0.6,-14.7,46.1,18.1,18.8,22.4,6.8,15.9,0.0,29.7,0.0,0.0,25.0,1-2,.500,0-2,.000,1-6,.167,,,,
946,,,,,Top 100 quality games:,Top 100:,5,5.6,-0.4,-2.6,49.5,16.6,37.5,37.5,0.0,0.0,0.0,40.0,6.7,3.3,0.0,0-0,.000,0-2,.000,1-2,.500,,,,
947,,,,,Top 50 quality games:,Top 50:,2,16.3,-2.0,-11.1,0.0,10.3,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0-0,.000,0-2,.000,0-0,.000,,,,
948,2013,Fr,6-8,Holt Harmon,Cornell,Ivy,5,1.5,0.0,1.2,94.6,12.3,50.0,50.0,6.3,0.0,10.7,27.2,6.6,3.3,0.0,0-0,.000,0-2,.000,1-1,1.000,,,,
949,,,,,Top 100 quality games:,Top 100:,3,3.8,0.9,8.0,155.6,8.1,75.0,75.0,8.8,0.0,0.0,0.0,0.0,5.0,0.0,0-0,.000,0-1,.000,1-1,1.000,,,,
950,,,,,Top 50 quality games:,Top 50:,2,10.0,-0.8,4.5,30.2,5.8,0.0,0.0,11.9,0.0,0.0,0.0,0.0,6.9,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,2013,Sr,6-9,Gregory Echenique,Creighton,MVC,36,57.3,3.1,7.9,118.7,20.4,65.7,66.2,13.8,20.7,3.7,17.6,7.8,1.5,53.8,73-113,.646,138-210,.657,0-0,.000,,,,
953,,,,,Conf. games:,Conf. games:,18,54.4,2.4,4.5,112.0,19.9,62.9,62.2,14.2,19.5,3.5,19.1,6.1,1.1,49.5,27-48,.563,61-97,.629,0-0,.000,,,,
954,,,,,Top 100 quality games:,Top 100:,18,60.3,3.4,7.3,115.2,20.3,63.0,64.2,13.1,19.1,2.0,17.3,7.3,1.4,56.5,40-61,.656,68-108,.630,0-0,.000,,,,
955,,,,,Top 50 quality games:,Top 50:,9,66.7,5.0,9.1,127.0,18.6,66.7,66.8,14.9,17.3,2.8,12.4,9.3,0.8,66.7,23-36,.639,36-54,.667,0-0,.000,,,,
