,Yr,Cls,Ht,Player,Team,Conf.,G,Min%,PRPG!,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,FT_raw,FT_pct,2P_raw,2P_pct,3P_raw,3P_pct,shit,shit,shit,shit
12664,2019,Fr,6-4,Dallas Watson,Saint Peter's,MAAC,31,71.6,-0.9,79.5,20.1,43.4,46.7,1.0,8.6,20.4,33.1,0.3,0.9,30.2,41-62,.661,35-98,.357,36-107,.336,,,,
12665,,,,,Conf. games:,Conf. games:,17,75.1,-1.9,71.5,20.5,36.3,40.9,1.0,8.0,19.7,34.5,0.5,0.7,31.6,25-37,.676,20-61,.328,15-56,.268,,,,
12666,,,,,Top 100 quality games:,Top 100:,3,70.8,-0.6,70.0,24.8,38.5,39.6,2.5,6.9,25.8,30.4,0.0,2.1,34.6,4-9,.444,4-10,.400,4-16,.250,,,,
12667,,,,,Top 50 quality games:,Top 50:,3,70.8,-0.6,70.0,24.8,38.5,39.6,2.5,6.9,25.8,30.4,0.0,2.1,34.6,4-9,.444,4-10,.400,4-16,.250,,,,
12668,2019,Fr,6-4,Klay Brown,Saint Peter's,MAAC,25,26.7,-0.9,74.9,14.5,38.1,40.7,4.1,14.6,8.8,29.5,3.7,3.4,30.5,10-18,.556,9-22,.409,9-37,.243,,,,
12669,,,,,Conf. games:,Conf. games:,12,25.0,-1.2,71.8,14.0,40.4,39.6,3.0,17.4,12.8,33.0,3.7,3.5,34.6,3-9,.333,3-8,.375,5-18,.278,,,,
12670,,,,,Top 100 quality games:,Top 100:,3,33.3,-1.3,56.1,16.4,31.3,33.5,7.8,11.7,0.0,35.6,2.7,5.8,25.0,1-2,.500,1-4,.250,1-4,.250,,,,
12671,,,,,Top 50 quality games:,Top 50:,3,33.3,-1.3,56.1,16.4,31.3,33.5,7.8,11.7,0.0,35.6,2.7,5.8,25.0,1-2,.500,1-4,.250,1-4,.250,,,,
12672,2019,Sr,6-7,Mamadou Ndiaye,Saint Peter's,MAAC,5,2.6,-1.0,41.0,22.6,14.3,24.2,3.9,7.5,0.0,32.3,3.8,5.5,100.0,3-7,.429,1-5,.200,0-2,.000,,,,
12673,,,,,Top 100 quality games:,Top 100:,1,4.2,-1.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0-0,.000,0-1,.000,0-1,.000,,,,
12674,,,,,Top 50 quality games:,Top 50:,1,4.2,-1.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0-0,.000,0-1,.000,0-1,.000,,,,
12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12676,2019,Jr,5-10,Amir Hicks,Saint Peter's,MAAC,16,4.1,-0.5,57.4,10.5,21.4,21.4,2.4,2.4,14.2,32.9,4.8,1.2,0.0,0-0,.000,0-2,.000,1-5,.200,,,,
12677,,,,,Conf. games:,Conf. games:,13,6.7,-0.5,57.3,10.8,25.0,25.0,2.8,2.7,12.4,36.9,5.5,0.0,0.0,0-0,.000,0-1,.000,1-5,.200,,,,
12678,,,,,Top 100 quality games:,Top 100:,2,4.2,-0.4,50.7,10.2,0.0,0.0,0.0,0.0,43.6,0.0,0.0,11.6,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
12679,,,,,Top 50 quality games:,Top 50:,2,4.2,-0.4,50.7,10.2,0.0,0.0,0.0,0.0,43.6,0.0,0.0,11.6,0.0,0-0,.000,0-1,.000,0-0,.000,,,,
12680,2019,So,6-6,Cameron Underwood,Saint Peter's,MAAC,18,3.4,-0.1,100.6,7.1,50.0,51.3,6.0,8.7,4.4,19.9,3.0,0.0,200.0,2-4,.500,1-2,.500,0-0,.000,,,,
12681,,,,,Conf. games:,Conf. games:,12,3.3,1.5,421.6,0.6,0.0,0.0,5.7,5.4,8.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
12682,,,,,Top 100 quality games:,Top 100:,2,4.2,-0.1,62.6,24.2,0.0,52.6,20.9,23.3,0.0,48.3,21.8,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
12683,,,,,Top 50 quality games:,Top 50:,2,4.2,-0.1,62.6,24.2,0.0,52.6,20.9,23.3,0.0,48.3,21.8,0.0,0.0,1-2,.500,0-0,.000,0-0,.000,,,,
12684,2019,Sr,6-4,Cameron Delaney,Sam Houston St.,Slnd,30,79.8,3.0,118.0,19.1,59.7,62.6,5.6,14.6,12.5,16.4,1.9,1.6,28.2,64-80,.800,60-122,.492,73-162,.451,,,,
12685,,,,,Conf. games:,Conf. games:,18,83.8,3.9,128.2,18.9,65.0,68.1,6.1,15.8,12.1,14.6,2.5,1.4,30.0,46-54,.852,39-74,.527,52-106,.491,,,,
12686,,,,,Top 100 quality games:,Top 100:,4,74.4,1.9,98.7,19.5,42.5,44.2,4.3,10.0,17.9,12.9,1.1,2.0,10.0,3-4,.750,8-18,.444,6-22,.273,,,,
12687,,,,,Top 50 quality games:,Top 50:,2,88.8,3.1,102.6,18.1,44.0,44.0,3.0,7.4,18.4,4.7,1.8,1.7,0.0,0-0,.000,5-11,.455,4-14,.286,,,,
12688,2019,Jr,6-7,Kai Mitchell,Sam Houston St.,Slnd,30,59.2,2.3,109.0,26.2,55.3,57.3,10.8,24.6,11.5,15.6,3.6,2.7,28.2,57-83,.687,161-290,.555,1-4,.250,,,,
12689,,,,,Conf. games:,Conf. games:,18,61.3,2.3,110.4,26.2,56.6,58.8,10.8,22.8,12.6,16.8,4.0,2.7,26.4,35-48,.729,103-179,.575,0-3,.000,,,,
12690,,,,,Top 100 quality games:,Top 100:,4,70.6,3.2,100.9,28.7,47.5,47.1,9.0,29.3,12.2,7.4,3.6,2.6,16.7,4-10,.400,27-59,.458,1-1,1.000,,,,
12691,,,,,Top 50 quality games:,Top 50:,2,77.5,5.4,111.2,27.9,54.7,55.3,5.1,23.3,16.6,6.9,0.0,2.9,15.6,3-5,.600,16-31,.516,1-1,1.000,,,,
12692,2019,Sr,6-0,Josh Delaney,Sam Houston St.,Slnd,30,76.6,2.1,107.9,21.1,48.2,53.1,1.5,7.8,29.5,19.4,0.1,1.3,28.0,65-76,.855,42-109,.385,59-162,.364,,,,
12693,,,,,Conf. games:,Conf. games:,18,83.2,2.3,109.6,21.1,49.0,54.7,1.8,8.4,30.9,21.8,0.2,1.8,38.2,49-60,.817,26-70,.371,34-87,.391,,,,
12694,,,,,Top 100 quality games:,Top 100:,4,69.4,2.4,101.4,22.6,47.5,49.5,0.0,6.0,31.3,19.0,0.0,0.5,7.5,3-3,1.000,7-11,.636,8-29,.276,,,,
12695,,,,,Top 50 quality games:,Top 50:,2,70.0,1.2,88.3,20.3,46.9,48.6,0.0,7.0,25.7,26.3,0.0,0.0,6.3,1-1,1.000,3-5,.600,3-11,.273,,,,
12696,2019,Jr,6-5,R.J. Smith,Sam Houston St.,Slnd,27,35.9,1.1,108.1,20.2,48.6,52.0,10.2,13.8,7.6,12.6,0.6,1.3,22.9,26-33,.788,37-92,.402,22-52,.423,,,,
12697,,,,,Conf. games:,Conf. games:,15,27.8,1.0,112.4,20.3,55.5,57.8,7.7,10.9,5.8,12.7,0.6,1.7,16.4,10-12,.833,21-45,.467,13-28,.464,,,,
12698,,,,,Top 100 quality games:,Top 100:,4,51.3,2.1,111.5,18.4,56.0,57.6,8.6,12.9,6.7,15.8,1.7,0.0,16.0,3-4,.750,5-15,.333,6-10,.600,,,,
12699,,,,,Top 50 quality games:,Top 50:,2,43.8,1.5,101.7,18.4,61.1,61.1,12.0,18.7,10.4,27.9,3.6,0.0,0.0,0-0,.000,1-5,.200,3-4,.750,,,,
12700,2019,Fr,6-3,Zach Nutall,Sam Houston St.,Slnd,30,42.3,0.9,108.4,17.9,53.5,54.3,6.0,16.9,10.7,14.0,2.4,2.0,11.3,12-18,.667,43-83,.518,28-76,.368,,,,
12701,,,,,Conf. games:,Conf. games:,18,43.2,1.4,117.4,18.9,61.1,62.2,6.5,16.9,10.0,14.6,2.6,2.0,12.5,10-13,.769,32-55,.582,21-49,.429,,,,
12702,,,,,Top 100 quality games:,Top 100:,4,38.8,1.5,114.2,16.1,58.3,56.8,8.2,23.5,9.3,11.9,0.0,1.9,5.6,0-1,.000,9-12,.750,1-6,.167,,,,
12703,,,,,Top 50 quality games:,Top 50:,2,42.5,2.9,120.7,20.2,65.4,63.1,12.4,23.1,6.9,8.7,0.0,3.5,7.7,0-1,.000,7-8,.875,1-5,.200,,,,
12704,2019,Sr,6-6,Albert Almanza,Sam Houston St.,Slnd,30,53.7,0.8,107.6,14.5,48.5,51.7,3.8,9.8,7.5,11.7,1.3,1.4,17.6,25-29,.862,26-57,.456,36-108,.333,,,,
12705,,,,,Conf. games:,Conf. games:,18,55.6,0.9,109.6,15.8,49.1,53.2,4.5,8.9,7.3,11.8,1.2,1.7,22.0,21-24,.875,19-39,.487,23-70,.329,,,,
12706,,,,,Top 100 quality games:,Top 100:,4,47.5,2.5,138.7,8.8,69.2,70.5,1.3,8.7,6.7,8.9,1.8,0.8,7.7,1-1,1.000,3-5,.600,4-8,.500,,,,
12707,,,,,Top 50 quality games:,Top 50:,2,61.3,3.2,128.6,10.3,66.7,68.6,2.1,8.0,7.3,11.9,2.6,0.0,11.1,1-1,1.000,3-4,.750,2-5,.400,,,,
12708,2019,Sr,6-0,Marcus Harris,Sam Houston St.,Slnd,29,64.7,0.5,99.2,17.0,47.7,51.4,1.0,7.8,14.3,18.9,0.6,1.8,32.5,45-63,.714,43-95,.453,33-99,.333,,,,
12709,,,,,Conf. games:,Conf. games:,18,73.0,0.5,99.3,17.3,49.6,52.1,1.6,8.7,14.4,20.1,0.7,2.0,29.3,26-39,.667,30-61,.492,24-72,.333,,,,
12710,,,,,Top 100 quality games:,Top 100:,3,40.0,3.7,142.4,13.0,63.9,65.0,0.0,6.2,14.9,0.0,2.1,0.9,5.6,1-1,1.000,7-12,.583,3-6,.500,,,,
12711,,,,,Top 50 quality games:,Top 50:,1,18.8,-4.7,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0-0,.000,0-2,.000,0-1,.000,,,,
12712,2019,Fr,6-0,Xavier Bryant,Sam Houston St.,Slnd,20,12.2,0.5,104.1,22.5,53.3,59.7,0.8,13.0,41.6,31.7,0.0,5.1,60.0,14-18,.778,10-21,.476,4-9,.444,,,,
12713,,,,,Conf. games:,Conf. games:,10,14.0,0.7,111.5,20.1,56.3,64.0,0.0,15.9,39.6,31.1,0.0,6.2,87.5,11-14,.786,6-11,.545,2-5,.400,,,,
12714,,,,,Top 100 quality games:,Top 100:,4,10.0,0.4,111.8,17.7,33.3,33.3,0.0,0.0,70.7,21.0,0.0,3.7,0.0,0-0,.000,1-3,.333,0-0,.000,,,,
12715,,,,,Top 50 quality games:,Top 50:,2,11.3,0.7,104.4,31.1,33.3,33.3,0.0,0.0,120.9,21.4,0.0,6.6,0.0,0-0,.000,1-3,.333,0-0,.000,,,,
12716,2019,Jr,6-2,Chad Bowie,Sam Houston St.,Slnd,27,44.2,0.5,92.7,22.7,48.8,52.2,2.3,13.0,20.4,26.5,0.7,4.4,23.0,30-38,.789,43-96,.448,25-69,.362,,,,
12717,,,,,Conf. games:,Conf. games:,15,33.3,0.6,99.9,21.1,53.0,56.9,3.0,11.9,18.5,26.0,1.0,5.5,29.9,16-20,.800,16-29,.552,13-38,.342,,,,
12718,,,,,Top 100 quality games:,Top 100:,4,56.9,-0.7,69.1,24.6,30.0,32.9,2.2,8.7,17.0,24.0,0.0,3.3,8.6,3-3,1.000,6-27,.222,3-8,.375,,,,
12719,,,,,Top 50 quality games:,Top 50:,2,51.3,-1.5,56.4,23.5,21.4,26.8,0.0,9.6,16.6,24.8,0.0,4.4,14.3,2-2,1.000,3-12,.250,0-2,.000,,,,
12720,2019,So,6-9,Bubba Furlong,Sam Houston St.,Slnd,26,20.1,0.4,99.6,20.7,56.3,58.5,12.1,19.2,7.3,26.6,7.2,1.7,34.9,15-22,.682,31-57,.544,3-6,.500,,,,
12721,,,,,Conf. games:,Conf. games:,15,17.4,0.1,93.7,19.8,55.6,57.4,11.4,20.0,9.7,32.2,9.3,2.7,40.7,7-11,.636,12-24,.500,2-3,.667,,,,
12722,,,,,Top 100 quality games:,Top 100:,4,20.6,-0.3,74.2,16.7,50.0,47.1,9.2,12.0,0.0,32.5,0.0,0.0,50.0,1-3,.333,3-5,.600,0-1,.000,,,,
12723,,,,,Top 50 quality games:,Top 50:,2,18.8,-1.5,27.1,20.9,0.0,12.7,7.0,17.5,0.0,38.2,0.0,0.0,66.7,1-2,.500,0-2,.000,0-1,.000,,,,
12724,2019,So,6-11,Chidozie Ndu,Sam Houston St.,Slnd,19,5.6,-0.2,87.0,9.5,57.1,48.4,1.7,19.6,5.0,18.2,5.5,0.9,100.0,2-7,.286,4-7,.571,0-0,.000,,,,
12725,,,,,Conf. games:,Conf. games:,14,5.0,-0.3,73.5,9.4,50.0,36.9,3.3,16.0,4.5,17.0,3.3,0.0,75.0,0-3,.000,2-4,.500,0-0,.000,,,,
12726,,,,,Top 100 quality games:,Top 100:,1,4.4,0.5,119.3,13.0,0.0,51.3,0.0,18.9,0.0,0.0,19.4,8.5,200.0,2-2,1.000,0-1,.000,0-0,.000,,,,
12727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12728,2019,Jr,6-4,ZaQwaun Matthews,Sam Houston St.,Slnd,16,5.9,-0.6,53.6,12.4,16.7,16.7,1.6,10.1,9.2,6.6,0.0,0.0,0.0,0-0,.000,3-7,.429,0-11,.000,,,,
12729,,,,,Conf. games:,Conf. games:,7,2.3,-0.1,80.9,19.7,28.6,28.6,7.2,7.0,10.8,0.0,0.0,0.0,0.0,0-0,.000,2-4,.500,0-3,.000,,,,
12730,,,,,Top 100 quality games:,Top 100:,3,16.3,-0.7,76.0,4.9,33.3,33.3,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0-0,.000,1-1,1.000,0-2,.000,,,,
12731,,,,,Top 50 quality games:,Top 50:,2,16.3,-2.1,0.0,3.2,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-1,.000,,,,
12732,2019,Jr,5-10,Josh Sharkey,Samford,SC,32,86.0,2.9,100.0,30.3,48.8,54.8,2.0,9.8,38.9,26.2,0.1,4.3,52.8,152-204,.745,145-293,.495,29-93,.312,,,,
12733,,,,,Conf. games:,Conf. games:,18,88.5,3.0,98.0,32.0,49.4,54.0,1.6,9.4,43.9,26.7,0.0,4.0,45.1,79-110,.718,95-183,.519,17-61,.279,,,,
12734,,,,,Top 100 quality games:,Top 100:,10,90.4,2.6,89.3,31.7,43.0,47.7,4.0,9.7,42.0,28.9,0.0,3.9,30.3,33-43,.767,49-104,.471,8-38,.211,,,,
12735,,,,,Top 50 quality games:,Top 50:,5,93.7,3.1,89.2,33.3,40.8,46.5,5.7,9.6,46.6,28.5,0.0,3.0,35.2,19-25,.760,26-53,.491,2-18,.111,,,,
12736,2019,Sr,7-0,Ruben Guerrero,Samford,SC,32,72.8,2.6,112.9,20.8,61.0,62.0,12.1,17.7,4.2,18.0,8.3,1.1,34.8,65-101,.644,177-290,.610,0-0,.000,,,,
12737,,,,,Conf. games:,Conf. games:,18,71.7,2.1,107.5,21.4,56.9,58.9,11.8,19.3,3.4,18.5,9.3,1.3,33.5,38-56,.679,95-167,.569,0-0,.000,,,,
12738,,,,,Top 100 quality games:,Top 100:,10,71.8,3.1,114.0,18.4,63.4,64.3,9.9,18.4,1.4,18.5,6.4,1.5,32.9,18-27,.667,52-82,.634,0-0,.000,,,,
12739,,,,,Top 50 quality games:,Top 50:,5,66.8,2.3,105.3,19.0,60.5,61.1,7.9,17.0,1.5,19.8,5.8,0.4,34.2,8-13,.615,23-38,.605,0-0,.000,,,,
12740,2019,Jr,6-5,Brandon Austin,Samford,SC,32,76.5,2.3,114.6,17.2,57.8,59.1,2.0,13.2,3.9,10.4,0.7,2.0,19.0,43-62,.694,57-116,.491,88-211,.417,,,,
12741,,,,,Conf. games:,Conf. games:,18,79.7,2.3,114.6,16.3,55.8,57.4,1.8,13.9,4.7,8.1,0.8,2.4,23.1,29-42,.690,34-66,.515,45-116,.388,,,,
12742,,,,,Top 100 quality games:,Top 100:,10,72.8,2.2,109.7,15.3,53.3,54.5,1.5,10.2,2.5,8.5,0.4,1.3,16.5,10-15,.667,14-33,.424,23-58,.397,,,,
12743,,,,,Top 50 quality games:,Top 50:,5,82.4,4.3,122.8,15.6,58.5,60.2,1.4,12.3,3.5,4.3,0.0,1.7,17.0,7-9,.778,10-20,.500,14-33,.424,,,,
12744,2019,Jr,6-3,Myron Gordon,Samford,SC,32,71.5,2.2,111.0,19.9,50.2,57.1,1.7,6.7,11.0,14.3,1.0,1.5,45.1,109-128,.852,93-185,.503,33-99,.333,,,,
12745,,,,,Conf. games:,Conf. games:,18,77.2,2.5,113.6,18.8,50.6,56.7,1.8,6.4,11.5,11.3,1.5,1.4,44.1,61-75,.813,50-103,.485,24-67,.358,,,,
12746,,,,,Top 100 quality games:,Top 100:,10,75.9,3.1,109.6,20.1,45.6,53.7,2.2,6.9,10.3,11.6,0.7,2.0,38.8,37-40,.925,35-70,.500,8-33,.242,,,,
12747,,,,,Top 50 quality games:,Top 50:,5,75.1,3.3,110.6,19.6,46.9,56.1,1.6,6.4,6.3,11.3,0.7,1.1,43.8,20-21,.952,15-31,.484,5-17,.294,,,,
12748,2019,So,6-2,Kevion Nolan,Samford,SC,29,41.0,1.5,118.2,16.2,59.8,62.3,0.9,8.6,12.8,15.3,0.6,2.1,25.9,29-37,.784,24-55,.436,41-88,.466,,,,
12749,,,,,Conf. games:,Conf. games:,15,32.8,1.2,119.0,15.0,60.2,62.4,1.0,7.1,7.3,12.2,1.0,1.4,26.6,13-17,.765,7-18,.389,21-46,.457,,,,
12750,,,,,Top 100 quality games:,Top 100:,9,37.1,1.6,116.4,15.2,56.1,59.3,0.7,8.9,13.1,14.4,0.7,1.8,14.6,6-6,1.000,8-16,.500,10-25,.400,,,,
12751,,,,,Top 50 quality games:,Top 50:,4,31.7,0.5,99.7,12.2,46.4,46.4,0.0,13.2,16.1,14.4,0.0,3.5,0.0,0-0,.000,2-5,.400,3-9,.333,,,,
12752,2019,Fr,6-8,Robert Allen,Samford,SC,32,78.6,1.3,104.3,17.5,52.3,54.6,8.1,19.7,8.4,19.1,3.2,1.5,33.1,56-85,.659,100-175,.571,23-82,.280,,,,
12753,,,,,Conf. games:,Conf. games:,18,78.1,1.7,106.9,17.7,51.4,55.2,9.8,20.4,6.4,17.9,3.6,1.7,36.6,39-53,.736,52-96,.542,15-49,.306,,,,
12754,,,,,Top 100 quality games:,Top 100:,10,84.1,1.9,97.9,19.5,50.0,54.3,8.2,22.5,6.4,23.2,4.8,0.8,33.0,24-31,.774,32-62,.516,10-32,.313,,,,
12755,,,,,Top 50 quality games:,Top 50:,5,84.4,2.7,104.4,18.2,59.0,63.5,9.1,25.5,6.5,27.2,3.9,0.0,35.9,12-14,.857,14-25,.560,6-14,.429,,,,
12756,2019,Fr,6-4,Deandre Thomas,Samford,SC,31,29.1,0.7,119.2,12.0,61.5,61.8,5.4,8.6,7.1,15.8,0.0,1.3,7.7,4-6,.667,15-33,.455,22-45,.489,,,,
12757,,,,,Conf. games:,Conf. games:,17,29.5,0.5,114.2,10.8,55.7,55.6,3.2,8.9,7.7,11.7,0.0,1.5,4.5,1-2,.500,8-18,.444,11-26,.423,,,,
12758,,,,,Top 100 quality games:,Top 100:,10,34.5,1.8,130.3,12.5,64.1,63.4,7.2,8.0,7.7,9.4,0.0,1.2,12.5,2-4,.500,7-15,.467,9-17,.529,,,,
12759,,,,,Top 50 quality games:,Top 50:,5,27.3,2.6,172.8,7.3,83.3,83.3,0.0,4.4,9.9,0.0,0.0,1.0,0.0,0-0,.000,3-5,.600,3-4,.750,,,,
12760,2019,Fr,6-8,Logan Dye,Samford,SC,23,15.7,-0.2,82.4,18.6,54.9,53.3,6.5,12.0,2.7,30.6,3.4,2.2,25.5,5-13,.385,28-51,.549,0-0,.000,,,,
12761,,,,,Conf. games:,Conf. games:,11,11.1,-0.1,85.5,20.0,60.9,57.1,5.6,9.2,4.8,30.2,4.5,2.7,21.7,1-5,.200,14-23,.609,0-0,.000,,,,
12762,,,,,Top 100 quality games:,Top 100:,6,12.3,-0.2,82.5,12.8,46.2,46.2,0.0,6.7,0.0,17.2,0.0,0.0,0.0,0-0,.000,6-13,.462,0-0,.000,,,,
12763,,,,,Top 50 quality games:,Top 50:,4,16.6,0.3,95.2,15.5,60.0,60.0,0.0,7.2,0.0,21.6,0.0,0.0,0.0,0-0,.000,6-10,.600,0-0,.000,,,,
12764,2019,Sr,6-7,Stefan Lakic,Samford,SC,31,23.8,-0.6,78.8,13.2,39.6,40.8,2.3,15.8,6.2,23.0,1.1,0.9,9.0,4-6,.667,10-27,.370,11-40,.275,,,,
12765,,,,,Conf. games:,Conf. games:,18,28.7,-0.6,81.3,12.8,42.0,43.8,1.6,15.2,5.4,22.4,1.7,0.8,13.6,4-6,.667,5-17,.294,9-27,.333,,,,
12766,,,,,Top 100 quality games:,Top 100:,10,20.5,-1.3,40.1,15.3,16.7,16.7,5.4,10.7,0.0,21.6,2.7,0.7,0.0,0-0,.000,1-11,.091,2-13,.154,,,,
12767,,,,,Top 50 quality games:,Top 50:,5,20.5,-1.7,25.2,19.4,7.7,7.7,8.6,17.5,0.0,28.0,5.4,0.0,0.0,0-0,.000,1-7,.143,0-6,.000,,,,
12768,2019,Fr,6-4,Steven Fitzgerald,Samford,SC,12,4.3,-0.4,74.1,13.0,40.9,40.9,4.2,18.0,5.7,30.1,0.0,2.0,0.0,0-0,.000,3-4,.750,1-7,.143,,,,
12769,,,,,Conf. games:,Conf. games:,4,2.3,-0.3,75.6,12.2,75.0,75.0,6.9,19.2,0.0,53.5,0.0,3.3,0.0,0-0,.000,0-0,.000,1-2,.500,,,,
12770,,,,,Top 100 quality games:,Top 100:,1,0.2,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
12771,,,,,Top 50 quality games:,Top 50:,1,0.5,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,.000,0-0,.000,0-0,.000,,,,
12772,2019,Sr,6-7,Isaiah Pineiro,San Diego,WCC,35,85.9,4.1,106.8,28.5,52.8,58.5,6.7,26.2,13.5,17.6,1.5,2.0,43.3,168-204,.824,190-355,.535,39-116,.336,,,,
12773,,,,,Conf. games:,Conf. games:,16,86.8,4.1,107.3,27.6,50.7,57.1,6.9,30.4,15.8,15.6,1.6,2.0,49.0,81-101,.802,73-149,.490,21-57,.368,,,,
12774,,,,,Top 100 quality games:,Top 100:,15,85.0,4.3,102.4,29.7,49.3,55.6,6.2,25.3,14.1,18.1,2.1,1.3,39.8,71-84,.845,80-158,.506,16-53,.302,,,,
12775,,,,,Top 50 quality games:,Top 50:,9,84.7,3.7,96.3,29.8,46.6,51.6,6.2,24.9,12.7,17.0,2.3,1.6,28.8,32-38,.842,48-98,.490,9-34,.265,,,,
12776,2019,Sr,6-2,Isaiah Wright,San Diego,WCC,31,82.5,2.9,104.4,21.4,51.9,56.9,1.1,12.0,24.7,21.2,0.1,2.2,40.5,99-126,.786,88-161,.547,49-150,.327,,,,
12777,,,,,Conf. games:,Conf. games:,13,77.8,2.4,99.7,21.2,49.3,52.9,1.4,11.9,25.6,19.3,0.0,2.2,36.2,35-50,.700,44-80,.550,16-58,.276,,,,
12778,,,,,Top 100 quality games:,Top 100:,15,93.9,2.9,100.4,20.8,56.9,59.4,1.0,10.9,19.5,24.9,0.0,1.9,30.9,34-47,.723,43-80,.537,29-72,.403,,,,
12779,,,,,Top 50 quality games:,Top 50:,9,94.7,1.7,88.9,21.9,55.2,57.2,0.3,8.6,20.4,31.1,0.0,1.8,31.4,18-27,.667,22-41,.537,17-45,.378,,,,
12780,2019,Sr,6-3,Olin Carter III,San Diego,WCC,30,72.0,2.4,103.8,20.9,53.2,55.0,0.7,9.9,10.0,12.1,0.4,1.5,13.0,39-49,.796,86-168,.512,76-208,.365,,,,
12781,,,,,Conf. games:,Conf. games:,11,58.3,1.8,100.2,20.1,53.4,54.6,0.6,6.3,9.7,13.2,0.3,1.6,11.4,11-15,.733,24-50,.480,31-82,.378,,,,
12782,,,,,Top 100 quality games:,Top 100:,13,72.2,2.4,99.3,20.9,49.1,51.0,0.8,10.0,7.8,11.0,0.7,1.6,12.1,16-20,.800,30-71,.423,34-94,.362,,,,
12783,,,,,Top 50 quality games:,Top 50:,7,67.2,2.0,90.1,23.9,45.1,46.8,1.0,9.9,8.8,12.3,0.4,1.5,7.8,7-8,.875,18-47,.383,19-56,.339,,,,
12784,2019,Sr,6-5,Tyler Williams,San Diego,WCC,35,89.0,1.4,104.9,13.9,48.9,51.0,3.4,9.7,14.8,15.4,0.2,1.4,13.3,28-35,.800,39-104,.375,60-160,.375,,,,
12785,,,,,Conf. games:,Conf. games:,16,88.2,0.8,97.0,15.2,44.0,47.9,2.8,8.1,15.2,16.3,0.4,1.8,19.8,21-25,.840,18-47,.383,25-79,.316,,,,
12786,,,,,Top 100 quality games:,Top 100:,15,91.4,0.8,96.9,12.5,44.1,46.4,3.0,7.2,13.8,17.9,0.2,0.9,11.8,10-12,.833,12-38,.316,22-64,.344,,,,
12787,,,,,Top 50 quality games:,Top 50:,9,92.2,1.5,101.5,12.0,49.1,51.0,2.9,7.6,15.2,19.4,0.0,1.1,10.7,5-6,.833,5-22,.227,15-34,.441,,,,
12788,2019,So,6-10,Yauhen Massalski,San Diego,WCC,32,42.1,1.2,100.8,21.3,60.5,58.5,12.9,24.9,10.3,24.0,9.0,1.3,42.6,29-63,.460,88-147,.599,1-1,1.000,,,,
12789,,,,,Conf. games:,Conf. games:,16,50.2,1.2,99.9,21.3,64.1,62.9,11.2,26.1,9.3,27.2,10.9,1.6,44.9,19-35,.543,50-78,.641,0-0,.000,,,,
12790,,,,,Top 100 quality games:,Top 100:,14,43.8,1.1,93.0,23.1,53.0,52.0,13.8,29.6,12.4,25.0,9.2,1.1,49.3,15-33,.455,34-66,.515,1-1,1.000,,,,
12791,,,,,Top 50 quality games:,Top 50:,9,46.4,1.0,91.4,22.0,53.4,50.9,12.1,31.1,11.0,22.7,9.5,1.4,38.6,6-17,.353,22-43,.512,1-1,1.000,,,,
12792,2019,Jr,6-8,Alex Floresca,San Diego,WCC,34,47.0,1.1,105.2,16.3,55.6,58.1,5.6,13.8,12.7,21.0,1.8,1.2,56.0,45-70,.643,59-96,.615,7-29,.241,,,,
12793,,,,,Conf. games:,Conf. games:,15,36.8,-0.5,77.0,17.9,37.8,43.9,2.5,11.0,7.4,23.5,1.9,2.0,82.2,21-37,.568,17-39,.436,0-6,.000,,,,
12794,,,,,Top 100 quality games:,Top 100:,15,47.9,1.4,105.7,16.8,50.0,53.7,7.3,12.9,13.4,16.9,1.5,1.0,61.4,22-35,.629,27-47,.574,1-10,.100,,,,
12795,,,,,Top 50 quality games:,Top 50:,9,48.1,1.7,107.9,16.1,59.4,60.6,7.6,13.9,12.4,21.4,1.7,0.7,50.0,10-16,.625,19-27,.704,0-5,.000,,,,
12796,2019,Fr,6-4,Finn Sullivan,San Diego,WCC,31,35.6,0.7,107.5,12.9,49.5,54.7,2.7,11.0,5.1,11.7,1.3,1.7,34.0,28-34,.824,21-44,.477,19-56,.339,,,,
12797,,,,,Conf. games:,Conf. games:,16,47.2,0.5,103.2,12.5,49.1,55.0,2.0,9.8,6.4,15.4,0.4,2.3,32.1,16-18,.889,11-21,.524,11-35,.314,,,,
